ID,Field,RA,DEC,X,Y,ELONGATION,ELLIPTICITY,THETA,A,B,FLUX_RADIUS_50,FLUX_RADIUS_90,u_auto,e_u_auto,SEX_FLAGS_u,J0378_auto,e_J0378_auto,SEX_FLAGS_J0378,J0395_auto,e_J0395_auto,SEX_FLAGS_J0395,J0410_auto,e_J0410_auto,SEX_FLAGS_J0410,J0430_auto,e_J0430_auto,SEX_FLAGS_J0430,g_auto,e_g_auto,SEX_FLAGS_g,J0515_auto,e_J0515_auto,SEX_FLAGS_J0515,r_auto,e_r_auto,SEX_FLAGS_r,J0660_auto,e_J0660_auto,SEX_FLAGS_J0660,i_auto,e_i_auto,SEX_FLAGS_i,J0861_auto,e_J0861_auto,SEX_FLAGS_J0861,z_auto,e_z_auto,SEX_FLAGS_z,zml,odds
iDR4_3_SPLUS-s37s28_0022736,SPLUS-s37s28,54.48456534365061,-47.39721605242454,3353.421875,9251.1005859375,1.8760194778442383,0.4669564962387085,-66.7983627319336,0.00016574117762502283,8.812397572910413e-05,1.673019528388977,2.8167881965637207,22.878267288208008,2.0019726753234863,0,99.0,99.0,0,19.927995681762695,0.3733520209789276,0,99.0,99.0,0,99.0,99.0,0,21.92034149169922,0.6950415372848511,0,99.0,99.0,0,22.329071044921875,0.7797492742538452,0,21.744178771972656,0.5204178094863892,0,21.652463912963867,0.48027554154396057,0,20.152114868164062,0.2682829201221466,0,21.28571128845215,0.5769639611244202,0,0.7940000295639038,0.19647681713104248
iDR4_3_SPLUS-s37s28_0022756,SPLUS-s37s28,54.424197072568724,-47.398044822927424,3620.94140625,9247.2373046875,1.6488546133041382,0.3935183882713318,-2.260127544403076,0.00010697177640395239,6.489229417638853e-05,1.2951457500457764,1.7666577100753784,22.972440719604492,2.0093021392822266,0,25.10860252380371,24.190902709960938,0,99.0,99.0,0,22.27458953857422,2.889545202255249,0,23.623212814331055,9.65812873840332,0,99.0,99.0,0,21.862932205200195,1.3999148607254028,0,22.149194717407227,0.6117599606513977,0,21.81848907470703,0.5126171708106995,0,22.48130989074707,0.9518585801124573,0,20.9622859954834,0.5186461806297302,0,21.60584831237793,0.7175025343894958,0,0.8332499861717224,0.1745837926864624
iDR4_3_SPLUS-s37s28_0022758,SPLUS-s37s28,54.47512433997164,-47.3991162006528,3395.331298828125,9238.919921875,1.1582177877426147,0.13660448789596558,8.73357105255127,0.0002844030677806586,0.00024548653163947165,2.6165897846221924,5.567197322845459,21.652545928955078,1.27130126953125,2,20.35121726989746,0.6472523212432861,2,20.62925148010254,1.3741154670715332,2,21.015884399414062,1.9392186403274536,2,19.868703842163086,0.6515902280807495,2,21.32623291015625,0.787756621837616,2,20.476879119873047,0.8324320316314697,2,20.514293670654297,0.28925806283950806,2,19.682077407836914,0.15377932786941528,2,19.42503547668457,0.12231535464525223,2,19.0752010345459,0.19473713636398315,2,19.002378463745117,0.1392553597688675,2,0.6192499995231628,0.3416767716407776
iDR4_3_SPLUS-s37s28_0022794,SPLUS-s37s28,54.45031055881642,-47.39959810681538,3505.294677734375,9236.4189453125,1.7740765810012817,0.43632644414901733,-58.54350662231445,0.00014795013703405857,8.325433736899868e-05,1.6916395425796509,3.420391321182251,21.73955535888672,0.800457775592804,0,22.396568298339844,2.467578172683716,0,99.0,99.0,0,23.376676559448242,9.81205940246582,0,19.99757194519043,0.4677741229534149,0,99.0,99.0,0,22.50359535217285,3.1145708560943604,0,21.40632438659668,0.38062840700149536,0,22.315532684326172,0.9967392683029175,0,21.396595001220703,0.4338472783565521,0,20.745359420776367,0.5246358513832092,0,20.87336540222168,0.4522770047187805,0,0.7737500071525574,0.16067899763584137
iDR4_3_SPLUS-s37s28_0033489,SPLUS-s37s28,54.42988286887051,-47.35984568301439,3594.354736328125,9497.15625,1.413975477218628,0.2927742004394531,33.54914855957031,0.00028033964917995036,0.00019812426762655377,2.286038398742676,3.8338418006896973,99.0,99.0,0,99.0,99.0,0,19.58383560180664,0.5470423698425293,0,99.0,99.0,0,19.717838287353516,0.5874659419059753,0,23.15838623046875,4.428532123565674,0,99.0,99.0,0,20.860933303833008,0.41556280851364136,0,20.869140625,0.4946369230747223,0,19.799123764038086,0.17975978553295135,0,20.556640625,0.7893103957176208,0,20.932220458984375,0.8561691641807556,0,0.5206666588783264,0.25193238258361816
iDR4_3_SPLUS-s37s28_0033545,SPLUS-s37s28,54.44560907201053,-47.37661690793022,3525.2568359375,9386.9765625,1.6179441213607788,0.3819316625595093,26.882057189941406,0.0001497527991887182,9.241930092684925e-05,1.784996747970581,4.092199325561523,99.0,99.0,0,22.35616683959961,2.7651500701904297,0,20.984542846679688,1.299052357673645,0,21.13995361328125,1.4738421440124512,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,21.70787239074707,0.5886262059211731,0,21.95792579650879,0.8420380353927612,0,21.0354061126709,0.3650229573249817,0,22.91850471496582,4.522117614746094,0,21.3275089263916,0.8012250661849976,0,0.7615833282470703,0.10311475396156311
iDR4_3_SPLUS-s37s28_0033550,SPLUS-s37s28,54.437107368788,-47.3747019820883,3562.871337890625,9399.7255859375,2.157932996749878,0.5365935564041138,-55.05178451538086,0.00017057319928426296,7.888192340033129e-05,1.4917018413543701,2.179992437362671,23.338359832763672,2.160168409347534,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,21.20929718017578,0.8212457895278931,0,99.0,99.0,0,99.0,99.0,0,23.053098678588867,1.086157202720642,0,23.29694938659668,1.5499751567840576,0,21.974689483642578,0.4647330343723297,0,23.89698600769043,5.955399990081787,0,21.089231491088867,0.3483036160469055,0,0.719083309173584,0.12357718497514725
iDR4_3_SPLUS-s37s28_0033598,SPLUS-s37s28,54.45863174090427,-47.378274734053754,3467.595703125,9375.7890625,1.6810661554336548,0.40513938665390015,-69.66630554199219,0.00011439930676715448,6.792924978071824e-05,1.0363144874572754,1.511217474937439,24.408262252807617,6.449462413787842,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,23.046422958374023,1.2098098993301392,0,24.051233291625977,3.4318065643310547,0,22.30991554260254,0.6991978883743286,0,24.140037536621094,8.275300979614258,0,21.68308448791504,0.6635547280311584,0,0.8261666893959045,0.1718003898859024
iDR4_3_SPLUS-s37s28_0033778,SPLUS-s37s28,54.4542751471486,-47.38092858291866,3487.0087890625,9358.5302734375,1.7573577165603638,0.4309638738632202,73.31423950195312,0.00018312929023522884,0.0001044113450916484,1.5224878787994385,2.440077066421509,27.349458694458008,60.253570556640625,0,21.77521324157715,0.6081005334854126,0,21.927608489990234,1.168373942375183,0,22.978271484375,2.983144521713257,0,21.867834091186523,1.050584077835083,0,22.290523529052734,0.49505653977394104,0,22.631206512451172,1.5295937061309814,0,23.612178802490234,1.2779066562652588,0,22.88360595703125,0.742214560508728,0,21.768781661987305,0.2725078761577606,0,22.182292938232422,0.8628532290458679,0,22.02174949645996,0.5736992359161377,0,0.7239166498184204,0.19757859408855438
iDR4_3_SPLUS-s37s28_0033798,SPLUS-s37s28,54.43987876024363,-47.3818507471376,3550.85302734375,9352.859375,2.010882616043091,0.5027059316635132,-60.41470718383789,0.00021081743761897087,0.00010458744509378448,2.8446950912475586,-3.101323366165161,20.938491821289062,0.46179017424583435,0,99.0,99.0,0,99.0,99.0,0,20.9227237701416,1.2464721202850342,0,99.0,99.0,0,21.530672073364258,0.6688024401664734,0,20.161020278930664,0.4408259689807892,0,22.149709701538086,0.9190861582756042,0,20.789478302001953,0.2994246482849121,0,20.712257385253906,0.2818690538406372,0,21.001441955566406,0.8053956627845764,0,20.55811309814453,0.41081473231315613,0,0.718916654586792,0.16541330516338348
