ID,Field,RA,DEC,X,Y,ELONGATION,ELLIPTICITY,THETA,A,B,FLUX_RADIUS_50,FLUX_RADIUS_90,u_auto,e_u_auto,SEX_FLAGS_u,J0378_auto,e_J0378_auto,SEX_FLAGS_J0378,J0395_auto,e_J0395_auto,SEX_FLAGS_J0395,J0410_auto,e_J0410_auto,SEX_FLAGS_J0410,J0430_auto,e_J0430_auto,SEX_FLAGS_J0430,g_auto,e_g_auto,SEX_FLAGS_g,J0515_auto,e_J0515_auto,SEX_FLAGS_J0515,r_auto,e_r_auto,SEX_FLAGS_r,J0660_auto,e_J0660_auto,SEX_FLAGS_J0660,i_auto,e_i_auto,SEX_FLAGS_i,J0861_auto,e_J0861_auto,SEX_FLAGS_J0861,z_auto,e_z_auto,SEX_FLAGS_z,zml,odds
iDR4_3_MC0011_0021945,MC0011,66.43618171657376,-64.55932689069986,8491.6376953125,5536.7109375,1.050690770149231,0.048245131969451904,-19.9913330078125,0.0003004293830599636,0.00028582915547303855,3.5654523372650146,9.066874504089355,19.98711395263672,0.17861779034137726,3,22.010095596313477,1.9183729887008667,3,21.451656341552734,1.8616628646850586,3,20.878433227539062,0.869956910610199,3,21.42084503173828,1.305596947669983,3,20.25270652770996,0.09217751771211624,3,20.129358291625977,0.34970277547836304,3,18.883760452270508,0.030037013813853264,3,18.65004539489746,0.04123822599649429,3,18.295032501220703,0.025708388537168503,3,18.212539672851562,0.07156165689229965,3,18.03905487060547,0.04819978401064873,3,0.22058333456516266,0.5362644791603088
iDR4_3_MC0011_0021954,MC0011,66.45452984741442,-64.55766867443715,8440.2294921875,5548.4208984375,1.2831799983978271,0.220686137676239,-56.74519348144531,0.00015845491725485772,0.00012368246098048985,2.292027711868286,4.655656814575195,21.667985916137695,0.5484594702720642,0,21.82195472717285,1.0683339834213257,0,21.020570755004883,0.8270053863525391,0,20.68410301208496,0.4803486764431,0,21.73465347290039,1.1445468664169312,0,21.858427047729492,0.26288363337516785,0,22.17180061340332,1.495846152305603,0,21.521013259887695,0.2169123888015747,0,21.950119018554688,0.5436832308769226,0,21.113889694213867,0.219712495803833,0,22.49752426147461,2.3860325813293457,0,20.604040145874023,0.3296906352043152,0,0.8152499794960022,0.16396836936473846
iDR4_3_MC0011_0021967,MC0011,66.38945665678946,-64.55681911306445,8623.294921875,5550.8720703125,1.1044434309005737,0.09456658363342285,-23.741024017333984,0.00020250325906090438,0.0001832022680900991,2.0209944248199463,5.5737175941467285,20.681848526000977,0.2218509018421173,0,21.84930419921875,17.4172306060791,0,20.82147979736328,22.905921936035156,0,20.599027633666992,0.4532553255558014,0,21.191471099853516,0.7130483388900757,0,20.49643325805664,0.07788732647895813,0,20.611570358276367,0.4502645432949066,0,20.058895111083984,0.05875925347208977,0,20.06537437438965,0.10078710317611694,0,20.080535888671875,0.08784588426351547,0,19.886274337768555,0.22248098254203796,0,19.8802490234375,0.17457038164138794,0,0.20366667211055756,0.1622685194015503
iDR4_3_MC0011_0021990,MC0011,66.42952986253881,-64.5561843914873,8510.6865234375,5556.962890625,1.637613296508789,0.3893551826477051,-86.89230346679688,0.00022460604668594897,0.0001373379782307893,3.5584661960601807,6.884667873382568,20.30563735961914,12.64578914642334,1,20.333330154418945,20.222118377685547,1,99.0,99.0,0,21.92481803894043,127.6838150024414,1,99.0,99.0,0,21.731624603271484,0.3279765844345093,0,22.052339553833008,149.826171875,1,20.480615615844727,0.11690761893987656,0,20.55231475830078,0.2117350548505783,0,20.31186294555664,9.771821022033691,0,20.76360511779785,0.6785197257995605,0,19.83469009399414,22.972293853759766,0,0.2854999899864197,0.20264284312725067
iDR4_3_MC0011_0021998,MC0011,66.43351920337503,-64.55962958731234,8499.08984375,5534.60400390625,1.2485601902008057,0.19907742738723755,-22.18968963623047,0.0005379362846724689,0.0004300501896068454,10.51223087310791,19.363616943359375,19.643775939941406,0.29265931248664856,3,19.808610916137695,0.5772903561592102,3,21.578174591064453,4.786036968231201,3,19.01649284362793,0.35798171162605286,3,20.823408126831055,1.7183665037155151,3,19.133853912353516,0.07447587698698044,3,18.638757705688477,0.2019023448228836,3,17.640438079833984,0.021472979336977005,3,17.436748504638672,0.030219445005059242,3,17.256189346313477,0.022158026695251465,3,16.934890747070312,0.04993739724159241,3,16.93487548828125,0.03942239657044411,3,0.31283333897590637,0.5229048728942871
iDR4_3_MC0011_0022025,MC0011,66.41571251414695,-64.55459313132158,8549.7177734375,5566.7177734375,1.0229471921920776,0.022432446479797363,18.89289093017578,0.00018684960377868265,0.00018269852444063872,3.8458034992218018,7.3392534255981445,21.235586166381836,0.5023161768913269,0,99.0,99.0,1,99.0,99.0,0,99.0,99.0,1,20.537620544433594,0.5262568593025208,0,20.709264755249023,0.12802746891975403,0,20.357410430908203,0.3923964202404022,0,20.02857780456543,0.07725943624973297,0,19.805694580078125,0.10675223916769028,0,19.66817855834961,9.72781753540039,1,19.943241119384766,0.3189835548400879,0,19.646692276000977,32.23017883300781,1,0.4229166805744171,0.22380506992340088
iDR4_3_MC0011_0022039,MC0011,66.33963952751785,-64.55349631360379,8763.767578125,5570.11181640625,1.2538422346115112,0.20245146751403809,1.7768718004226685,0.00018390995683148503,0.00014674427802674472,1.6205947399139404,3.5951809883117676,99.0,99.0,0,21.722373962402344,0.7769785523414612,0,21.4836483001709,1.0168309211730957,0,20.951404571533203,0.4988801181316376,0,21.813121795654297,1.0045220851898193,0,20.879554748535156,2.317080497741699,0,21.18975830078125,0.49881255626678467,0,20.228666305541992,1.5906689167022705,0,20.100120544433594,2.1938087940216064,0,19.95241355895996,2.389413833618164,0,19.81182098388672,0.1664082556962967,0,19.886611938476562,8.630195617675781,0,0.11283333599567413,0.16882601380348206
iDR4_3_MC0011_0022040,MC0011,66.3907914842779,-64.5579537810961,8619.412109375,5543.51171875,1.5971837043762207,0.3738979697227478,-41.35256576538086,0.00022129566059447825,0.000138400835567154,2.5114517211914062,6.6316423416137695,21.161457061767578,0.36063849925994873,0,21.935882568359375,1.2400320768356323,0,99.0,99.0,0,21.005807876586914,0.6877817511558533,0,20.591251373291016,0.42851895093917847,0,21.00737190246582,0.12945079803466797,0,20.71070098876953,0.5150513052940369,0,20.752300262451172,0.11523221433162689,0,20.674537658691406,0.18208415806293488,0,20.78186798095703,0.17429238557815552,0,20.51276397705078,0.4137113392353058,0,20.395570755004883,0.2932303547859192,0,0.2514166533946991,0.20851340889930725
iDR4_3_MC0011_0022046,MC0011,66.35483482942419,-64.55324848576124,8721.0654296875,5572.51025390625,1.1737568378448486,0.14803481101989746,-46.644264221191406,0.0001829071989050135,0.00015586052904836833,1.4575971364974976,2.5785398483276367,24.01532745361328,3.067458391189575,0,23.488298416137695,3.100647449493408,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,21.81436538696289,0.1645980179309845,0,22.102916717529297,0.9147494435310364,0,20.99519920349121,0.0881713330745697,0,21.06696319580078,0.15912900865077972,0,20.57926368713379,0.08859405666589737,0,20.202972412109375,0.189906507730484,0,20.717388153076172,0.23892726004123688,0,0.11050000041723251,0.0959390178322792
iDR4_3_MC0011_0022067,MC0011,66.41863696810232,-64.55669430244612,8541.259765625,5553.1064453125,1.1669400930404663,0.1430579423904419,-3.842634439468384,0.00034923190833069384,0.00029920192901045084,1.8295395374298096,4.880492210388184,19.882171630859375,0.1170305386185646,0,20.2618350982666,0.27506011724472046,0,19.538373947143555,0.23185445368289948,0,18.822729110717773,3.7935597896575928,0,18.625232696533203,0.07488591969013214,0,17.808086395263672,0.00856071338057518,0,17.745216369628906,0.030977828428149223,0,16.769617080688477,0.004239797126501799,0,16.650531768798828,0.006526768207550049,0,16.388452529907227,0.004113971255719662,0,16.25569725036621,0.010204263031482697,0,16.215604782104492,0.007569005712866783,0,0.1301666647195816,0.6356225609779358
