No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,"Associations ",Redshift-independent Distances,Classifications,Images,Spectra
684,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J050117.97-181148.7</a>",75.325112,-18.196760,G,,,,2,,19,4,,,,,,,
685,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J044425.43-215153.1</a>",71.106139,-21.864955,G,,,,1,,25,5,,,,,,,
686,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J044429.87-215245.3</a>",71.124468,-21.879123,G,,,,1,,25,5,,,,,,,
687,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J050121.30-181132.3</a>",75.338796,-18.192435,G,,,,1,,25,5,,,,,,,
688,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J050430.89-184143.3</a>",76.128726,-18.695492,G,,,,1,,19,4,,,,,,,
689,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J050429.69-184248.7</a>",76.123468,-18.713273,G,,,,1,,7,3,,,,,,,
690,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J050113.47-181018.1</a>",75.306329,-18.172449,G,,,,1,,19,4,,,,,,,
691,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J044420.08-215242.4</a>",71.083790,-21.878242,G,,,,1,,24,5,,,,,,,
692,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J214443.25-200324.0</a>",326.180558,-20.056989,G,,,,1,,19,4,,,,,,,
693,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J215524.58-205145.6</a>",328.852677,-20.862390,G,,,,1,,19,4,,,1,,,,
694,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J225407.32-181001.9</a>",343.530460,-18.167398,G,,,,1,,19,4,,,,,,,
695,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J225417.03-180922.7</a>",343.570833,-18.156389,G,9683.296393,0.032300,SUN,1,,19,5,2,,,,,,1
696,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J230127.14-200212.9</a>",345.362879,-20.037071,G,,,,1,,25,5,,,,,,,
697,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J215536.92-205114.4</a>",328.903989,-20.854149,G,,,,1,,23,5,,,,,,,
698,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J230133.00-200314.8</a>",345.387486,-20.054151,G,,,,1,,19,4,,,,,,,
699,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J225411.34-180934.8</a>",343.547173,-18.159791,G,,,,1,,25,5,,,,,,,
700,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J230127.72-200149.4</a>",345.365490,-20.030512,G,,,,1,,19,4,,,,,,,
701,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J230130.65-200301.0</a>",345.377706,-20.050330,G,,,,1,,19,4,,,,,,,
702,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005255.67-131706.4</a>",13.231917,-13.285139,G,,,,2,,32,6,,2,,,,1,
703,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005252.59-131652.7</a>",13.219266,-13.281376,G,,,,1,,19,4,,,,,,,
704,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005249.73-131734.0</a>",13.207349,-13.292891,G,,,,1,,19,4,,,,,,,
705,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014814.22-150754.8</a>",27.059266,-15.132398,G,,,,1,,19,4,,,1,,,,
706,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014811.32-150732.5</a>",27.047503,-15.125900,G,,,,2,,25,5,,,,,,,
707,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J010214.60-171219.6</a>",15.561083,-17.205222,G,20309.140275,0.067744,SLS,4,,34,7,3,2,,,,1,1
708,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J010213.26-171319.4</a>",15.554917,-17.221944,G,18123.653256,0.060454,PUN,3,,34,7,1,2,,,,1,
709,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J010222.57-171110.2</a>",15.594202,-17.186021,G,,,,1,,24,5,,,,,,,
710,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014807.80-150659.1</a>",27.032127,-15.116450,G,,,,1,,19,4,,,,,,,
711,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J035006.35-151745.7</a>",57.526467,-15.296061,G,,,,1,,25,5,,,,,,,
712,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J034956.80-151810.6</a>",57.486756,-15.303010,G,,,,1,,19,4,,,,,,,
713,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J234252.36-130320.1</a>",355.718125,-13.055472,G,,,,2,,36,7,,2,,,,1,
714,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J233242.12-131202.2</a>",353.175634,-13.200816,G,,,,2,,23,5,,,,,,,
715,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J234251.08-130406.7</a>",355.712667,-13.068413,G,,,,1,,23,5,,,,,,,
716,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J233243.36-131122.5</a>",353.180746,-13.189813,G,,,,1,,23,5,,,,,,,
717,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J233240.67-131322.3</a>",353.169697,-13.223403,G,,,,1,,23,5,,,,,,,
718,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J234254.67-130336.2</a>",355.727980,-13.060046,G,,,,1,,23,5,,,,,,,
719,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J233239.83-131326.2</a>",353.165827,-13.224127,G,,,,1,,19,4,,,,,,,
720,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J003743.89-090354.7</a>",9.432738,-9.065406,G,22914.144868,0.076433,SLS,15,,43,9,6,4,,,,,1
721,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J003741.03-090323.2</a>",9.421080,-9.056410,G,19186.717312,0.064000,PUN,7,,44,8,3,4,,,,,
722,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J003744.53-090332.6</a>",9.435454,-9.059018,G,15889.000274,0.053000,PUN,3,,38,7,1,4,,,,,
723,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J003739.17-090248.6</a>",9.413283,-9.046789,G,23149.330552,0.077218,SLS,16,,72,10,6,10,,,,1,1
724,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J130507.56+404520.1</a>",196.281459,40.755534,G,10629.272308,0.035455,SLS,8,,53,6,5,8,,,,,1
725,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014621.52-071927.4</a>",26.589500,-7.324347,G,,,,2,,19,4,,,,,,,
726,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J012441.79-081051.5</a>",21.174500,-8.181556,G,,,,1,,46,7,,2,,,,1,
727,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J012437.65-081026.3</a>",21.156748,-8.174100,G,,,,2,,19,4,,,,,,,
728,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014623.65-072025.7</a>",26.598376,-7.340310,G,,,,1,,19,4,,,,,,,
729,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014612.03-072058.4</a>",26.549800,-7.349734,G,,,,1,,19,4,,,,,,,
730,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J034542.59-121625.4</a>",56.427417,-12.273694,G,,,,1,,34,6,,2,,,,1,
731,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J222557.76-110701.0</a>",336.490398,-11.117219,G,,,,1,,19,4,,,,,,,
732,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J222557.16-110831.9</a>",336.487952,-11.142307,G,,,,1,,25,5,,,,,,,
733,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J024555.92-053445.6</a>",41.483431,-5.579727,G,,,,1,,19,4,,,,,,,
734,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J024549.48-053425.5</a>",41.456002,-5.573834,G,,,,1,,19,4,,,,,,,
735,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J024552.16-053352.3</a>",41.467111,-5.564453,G,,,,1,,24,5,,,,,,,
736,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005210.24-010635.9</a>",13.042535,-1.110132,G,,,,1,,38,6,,4,1,,,,
737,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J010439.99-020723.4</a>",16.166501,-2.123172,G,,,,2,,28,6,,,,,,,
738,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J013538.26-020528.2</a>",23.909170,-2.091330,G,19096.859319,0.063700,SLS,1,,19,5,1,,,,,,
739,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J010435.50-020806.5</a>",16.147947,-2.135064,G,,,,1,,23,5,,,,,,,
740,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J013539.23-020544.5</a>",23.913659,-2.096117,G,,,,1,,7,3,,,,,,,
741,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J013540.33-020650.3</a>",23.918082,-2.114042,G,,,,1,,19,4,,,,,,,
742,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS CE J167.509094-01.001568</a>",167.509167,-1.001667,GClstr,69350.089932,0.231327,UUN,2,,,1,1,,,,,,
743,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J10592630+0425506</a>",164.859572,4.430554,G,18575.884183,0.061962,SLS,6,,40,7,2,6,,,,1,
744,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104420.10+024819.8</a>",161.083833,2.805528,G,30279.038258,0.101000,UUN,13,,44,8,3,2,,,,1,
745,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J141257.05+231904.9</a>",213.237815,23.318052,G,17910.123080,0.059742,SLS,13,,48,6,3,6,,,,1,
746,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J161312.79+083258.3</a>",243.303312,8.549505,G,18934.570869,0.063159,SLS,17,,72,9,6,10,,,,1,1
747,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J15533082+2059009</a>",238.378319,20.983724,G,5565.584026,0.018565,SLS,15,,34,6,4,6,,,,1,2
748,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J155330.53+205712.6</a>",238.377215,20.953495,G,8075.383528,0.026937,SLS,14,,48,6,5,6,,,,1,1
749,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J152202.05+033354.7</a>",230.508483,3.565181,G,25581.629207,0.085331,SLS,18,,57,9,6,6,,,,1,1
750,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">AT 2020iwa</a>",241.158383,26.616440,G,25935.350131,0.086511,SLS,17,,70,8,3,10,,,,1,1
751,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J152156.63+033408.9</a>",230.485918,3.569189,G,25650.944221,0.085562,SLS,20,,71,9,6,10,,,,1,1
752,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J16131516+0832050</a>",243.313000,8.534806,G,18976.577789,0.063299,SLS,16,,40,6,4,6,,,,1,1
753,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J090843.72+305329.0</a>",137.182170,30.891366,G,18967.266235,0.063268,SLS,24,,74,13,9,10,,,1,1,1
754,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J094733.27+302602.0</a>",146.888667,30.433889,G,33179.224501,0.110674,SLS,17,,53,7,4,6,,,,1,1
755,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J085716.77+391545.6</a>",134.319768,39.262727,G,28608.613869,0.095428,SLS,18,,65,6,4,10,,,,1,1
756,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J093637.39+592446.2</a>",144.155754,59.412897,G,12258.161951,0.040889,SLS,17,,80,11,5,10,,,,1,1
757,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134728.07+323127.6</a>",206.866886,32.524327,G,26117.218926,0.087118,SLS,17,,69,8,5,10,,,,1,1
758,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134724.06+323159.9</a>",206.850236,32.533336,G,39170.534803,0.130659,SLS,16,,69,8,5,10,,,,1,1
759,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J11532215+5807582</a>",178.342097,58.132688,G,19746.985946,0.065869,SLS,15,,56,6,4,10,,,,1,1
760,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J101827.95+495043.4</a>",154.616481,49.845347,G,42221.897389,0.140837,SLS,15,,69,7,4,10,,,,1,1
761,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111806.14+303149.6</a>",169.525604,30.530461,G,24608.045704,0.082084,SLS,15,,64,6,4,10,,,,1,1
762,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J101825.31+495112.7</a>",154.605375,49.853556,G,,,,1,,27,4,,2,3,,,1,
763,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J145849.35+535216.1</a>",224.705572,53.871124,G,23022.387932,0.076794,SLS,17,,79,8,4,10,,,,1,1
764,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J144301.07+611818.1</a>",220.754676,61.304975,G,14810.704962,0.049403,SLS,15,,69,7,4,10,,,,1,1
765,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J154552.75+441547.9</a>",236.469917,44.263222,G,11974.608651,0.039943,SLS,28,,56,13,11,6,1,,,1,1
766,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J155437.31+300619.1</a>",238.655500,30.105306,G,25565.061476,0.085276,SLS,14,,53,7,4,6,,,,1,1
767,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J003657.29-632625.7</a>",9.238708,-63.440556,G,12319.971062,0.041095,SLS,2,,33,6,4,2,,,,1,1
768,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J001656.54-510408.9</a>",4.235667,-51.069139,G,16622.892211,0.055448,SLS,4,,33,6,3,2,,,,1,1
769,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J001728.95-690820.5</a>",4.370583,-69.139056,G,,,,1,,33,5,,2,,,,1,
770,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J051624.39-483345.9</a>",79.101750,-48.562750,G,26442.594173,0.088203,PUN,3,,37,7,1,2,,,,1,
771,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J032633.31-424851.5</a>",51.638833,-42.814250,G,,,,1,,33,5,,2,,,,1,
772,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J051635.89-483305.5</a>",79.149667,-48.551556,G,,,,1,,37,6,,2,,,,1,
773,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133206.79-385328.1</a>",203.028208,-38.891083,G,15481.882116,0.051642,SLS,5,,33,6,4,2,,,,1,1
774,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133214.45-385213.3</a>",203.060250,-38.871056,G,15088.854204,0.050331,SLS,4,,33,6,4,2,,,,1,1
775,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133215.17-385313.0</a>",203.063208,-38.886944,G,14670.044140,0.048934,SLS,3,,29,5,3,2,1,,,1,1
776,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J205925.32-603926.0</a>",314.855458,-60.657250,G,28236.252449,0.094186,PUN,2,,33,6,1,2,,,,1,
777,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J205927.74-604047.3</a>",314.865833,-60.679472,G,14055.169808,0.046883,PUN,2,,33,6,1,2,,,,1,
778,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J205757.49-245652.9</a>",314.489625,-24.948056,G,28289.915299,0.094365,SLS,3,,33,5,2,2,,,,1,1
779,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">USGC U173</a>",125.012917,21.087222,GGroup,4778.092435,0.015938,SUN,3,,,1,1,,,,,,
780,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J141124.56-293906.0</a>",212.852292,-29.652111,G,,,,2,,6,3,,,,,,,
781,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASS J14112674-2940249</a>",212.861417,-29.673472,G,,,,2,,12,4,,,,,,,
782,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J161307.81+083342.7</a>",243.282708,8.561980,G,24459.751866,0.081589,SLS,16,,70,9,5,10,,,,1,1
783,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J152159.60+033353.9</a>",230.498333,3.564944,G,24582.981556,0.082000,PUN,6,,29,5,3,2,,,,1,
784,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J00183814-3556448</a>",4.658875,-35.945806,G,3849.035368,0.012839,SLS,7,,17,4,3,2,,,,1,1
785,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J013226.85-543803.8</a>",23.111792,-54.634333,G,,,,1,,29,4,,2,,,,1,
786,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033346.88-301821.1</a>",53.445333,-30.305833,G,,,,2,,37,7,,2,,,,1,
787,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J012435.05-081155.0</a>",21.145958,-8.198556,G,,,,1,,33,5,,2,,,,1,
788,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J101035.14+641322.6</a>",152.646458,64.222899,G,,,,5,,50,6,,6,1,,,1,
789,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J09363187+5924184</a>",144.133030,59.405199,G,12327.166081,0.041119,SLS,17,,62,10,4,10,,,,1,1
790,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">NSA 140184</a>",176.225833,19.791944,G,8067.115042,0.026909,SUN,4,,4,2,2,,,,,,
791,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">UZC-CG 148</a>",176.237500,19.811667,GGroup,7913.022079,0.026395,SUN,2,,,1,1,,,,,,
792,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J011238.55+142325.0</a>",18.160592,14.390285,G,28118.496970,0.093793,SLS,16,,62,9,6,8,,,,,1
793,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014843.55+134115.5</a>",27.181421,13.687536,G,13387.308959,0.044655,SLS,12,,43,7,4,4,,,,,1
794,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J091953.09+553440.9</a>",139.971108,55.578082,G,14292.143755,0.047673,SLS,14,,58,7,5,8,,,,,1
795,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J093626.33+592501.3</a>",144.109722,59.417067,G,12133.137404,0.040472,SLS,15,,38,6,5,8,,,,,1
796,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113855.38+033602.2</a>",174.730792,3.600690,G,5586.453479,0.018634,SLS,22,,64,11,9,8,,,,,1
797,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J150905.53+615601.1</a>",227.273033,61.933633,G,32332.907394,0.107851,SLS,13,,38,6,5,4,,,,,1
798,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J150913.46+615611.9</a>",227.306127,61.936658,G,32201.184584,0.107412,SLS,15,,59,7,5,8,,,,,1
799,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J152350.80+023957.6</a>",230.961691,2.665970,G,33834.747692,0.112861,SLS,15,,59,7,4,8,,,,,1
800,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J153111.65+034934.0</a>",232.798646,3.826096,G,11785.932769,0.039314,SLS,16,,42,6,6,8,,,,,1
801,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J150857.90+615649.6</a>",227.241388,61.947110,QSO,219451.047201,0.732010,SLS,30,,47,9,15,8,,,1,,
802,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J111427.44-005059.9</a>",168.614363,-0.850027,G,20683.237792,0.068992,SLS,16,,45,6,6,8,,,,,1
803,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">NSC J083435+154618</a>",128.648083,15.771639,GClstr,13310.784865,0.044400,PUN,2,,,1,1,,,,,,
804,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">NSC J105924+042621</a>",164.853833,4.439250,GClstr,18641.394831,0.062181,UUN,2,,,2,2,,,,,,
805,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">NSC J110113+164703</a>",165.304750,16.784083,GClstr,25212.545898,0.084100,PUN,2,,,1,1,,,,,,
806,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">NSC J155334+205810</a>",238.404833,20.973972,GClstr,32887.232643,0.109700,PUN,3,,,2,2,,,,,,
807,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">NSC J171626+390325</a>",259.116500,39.056861,GClstr,,,PUN,3,,,2,1,,,,,,
808,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J154544.52+441551.8</a>",236.435519,44.264398,G,10235.517099,0.034142,SLS,26,,40,10,10,8,,,,,1
809,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J090101.90+452830.3</a>",135.257958,45.474972,G,15406.731941,0.051391,SLS,12,,40,7,4,4,,,,,1
810,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J101835.44+495135.6</a>",154.647701,49.859900,G,44655.036961,0.148953,SLS,9,,53,6,4,8,,,,,1
811,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J151421.19+460644.4</a>",228.588087,46.112338,G,11068.655329,0.036921,SLS,16,,54,6,4,8,,,,,1
812,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J151423.29+460551.7</a>",228.597013,46.097749,G,19041.686715,0.063516,SLS,15,,53,6,4,8,,,,,1
813,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J151415.86+460720.5</a>",228.566099,46.122216,G,11062.399260,0.036900,SLS,15,,50,5,4,8,2,,,,1
814,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J161747.28+415337.3</a>",244.447125,41.893528,G,7528.568381,0.025113,SLS,11,,40,6,4,4,,,,,1
815,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J161748.57+415208.9</a>",244.452508,41.869263,G,24367.828004,0.081282,SLS,13,,55,6,4,8,,,,,1
816,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115334.98+580717.1</a>",178.395586,58.121473,G,19096.479782,0.063699,SLS,13,,54,6,4,8,,,,,1
817,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115324.12+580754.6</a>",178.350492,58.131692,G,19773.755914,0.065958,SLS,9,,59,7,4,8,,,,,1
818,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J160445.50+263718.6</a>",241.189561,26.621829,G,35522.777093,0.118491,SLS,16,,59,7,4,8,,,,,1
819,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J160441.48+263733.8</a>",241.172884,26.626031,G,35327.810066,0.117841,SLS,12,,53,6,3,8,,,,,1
820,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J101036.62+641242.6</a>",152.652624,64.211823,G,11851.351380,0.039532,SLS,11,,61,8,4,8,,,,,1
821,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">AT 2017cur</a>",184.968075,65.102419,G,19354.112427,0.064558,SLS,14,,55,8,4,8,,,,,1
