ID,Field,RA,DEC,X,Y,ELONGATION,ELLIPTICITY,THETA,A,B,FLUX_RADIUS_50,FLUX_RADIUS_90,u_auto,e_u_auto,SEX_FLAGS_u,J0378_auto,e_J0378_auto,SEX_FLAGS_J0378,J0395_auto,e_J0395_auto,SEX_FLAGS_J0395,J0410_auto,e_J0410_auto,SEX_FLAGS_J0410,J0430_auto,e_J0430_auto,SEX_FLAGS_J0430,g_auto,e_g_auto,SEX_FLAGS_g,J0515_auto,e_J0515_auto,SEX_FLAGS_J0515,r_auto,e_r_auto,SEX_FLAGS_r,J0660_auto,e_J0660_auto,SEX_FLAGS_J0660,i_auto,e_i_auto,SEX_FLAGS_i,J0861_auto,e_J0861_auto,SEX_FLAGS_J0861,z_auto,e_z_auto,SEX_FLAGS_z,zml,odds,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
iDR4_3_SPLUS-s29s37_0034206,SPLUS-s29s37,61.5719347218106,-36.934569783048254,3199.052001953125,9252.8818359375,1.1021246910095215,0.09266161918640137,-43.961544036865234,2.953439543489367E-4,2.679645549505949E-4,1.8683573007583618,4.350000858306885,18.894271850585938,0.041584767401218414,0,18.306306838989258,0.04246644303202629,0,18.734920501708984,0.0957522913813591,0,18.73545265197754,0.09134940057992935,0,18.676210403442383,0.08445865660905838,0,18.748992919921875,0.03045138530433178,0,18.803627014160156,0.07309022545814514,0,18.557865142822266,0.023458342999219894,0,18.300609588623047,0.021792562678456306,0,18.425355911254883,0.02640398219227791,0,18.048255920410156,0.04259985312819481,0,17.90205192565918,0.029870938509702682,0,0.34683331847190857,0.3812938332557678,61.5717083,-36.9345278,270,6,04 06 17.21,-36 56 04.3,0.0,,18.8614,18.5462,Simbad,0.6688427884381666
iDR4_3_SPLUS-s29s37_0033815,SPLUS-s29s37,61.52966703549595,-36.92394001981389,3419.916015625,9323.4365234375,1.438123345375061,0.30464935302734375,-27.209089279174805,3.5345181822776794E-4,2.4594992282800376E-4,2.3137595653533936,5.416756629943848,20.75615692138672,0.22128714621067047,0,20.58631134033203,0.3257541358470917,0,19.95475959777832,0.2980922758579254,0,20.110273361206055,0.3306041359901428,0,19.629030227661133,0.20766691863536835,0,19.54550552368164,0.06356029957532883,0,19.381677627563477,0.12812894582748413,0,19.331933975219727,0.04776850715279579,0,19.352602005004883,0.0557294562458992,0,19.125926971435547,0.05139460787177086,0,19.047950744628906,0.10948599129915237,0,19.14584732055664,0.09618958085775375,0,0.07666666805744171,0.6526346206665039,61.53,-36.9235833,270,2,04 06 07.20,-36 55 24.9,0.0,,20.3554,20.6018,Simbad,1.6023145575187105
iDR4_3_SPLUS-s29s37_0033866,SPLUS-s29s37,61.540840677875686,-36.92384709299545,3361.441162109375,9323.7978515625,1.9563721418380737,0.48884981870651245,-68.41529083251953,7.926521357148886E-4,4.043829394504428E-4,5.012988567352295,12.212425231933594,19.62044334411621,0.18705062568187714,2,19.00347137451172,0.170639768242836,2,19.01007843017578,0.2787483334541321,2,19.272239685058594,0.3403033912181854,2,18.663597106933594,0.18890520930290222,2,18.51361083984375,0.05375054106116295,2,18.34364891052246,0.10850492864847183,2,18.198904037475586,0.03675974905490875,2,18.144697189331055,0.040189243853092194,2,17.95686912536621,0.038468051701784134,2,17.95037269592285,0.08827435970306396,2,17.905405044555664,0.06807569414377213,2,0.06391666829586029,0.8602117300033569,61.540625,-36.9236389,270,3,04 06 09.75,-36 55 25.1,0.0,,20.2653,19.9344,Simbad,0.9731539173725383
iDR4_3_SPLUS-s29s37_0034069,SPLUS-s29s37,61.52703904038589,-36.94244913853904,3434.177001953125,9202.330078125,1.0724738836288452,0.0675763487815857,55.90266036987305,6.407516193576157E-4,5.975508829578757E-4,4.669441223144531,10.63004207611084,18.988487243652344,0.09049652516841888,2,18.93596839904785,0.1483561396598816,2,18.557086944580078,0.17152337729930878,2,18.613317489624023,0.1709429919719696,2,18.020505905151367,0.0968271866440773,2,17.70145606994629,0.024210989475250244,2,17.651981353759766,0.05397771671414375,2,17.092674255371094,0.013398713432252407,2,17.081640243530273,0.014898167923092842,2,16.681049346923828,0.011675184592604637,2,16.599428176879883,0.02458704262971878,2,16.495067596435547,0.017903819680213928,2,0.08058333396911621,0.899468719959259,61.5262917,-36.9419722,270,1,04 06 06.31,-36 56 31.1,0.0,,20.1234,19.4636,Simbad,2.7516924686559947
iDR4_3_SPLUS-s29s37_0034180,SPLUS-s29s37,61.548571075089015,-36.93746270139454,3321.382080078125,9234.4931640625,1.0912702083587646,0.08363664150238037,82.01390075683594,0.0011182382004335523,0.0010248697362840176,8.490425109863281,17.336454391479492,18.213726043701172,0.08297069370746613,3,18.305233001708984,0.1552022099494934,3,17.905241012573242,0.20050114393234253,3,17.822782516479492,0.1556536704301834,3,17.315120697021484,0.09511271119117737,3,16.92228889465332,0.021913697943091393,3,16.5770320892334,0.037592075765132904,3,16.08860206604004,0.009532293304800987,3,16.045316696166992,0.01054815761744976,3,15.721761703491211,0.008861454203724861,3,15.525834083557129,0.016878310590982437,3,15.437849044799805,0.012494060210883617,3,0.08283333480358124,0.8872354626655579,61.5483333,-36.9378889,270,4,04 06 11.60,-36 56 16.4,0.0,,20.1828,19.7143,Simbad,1.6799495539516482
iDR4_3_SPLUS-s29s37_0033657,SPLUS-s29s37,61.5577606548733,-36.918848102262665,3272.749755859375,9356.134765625,1.107893466949463,0.0973861813545227,-31.8250732421875,2.3006995616015047E-4,2.076880045933649E-4,1.6885452270507812,3.9867193698883057,19.857051849365234,0.08089607208967209,0,19.68721580505371,0.11767049133777618,0,20.32269859313965,0.411716490983963,0,19.675416946411133,0.18000325560569763,0,19.391990661621094,0.1355248987674713,0,19.862537384033203,0.06850497424602509,0,19.7304630279541,0.14141884446144104,0,20.145610809326172,0.07958649098873138,0,20.383695602416992,0.11307724565267563,0,20.289474487304688,0.1175425574183464,0,20.74717140197754,0.41364654898643494,0,21.8203125,0.891380250453949,0,0.1433333307504654,0.1202230453491211,61.5575833,-36.9188056,270,5,04 06 13.82,-36 55 07.7,0.0,,18.65,19.2991,Simbad,0.5328935125497432
