ID,Field,RA,DEC,X,Y,ELONGATION,ELLIPTICITY,THETA,A,B,FLUX_RADIUS_50,FLUX_RADIUS_90,u_auto,e_u_auto,SEX_FLAGS_u,J0378_auto,e_J0378_auto,SEX_FLAGS_J0378,J0395_auto,e_J0395_auto,SEX_FLAGS_J0395,J0410_auto,e_J0410_auto,SEX_FLAGS_J0410,J0430_auto,e_J0430_auto,SEX_FLAGS_J0430,g_auto,e_g_auto,SEX_FLAGS_g,J0515_auto,e_J0515_auto,SEX_FLAGS_J0515,r_auto,e_r_auto,SEX_FLAGS_r,J0660_auto,e_J0660_auto,SEX_FLAGS_J0660,i_auto,e_i_auto,SEX_FLAGS_i,J0861_auto,e_J0861_auto,SEX_FLAGS_J0861,z_auto,e_z_auto,SEX_FLAGS_z,zml,odds,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
iDR4_3_SPLUS-s37s28_0026350,SPLUS-s37s28,53.27458395738409,-47.65384079816866,8698.990234375,7562.98876953125,1.119032621383667,0.10637098550796509,51.84040451049805,2.9431740404106677E-4,2.629345399327576E-4,2.514178991317749,6.304732799530029,20.557376861572266,0.419189453125,0,99.0,99.0,0,21.661270141601562,3.306790828704834,0,20.570707321166992,1.1971670389175415,0,20.571956634521484,1.169555425643921,0,19.921680450439453,0.20643357932567596,0,21.34217071533203,1.7510236501693726,0,19.50335121154785,0.1094386875629425,0,19.451128005981445,0.12010791897773743,0,19.241287231445312,0.10031834989786148,0,19.275575637817383,0.22495344281196594,0,19.016691207885742,0.1359015256166458,0,0.18674999475479126,0.38082069158554077,53.2745833,-47.6536944,55,4,03 33 05.90,-47 39 13.3,0.0,,20.307,20.7464,Simbad,0.5270358181304281
iDR4_3_SPLUS-s37s28_0026488,SPLUS-s37s28,53.26611192356634,-47.661053771171225,8735.896484375,7515.423828125,1.6623502969741821,0.3984420895576477,-46.126869201660156,9.473325335420668E-4,5.700471810996532E-4,5.588654518127441,13.145127296447754,18.378440856933594,0.11846983432769775,2,18.131603240966797,0.16091284155845642,2,17.90985107421875,0.22016747295856476,2,17.58315086364746,0.16165673732757568,2,17.57552146911621,0.15574446320533752,2,17.09992218017578,0.032785531133413315,2,16.88528823852539,0.061815667897462845,2,16.453941345214844,0.014645744115114212,2,16.38175392150879,0.01587168499827385,2,16.049396514892578,0.011857317760586739,2,15.872246742248535,0.02155729942023754,2,15.808355331420898,0.015423102304339409,2,0.0702499970793724,0.8978118896484375,53.2657917,-47.6608889,55,3,03 33 03.79,-47 39 39.2,0.0,,20.1609,19.6938,Simbad,0.9773090567044759
iDR4_3_SPLUS-s37s28_0026666,SPLUS-s37s28,53.25375718497611,-47.66576551808065,8790.06640625,7484.06298828125,1.3192671537399292,0.2420034408569336,71.1629638671875,5.954865482635796E-4,4.507547419052571E-4,4.909383773803711,9.191550254821777,19.422611236572266,0.2851135730743408,2,20.123926162719727,0.9262352585792542,2,20.197677612304688,1.667270302772522,2,19.904815673828125,1.2583773136138916,2,18.676576614379883,0.39358946681022644,2,18.90662956237793,0.1556844860315323,2,18.517183303833008,0.250779926776886,2,18.699275970458984,0.09954001754522324,2,18.67852783203125,0.1125430017709732,2,18.3126277923584,0.08141754567623138,2,18.91807746887207,0.31028029322624207,2,19.22572898864746,0.3145896792411804,2,0.03916666656732559,0.7496408224105835,53.2539167,-47.6656944,55,1,03 33 00.94,-47 39 56.5,0.0,,20.2183,19.923,Simbad,0.46380185311951916
iDR4_3_SPLUS-s37s28_0026889,SPLUS-s37s28,53.262668336574166,-47.67388132073415,8750.275390625,7431.31591796875,1.0580660104751587,0.05487942695617676,18.60919189453125,7.439582259394228E-4,7.033114670775831E-4,6.4797210693359375,13.773466110229492,18.903575897216797,0.2160888910293579,0,19.957284927368164,0.9703048467636108,0,99.0,99.0,0,18.812944412231445,0.5626606345176697,0,17.828731536865234,0.22054237127304077,0,17.718374252319336,0.0640992671251297,0,17.373550415039062,0.10747767984867096,0,17.121049880981445,0.0291301216930151,0,16.995708465576172,0.02997998520731926,0,16.839622497558594,0.026204923167824745,0,16.611682891845703,0.04626801609992981,0,16.621889114379883,0.035525016486644745,0,0.1107499971985817,0.5456432700157166,53.2622083,-47.674,55,2,03 33 02.93,-47 40 26.4,0.0,,20.0421,19.7671,Simbad,1.1941975566869616
