ID,Field,RA,DEC,u_aper_6,e_u_aper_6,J0378_aper_6,e_J0378_aper_6,J0395_aper_6,e_J0395_aper_6,J0410_aper_6,e_J0410_aper_6,J0430_aper_6,e_J0430_aper_6,g_aper_6,e_g_aper_6,J0515_aper_6,e_J0515_aper_6,r_aper_6,e_r_aper_6,J0660_aper_6,e_J0660_aper_6,i_aper_6,e_i_aper_6,J0861_aper_6,e_J0861_aper_6,z_aper_6,e_z_aper_6
iDR4_3_MC0137_0025388,MC0137,24.86681886697623,-74.53583574847245,22.478601455688477,0.7596634030342102,99.0,99.0,24.293363571166992,10.056018829345703,21.334096908569336,0.5551124215126038,21.536746978759766,0.6329100728034973,20.70772361755371,0.1003386452794075,20.80177116394043,0.25370675325393677,19.71664810180664,0.0461367703974247,19.598703384399414,0.0476793497800827,19.378915786743164,0.053690556436777115,19.2529296875,0.11036011576652527,19.158226013183594,0.08467791974544525
iDR4_3_MC0137_0025413,MC0137,24.816574959464802,-74.53489588722255,22.48938751220703,0.7597835659980774,22.67980194091797,1.4682731628417969,24.673147201538086,14.118602752685547,21.2651424407959,0.5232905149459839,23.920806884765625,5.584311485290527,21.342708587646484,0.17651627957820892,22.246688842773438,0.9388156533241272,21.801864624023438,0.2969425618648529,21.478708267211914,0.25058916211128235,21.478721618652344,0.3587270677089691,22.650806427001953,2.4746391773223877,22.444683074951172,1.725320816040039
iDR4_3_MC0137_0025443,MC0137,24.858317357038512,-74.53418113951774,24.89974021911621,7.085027694702148,99.0,99.0,99.0,99.0,23.217670440673828,3.147599697113037,23.601112365722656,4.178351402282715,22.77845573425293,0.6545088887214661,99.0,99.0,21.035432815551758,0.14817428588867188,20.763153076171875,0.1324004977941513,19.527006149291992,0.06126140058040619,19.03139877319336,0.09032118320465088,18.977582931518555,0.07200974225997925
iDR4_3_MC0137_0025548,MC0137,24.826531807332756,-74.53157830141582,24.44879150390625,4.632500171661377,22.2198543548584,0.976905345916748,21.1728458404541,0.5717191696166992,24.270111083984375,8.213364601135254,25.155128479003906,17.437623977661133,22.10486602783203,0.3530253767967224,28.561603546142578,312.136962890625,21.153030395507812,0.16398656368255615,21.177343368530273,0.19123026728630066,20.57347297668457,0.15743952989578247,20.33501434326172,0.2950723171234131,20.3056583404541,0.2414693832397461
iDR4_3_MC0137_0028378,MC0137,24.510897819730104,-74.46214824053325,22.59845542907715,0.7957679629325867,21.398515701293945,0.43284493684768677,21.270225524902344,0.5992400050163269,23.137935638427734,2.8850173950195312,21.57712745666504,0.6429113745689392,21.685882568359375,0.2371547371149063,22.186975479125977,0.8824400901794434,20.24839973449707,0.07260295748710632,19.993732452392578,0.06606949120759964,19.098072052001953,0.04230939596891403,18.720558166503906,0.06898700445890427,18.685205459594727,0.055608779191970825
iDR4_3_MC0137_0028838,MC0137,24.50160081258598,-74.44895522330238,22.07622528076172,0.4900108873844147,99.0,99.0,21.973054885864258,1.146101951599121,20.99196434020996,0.4001431465148926,22.180816650390625,1.1241428852081299,20.946468353271484,0.1217823252081871,20.561595916748047,0.20077110826969147,20.553741455078125,0.09506867080926895,20.697053909301758,0.12262578308582306,20.624980926513672,0.16677641868591309,19.95998191833496,0.21096932888031006,19.6724910736084,0.13572974503040314
iDR4_3_MC0137_0028847,MC0137,24.515522516765998,-74.44977946079571,21.261005401611328,0.23406682908535004,21.102806091308594,0.330914169549942,21.758699417114258,0.931808352470398,20.712465286254883,0.30942773818969727,20.484479904174805,0.23894305527210236,20.080463409423828,0.057165276259183884,20.062314987182617,0.128282830119133,19.346195220947266,0.03326086327433586,19.24266815185547,0.03488125652074814,18.92119598388672,0.036192234605550766,18.78278160095215,0.07259705662727356,18.677093505859375,0.05506589636206627
iDR4_3_MC0137_0028868,MC0137,24.526932237593414,-74.44807854592132,22.803396224975586,0.954413652420044,21.493175506591797,0.4717147648334503,22.22028160095215,1.4455163478851318,21.087736129760742,0.4387938380241394,21.313249588012695,0.5059235692024231,21.432510375976562,0.18946386873722076,21.23418426513672,0.3663652241230011,21.31745147705078,0.19008579850196838,21.353031158447266,0.22312840819358826,21.604692459106445,0.40866830945014954,22.164714813232422,1.5963369607925415,21.759302139282227,0.9218475818634033
iDR4_3_MC0137_0028967,MC0137,24.5094647302809,-74.44580433626666,21.571813583374023,0.3147476315498352,20.264373779296875,0.1585678607225418,20.531232833862305,0.30893099308013916,19.94179916381836,0.1566830426454544,19.895645141601562,0.14200584590435028,19.63763427734375,0.039733026176691055,19.33721923828125,0.06913506984710693,18.954256057739258,0.024158800020813942,18.875137329101562,0.025883745402097702,18.74135398864746,0.03105461224913597,18.724374771118164,0.06905648857355118,18.555713653564453,0.04957755282521248
iDR4_3_MC0137_0029081,MC0137,24.544803499159148,-74.44273642148792,22.39042854309082,0.6722446084022522,99.0,99.0,21.92666244506836,1.113485336303711,22.190078735351562,1.2132676839828491,24.326631546020508,8.0723237991333,21.26604652404785,0.16383980214595795,20.78622055053711,0.24653062224388123,20.611223220825195,0.10064971446990967,20.662778854370117,0.12004542350769043,20.229949951171875,0.11634649336338043,20.35403823852539,0.3024376928806305,20.15313148498535,0.21115855872631073
iDR4_3_MC0137_0029132,MC0137,24.499597438106893,-74.4419664212076,19.723264694213867,0.060183752328157425,19.457658767700195,0.07748223096132278,19.378562927246094,0.11066579073667526,19.33014488220215,0.09183566272258759,19.21685218811035,0.079683318734169,19.235233306884766,0.028609298169612885,19.190370559692383,0.0611235685646534,19.36119270324707,0.03375069797039032,19.578521728515625,0.04625549539923668,19.379627227783203,0.054225023835897446,19.91014862060547,0.20112447440624237,19.6168270111084,0.12894615530967712
iDR4_3_MC0137_0029258,MC0137,24.5179340099054,-74.43930260917408,18.87090492248535,0.03278103098273277,18.667579650878906,0.041535571217536926,18.404306411743164,0.050128091126680374,18.477684020996094,0.046090297400951385,18.511062622070312,0.04480259492993355,18.626134872436523,0.018056312575936317,18.683820724487305,0.040672801434993744,18.84354019165039,0.02212848886847496,18.95946502685547,0.027813052758574486,19.0885066986084,0.04200231656432152,19.327285766601562,0.11885782331228256,19.20224952697754,0.0885721743106842
iDR4_3_MC0137_0029289,MC0137,24.554274089007833,-74.43822780760148,99.0,99.0,22.3949031829834,1.1082674264907837,22.345996856689453,1.6560611724853516,21.84364128112793,0.8834121227264404,22.956144332885742,2.308159351348877,20.733509063720703,0.10207921266555786,21.0690860748291,0.3194934129714966,20.222742080688477,0.07152450829744339,20.101579666137695,0.07430250942707062,20.075313568115234,0.10111019015312195,19.893352508544922,0.1985458880662918,19.6957950592041,0.1388961523771286
iDR4_3_MC0137_0029292,MC0137,24.52370944858682,-74.43890679829344,20.941343307495117,0.18917420506477356,20.20297622680664,0.14928409457206726,20.31437873840332,0.2547644078731537,19.971508026123047,0.1615804135799408,19.60041618347168,0.11008668690919876,19.3185977935791,0.030769402161240578,19.071565628051758,0.05569874495267868,18.692716598510742,0.01976541057229042,18.667001724243164,0.022107142955064774,18.445730209350586,0.0241372212767601,18.505233764648438,0.057105325162410736,18.307846069335938,0.03979580104351044
iDR4_3_MC0137_0029412,MC0137,24.57137106918735,-74.43505291630795,21.32450294494629,0.255045622587204,20.545190811157227,0.205936461687088,20.68848991394043,0.36150023341178894,20.461822509765625,0.25208473205566406,20.044424057006836,0.16170170903205872,19.80438232421875,0.045570261776447296,19.60240364074707,0.08683381974697113,19.27030372619629,0.0314033180475235,19.296905517578125,0.03657926246523857,19.120304107666016,0.04303409904241562,18.916851043701172,0.0821400135755539,19.073528289794922,0.07887624949216843
iDR4_3_MC0137_0029458,MC0137,24.508644276653357,-74.43302445630152,23.498188018798828,1.809311032295227,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,21.995447158813477,0.3148924708366394,21.63248062133789,0.5275861620903015,20.955259323120117,0.13686345517635345,20.60195541381836,0.11354950070381165,20.013826370239258,0.09575819969177246,20.423419952392578,0.32265186309814453,20.009763717651367,0.18530048429965973
iDR4_3_MC0137_0029489,MC0137,24.531941660671606,-74.43658195599917,18.253633499145508,0.01999407447874546,17.89687728881836,0.023815462365746498,17.885818481445312,0.034356970340013504,17.401689529418945,0.021164748817682266,17.288110733032227,0.01874571666121483,16.866458892822266,0.005881643388420343,16.686450958251953,0.010543905198574066,16.311626434326172,0.004042076412588358,16.29448699951172,0.004657542333006859,16.10472297668457,0.00419141398742795,16.097192764282227,0.00815520714968443,16.053802490234375,0.006150655448436737
iDR4_3_MC0137_0029595,MC0137,24.52110260521366,-74.43197549188186,19.768688201904297,0.06390055269002914,19.31877899169922,0.06990892440080643,19.45319366455078,0.12023884057998657,18.934364318847656,0.06698668748140335,18.88220977783203,0.06048765778541565,18.398590087890625,0.015374870039522648,18.19215202331543,0.028108155354857445,17.80369758605957,0.010205293074250221,17.763221740722656,0.011442464776337147,17.59596824645996,0.012026757001876831,17.569915771484375,0.02548247016966343,17.529062271118164,0.02008899487555027
