_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad
67.5405,6.9453333,65,1,04 30 09.72,+06 56 43.2,0.0,,16.4891,15.8207,Simbad
67.5440417,6.9351111,65,2,04 30 10.57,+06 56 06.4,0.0,,16.8966,16.4402,Simbad
67.54525,6.9443056,65,3,04 30 10.86,+06 56 39.5,0.014563,,16.464,16.0429,Simbad
67.5501667,6.9383889,65,4,04 30 12.04,+06 56 18.2,0.0,,16.6566,16.339,Simbad
70.5225,-23.2491111,66,1,04 42 05.40,-23 14 56.8,0.0,,19.5624,18.8577,Simbad
70.5407917,-23.2371944,66,2,04 42 09.79,-23 14 13.9,0.0,,18.498,18.307,Simbad
70.5435,-23.25,66,3,04 42 10.44,-23 15 00.0,0.067166,,17.8119,17.4579,Simbad
70.552,-23.2428056,66,4,04 42 12.48,-23 14 34.1,0.0,,20.0172,19.403,Simbad
71.076,-21.88,67,1,04 44 18.24,-21 52 48.0,0.075992,,19.8633,18.7864,Simbad
71.0835,-21.8783056,67,2,04 44 20.04,-21 52 41.9,0.0,,19.8884,19.6569,Simbad
71.1059167,-21.8651944,67,3,04 44 25.42,-21 51 54.7,0.0,,19.908,19.622,Simbad
71.1244167,-21.8793056,67,4,04 44 29.86,-21 52 45.5,0.0,,19.9182,19.2707,Simbad
73.3445,-36.2468056,68,1,04 53 22.68,-36 14 48.5,0.0,,20.0759,20.155,Simbad
73.3592083,-36.2675,68,2,04 53 26.21,-36 16 03.0,0.0,,19.9725,19.3209,Simbad
73.368,-36.2591944,68,3,04 53 28.32,-36 15 33.1,0.0,,20.2777,20.2564,Simbad
73.381,-36.2401111,68,4,04 53 31.44,-36 14 24.4,0.0,,19.6429,19.4577,Simbad
76.1187917,-18.6788889,69,1,05 04 28.51,-18 40 44.0,0.079085,,18.2154,17.7263,Simbad
76.1237083,-18.7135,69,2,05 04 29.69,-18 42 48.6,0.0,,19.4487,19.389,Simbad
76.1287083,-18.6956944,69,3,05 04 30.89,-18 41 44.5,0.0,,18.8713,18.9183,Simbad
76.1287917,-18.6566944,69,4,05 04 30.91,-18 39 24.1,0.0,,18.0745,18.3379,Simbad
79.1025833,-48.5623889,70,1,05 16 24.62,-48 33 44.6,0.0,,19.5103,19.0836,Simbad
79.1155833,-48.564,70,2,05 16 27.74,-48 33 50.4,0.0,,20.0676,19.5426,Simbad
79.128,-48.5423889,70,3,05 16 30.72,-48 32 32.6,0.0,,18.1419,18.57,Simbad
79.1495833,-48.5511111,70,4,05 16 35.90,-48 33 04.0,0.0,,19.2605,18.5868,Simbad
83.3545833,-27.6813056,71,1,05 33 25.10,-27 40 52.7,0.0,,19.0039,18.844,Simbad
83.3680833,-27.6753889,71,2,05 33 28.34,-27 40 31.4,0.0,,20.1657,19.744,Simbad
83.3945833,-27.6761111,71,3,05 33 34.70,-27 40 34.0,0.0,,19.829,19.544,Simbad
83.3952917,-27.663,71,4,05 33 34.87,-27 39 46.8,0.0,,19.2887,18.7714,Simbad
97.1695833,-69.6801111,72,1,06 28 40.70,-69 40 48.4,0.0,,19.315,18.3971,Simbad
97.2225,-69.7158056,72,2,06 28 53.40,-69 42 56.9,0.0,,16.8821,16.4117,Simbad
97.2229167,-69.6971944,72,3,06 28 53.50,-69 41 49.9,0.03368,,17.1027,16.566,Simbad
97.2234167,-69.6858056,72,4,06 28 53.62,-69 41 08.9,0.0,,18.1227,17.5059,Simbad
123.2086667,47.4428333,73,1,08 12 50.08,+47 26 34.2,0.03947,,17.5178,17.2133,Simbad
123.21075,47.4163333,73,2,08 12 50.58,+47 24 58.8,0.0,,19.4123,19.3917,Simbad
123.211875,47.4246667,73,3,08 12 50.85,+47 25 28.8,0.0,,19.574,19.7176,Simbad
123.2463333,47.4231111,73,4,08 12 59.12,+47 25 23.2,0.0,,19.2158,19.369,Simbad
128.6623333,15.7635,74,1,08 34 38.96,+15 45 48.6,0.106065,,20.134,20.3349,Simbad
128.6678333,15.7862222,74,2,08 34 40.28,+15 47 10.4,0.105406,,19.1938,18.708,Simbad
128.6841667,15.79075,74,3,08 34 44.20,+15 47 26.7,0.10596,,20.1518,19.9021,Simbad
128.7061667,15.7977222,74,4,08 34 49.48,+15 47 51.8,0.231664,,19.777,19.5979,Simbad
129.71075,1.4048056,75,1,08 38 50.58,+01 24 17.3,0.029043,,17.0008,16.6972,Simbad
129.7160417,1.3833056,75,2,08 38 51.85,+01 22 59.9,0.0,,19.7277,20.1607,Simbad
129.7180833,1.3992222,75,3,08 38 52.34,+01 23 57.2,0.029274,,18.8654,17.7049,Simbad
129.730875,1.4126667,75,4,08 38 55.41,+01 24 45.6,0.0,,19.8259,19.7407,Simbad
134.2855,39.2580833,76,1,08 57 08.52,+39 15 29.1,0.0,,19.7883,19.7072,Simbad
134.3005833,39.25475,76,2,08 57 12.14,+39 15 17.1,0.0,,20.0872,19.3049,Simbad
134.3206667,39.2626389,76,3,08 57 16.96,+39 15 45.5,0.095578,,19.823,19.0635,Simbad
134.3484583,39.2672222,76,4,08 57 23.63,+39 16 02.0,0.028614,,18.0901,17.6354,Simbad
137.1614583,30.8896944,77,1,09 08 38.75,+30 53 22.9,0.062972,,19.5628,19.2453,Simbad
137.1627083,30.8783889,77,2,09 08 39.05,+30 52 42.2,0.06384,,19.2267,18.9237,Simbad
137.167625,30.8896944,77,3,09 08 40.23,+30 53 22.9,0.0,,20.1497,20.6063,Simbad
137.1824583,30.8914167,77,4,09 08 43.79,+30 53 29.1,0.063449,,17.7566,17.3719,Simbad
139.9003333,55.5794167,78,1,09 19 36.08,+55 34 45.9,0.049199,,18.2166,17.7439,Simbad
139.936,55.5924722,78,2,09 19 44.64,+55 35 32.9,0.0,,19.2353,19.2044,Simbad
139.9484583,55.5683056,78,3,09 19 47.63,+55 34 05.9,0.0,,19.9815,19.7047,Simbad
139.9712083,55.5782778,78,4,09 19 53.09,+55 34 41.8,0.047727,,18.8992,19.0725,Simbad
143.0164167,16.01375,79,1,09 32 03.94,+16 00 49.5,0.040354,,19.5471,19.384,Simbad
143.0318333,15.9982778,79,2,09 32 07.64,+15 59 53.8,0.040148,,18.0179,17.7452,Simbad
143.045375,15.9888889,79,3,09 32 10.89,+15 59 20.0,0.0,,18.3641,17.9056,Simbad
143.0553333,15.9898889,79,4,09 32 13.28,+15 59 23.6,0.039894,,19.6218,19.2116,Simbad
145.4162917,37.1171389,80,1,09 41 39.91,+37 07 01.7,0.050991,,19.2339,18.894,Simbad
145.434125,37.1228333,80,2,09 41 44.19,+37 07 22.2,0.0,,20.1809,20.0377,Simbad
145.4555417,37.1136389,80,3,09 41 49.33,+37 06 49.1,0.09693,,20.1062,19.743,Simbad
145.4695417,37.0969444,80,4,09 41 52.69,+37 05 49.0,0.0,,20.0569,19.421,Simbad
146.1251667,28.5344167,81,1,09 44 30.04,+28 32 03.9,0.0,,19.3833,19.1419,Simbad
146.1288333,28.5403333,81,2,09 44 30.92,+28 32 25.2,0.098052,,20.072,19.5636,Simbad
146.1390833,28.5343889,81,3,09 44 33.38,+28 32 03.8,0.052644,,19.3343,19.0806,Simbad
146.162375,28.5475556,81,4,09 44 38.97,+28 32 51.2,0.0,,19.974,19.9051,Simbad
151.6805833,53.4269444,82,1,10 06 43.34,+53 25 37.0,0.043871,,18.8479,18.7368,Simbad
151.71175,53.4374444,82,2,10 06 50.82,+53 26 14.8,0.047626,,19.2345,18.9473,Simbad
151.7219583,53.46125,82,3,10 06 53.27,+53 27 40.5,0.0,,19.4811,19.3911,Simbad
151.7375,53.4260556,82,4,10 06 57.00,+53 25 33.8,0.0,,20.2857,20.2501,Simbad
152.006625,42.9576667,83,1,10 08 01.59,+42 57 27.6,0.0,,20.2331,19.5977,Simbad
152.019625,42.9319444,83,2,10 08 04.71,+42 55 55.0,0.073963,,20.3049,19.5788,Simbad
152.0386667,42.9493889,83,3,10 08 09.28,+42 56 57.8,0.0,,18.7364,18.4047,Simbad
152.07075,42.9466111,83,4,10 08 16.98,+42 56 47.8,0.0,,20.0622,19.7244,Simbad
152.646625,64.223,84,1,10 10 35.19,+64 13 22.8,0.0,,19.0533,18.7823,Simbad
152.6524583,64.2119444,84,2,10 10 36.59,+64 12 43.0,0.039536,,18.7855,18.2764,Simbad
152.657,64.1942778,84,3,10 10 37.68,+64 11 39.4,0.0,,17.6788,17.987,Simbad
152.6614583,64.2260556,84,4,10 10 38.75,+64 13 33.8,0.0,,18.3719,18.0486,Simbad
153.2433333,17.05625,85,1,10 12 58.40,+17 03 22.5,0.06559,,19.5407,18.7946,Simbad
153.2437917,17.0309167,85,2,10 12 58.51,+17 01 51.3,0.022,,18.2807,17.7356,Simbad
153.2554583,17.0343333,85,3,10 13 01.31,+17 02 03.6,0.022012,,17.6141,16.6857,Simbad
153.2743333,17.0439167,85,4,10 13 05.84,+17 02 38.1,0.022102,,19.1427,18.5246,Simbad
154.5929167,49.8418889,86,1,10 18 22.30,+49 50 30.8,0.0,,20.3477,20.4544,Simbad
154.606125,49.8539444,86,2,10 18 25.47,+49 51 14.2,0.0,,19.7013,19.7633,Simbad
154.617125,49.8454167,86,3,10 18 28.11,+49 50 43.5,0.140841,,20.0075,19.1592,Simbad
154.6474167,49.8599722,86,4,10 18 35.38,+49 51 35.9,0.148973,,19.6021,19.4955,Simbad
155.619875,36.5650278,87,1,10 22 28.77,+36 33 54.1,0.0,,20.2911,20.5993,Simbad
155.6253333,36.5995278,87,2,10 22 30.08,+36 35 58.3,0.026795,,18.2078,17.8607,Simbad
155.6260833,36.5912778,87,3,10 22 30.26,+36 35 28.6,0.106861,,19.9136,19.7667,Simbad
155.6328333,36.5871944,87,4,10 22 31.88,+36 35 13.9,0.026164,,19.8002,19.3193,Simbad
155.9302917,33.4204444,88,1,10 23 43.27,+33 25 13.6,0.0,,20.2554,20.4262,Simbad
155.9374583,33.4140833,88,2,10 23 44.99,+33 24 50.7,0.11571,,19.9572,19.8367,Simbad
155.9427083,33.4139444,88,3,10 23 46.25,+33 24 50.2,0.115493,,19.9797,19.3224,Simbad
155.9666667,33.4050556,88,4,10 23 52.00,+33 24 18.2,0.124611,,19.6482,19.3337,Simbad
157.0207083,31.2303889,89,1,10 28 04.97,+31 13 49.4,0.0,,19.2632,18.8696,Simbad
157.02075,31.1970833,89,2,10 28 04.98,+31 11 49.5,0.0,,20.3297,20.0245,Simbad
157.0305417,31.2297222,89,3,10 28 07.33,+31 13 47.0,0.240906,,19.448,20.0023,Simbad
157.0344583,31.2068056,89,4,10 28 08.27,+31 12 24.5,0.044971,,19.636,19.0203,Simbad
160.097625,24.21825,90,1,10 40 23.43,+24 13 05.7,0.111183,,19.8978,19.2629,Simbad
160.0996667,24.2369167,90,2,10 40 23.92,+24 14 12.9,0.0,,19.9081,19.713,Simbad
160.1055417,24.22875,90,3,10 40 25.33,+24 13 43.5,0.04348,,20.0607,19.7605,Simbad
160.118,24.2342778,90,4,10 40 28.32,+24 14 03.4,0.043596,,18.1698,17.7702,Simbad
161.0696667,2.7880833,91,1,10 44 16.72,+02 47 17.1,0.022068,,18.7937,18.1974,Simbad
161.0745417,2.8017222,91,2,10 44 17.89,+02 48 06.2,0.02192,,19.1449,18.6069,Simbad
161.0840833,2.8059167,91,3,10 44 20.18,+02 48 21.3,0.101,,18.9757,18.346,Simbad
161.0893333,2.7936389,91,4,10 44 21.44,+02 47 37.1,0.021862,,18.4175,18.0141,Simbad
161.5750417,43.0216944,92,1,10 46 18.01,+43 01 18.1,0.074386,,17.8693,17.4327,Simbad
161.5822917,43.0348056,92,2,10 46 19.75,+43 02 05.3,0.0,,19.689,19.3298,Simbad
161.5865417,43.02,92,3,10 46 20.77,+43 01 12.0,0.074186,,18.6429,18.1421,Simbad
161.6104583,43.0195,92,4,10 46 26.51,+43 01 10.2,0.073935,,18.9124,18.4313,Simbad
161.7857083,-2.3588611,93,1,10 47 08.57,-02 21 31.9,0.0364,,18.7893,18.1885,Simbad
161.7987917,-2.3111111,93,2,10 47 11.71,-02 18 40.0,0.0715,,19.5142,18.6647,Simbad
161.8019167,-2.3326944,93,3,10 47 12.46,-02 19 57.7,0.036855,,18.0534,17.7137,Simbad
161.8035833,-2.3436944,93,4,10 47 12.86,-02 20 37.3,0.0,,18.7019,19.4927,Simbad
162.988625,45.6075556,94,1,10 51 57.27,+45 36 27.2,0.131261,,19.8974,19.8669,Simbad
162.9989167,45.5936667,94,2,10 51 59.74,+45 35 37.2,0.130707,,19.8936,19.4203,Simbad
163.009,45.5908333,94,3,10 52 02.16,+45 35 27.0,0.0,,20.1448,19.4311,Simbad
163.0300417,45.6064444,94,4,10 52 07.21,+45 36 23.2,0.0,,20.1652,20.228,Simbad
164.8595417,4.4300833,95,1,10 59 26.29,+04 25 48.3,0.0,,18.581,18.1134,Simbad
164.864,4.4453889,95,2,10 59 27.36,+04 26 43.4,0.062221,,19.2227,18.9417,Simbad
164.866375,4.4511111,95,3,10 59 27.93,+04 27 04.0,0.0,,19.9469,20.3514,Simbad
164.872375,4.4518333,95,4,10 59 29.37,+04 27 06.6,0.0,,19.9588,20.7048,Simbad
165.28175,16.7693333,96,1,11 01 07.62,+16 46 09.6,0.0,,18.3342,17.5149,Simbad
165.283625,16.7343611,96,2,11 01 08.07,+16 44 03.7,0.0,,19.9801,19.6898,Simbad
165.289875,16.7523056,96,3,11 01 09.57,+16 45 08.3,0.0,,20.2748,19.9591,Simbad
165.302625,16.72475,96,4,11 01 12.63,+16 43 29.1,0.028677,,17.6494,17.0791,Simbad
167.5129583,-1.0055833,97,1,11 10 03.11,-01 00 20.1,0.1085,,19.9649,19.8238,Simbad
167.5169583,-1.00475,97,2,11 10 04.07,-01 00 17.1,0.109852,,20.0003,19.0302,Simbad
167.5261667,-1.0212778,97,3,11 10 06.28,-01 01 16.6,0.109589,,19.4421,19.5229,Simbad
167.5389167,-1.0134167,97,4,11 10 09.34,-01 00 48.3,0.0,,19.7947,19.4342,Simbad
167.9827083,29.4330556,98,1,11 11 55.85,+29 25 59.0,0.0,,20.1151,19.46,Simbad
167.9985,29.4277778,98,2,11 11 59.64,+29 25 40.0,0.028823,,18.7861,18.2085,Simbad
168.0025417,29.4058333,98,3,11 12 00.61,+29 24 21.0,0.048454,,20.2534,19.6501,Simbad
168.02025,29.4014444,98,4,11 12 04.86,+29 24 05.2,0.033857,,19.4134,19.2809,Simbad
168.4134583,39.3354444,99,1,11 13 39.23,+39 20 07.6,0.10736,,19.673,18.9552,Simbad
168.4286667,39.3337778,99,2,11 13 42.88,+39 20 01.6,0.0,,18.8426,18.7951,Simbad
168.436875,39.328,99,3,11 13 44.85,+39 19 40.8,0.066876,,18.9919,18.595,Simbad
168.4555,39.3463889,99,4,11 13 49.32,+39 20 47.0,0.07595,,19.8436,19.4953,Simbad
169.4995833,30.5485278,100,1,11 17 59.90,+30 32 54.7,0.060382,,19.7228,19.1721,Simbad
169.5037917,30.54075,100,2,11 18 00.91,+30 32 26.7,0.024726,,19.8092,19.5097,Simbad
169.525,30.5303611,100,3,11 18 06.00,+30 31 49.3,0.082091,,19.8578,19.281,Simbad
169.5322917,30.5202778,100,4,11 18 07.75,+30 31 13.0,0.0,,19.535,19.2262,Simbad
169.9184167,-6.5179444,101,1,11 19 40.42,-06 31 04.6,0.0,,20.0497,19.0794,Simbad
169.919375,-6.4993889,101,2,11 19 40.65,-06 29 57.8,0.0,,19.5155,18.5343,Simbad
169.9207917,-6.4936389,101,3,11 19 40.99,-06 29 37.1,0.06271,,18.8124,18.5047,Simbad
169.923125,-6.5249722,101,4,11 19 41.55,-06 31 29.9,0.0,,19.3042,18.6798,Simbad
170.4999583,42.8020556,102,1,11 21 59.99,+42 48 07.4,0.0,,20.3199,20.4746,Simbad
170.5130417,42.8201111,102,2,11 22 03.13,+42 49 12.4,0.0,,17.2687,16.661,Simbad
170.5304167,42.7918056,102,3,11 22 07.30,+42 47 30.5,0.071663,,19.4322,18.8617,Simbad
170.533375,42.7998611,102,4,11 22 08.01,+42 47 59.5,0.071649,,18.7588,18.3897,Simbad
170.6732083,46.8752778,103,1,11 22 41.57,+46 52 31.0,0.053893,,20.1214,19.2872,Simbad
170.6779583,46.8760833,103,2,11 22 42.71,+46 52 33.9,0.0,,20.2315,19.4011,Simbad
170.6800833,46.8552778,103,3,11 22 43.22,+46 51 19.0,0.053068,,18.7206,18.4972,Simbad
170.691375,46.8910833,103,4,11 22 45.93,+46 53 27.9,0.053545,,19.4707,19.2903,Simbad
171.9512083,-0.4833333,104,1,11 27 48.29,-00 29 00.0,0.0,,18.1166,18.1367,Simbad
171.9603333,-0.4510556,104,2,11 27 50.48,-00 27 03.8,0.062384,,19.2482,19.3748,Simbad
171.9636667,-0.4697222,104,3,11 27 51.28,-00 28 11.0,0.06133,,18.8185,18.1929,Simbad
171.9805,-0.4723056,104,4,11 27 55.32,-00 28 20.3,0.062177,,20.1101,19.7354,Simbad
172.9370833,15.4089722,105,1,11 31 44.90,+15 24 32.3,0.068909,,19.6858,19.1132,Simbad
172.9413333,15.4174722,105,2,11 31 45.92,+15 25 02.9,0.0,,18.4876,18.4419,Simbad
172.9442083,15.3893333,105,3,11 31 46.61,+15 23 21.6,0.06886,,19.7022,18.9028,Simbad
172.9541667,15.4067222,105,4,11 31 49.00,+15 24 24.2,0.06899,,20.171,19.5655,Simbad
173.830875,54.9497778,106,1,11 35 19.41,+54 56 59.2,0.060588,,18.8622,18.6836,Simbad
173.8534167,54.9634167,106,2,11 35 24.82,+54 57 48.3,0.055501,,19.5485,19.0667,Simbad
173.859625,54.9597222,106,3,11 35 26.31,+54 57 35.0,0.054225,,19.1092,18.759,Simbad
173.880625,54.9806111,106,4,11 35 31.35,+54 58 50.2,0.0,,20.101,20.0384,Simbad
174.151875,21.6787778,107,1,11 36 36.45,+21 40 43.6,0.063601,,17.9875,17.572,Simbad
174.1568333,21.6902778,107,2,11 36 37.64,+21 41 25.0,0.06264,,18.8334,18.3545,Simbad
174.1681667,21.7000556,107,3,11 36 40.36,+21 42 00.2,0.063183,,20.0876,19.3427,Simbad
174.1893333,21.7097222,107,4,11 36 45.44,+21 42 35.0,0.025207,,17.9364,17.5529,Simbad
174.2470833,12.44825,108,1,11 36 59.30,+12 26 53.7,0.118659,,19.5185,19.0055,Simbad
174.254875,12.4570278,108,2,11 37 01.17,+12 27 25.3,0.0,,20.0542,19.4947,Simbad
174.2608333,12.45925,108,3,11 37 02.60,+12 27 33.3,0.117315,,19.4283,18.712,Simbad
174.2656667,12.4578333,108,4,11 37 03.76,+12 27 28.2,0.0,,19.6762,19.369,Simbad
174.726,3.5772778,109,1,11 38 54.24,+03 34 38.2,0.0,,17.9999,17.7079,Simbad
174.7290417,3.5808056,109,2,11 38 54.97,+03 34 50.9,0.018661,,18.3366,17.8415,Simbad
174.7302917,3.6006389,109,3,11 38 55.27,+03 36 02.3,0.018683,,19.5952,19.3148,Simbad
174.73125,3.5844444,109,4,11 38 55.50,+03 35 04.0,0.0,,17.9546,17.3679,Simbad
178.3423333,58.1328333,110,1,11 53 22.16,+58 07 58.2,0.065903,,19.3932,18.8232,Simbad
178.3504583,58.1318333,110,2,11 53 24.11,+58 07 54.6,0.065955,,20.0499,19.4929,Simbad
178.3600417,58.11225,110,3,11 53 26.41,+58 06 44.1,0.06456,,19.7324,19.2437,Simbad
178.3957917,58.1212222,110,4,11 53 34.99,+58 07 16.4,0.06371,,18.6576,18.3315,Simbad
178.4515,51.0118889,111,1,11 53 48.36,+51 00 42.8,0.065244,,19.075,18.4935,Simbad
178.4619583,51.0316111,111,2,11 53 50.87,+51 01 53.8,0.078598,,19.2952,18.6614,Simbad
178.4815833,51.0564444,111,3,11 53 55.58,+51 03 23.2,0.0,,20.1815,19.8835,Simbad
178.4895833,51.048,111,4,11 53 57.50,+51 02 52.8,0.126289,,19.8802,19.2041,Simbad
179.0539167,25.3776389,112,1,11 56 12.94,+25 22 39.5,0.0,,19.8482,20.5002,Simbad
179.060875,25.3543889,112,2,11 56 14.61,+25 21 15.8,0.032261,,19.655,19.0283,Simbad
179.0775,25.3881111,112,3,11 56 18.60,+25 23 17.2,1.03799,,19.8295,18.87,Simbad
179.08675,25.3751944,112,4,11 56 20.82,+25 22 30.7,0.015781,,17.2127,16.8351,Simbad
179.1824167,22.4986111,113,1,11 56 43.78,+22 29 55.0,0.08939,,19.8022,19.3868,Simbad
179.1850417,22.5043333,113,2,11 56 44.41,+22 30 15.6,0.0,,20.2318,20.0994,Simbad
179.1918333,22.5026111,113,3,11 56 46.04,+22 30 09.4,0.0,,19.9486,19.3713,Simbad
179.19475,22.4981389,113,4,11 56 46.74,+22 29 53.3,0.0,,20.1393,19.8345,Simbad
182.5039167,44.6606389,114,1,12 10 00.94,+44 39 38.3,0.022866,,19.482,19.1721,Simbad
182.5346667,44.6521667,114,2,12 10 08.32,+44 39 07.8,0.022862,,20.3218,20.1495,Simbad
182.5374583,44.6781389,114,3,12 10 08.99,+44 40 41.3,0.069837,,18.6932,18.4012,Simbad
182.5598333,44.66625,114,4,12 10 14.36,+44 39 58.5,0.065983,,18.419,18.0008,Simbad
183.4327083,42.7773056,115,1,12 13 43.85,+42 46 38.3,0.110488,,19.7189,19.6491,Simbad
183.44375,42.7790833,115,2,12 13 46.50,+42 46 44.7,0.0,,20.2189,19.6936,Simbad
183.44575,42.7610278,115,3,12 13 46.98,+42 45 39.7,0.0,,19.5387,19.7916,Simbad
183.458375,42.7525,115,4,12 13 50.01,+42 45 09.0,0.099166,,20.1714,19.44,Simbad
183.7737083,41.2945,116,1,12 15 05.69,+41 17 40.2,0.0,,20.2449,20.2041,Simbad
183.78975,41.2685278,116,2,12 15 09.54,+41 16 06.7,0.037826,,19.8198,19.8352,Simbad
183.7917083,41.2878889,116,3,12 15 10.01,+41 17 16.4,0.098972,,19.3691,19.1141,Simbad
183.7924167,41.2440833,116,4,12 15 10.18,+41 14 38.7,0.0,,19.7118,20.2832,Simbad
184.4296667,20.7417778,117,1,12 17 43.12,+20 44 30.4,0.0,,20.2009,20.2715,Simbad
184.436,20.7414722,117,2,12 17 44.64,+20 44 29.3,0.123136,,19.7555,19.4056,Simbad
184.44,20.7372222,117,3,12 17 45.60,+20 44 14.0,0.121928,,18.4435,17.9494,Simbad
184.4441667,20.7545278,117,4,12 17 46.60,+20 45 16.3,0.075773,,20.15,19.4451,Simbad
184.9050833,65.0914167,118,1,12 19 37.22,+65 05 29.1,0.09687,,20.1049,19.5411,Simbad
184.9189583,65.1230833,118,2,12 19 40.55,+65 07 23.1,0.0,,19.981,20.0491,Simbad
184.9332083,65.1018333,118,3,12 19 43.97,+65 06 06.6,0.081962,,19.7028,19.4536,Simbad
184.9687917,65.1022222,118,4,12 19 52.51,+65 06 08.0,0.064587,,19.3906,18.8135,Simbad
186.9567083,36.3491389,119,1,12 27 49.61,+36 20 56.9,0.033811,,19.0195,18.7947,Simbad
186.965625,36.3649444,119,2,12 27 51.75,+36 21 53.8,0.033885,,18.2484,18.193,Simbad
186.9813333,36.3628056,119,3,12 27 55.52,+36 21 46.1,0.0,,20.2723,20.0056,Simbad
186.9919167,36.3671944,119,4,12 27 58.06,+36 22 01.9,0.0,,19.3614,19.3138,Simbad
187.2919583,38.93125,120,1,12 29 10.07,+38 55 52.5,0.052832,,19.8534,19.5216,Simbad
187.3200833,38.9365556,120,2,12 29 16.82,+38 56 11.6,0.0,,20.3131,20.1378,Simbad
187.3215,38.9545833,120,3,12 29 17.16,+38 57 16.5,0.0,,20.2525,20.9044,Simbad
187.3240417,38.947,120,4,12 29 17.77,+38 56 49.2,0.0,,20.049,19.8367,Simbad
188.3944583,19.8518611,121,1,12 33 34.67,+19 51 06.7,0.073587,,18.937,18.3685,Simbad
188.4076667,19.8663333,121,2,12 33 37.84,+19 51 58.8,0.073425,,19.39,19.1084,Simbad
188.4134583,19.8791389,121,3,12 33 39.23,+19 52 44.9,0.073886,,19.5194,19.4525,Simbad
188.43525,19.8655556,121,4,12 33 44.46,+19 51 56.0,0.0,,20.0512,20.109,Simbad
190.3042917,18.3026944,122,1,12 41 13.03,+18 18 09.7,0.068894,,20.0103,19.1732,Simbad
190.3135417,18.3040833,122,2,12 41 15.25,+18 18 14.7,0.0,,20.1606,20.0816,Simbad
190.3350833,18.3066944,122,3,12 41 20.42,+18 18 24.1,0.077262,,19.8859,19.4603,Simbad
190.3519167,18.3133889,122,4,12 41 24.46,+18 18 48.2,0.070976,,19.7469,18.957,Simbad
190.3231667,52.7966111,123,1,12 41 17.56,+52 47 47.8,0.033051,,20.3207,19.851,Simbad
190.3610833,52.7991667,123,2,12 41 26.66,+52 47 57.0,0.0,,20.3519,20.178,Simbad
190.3700417,52.8128611,123,3,12 41 28.81,+52 48 46.3,0.054238,,19.2657,18.9509,Simbad
190.395125,52.8106944,123,4,12 41 34.83,+52 48 38.5,0.054624,,18.9729,18.6189,Simbad
191.2624583,35.6508056,124,1,12 45 02.99,+35 39 02.9,0.0,,18.9682,20.0243,Simbad
191.2644583,35.6227222,124,2,12 45 03.47,+35 37 21.8,0.0,,19.2146,20.3381,Simbad
191.2710833,35.64425,124,3,12 45 05.06,+35 38 39.3,0.0,,19.1045,19.9318,Simbad
191.2732917,35.6641944,124,4,12 45 05.59,+35 39 51.1,0.0,,20.1127,20.9793,Simbad
191.2887083,23.0389722,125,1,12 45 09.29,+23 02 20.3,0.022935,,19.0413,18.3178,Simbad
191.2985,23.0417222,125,2,12 45 11.64,+23 02 30.2,0.0,,18.509,17.8486,Simbad
191.2987917,23.0366944,125,3,12 45 11.71,+23 02 12.1,0.023263,,19.3365,18.5473,Simbad
191.3055417,23.0251111,125,4,12 45 13.33,+23 01 30.4,0.0,,18.564,18.3136,Simbad
195.7295,5.5209722,126,1,13 02 55.08,+05 31 15.5,0.069161,,19.59,19.1144,Simbad
195.7322083,5.5409167,126,2,13 02 55.73,+05 32 27.3,0.070755,,18.952,18.4697,Simbad
195.7341667,5.5120833,126,3,13 02 56.20,+05 30 43.5,0.069217,,19.3182,18.721,Simbad
195.7352917,5.5175278,126,4,13 02 56.47,+05 31 03.1,0.069331,,19.7426,19.3619,Simbad
196.24625,40.7774722,127,1,13 04 59.10,+40 46 38.9,0.0,,20.3218,20.3048,Simbad
196.2628333,40.7646389,127,2,13 05 03.08,+40 45 52.7,0.056874,,18.4059,17.8313,Simbad
196.2695,40.7479167,127,3,13 05 04.68,+40 44 52.5,0.035218,,18.1951,17.787,Simbad
196.281625,40.7554444,127,4,13 05 07.59,+40 45 19.6,0.035248,,20.0173,19.839,Simbad
196.7338333,40.035,128,1,13 06 56.12,+40 02 06.0,0.0,,19.693,19.3617,Simbad
196.7407083,40.0213889,128,2,13 06 57.77,+40 01 17.0,0.074735,,19.1851,18.8654,Simbad
196.74675,40.0255556,128,3,13 06 59.22,+40 01 32.0,0.0,,20.0251,19.9904,Simbad
196.7571667,40.0253889,128,4,13 07 01.72,+40 01 31.4,0.075013,,19.6762,19.3157,Simbad
197.182,28.8907778,129,1,13 08 43.68,+28 53 26.8,0.0612,,19.5608,19.1073,Simbad
197.1840833,28.8831944,129,2,13 08 44.18,+28 52 59.5,0.264,,20.0177,20.2665,Simbad
197.1938333,28.8796667,129,3,13 08 46.52,+28 52 46.8,0.060895,,18.8495,18.3498,Simbad
197.2115833,28.8863056,129,4,13 08 50.78,+28 53 10.7,0.079628,,19.4403,18.7176,Simbad
197.4529167,30.4293333,130,1,13 09 48.70,+30 25 45.6,0.05061,,19.3669,19.2267,Simbad
197.4724583,30.4283056,130,2,13 09 53.39,+30 25 41.9,0.0,,19.7953,19.5585,Simbad
197.4832083,30.4215278,130,3,13 09 55.97,+30 25 17.5,0.0,,18.4662,18.1993,Simbad
