SFCG1 00 00 22.93 -22 35 13.6 J2000
SFCG2 00 01 22.74 +13 06 32.1 J2000
SFCG3 00 11 22.03 -53 57 19.6 J2000
SFCG4 00 13 18.64 -41 34 46.7 J2000
SFCG5 00 14 09.02 -22 33 50.9 J2000
SFCG6 00 17 46.35 -69 08 55.0 J2000
SFCG7 00 18 28.79 -42 07 39.2 J2000
SFCG8 00 18 38.99 -35 57 09.6 J2000
SFCG9 00 21 29.34 +38 05 07.1 J2000
SFCG10 00 22 40.80 -20 34 37.8 J2000
SFCG11 00 31 14.23 -25 29 43.6 J2000
SFCG12 00 34 29.69 +39 35 14.5 J2000
SFCG13 00 37 07.92 -63 26 26.3 J2000
SFCG14 00 37 42.13 -09 03 23.9 J2000
SFCG15 00 37 55.57 -25 04 17.6 J2000
SFCG16 00 48 01.97 -63 09 10.4 J2000
SFCG17 00 48 57.76 -45 46 12.7 J2000
SFCG18 00 49 10.78 -18 17 42.7 J2000
SFCG19 00 51 26.82 -23 12 56.3 J2000
SFCG20 00 52 10.84 -01 07 01.7 J2000
SFCG21 00 52 54.71 -13 17 04.8 J2000
SFCG22 00 57 37.31 -35 45 25.9 J2000
SFCG23 01 02 17.15 -17 12 05.0 J2000
SFCG24 01 04 21.34 -51 01 11.4 J2000
SFCG25 01 04 40.16 -02 08 01.3 J2000
SFCG26 01 07 18.04 -32 50 05.1 J2000
SFCG27 01 12 43.28 +14 22 39.4 J2000
SFCG28 01 21 03.97 -32 03 10.6 J2000
SFCG29 01 21 39.17 -38 04 42.8 J2000
SFCG30 01 24 38.57 -08 11 14.1 J2000
SFCG31 01 32 32.05 -54 38 03.7 J2000
SFCG32 01 33 42.61 -69 19 17.0 J2000
SFCG33 01 35 38.96 -02 05 39.6 J2000
SFCG34 01 38 29.93 -40 00 47.1 J2000
SFCG35 01 42 16.54 -54 25 56.7 J2000
SFCG36 01 47 36.16 -30 15 29.7 J2000
SFCG37 01 48 11.86 -15 07 14.7 J2000
SFCG38 01 48 44.83 +13 42 27.3 J2000
SFCG39 01 58 40.35 -33 45 26.6 J2000
SFCG40 02 03 51.04 -31 09 06.0 J2000
SFCG41 02 14 43.00 -41 38 31.5 J2000
SFCG42 02 22 27.42 -18 36 10.6 J2000
SFCG43 02 24 52.87 -27 16 47.6 J2000
SFCG44 02 28 06.19 -61 03 29.5 J2000
SFCG45 02 41 50.14 -20 48 37.3 J2000
SFCG46 02 45 52.65 -05 34 35.5 J2000
SFCG47 02 53 48.22 -41 58 11.0 J2000
SFCG48 03 00 10.76 -36 21 42.7 J2000
SFCG49 03 06 13.87 -42 40 04.4 J2000
SFCG50 03 08 36.09 -47 16 27.9 J2000
SFCG51 03 10 11.56 -35 00 57.4 J2000
SFCG52 03 20 23.44 -40 11 35.4 J2000
SFCG53 03 26 32.45 -42 49 47.7 J2000
SFCG54 03 31 49.00 -39 37 22.0 J2000
SFCG55 03 33 03.39 -47 39 48.9 J2000
SFCG56 03 33 45.75 -30 18 53.6 J2000
SFCG57 03 35 13.54 -33 28 35.3 J2000
SFCG58 03 38 09.16 -47 23 51.4 J2000
SFCG59 03 40 32.51 -48 37 50.0 J2000
SFCG60 03 42 28.37 -41 09 17.7 J2000
SFCG61 03 45 42.62 -12 17 02.0 J2000
SFCG62 03 50 55.77 -38 04 12.3 J2000
SFCG63 04 01 17.45 -65 00 28.5 J2000
SFCG64 04 16 42.81 +00 16 19.2 J2000
SFCG65 04 30 10.80 +06 56 26.8 J2000
SFCG66 04 42 09.53 -23 14 41.2 J2000
SFCG67 04 44 23.39 -21 52 32.5 J2000
SFCG68 04 53 27.16 -36 15 12.2 J2000
SFCG69 05 04 30.00 -18 41 10.3 J2000
SFCG70 05 16 29.75 -48 33 17.9 J2000
SFCG71 05 33 30.76 -27 40 26.2 J2000
SFCG72 06 28 50.30 -69 41 41.0 J2000
SFCG73 08 12 52.66 +47 25 36.3 J2000
SFCG74 08 34 43.23 +15 47 04.4 J2000
SFCG75 08 38 52.55 +01 24 00.0 J2000
SFCG76 08 57 15.31 +39 15 38.4 J2000
SFCG77 09 08 40.45 +30 53 14.3 J2000
SFCG78 09 19 45.36 +55 34 46.6 J2000
SFCG79 09 32 08.94 +15 59 51.8 J2000
SFCG80 09 41 46.53 +37 06 45.5 J2000
SFCG81 09 44 33.33 +28 32 21.0 J2000
SFCG82 10 06 51.11 +53 26 16.5 J2000
SFCG83 10 08 08.14 +42 56 47.1 J2000
SFCG84 10 10 37.05 +64 12 49.8 J2000
SFCG85 10 13 01.01 +17 02 28.9 J2000
SFCG86 10 18 27.82 +49 51 01.1 J2000
SFCG87 10 22 30.25 +36 35 08.7 J2000
SFCG88 10 23 46.63 +33 24 48.2 J2000
SFCG89 10 28 06.39 +31 12 57.6 J2000
SFCG90 10 40 25.25 +24 13 46.4 J2000
SFCG91 10 44 19.06 +02 47 50.4 J2000
SFCG92 10 46 21.26 +43 01 26.4 J2000
SFCG93 10 47 11.40 -02 20 11.7 J2000
SFCG94 10 52 01.60 +45 35 58.6 J2000
SFCG95 10 59 27.74 +04 26 40.6 J2000
SFCG96 11 01 09.47 +16 44 42.7 J2000
SFCG97 11 10 05.70 -01 00 40.5 J2000
SFCG98 11 12 00.24 +29 25 01.3 J2000
SFCG99 11 13 44.07 +39 20 09.3 J2000
SFCG100 11 18 03.64 +30 32 05.9 J2000
