ID,Field,RA,DEC,X,Y,ELONGATION,ELLIPTICITY,THETA,A,B,FLUX_RADIUS_50,FLUX_RADIUS_90,u_petro,e_u_petro,SEX_FLAGS_u,J0378_petro,e_J0378_petro,SEX_FLAGS_J0378,J0395_petro,e_J0395_petro,SEX_FLAGS_J0395,J0410_petro,e_J0410_petro,SEX_FLAGS_J0410,J0430_petro,e_J0430_petro,SEX_FLAGS_J0430,g_petro,e_g_petro,SEX_FLAGS_g,J0515_petro,e_J0515_petro,SEX_FLAGS_J0515,r_petro,e_r_petro,SEX_FLAGS_r,J0660_petro,e_J0660_petro,SEX_FLAGS_J0660,i_petro,e_i_petro,SEX_FLAGS_i,J0861_petro,e_J0861_petro,SEX_FLAGS_J0861,z_petro,e_z_petro,SEX_FLAGS_z,zml,odds
"iDR4_3_SPLUS-s22s19_0038126","SPLUS-s22s19",27.46584637281331,-27.80492721003498,6129.4077,8395.954,1.4094961,0.29052657,-86.16371,3.513032E-4,2.4925877E-4,2.1565104,5.814391,20.715902,0.3663767,0,20.04786,0.33594453,0,21.548672,2.1652882,0,20.383408,0.67851025,0,21.255295,1.4769362,0,21.140488,0.44885302,0,20.901672,0.8412477,0,19.749691,0.12475537,0,19.252697,0.08876211,0,19.027025,0.08837848,0,18.358618,0.1125071,0,18.345753,0.08766655,0,0.18216667,0.17776679
"iDR4_3_SPLUS-s22s19_0038129","SPLUS-s22s19",27.440907091310542,-27.83477632124899,6273.5884,8200.425,1.3984507,0.28492296,46.157032,1.9434499E-4,1.3896752E-4,1.2761506,2.0142174,22.15852,0.9086482,0,23.590708,5.8026576,0,21.113216,0.9681817,0,21.9525,1.9140638,0,99.0,99.0,0,22.251413,0.8360464,0,21.429846,0.9132582,0,21.287655,0.3422449,0,21.433048,0.4375484,0,21.996113,0.90125924,0,20.410673,0.49371698,0,99.0,99.0,0,0.15066667,0.087532476
"iDR4_3_SPLUS-s22s19_0038266","SPLUS-s22s19",27.490507612133573,-27.841683459576533,5986.4546,8155.4663,1.192986,0.16176718,14.36928,2.2672862E-4,1.9005651E-4,2.1008136,5.72685,22.512177,0.94074285,0,99.0,99.0,0,21.510935,1.0450894,0,24.60856,16.40496,0,99.0,99.0,0,22.766457,0.9975332,0,21.662647,0.8420085,0,20.900375,0.17938258,0,20.920546,0.20433295,0,20.880856,0.2408934,0,20.579844,0.4303322,0,19.973007,0.19454432,0,0.34233335,0.19898388
"iDR4_3_SPLUS-s22s19_0038307","SPLUS-s22s19",27.48110008393293,-27.84225462085074,6040.902,8151.6885,1.2501467,0.20009392,15.581897,1.7968609E-4,1.4373961E-4,2.5704913,6.805046,23.005247,1.13113,0,24.156631,5.5592003,0,21.237421,0.61736894,0,21.97837,1.1142584,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,21.445663,0.2251395,0,21.3357,0.22820887,0,20.97942,0.20134075,0,20.757696,0.38607448,0,20.968775,0.36965695,0,0.6580833,0.19918893
"iDR4_3_SPLUS-s22s19_0038319","SPLUS-s22s19",27.46805844162896,-27.84233016423234,6116.385,8151.1323,1.2033995,0.16902077,-82.33155,1.9896255E-4,1.6534502E-4,2.045596,3.583276,22.64831,1.5957903,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,20.529814,0.55720043,0,23.982033,4.5092597,0,99.0,99.0,0,21.242664,0.3596678,0,21.235455,0.39945576,0,22.32147,1.3301642,0,20.563498,0.6228899,0,19.749798,0.23257561,0,0.59041667,0.21049024
"iDR4_3_SPLUS-s22s19_0038322","SPLUS-s22s19",27.526261818293722,-27.844079528699694,5779.5063,8139.8936,1.0585377,0.055300593,-84.30711,2.466582E-4,2.3302468E-4,2.434353,5.9381924,23.492489,2.98158,0,21.154705,0.5819282,0,21.693213,1.4164698,0,99.0,99.0,0,22.270266,2.1286924,0,22.223148,0.6906987,0,22.939848,3.1052742,0,20.825405,0.19012798,0,20.629427,0.177502,0,20.02041,0.124359466,0,20.013258,0.29060408,0,19.414482,0.13229884,0,0.479,0.461582
"iDR4_3_SPLUS-s22s19_0038344","SPLUS-s22s19",27.517757748444595,-27.844065873575367,5828.726,8139.962,1.1332906,0.11761385,-87.68225,1.14762865E-4,1.0126815E-4,1.6443288,3.3297813,99.0,99.0,0,22.204306,0.63284165,0,99.0,99.0,0,24.29207,6.399819,0,22.14176,0.8670851,0,24.50428,2.5682306,0,99.0,99.0,0,22.879738,0.57013834,0,99.0,99.0,0,21.582043,0.23790982,0,99.0,99.0,0,22.234621,0.8021282,0,0.741,0.11984686
"iDR4_3_SPLUS-s22s19_0038450","SPLUS-s22s19",27.462715670127455,-27.847361636728756,6147.278,8118.17,1.8486379,0.4590612,-38.736603,2.3276344E-4,1.2589278E-4,2.6818032,5.622473,99.0,99.0,0,20.437407,0.4457618,0,22.293097,3.999665,0,99.0,99.0,0,20.208784,0.52245,0,23.034449,2.3812673,0,22.14539,2.4416015,0,21.517681,0.5844013,0,21.691668,0.7650397,0,20.454453,0.30152014,0,20.407166,0.68053037,0,20.049917,0.38667262,0,0.814,0.14990059
"iDR4_3_SPLUS-s22s19_0038490","SPLUS-s22s19",27.510517029901067,-27.851743463580032,5870.607,8089.6855,1.2427362,0.195324,34.681137,3.450823E-4,2.7768634E-4,2.9608643,6.5975366,20.771027,0.5601903,0,99.0,99.0,0,19.893806,0.69215816,0,99.0,99.0,0,99.0,99.0,0,21.199293,0.69201785,0,20.338493,0.72968966,0,19.57373,0.15401328,0,19.404238,0.14733048,0,19.036938,0.12878938,0,19.835997,0.63361,0,19.27271,0.29781613,0,0.459,0.60808516
"iDR4_3_SPLUS-s22s19_0038509","SPLUS-s22s19",27.4489480023337,-27.84919590874065,6226.9473,8106.086,1.526587,0.344944,27.866936,3.4829197E-4,2.2819733E-4,2.8721538,4.6604195,99.0,99.0,0,20.929935,0.56881666,0,19.831758,0.33731124,0,20.942768,0.8557386,0,21.97987,2.1759176,0,21.312183,0.3991203,0,20.142965,0.31739673,0,20.952671,0.28504416,0,20.919699,0.30799404,0,20.28433,0.21142632,0,19.636045,0.27416062,0,19.44903,0.18232355,0,0.6249167,0.21409689
"iDR4_3_SPLUS-s22s19_0038570","SPLUS-s22s19",27.451503422359604,-27.85062418621222,6212.1484,8096.752,1.3200166,0.24243379,32.919605,2.6120455E-4,1.9789745E-4,2.0515742,4.480056,99.0,99.0,0,21.851643,1.4828044,0,20.170496,0.5134115,0,20.602888,0.6977978,0,22.617441,4.3493714,0,99.0,99.0,0,20.967478,0.7521697,0,21.887165,0.7461799,0,20.527723,0.23949812,0,19.867434,0.16016027,0,19.319504,0.2279827,0,19.21519,0.16335851,0,0.51825,0.4170561
"iDR4_3_SPLUS-s22s19_0038585","SPLUS-s22s19",27.492989898646435,-27.849818640270485,5972.052,8102.225,1.2471788,0.19819039,3.3425925,2.4639897E-4,1.9756383E-4,1.8503517,3.8126643,21.530674,0.4807064,0,21.011375,0.48413423,0,21.689577,1.4650487,0,20.544962,0.4662607,0,20.638178,0.4988222,0,21.275974,0.3037478,0,21.19468,0.65797627,0,20.8737,0.20860802,0,20.330082,0.14201812,0,20.467886,0.19686478,0,20.246504,0.40692338,0,20.0459,0.24804355,0,0.59608334,0.15666993
"iDR4_3_SPLUS-s22s19_0038593","SPLUS-s22s19",27.487645151533254,-27.8535131882766,6002.967,8078.02,1.05314,0.05045867,65.608154,1.2231669E-4,1.1614364E-4,1.4604231,3.0495827,24.145813,3.1216764,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,21.871164,0.9559607,0,22.81276,0.7676953,0,22.020422,0.8623586,0,21.83371,0.30963573,0,21.720486,0.3124508,0,21.358807,0.27457184,0,21.459442,0.70947444,0,25.106556,16.057356,0,0.7105833,0.089018025
"iDR4_3_SPLUS-s22s19_0038633","SPLUS-s22s19",27.493764442149676,-27.85514956845966,5967.546,8067.333,1.9355273,0.48334497,-1.175086,1.3926897E-4,7.195077E-5,1.3559723,2.5707111,22.428974,0.533191,0,22.354368,0.8426441,0,99.0,99.0,0,21.668278,0.6698974,0,23.060856,2.3438714,0,23.06874,0.8007258,0,25.811478,23.238707,0,22.209476,0.36238784,0,21.779593,0.27281395,0,22.032381,0.42142278,0,21.989964,0.9571159,0,21.656963,0.55571073,0,0.73191667,0.12776473
"iDR4_3_SPLUS-s22s19_0038641","SPLUS-s22s19",27.47910323224121,-27.855906469323177,6052.389,8062.3174,1.3156205,0.23990244,-46.479153,3.603344E-4,2.7389548E-4,3.4571574,7.9702477,21.437819,0.67058444,0,21.143171,0.87208486,0,20.756918,0.99462754,0,20.09614,0.49323806,0,99.0,99.0,0,20.001987,0.1502869,0,20.194077,0.41766375,0,19.979485,0.14599414,0,20.25849,0.2104211,0,20.033155,0.20988518,0,20.618593,0.8484678,0,19.596647,0.26144367,0,0.10333333,0.36363328
"iDR4_3_SPLUS-s22s19_0038701","SPLUS-s22s19",27.44649077134554,-27.854474091020414,6241.1323,8071.5215,1.0439405,0.04209107,-79.48043,2.2697526E-4,2.1743032E-4,1.9550034,3.5155463,22.10383,0.7822335,0,21.528131,0.7893699,0,20.751972,0.62703437,0,22.239275,2.255246,0,21.550215,1.1706539,0,23.540247,2.4787443,0,20.764639,0.44890493,0,20.995323,0.23696676,0,20.81728,0.22472282,0,20.007366,0.13157782,0,19.677498,0.22777155,0,20.044899,0.25205415,0,0.27125,0.34172654
"iDR4_3_SPLUS-s22s19_0038710","SPLUS-s22s19",27.48254183580025,-27.85634002747737,6032.4873,8059.4946,1.066112,0.062012315,-45.135887,7.877426E-5,7.388998E-5,1.1179849,1.9517467,22.362934,0.6437474,0,22.113955,0.87689626,0,22.638685,2.2993536,0,99.0,99.0,0,22.098515,1.2438207,0,22.897285,0.878742,0,99.0,99.0,0,23.766811,1.9457244,0,22.089977,0.46463835,0,22.419489,0.77237886,0,21.776598,1.0093377,0,23.173492,2.875638,0,0.7449167,0.13481343
"iDR4_3_SPLUS-s22s19_0038753","SPLUS-s22s19",27.50466206461951,-27.84031132290421,5904.535,8164.4995,1.0397415,0.038222432,-46.81667,7.7763E-5,7.479145E-5,0.9712688,1.7391351,23.568117,1.8144022,0,99.0,99.0,0,22.27624,1.5374749,0,21.791237,0.89074636,0,99.0,99.0,0,99.0,99.0,0,23.492382,3.2984488,0,22.927567,0.8374211,0,23.783003,2.0591073,0,22.83027,1.0527627,0,99.0,99.0,0,24.318901,7.7274656,0,0.38591668,0.09368443
"iDR4_3_SPLUS-s22s19_0038794","SPLUS-s22s19",27.470332669600165,-27.8606049355289,6103.119,8031.521,1.0711256,0.06640267,-56.449867,1.633075E-4,1.5246937E-4,1.4144574,2.3307533,22.13452,0.57671463,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,25.667841,36.6865,0,25.123669,7.4944882,0,21.367538,0.55183583,0,21.907803,0.3875853,0,22.680292,0.88115185,0,21.289406,0.30045238,0,20.65375,0.3943251,0,20.981483,0.42097265,0,0.30483332,0.2914687
"iDR4_3_SPLUS-s22s19_0038812","SPLUS-s22s19",27.465084402356553,-27.858949622501914,6133.5,8042.33,1.3773673,0.27397728,75.13213,2.1893968E-4,1.5893627E-4,3.1240761,8.359369,22.406944,0.9800655,0,23.230976,3.568546,0,21.683022,1.3838335,0,21.870602,1.4970775,0,20.970274,0.6399258,0,21.765081,0.4502768,0,22.777576,2.6501515,0,20.876541,0.1975748,0,20.784157,0.20338987,0,21.504877,0.4805883,0,21.536598,1.1673194,0,20.994265,0.5600427,0,0.21125,0.09847374
"iDR4_3_SPLUS-s22s19_0038828","SPLUS-s22s19",27.464437591332295,-27.862587115583892,6137.2217,8018.5166,4.300826,0.7674865,72.58637,1.7055534E-4,3.957903E-5,1.582281,2.925485,99.0,99.0,0,22.778072,1.851199,0,99.0,99.0,0,21.87171,1.1846744,0,99.0,99.0,0,23.003101,1.1091053,0,23.137753,2.9255664,0,22.127014,0.49157315,0,24.352976,4.2627883,0,99.0,99.0,0,22.806238,2.9729822,0,99.0,99.0,0,0.72675,0.17281345
"iDR4_3_SPLUS-s22s19_0038908","SPLUS-s22s19",27.484691691735126,-27.864934985427503,6020.004,8003.243,1.6335049,0.3878194,0.13419445,1.07090775E-4,6.555766E-5,1.2031643,2.6146307,99.0,99.0,0,99.0,99.0,0,21.951735,0.9902469,0,99.0,99.0,0,99.0,99.0,0,23.49327,1.2232338,0,25.687614,21.473757,0,99.0,99.0,0,23.155949,0.9927038,0,23.039284,1.0941684,0,22.08468,1.0746442,0,22.529886,1.2755077,0,0.7695,0.19311574
"iDR4_3_SPLUS-s22s19_0038943","SPLUS-s22s19",27.482924027319857,-27.865991223601032,6030.2275,7996.322,2.6596546,0.6240113,13.226094,1.6524254E-4,6.216012E-5,1.521402,2.6907825,99.0,99.0,0,23.611326,3.051934,0,21.65862,0.8286422,0,23.3965,3.7031443,0,99.0,99.0,0,23.25202,1.0711503,0,22.500568,1.2489699,0,24.445477,3.183894,0,23.853825,2.0622787,0,23.406065,1.6774371,0,21.8101,0.91246986,0,20.57565,0.23171452,0,0.80825,0.4590578
"iDR4_3_SPLUS-s22s19_0038983","SPLUS-s22s19",27.49546172333402,-27.865464481347367,5957.679,7999.8203,1.1541088,0.13353056,-19.738264,2.747748E-4,2.3807015E-4,2.553642,6.113341,22.877003,1.8440969,2,99.0,99.0,2,23.268042,7.2942286,2,20.815475,0.6982451,2,20.80464,0.6757193,2,21.814331,0.5778395,2,99.0,99.0,2,20.37239,0.15316619,2,20.123716,0.1367073,2,19.9817,0.14626278,2,20.823809,0.7470645,2,19.544207,0.18161239,2,0.26791668,0.2347084
"iDR4_3_SPLUS-s22s19_0039035","SPLUS-s22s19",27.502627351201923,-27.86204980059993,5916.2275,8022.1973,1.0131999,0.013027906,0.27500093,2.4307995E-4,2.3990785E-4,2.4992206,4.804606,21.801794,0.9003683,0,21.221811,0.8824979,0,20.76157,0.9401157,0,20.523855,0.6882617,0,19.904438,0.38190934,0,22.082428,0.95757604,0,22.038136,2.141125,0,21.33321,0.4778756,0,20.534674,0.25640628,0,22.861864,2.67127,0,19.879906,0.40591487,0,20.797993,0.7450693,0,0.17033334,0.13076702
"iDR4_3_SPLUS-s22s19_0033185","SPLUS-s22s19",27.515374371881517,-27.793283987121367,5842.6826,8472.364,1.2207605,0.18083847,-6.471719,4.201745E-4,3.4417346E-4,3.7839625,8.057006,20.752815,0.43219945,0,20.362097,0.51401705,0,20.217016,0.7310961,0,21.336313,1.8720751,0,21.224709,1.6543126,0,19.865866,0.16036858,0,19.05712,0.17801814,0,19.971542,0.17558092,0,19.366282,0.11241785,0,19.005167,0.09919503,0,19.111193,0.25724828,0,19.630016,0.32740602,0,0.10266667,0.46322283
"iDR4_3_SPLUS-s22s19_0036757","SPLUS-s22s19",27.528260115821404,-27.79225900135862,5768.07,8479.106,1.0731885,0.06819731,-7.9626904,3.8584063E-4,3.5951444E-4,1.9244441,4.7512474,17.84448,0.019748397,0,17.372444,0.022040103,0,17.250603,0.03082485,0,17.005621,0.0229615,0,16.954203,0.021576554,0,16.798851,0.007282658,0,16.684082,0.014215438,0,16.552479,0.005789021,0,16.564556,0.006615459,0,16.478563,0.0066057,0,16.499865,0.014347829,0,16.519339,0.011295005,0,0.018416667,0.92873114
"iDR4_3_SPLUS-s22s19_0036973","SPLUS-s22s19",27.4914087353479,-27.81217297917489,5981.3716,8348.64,1.2952415,0.22794318,-71.33564,0.0012070442,9.320157E-4,7.935377,16.776562,17.497173,0.05331039,3,17.52145,0.09294063,3,17.451637,0.14193873,3,16.719067,0.066325985,3,16.62714,0.05978928,3,16.333557,0.015745133,3,16.115974,0.029916586,3,15.817108,0.0098527325,3,15.7078085,0.010018479,3,15.484184,0.009868785,3,15.392048,0.02109055,3,15.278286,0.014966288,3,0.0775,0.80337816
"iDR4_3_SPLUS-s22s19_0037062","SPLUS-s22s19",27.52664714725647,-27.797647147101728,5777.396,8443.832,1.7524602,0.42937362,-36.91136,1.800989E-4,1.0276149E-4,1.6402234,2.8420596,22.578442,0.85376686,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,22.953169,0.9954775,0,99.0,99.0,0,22.600395,0.7157513,0,22.314064,0.6118185,0,22.09664,0.61717224,0,20.839708,0.45913497,0,22.67455,1.9589313,0,0.76208335,0.12283858
"iDR4_3_SPLUS-s22s19_0037144","SPLUS-s22s19",27.516195328115995,-27.809096475267353,5837.879,8368.86,1.3636299,0.2666632,-87.99202,2.9152143E-4,2.1379204E-4,4.3655257,9.09928,20.622665,0.45034724,0,21.18592,1.2849009,0,20.089647,0.76132447,0,19.119585,0.28376025,0,20.971464,1.5306728,0,20.55122,0.35055527,0,21.051212,1.2968308,0,21.595161,0.91092664,0,20.931948,0.5513776,0,19.999264,0.28779498,0,19.03891,0.2808743,0,20.14898,0.6156207,0,0.12066667,0.17096101
"iDR4_3_SPLUS-s22s19_0037148","SPLUS-s22s19",27.52115055773591,-27.808782091876946,5809.191,8370.932,1.2252266,0.18382448,-4.4633355,1.4157785E-4,1.1554756E-4,1.9604038,5.1353726,99.0,99.0,0,22.159468,1.1057163,0,22.054613,1.6222084,0,20.569794,0.37761593,0,99.0,99.0,0,23.691607,2.2155914,0,23.63607,4.9013705,0,21.851181,0.40380862,0,21.404703,0.30000466,0,21.280043,0.32831308,0,21.01597,0.60713965,0,21.228367,0.5827876,0,0.7798333,0.08533683
"iDR4_3_SPLUS-s22s19_0037181","SPLUS-s22s19",27.523540289389867,-27.80109073618395,5795.376,8421.284,1.3583106,0.26379138,-40.430443,2.1993057E-4,1.6191148E-4,1.9262344,3.8483644,99.0,99.0,0,23.548073,4.834584,0,21.528942,1.2246181,0,21.23985,0.855626,0,24.412111,15.548719,0,21.942871,0.5385638,0,22.002441,1.3285164,0,21.942188,0.53657955,0,21.115839,0.27941492,0,20.796614,0.25610858,0,20.83037,0.6233696,0,21.113655,0.6386783,0,0.3985,0.11180069
"iDR4_3_SPLUS-s22s19_0037210","SPLUS-s22s19",27.529130481425614,-27.810707199291564,5762.985,8358.349,1.2758462,0.21620649,-4.9919004,2.1709918E-4,1.7015351E-4,1.8157871,3.1583242,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,21.82248,1.3286968,0,20.867887,0.5395559,0,99.0,99.0,0,20.73474,0.37746835,0,21.305256,0.27115172,0,20.709934,0.17576757,0,20.172235,0.13190153,0,20.384514,0.37667486,0,20.093784,0.22735548,0,0.544,0.21498463
"iDR4_3_SPLUS-s22s19_0037267","SPLUS-s22s19",27.5108369961009,-27.803158637290057,5868.9224,8407.714,2.096159,0.52293694,-3.0684714,1.9776655E-4,9.433903E-5,3.4888685,6.105008,99.0,99.0,0,24.759035,13.071226,0,21.690538,1.266317,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,22.296856,0.65999466,0,22.618084,0.9886718,0,20.602934,0.19098416,0,20.31225,0.34494337,0,20.693521,0.38616976,0,0.7884167,0.15134099
"iDR4_3_SPLUS-s22s19_0037513","SPLUS-s22s19",27.52055436144257,-27.81657232119971,5812.62,8319.937,1.9272867,0.48113585,19.080198,2.0076307E-4,1.0418534E-4,1.9455701,3.0629287,22.888145,1.1905851,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,22.15028,0.49710628,0,21.840208,0.41764992,0,21.065634,0.25078055,0,21.065205,0.59250605,0,20.871075,0.39020145,0,0.78683335,0.107619405
"iDR4_3_SPLUS-s22s19_0037585","SPLUS-s22s19",27.49577259566995,-27.804779884758116,5956.1387,8397.051,1.9390709,0.4842891,0.61976945,2.2946282E-4,1.1833452E-4,2.3413682,3.9160676,21.711533,0.50353014,0,21.496363,0.7065924,0,99.0,99.0,0,99.0,99.0,0,21.334677,0.8868015,0,99.0,99.0,0,99.0,99.0,0,21.750038,0.43650186,0,21.730453,0.48003158,0,20.756298,0.24086484,0,20.799332,0.59028393,0,20.705305,0.42766312,0,0.81558335,0.15277466
"iDR4_3_SPLUS-s22s19_0037799","SPLUS-s22s19",27.52488638284408,-27.826727891997773,5787.5137,8253.471,1.0325401,0.031514645,-43.775696,7.751803E-5,7.5075324E-5,0.90426147,1.5209236,99.0,99.0,0,21.464298,0.48743138,0,99.0,99.0,0,99.0,99.0,0,21.65547,0.8367027,0,22.122763,0.43268663,0,23.889622,5.117474,0,22.378925,0.54413563,0,23.420506,1.584708,0,99.0,99.0,0,99.0,99.0,0,22.517258,1.5740244,0,0.7981667,0.1446432
"iDR4_3_SPLUS-s22s19_0037800","SPLUS-s22s19",27.517040384256315,-27.80315231025918,5833.005,8407.772,1.6877908,0.40750945,-0.22504139,1.0806609E-4,6.40261E-5,1.5821693,2.247753,25.042961,8.088298,0,22.025919,0.8552971,0,21.632195,0.9687688,0,21.944372,1.175834,0,99.0,99.0,0,22.879349,0.9196886,0,99.0,99.0,0,22.737808,0.80263466,0,21.526947,0.29497406,0,21.76861,0.45126686,0,20.590456,0.36081532,0,21.845287,0.9024169,0,0.7161667,0.14748085
"iDR4_3_SPLUS-s22s19_0037827","SPLUS-s22s19",27.53376425034814,-27.823357944642307,5736.1294,8275.549,4.536776,0.77957916,-40.845123,2.3023934E-4,5.073757E-5,1.8263562,2.8076656,22.426544,0.51201177,0,21.60726,0.4110301,0,99.0,99.0,0,99.0,99.0,0,23.781336,4.332337,0,22.879433,0.6397674,0,22.317492,0.88795197,0,23.689243,1.3278286,0,22.22015,0.38651606,0,23.089252,1.0507888,0,99.0,99.0,0,21.867878,0.6363646,0,0.70783335,0.14531538
"iDR4_3_SPLUS-s22s19_0037839","SPLUS-s22s19",27.52302102526854,-27.82752485931345,5798.309,8248.249,2.03346,0.50822735,-43.862114,1.4231975E-4,6.9988215E-5,1.5909057,2.1576562,23.392431,1.1775866,0,22.870832,1.2393746,0,22.830389,1.9363408,0,99.0,99.0,0,99.0,99.0,0,22.592972,0.4685311,0,22.214415,0.7662043,0,22.850685,0.5883938,0,25.032417,4.8590813,0,22.78578,0.75681555,0,22.251501,1.0921509,0,23.042778,1.7864839,0,0.60925,0.06273591
"iDR4_3_SPLUS-s22s19_0037886","SPLUS-s22s19",27.47826788869798,-27.829898761945042,6057.3584,8232.555,1.7932906,0.44236588,-52.393806,2.0341916E-4,1.1345159E-4,2.007262,3.4701457,99.0,99.0,0,21.011408,0.37933344,0,21.115063,0.67291737,0,22.880758,3.103884,0,22.073183,1.4462438,0,99.0,99.0,0,99.0,99.0,0,21.287056,0.23708202,0,21.63335,0.36352816,0,21.786337,0.51244587,0,21.68224,1.0962538,0,20.99371,0.45998597,0,0.77433336,0.08366446
"iDR4_3_SPLUS-s22s19_0037889","SPLUS-s22s19",27.46864550931854,-27.83033405523011,6113.0557,8229.659,1.5418186,0.35141528,-82.91897,1.7411407E-4,1.12942274E-4,1.5779091,2.395675,21.821703,0.66738033,2,20.980103,0.52391905,2,20.828136,0.73819447,2,21.663498,1.45023,2,21.677614,1.4335539,2,99.0,99.0,2,99.0,99.0,2,21.545265,0.42530945,2,21.773066,0.5861875,2,21.45226,0.5350391,2,20.946411,0.79232556,2,99.0,99.0,2,0.73875,0.07777833
"iDR4_3_SPLUS-s22s19_0037897","SPLUS-s22s19",27.497270501182925,-27.80318423676022,5947.472,8407.501,1.0209764,0.020545483,-47.090733,7.711453E-5,7.5531054E-5,0.8798238,1.2643174,21.78394,0.3084209,0,23.115166,1.7728196,0,21.987358,1.0291969,0,21.58546,0.65238696,0,21.929394,0.8694782,0,23.164572,0.92019314,0,22.805119,1.5468844,0,99.0,99.0,0,23.556568,1.4625981,0,23.302233,1.4253869,0,21.757696,0.81088555,0,99.0,99.0,0,0.73391664,0.10425758
"iDR4_3_SPLUS-s22s19_0037917","SPLUS-s22s19",27.50845104159243,-27.831079113458706,5882.6377,8224.943,1.288787,0.22407657,69.58434,2.4993852E-4,1.9392233E-4,2.5675468,7.7218227,21.23743,0.38917166,0,21.639158,0.9625701,0,20.902893,0.79923743,0,21.706177,1.5246263,0,19.987709,0.3094178,0,20.985418,0.2609062,0,22.01316,1.5620639,0,20.984192,0.25862497,0,20.8001,0.24412529,0,20.460423,0.21884774,0,20.25435,0.42698538,0,21.454948,1.0164589,0,0.13708334,0.17627765
"iDR4_3_SPLUS-s22s19_0037935","SPLUS-s22s19",27.53077622847155,-27.83094969324531,5753.4087,8225.849,1.7076114,0.4143867,69.758965,1.1569123E-4,6.774375E-5,0.9505352,1.3683609,23.084404,1.2650017,0,23.138494,2.2621577,0,99.0,99.0,0,99.0,99.0,0,22.186636,1.3638707,0,23.762232,1.9553692,0,99.0,99.0,0,22.341969,0.5255319,0,23.189737,1.2774225,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,0.8484167,0.07901807
"iDR4_3_SPLUS-s22s19_0037944","SPLUS-s22s19",27.533006017245516,-27.827034634029353,5740.5103,8251.48,1.0190265,0.018671334,44.102562,7.706391E-5,7.562467E-5,0.933093,1.7335901,99.0,99.0,0,21.803038,0.6661462,0,21.205826,0.62437665,0,99.0,99.0,0,99.0,99.0,0,22.734417,0.76144373,0,99.0,99.0,0,99.0,99.0,0,22.552595,0.71103805,0,24.24381,4.1354527,0,99.0,99.0,0,99.0,99.0,0,0.8463333,0.20380744
"iDR4_3_SPLUS-s22s19_0037993","SPLUS-s22s19",27.487750065159883,-27.832206586687796,6002.4595,8217.489,1.043491,0.04167837,-47.048065,7.785608E-5,7.461213E-5,0.7618495,1.0762057,99.0,99.0,0,99.0,99.0,0,23.24327,3.2648747,0,99.0,99.0,0,22.394234,1.3374392,0,23.687328,1.4853038,0,99.0,99.0,0,23.690742,1.4807843,0,23.262062,1.1113731,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,0.25758332,0.15162486
"iDR4_3_SPLUS-s22s19_0038066","SPLUS-s22s19",27.479767167760322,-27.828762482039604,6048.6855,8239.999,1.0949869,0.08674705,-89.59363,1.1313047E-4,1.03319515E-4,0.6319619,0.9249021,22.76033,1.0392109,0,22.3023,1.1657978,0,21.438229,0.8543587,0,22.388218,1.8586941,0,99.0,99.0,0,23.406588,1.5664243,0,99.0,99.0,0,24.78226,5.5343313,0,99.0,99.0,0,22.359016,0.8158895,0,22.818386,2.9416552,0,21.807478,0.91480047,0,0.76525,0.13884214
"iDR4_3_SPLUS-s22s19_0038071","SPLUS-s22s19",27.52563862728505,-27.83506771008908,5783.1367,8198.882,1.3883709,0.27973133,9.003626,1.4789189E-4,1.06523556E-4,2.211827,5.2377534,99.0,99.0,0,22.747372,0.7238131,0,99.0,99.0,0,21.991804,0.5304414,0,23.500526,2.0647116,0,24.14581,1.2585315,0,23.047018,1.0759616,0,22.161915,0.20649996,0,22.588026,0.33876795,0,99.0,99.0,0,22.796358,1.17047,0,21.87912,0.39787996,0,0.44,0.09675559
"iDR4_3_SPLUS-s22s19_0038135","SPLUS-s22s19",27.504085182953894,-27.837226571734128,5907.8857,8184.6895,2.3243537,0.5697729,28.256046,9.935943E-4,4.2761E-4,5.9982266,14.181248,18.741196,0.10289712,3,18.894138,0.2022575,3,18.390825,0.20724516,3,18.521084,0.21276943,3,18.382475,0.18428154,3,17.877558,0.03969333,3,17.352537,0.05694047,3,17.304764,0.023415638,3,17.16759,0.023187183,3,16.934023,0.022704516,3,16.795729,0.046752647,3,16.713467,0.034177113,3,0.13408333,0.54700804
