col0,RA_1,DEC_1,z,z_flag,ID,Field,RA_2,DEC_2,X,Y,ELONGATION,THETA,u_auto,e_u_auto,SEX_FLAGS_u,J0378_auto,e_J0378_auto,SEX_FLAGS_J0378,J0395_auto,e_J0395_auto,SEX_FLAGS_J0395,J0410_auto,e_J0410_auto,SEX_FLAGS_J0410,J0430_auto,e_J0430_auto,SEX_FLAGS_J0430,g_auto,e_g_auto,SEX_FLAGS_g,J0515_auto,e_J0515_auto,SEX_FLAGS_J0515,r_auto,e_r_auto,SEX_FLAGS_r,J0660_auto,e_J0660_auto,SEX_FLAGS_J0660,i_auto,e_i_auto,SEX_FLAGS_i,J0861_auto,e_J0861_auto,SEX_FLAGS_J0861,z_auto,e_z_auto,SEX_FLAGS_z,zml,odds,Separation,positon
3485,192.50740320760102,-15.2151212142173,,,iDR4_3_SPLUS-n12s30_0012148,SPLUS-n12s30,192.50740320760136,-15.215121214217264,1705.7164,3274.3408,2.3772279999999997,71.35105,17.998698432111276,0.05011236,3,17.52204275576259,0.057105042,3,17.394095169294893,0.083091296,3,17.168526461778477,0.061154842,3,16.681969263664165,0.037115514,3,16.217554132709758,0.00878881,3,15.873020733488296,0.01479637,3,15.383073732024855,0.004704173,3,15.303514152235337,0.0050903414,3,15.01509927328123,0.004734957,3,14.772369638721074,0.008072522,3,14.748307760269483,0.006525009,3,0.045,0.9925508,1.3318061482208038e-09,iDR4_3_SPLUS-n12s30_0012148
