RAJ2000,DEJ2000,W1mag,W2mag,W3mag,W4mag
220.7544788,61.3050377,14.107,13.930,9.972,7.945
220.7603871,61.3171295,14.333,14.341,12.644,9.439
220.7721721,61.3107372,12.029,11.770,7.927,5.548
220.7842314,61.3207508,11.890,11.117,7.159,4.330
222.6833490,21.7540478,15.386,15.214,11.887,9.537
222.6980155,21.7555982,16.966,17.254,12.683,9.344
222.7212057,21.7470378,13.599,13.434,10.036,8.469
222.7341229,21.7368532,13.706,13.583,10.671,9.085
224.6659391,53.8859766,9.796,9.797,9.084,7.730
224.7056375,53.8711538,13.919,13.765,11.077,8.918
226.2573633,8.7095075,13.286,13.083,9.019,7.127
226.2742733,8.7171377,14.736,14.629,11.328,8.788
226.8570352,28.8473912,15.514,15.384,11.862,9.470
226.8778048,28.8473549,13.075,12.163,9.673,7.504
226.9098614,28.8141070,13.798,13.589,10.073,7.537
227.2412792,61.9471159,14.651,13.502,10.707,8.282
227.2622941,61.9522161,15.777,15.876,12.402,8.970
227.2730435,61.9336390,15.206,14.982,11.321,8.518
227.3060867,61.9366426,14.416,14.147,10.595,8.590
227.7602172,39.4652430,14.587,13.623,10.793,8.520
227.7771184,39.4641997,13.674,13.389,9.218,7.188
227.7833753,39.4816284,14.059,13.837,10.082,8.016
228.1467875,26.5611014,15.997,16.023,12.741,9.260
228.1698205,26.5748971,15.844,15.753,12.558,8.889
228.1875688,26.5804340,16.051,15.721,13.001,9.570
228.5629514,46.1176255,14.569,14.370,10.721,7.985
228.5660846,46.1223690,15.304,15.140,11.645,8.554
228.5883007,46.1123553,15.136,15.017,11.787,9.149
228.5970775,46.0976969,14.794,14.594,10.839,8.831
230.1573853,30.4784763,14.820,14.489,10.376,8.330
230.1590800,30.4715452,13.422,13.279,9.758,7.616
230.1779832,30.4613367,15.002,14.757,11.181,9.485
230.1988093,30.4554108,13.095,12.940,9.670,8.256
230.9218895,2.6667506,12.281,12.104,8.257,6.475
230.9415406,2.6703343,13.699,13.570,10.755,8.416
230.9601412,2.6725729,14.401,14.154,10.560,8.695
230.9616742,2.6660084,14.371,14.060,9.762,7.586
232.7800169,3.8381343,14.930,14.037,10.688,8.384
235.7850403,53.2463802,15.462,15.420,12.106,9.361
235.7918038,53.2246909,15.466,15.236,11.613,9.415
235.7952989,53.2033204,16.738,17.051,12.775,9.347
236.4355475,44.2635932,15.826,15.509,12.879,9.513
236.4558324,44.2608674,15.873,15.921,12.991,9.622
237.7081531,34.0769582,13.277,13.077,8.853,7.127
237.7281376,34.0830891,12.642,12.458,8.493,6.262
237.7409056,34.1019211,13.040,12.907,9.628,7.529
237.7487075,34.1233802,14.677,14.416,10.761,8.826
238.3664663,20.9680541,15.112,14.938,11.540,8.533
238.3772120,20.9535013,13.838,13.671,10.107,7.281
238.3789985,20.9837843,14.596,14.465,11.736,8.422
238.3841553,20.9637989,16.439,16.144,12.670,8.630
238.6554759,30.1053244,14.588,14.375,10.961,9.144
238.6597729,30.1244985,14.484,14.266,10.350,7.978
238.6711056,30.1348417,15.600,15.418,11.999,9.645
241.1471602,26.6306685,15.280,14.848,10.657,7.919
241.1583718,26.6164336,14.020,13.829,10.825,8.316
241.1728746,26.6260724,15.487,15.161,11.432,8.852
241.1896001,26.6218574,13.718,13.353,9.191,7.458
244.1715966,56.3692685,16.035,15.719,13.198,9.312
244.1879468,56.3540861,13.184,12.921,8.990,7.137
244.1966685,56.3410233,16.132,15.894,12.207,9.241
244.2168239,56.3282319,14.733,14.580,10.850,9.102
244.4197860,41.8991741,12.915,12.850,10.806,9.050
244.4470216,41.8937062,15.506,15.275,13.332,9.339
244.4554307,41.9095512,15.567,15.409,13.087,9.273
245.8136386,15.8090715,14.618,14.307,10.501,7.506
245.8168325,15.8170502,15.676,15.418,11.615,8.294
249.9051118,39.5140269,14.539,14.359,11.055,9.189
249.9230100,39.5166031,16.333,16.200,12.937,8.854
249.9316705,39.5419729,15.736,15.236,10.770,7.116
261.6347760,32.2429029,15.410,15.262,11.926,9.085
261.6463413,32.2230722,14.460,13.257,10.257,7.808
261.6701186,32.2197050,15.275,15.014,11.901,8.672
261.6768029,32.2096434,14.713,14.464,10.542,8.806
303.7259057,-66.2885489,15.025,14.909,11.294,8.780
303.7410131,-66.2874802,15.801,15.498,11.723,8.511
303.7504199,-66.2794438,14.166,14.017,10.440,8.207
303.7584893,-66.2868932,14.580,13.930,9.636,6.522
312.4593971,-48.9096925,14.770,14.630,11.394,8.612
312.5015426,-48.9165970,13.746,13.551,9.541,7.557
312.5096503,-48.8982202,15.450,15.218,11.497,8.431
314.4727738,-24.9622314,14.534,14.333,11.577,8.310
314.4895833,-24.9480479,13.620,13.263,9.144,6.270
314.4941742,-24.9628236,14.336,14.105,9.933,7.534
314.6753688,-48.5663045,13.897,13.670,9.940,8.149
314.8555127,-60.6572327,13.091,12.867,8.541,6.488
314.8656204,-60.6798117,13.476,13.286,9.004,7.233
314.8858041,-60.6488744,15.221,15.562,12.861,9.035
319.3495190,-35.9220080,14.976,14.913,11.917,8.913
319.3557725,-35.9179163,15.001,14.672,11.895,8.353
319.3614148,-35.9260113,14.911,14.582,10.930,8.097
319.4922085,-50.7455769,13.183,13.211,12.162,8.852
319.5052633,-50.7393411,14.554,14.083,9.746,7.837
319.5441897,-50.7572349,13.155,13.029,10.296,8.320
322.3153305,-31.0236747,14.443,14.230,10.063,7.585
322.3181292,-31.0289935,15.216,14.873,11.144,8.251
322.3235039,-31.0387966,15.595,15.378,11.639,8.985
326.1569493,-20.0860718,13.854,13.724,10.528,8.088
326.1687599,-20.0588584,13.221,12.864,8.340,5.381
326.1802275,-20.0566835,15.598,15.351,11.782,8.950
327.7088012,-61.7246992,15.530,15.519,12.661,9.106
327.7101963,-61.7442503,12.397,12.068,7.693,5.288
330.1682268,-42.8185080,13.940,13.721,9.760,8.080
330.1806437,-42.8214017,12.437,12.110,7.914,5.080
330.2107307,-42.8288803,14.772,14.662,11.242,8.162
330.6066706,-22.8866986,13.240,13.114,9.959,7.641
330.6105416,-22.8992212,13.758,13.507,9.311,7.557
330.6320848,-22.8902566,13.557,13.138,10.474,7.868
330.6448357,-22.9005863,15.256,14.995,11.998,8.531
332.1285897,-57.3010799,14.928,14.783,11.490,8.359
332.1321144,-57.2829693,16.770,16.945,12.391,9.032
332.1453696,-57.2939646,14.232,13.891,9.457,6.840
332.2475578,17.8390752,14.024,13.987,11.929,9.057
332.2561268,17.8213016,12.221,12.191,8.640,6.791
332.2606440,17.8386398,12.126,12.073,8.487,6.252
334.5338657,-25.6670905,15.874,15.648,12.043,8.777
334.6863767,-24.1987587,15.114,15.162,11.099,8.233
335.1685708,-69.7537967,14.857,14.608,10.975,8.406
335.1923753,-69.7712855,13.521,13.010,8.874,6.929
335.2126958,-69.7816382,14.342,14.280,11.151,8.106
335.2544054,-69.8000597,13.985,13.643,9.426,6.913
335.5829368,-61.2946004,14.041,13.754,9.963,8.514
335.5997617,-61.2798833,12.355,12.247,8.703,7.003
335.6026751,-61.2648358,15.210,14.984,11.191,8.543
335.6320935,-61.2958646,14.967,14.234,11.290,8.990
336.3578809,-27.7013791,12.010,11.888,8.077,6.037
336.3655330,-27.7024050,13.465,13.043,8.905,6.257
336.3830761,-27.7015321,15.590,15.659,11.904,8.125
336.3838174,-27.7080055,12.205,12.103,8.127,6.082
336.4881670,-11.1422159,14.957,14.610,10.798,8.780
336.5157939,-11.1191475,13.199,13.031,9.113,6.202
336.5307797,-11.1295957,14.077,13.860,10.194,8.344
338.0579474,-25.4534144,13.511,13.403,9.853,7.688
338.0779850,-25.4482473,15.671,15.231,11.724,8.616
338.0910643,-25.4294573,13.186,13.174,10.331,8.858
338.1124501,-25.4263740,11.959,11.786,8.263,5.649
338.2641090,-60.9114804,16.794,16.650,12.138,8.585
338.2875247,-60.9251552,14.044,13.893,10.270,8.402
338.3103921,-60.9286827,14.659,14.496,10.765,7.908
338.3209276,-60.9259708,12.834,12.775,9.948,8.266
339.9415630,-47.4911179,15.229,14.850,11.210,8.579
339.9703753,-47.4856842,14.672,14.326,10.325,8.778
339.9873900,-47.4794224,14.700,14.444,11.093,8.971
340.1239336,-38.3549927,15.500,15.271,11.899,8.836
340.1303153,-38.3545496,14.402,14.233,10.911,8.193
340.1375324,-38.3929459,13.955,13.735,10.438,8.481
340.1457835,-38.3730492,16.920,16.629,12.107,8.482
340.7883964,-34.6363632,15.229,15.051,11.799,8.724
340.8071042,-34.6122793,14.393,14.152,10.456,8.233
340.8098383,-34.6217619,13.201,13.055,9.768,7.863
343.1983536,-24.9452368,12.441,12.289,9.229,7.476
343.2062201,-24.9654753,14.341,14.059,10.430,8.050
343.2214499,-24.9743587,15.998,15.966,12.175,8.485
343.2291501,-24.9896349,15.820,15.487,12.535,9.035
343.5472873,-18.1596698,14.677,14.538,10.663,8.273
343.5709587,-18.1563333,16.084,15.894,12.050,8.568
344.0093064,-55.6078749,14.117,13.340,10.728,8.118
345.3630874,-20.0369384,14.658,14.257,10.670,8.667
345.3655092,-20.0304009,15.260,14.939,11.511,8.771
345.3777353,-20.0503010,16.155,16.027,12.317,8.922
345.3875388,-20.0541113,14.863,14.509,11.834,8.756
347.4357291,-48.5629260,15.018,14.864,10.922,8.371
347.4447834,-48.5538116,14.400,14.237,10.460,8.832
347.4462531,-48.5846211,15.046,14.691,10.851,8.418
351.9076993,-47.0306678,15.602,15.504,11.656,8.395
351.9120073,-47.0509134,16.261,16.436,12.156,8.956
351.9165595,-47.0686460,16.541,16.403,12.591,9.032
351.9253943,-47.0408858,13.462,13.257,9.358,6.943
352.3675839,-32.4476124,14.091,13.704,9.830,8.109
352.3714194,-32.4273843,15.481,15.069,11.685,8.808
352.5292785,-44.1966934,14.236,12.920,10.088,7.914
352.5343447,-44.2056682,14.249,13.898,10.199,8.452
352.5591316,-44.1771015,17.216,16.649,12.535,8.938
353.1659909,-13.2239494,16.549,16.202,12.224,8.558
353.1755216,-13.2006261,15.156,15.020,11.756,8.876
353.1806948,-13.1896062,15.761,15.375,12.102,8.900
353.7522665,-47.9624214,14.126,13.240,10.414,8.208
353.7836775,-47.9719889,15.508,15.492,12.361,8.516
354.8725439,-38.6827808,14.105,13.950,10.937,9.117
354.8840344,-38.6672303,14.767,14.120,9.829,7.021
354.9000831,-38.6661060,14.170,13.850,11.075,9.117
355.7128526,-13.0685433,14.852,14.694,10.854,8.604
355.7278008,-13.0600735,15.537,15.199,11.402,8.239
355.8838505,-22.4681824,16.287,15.752,12.557,8.553
355.9020388,-22.4639570,15.230,15.056,12.031,9.115
356.0772485,-26.0399452,15.120,15.005,11.475,8.683
356.0797153,-26.0174811,13.393,13.150,9.010,7.253
356.0970488,-26.0341056,15.644,15.366,12.256,8.430
357.5062937,-47.1476043,16.163,15.984,12.391,8.909
357.5177883,-47.1714371,12.587,11.901,8.478,6.094
357.5307374,-47.1908173,12.485,12.393,9.328,6.889
357.5591184,-47.1795218,13.754,13.449,9.720,8.169
357.8026204,20.5762477,14.816,14.564,11.212,8.794
357.8614829,20.5861845,9.671,9.198,4.716,1.690
358.7612329,-50.0465296,13.564,13.341,9.398,6.947
358.7776220,-50.0783008,14.836,14.179,10.479,8.417
358.7783993,-50.0632727,15.034,14.933,11.647,8.988
359.8377151,-20.3882122,14.439,14.179,10.327,8.489
359.8578840,-20.3867368,15.036,14.755,10.878,7.873
359.8673542,-20.3954107,14.045,13.750,9.497,6.508
359.8747056,-20.4023739,15.395,15.059,11.220,8.608
4.2356039,-51.0691643,13.001,12.752,8.842,7.062
4.2488506,-51.0389280,14.100,13.850,10.237,8.272
4.2671996,-51.0650000,15.661,15.570,12.823,9.225
4.2843652,-51.0454629,15.539,15.172,11.488,8.619
6.3418324,-21.6305793,16.671,16.491,11.800,8.900
6.3419915,-21.6252357,14.634,14.497,11.073,8.740
6.3485959,-21.6646842,14.761,14.523,10.802,8.872
6.3654294,-21.6722943,13.347,12.833,8.430,5.999
26.5501659,-7.3495615,16.682,16.502,12.633,9.067
26.5896829,-7.3243049,15.128,15.000,12.183,8.773
26.5900046,-7.2997010,14.229,13.184,10.394,7.604
26.5985516,-7.3404760,15.251,14.990,11.695,8.506
27.4639328,-27.8215772,15.871,15.633,12.182,8.434
27.4690069,-27.8203067,14.122,12.876,9.891,7.447
27.4857674,-27.8188576,11.470,11.344,7.334,5.332
27.4914531,-27.8121147,13.139,12.907,8.986,7.000
27.5001127,-27.8180639,16.098,15.921,12.531,8.971
36.8090276,-3.8771188,14.125,14.049,10.992,8.910
36.8201388,-3.8644147,13.271,13.199,11.671,8.591
36.8231690,-3.8995059,12.233,12.167,9.386,7.627
43.7616845,-21.5867799,15.925,15.820,12.541,9.502
43.7789081,-21.5857857,12.841,12.647,8.992,7.311
43.7909487,-21.5939132,12.043,11.901,8.131,5.338
57.4866995,-15.3029670,16.689,16.840,12.671,9.113
57.4982198,-15.2967592,14.266,13.946,9.864,7.882
57.5111502,-15.3186015,14.599,13.733,10.987,8.512
57.5264981,-15.2960370,14.689,14.449,11.050,8.869
66.3751235,-64.4484841,15.699,15.306,10.867,8.061
66.3757848,-64.4618695,15.169,14.945,11.284,7.880
66.4319843,-64.4639884,16.468,16.254,12.637,9.381
66.4639601,-64.4733100,16.417,16.297,12.370,8.828
66.7157617,-49.1161096,14.425,14.141,10.068,7.800
66.7281053,-49.1176283,16.497,16.562,12.447,9.130
66.7313956,-49.1250079,14.449,14.293,10.743,8.636
66.7721095,-49.1150420,11.559,10.889,6.499,3.533
69.2652990,-46.7066779,14.408,14.250,10.966,8.646
69.2760766,-46.6979043,15.261,15.145,12.168,9.199
69.2964869,-46.6852091,15.459,14.109,11.502,9.165
69.3140366,-46.6700322,15.259,15.060,11.489,8.791
69.3189114,-46.6842080,12.148,11.727,8.090,5.978
71.5028354,-62.4023954,13.231,13.025,9.117,7.366
71.5552889,-62.3976463,12.146,11.947,7.711,5.489
71.5712938,-62.4040933,10.857,10.555,6.139,4.208
75.3005528,-18.2044270,12.998,12.711,8.428,6.322
75.3133242,-18.1822163,14.747,14.737,12.490,9.177
75.3248847,-18.1968711,15.394,15.388,11.811,8.392
75.3387882,-18.1923187,14.232,13.973,9.975,8.051
80.6908607,-31.9629877,14.603,14.451,10.778,8.635
80.7093711,-31.9428409,16.961,16.977,12.606,8.853
80.7145807,-31.9324162,14.529,13.932,11.289,8.581
80.7149194,-31.9553627,15.320,14.884,11.610,8.618
135.2504265,45.4381361,13.299,13.141,9.384,7.672
135.2579221,45.4750953,15.427,15.277,12.035,8.569
135.2589121,45.4887248,14.380,14.226,10.495,8.211
135.2589759,45.4610063,14.747,14.588,10.658,8.017
135.2694771,45.4431983,16.801,16.534,12.596,8.837
142.0101548,26.5149695,15.074,14.814,10.942,8.630
142.0107332,26.5166798,15.123,15.111,11.822,7.930
142.0259248,26.4937657,16.315,16.239,11.800,8.143
142.0325451,26.4924514,13.868,13.621,9.500,7.098
144.1325884,59.3983821,11.567,11.298,6.859,4.638
144.1324700,59.4050480,13.738,13.415,9.107,6.353
144.1358373,59.3768217,13.768,13.583,9.523,7.943
144.1558090,59.4128417,14.590,14.337,10.660,8.548
146.8656790,30.3865268,17.741,16.777,12.335,8.999
146.8827674,30.3985039,15.243,15.233,12.248,8.602
146.8886480,30.4338901,13.986,13.741,10.222,8.414
149.9036589,13.7113127,14.176,13.853,9.950,7.897
149.9049916,13.6952560,14.423,14.251,12.395,8.715
149.9116794,13.7103170,15.686,15.631,12.131,8.841
149.9351696,13.7077562,13.844,13.766,11.649,7.596
176.2041514,19.8084944,13.911,13.778,9.782,8.217
178.4259892,21.2062713,15.112,14.701,10.568,8.341
178.4396321,21.2203626,14.812,14.308,10.210,8.223
178.4577138,21.2193086,12.658,12.545,8.575,6.311
178.4760110,21.2500467,13.855,13.684,9.692,7.967
182.1726146,41.0760278,14.761,14.474,10.532,8.671
182.1822805,41.1024861,13.919,13.743,10.884,8.422
182.1915014,41.1220822,15.788,15.840,12.074,8.730
195.0114228,33.4521364,15.315,15.070,11.263,8.994
195.0146048,33.3933467,14.862,13.499,10.604,8.297
195.0224756,33.4160592,16.937,16.326,12.095,8.633
195.0339324,33.4376637,15.226,15.042,11.854,8.778
199.8698978,14.0884091,14.937,14.692,10.601,8.785
199.8822746,14.0925556,13.567,12.966,11.054,8.349
199.8912148,14.1084543,15.006,14.795,11.766,8.803
202.9401687,37.4743856,13.271,13.076,9.280,7.289
202.9815806,37.4684278,16.487,16.656,12.882,9.267
202.9896681,37.4272041,14.507,14.307,10.902,8.945
202.9907477,37.4506367,16.496,16.318,12.601,8.981
203.0283124,-38.8911646,13.287,13.177,9.786,8.115
203.0300864,-38.8774549,14.154,13.362,10.791,8.330
203.0602318,-38.8703672,13.251,13.114,9.584,8.155
203.0632318,-38.8869454,13.149,12.837,8.462,6.226
206.8639864,-30.3717540,14.420,14.243,10.031,8.350
210.5592343,7.6936129,15.427,15.335,11.946,9.253
210.5732815,7.6841237,10.898,10.725,6.683,4.300
210.6007783,7.6863660,13.816,13.593,10.373,7.813
211.0345984,54.2539324,17.283,16.948,12.839,9.425
211.8376980,12.6945946,14.238,13.971,10.571,8.660
211.8388194,12.7196919,15.549,15.428,12.569,9.263
211.8554389,12.7212474,15.243,14.763,10.964,8.817
211.8743523,12.7351374,14.091,13.951,10.259,8.632
233.2730743,12.8777197,13.088,12.754,8.750,6.241
233.2886199,12.8705502,16.078,15.985,12.761,9.281
233.2957457,12.8798794,14.484,14.184,10.100,8.094
233.3172162,12.8901462,14.990,14.849,11.048,8.770
243.2774987,8.5656033,15.533,15.500,12.547,8.058
243.2825594,8.5618809,13.965,13.704,9.343,6.248
243.3032963,8.5495285,13.664,13.457,9.397,7.658
243.3142163,8.5342680,14.873,14.593,11.027,8.131
243.3343402,8.5282097,15.588,15.382,11.813,8.746
249.3868182,54.9822522,14.788,14.551,10.811,8.750
249.4081991,54.9680563,16.470,16.451,13.233,9.722
249.4145873,54.9620024,16.303,15.987,12.929,9.258
249.4294876,54.9857272,14.293,14.045,10.225,8.552
259.1186506,39.0600016,13.091,13.033,10.163,8.724
259.1366315,39.1157697,12.528,12.305,8.312,6.132
259.1548177,39.0895869,16.097,15.954,12.769,8.873
267.4495920,68.4004747,11.965,11.021,7.195,4.796
267.4613342,68.3859667,11.768,11.308,7.396,5.558
267.4766237,68.4071256,11.500,11.178,6.733,4.398
267.5202430,68.4143065,12.455,12.278,8.384,6.250
267.5483748,68.4183108,16.341,16.002,13.052,9.974
321.9804085,-46.6294619,12.232,12.131,9.103,7.059
321.9803663,-46.6401607,12.921,12.900,10.532,8.794
322.0156361,-46.6450875,13.405,13.163,10.497,8.164
323.8340583,-49.9336599,14.452,14.232,9.943,7.516
323.8368953,-49.9366116,13.257,12.985,8.605,6.213
349.1607581,-41.6503203,17.079,16.652,12.666,8.956
349.1888297,-41.6634580,14.542,14.258,10.493,8.972
349.1963553,-41.6555372,15.231,14.817,11.710,8.321
349.2048036,-41.6762507,14.693,14.213,10.493,8.182
359.0136431,-17.2466583,15.861,15.682,12.251,8.876
359.0332887,-17.2295788,16.130,16.216,12.342,8.396
359.0376065,-17.2470802,14.866,14.529,10.592,8.882
359.0410820,-17.2481836,16.200,15.907,11.632,8.645
359.0476820,-17.2257955,16.059,15.895,12.284,8.832
6.2521662,-60.6225310,15.874,15.731,12.660,8.907
6.2747778,-60.6398565,13.579,13.437,9.861,7.941
6.3130853,-60.6167442,15.233,14.996,11.277,8.754
6.3147471,-60.6222212,13.355,13.191,10.256,8.310
6.3181236,-60.6382255,14.224,14.009,10.556,8.171
6.3389541,-60.6395724,16.653,16.469,12.722,8.625
50.2225075,-33.8936740,16.202,15.967,12.485,8.908
50.2396559,-33.9068463,14.655,14.392,10.727,9.107
50.2512642,-33.9035150,16.136,16.208,12.615,9.564
50.2651762,-33.9170910,13.811,13.822,12.477,9.393
50.2660462,-33.9020229,13.615,13.319,9.532,7.175
50.2812119,-33.9057466,12.616,11.831,8.097,5.279
61.5296844,-36.9238512,16.944,17.116,12.908,9.278
61.5409234,-36.9236973,16.212,16.754,12.231,9.271
61.5719435,-36.9345620,13.462,12.369,9.994,7.940
72.3981744,-73.0551270,13.200,12.945,8.392,5.080
72.4315336,-73.0824537,15.009,15.029,12.200,8.969
72.4720265,-73.0761529,11.724,11.724,9.423,7.848
124.9949127,21.0657820,13.932,13.824,9.912,7.897
124.9981943,21.0544674,14.761,14.458,10.679,8.403
125.0043364,21.0759311,15.529,15.265,11.499,8.664
125.0217435,21.0757235,14.877,14.977,12.707,8.767
125.0450703,21.0689489,12.267,12.311,10.148,8.390
125.0556430,21.0877934,15.962,15.907,12.165,8.765
168.6037838,-0.8308590,15.730,15.509,12.172,8.460
168.6329707,-0.8470945,12.801,12.003,9.117,7.049
168.6419073,-0.8642193,15.390,15.129,11.724,8.208
168.6472991,-0.8676627,14.775,14.463,10.624,8.277
185.2807798,49.4388704,15.488,15.287,12.285,9.422
185.2836766,49.4764268,15.431,15.253,12.045,8.709
185.2959614,49.4577089,16.177,15.951,12.427,8.491
185.3059644,49.4748647,13.102,13.056,10.068,8.678
185.3367471,49.4432208,15.526,15.341,11.854,8.864
185.3372030,49.4645905,14.852,14.754,11.455,8.653
230.4859781,3.5691399,14.096,13.823,10.000,8.058
230.4894567,3.5560277,14.969,14.911,10.840,8.908
230.4985038,3.5597736,12.298,11.789,8.987,6.274
230.4983433,3.5649833,13.519,13.256,9.007,6.867
230.5085673,3.5652003,14.046,13.829,10.055,7.368
328.8524337,-20.8626817,15.404,15.258,11.225,8.470
328.8530504,-20.8861825,15.142,13.633,10.417,7.913
328.8585654,-20.8565300,14.095,13.944,10.479,8.419
328.8657895,-20.8588119,15.143,15.051,11.732,8.598
328.8827440,-20.8591324,12.103,11.564,8.663,5.980
328.9038546,-20.8540126,15.053,14.794,11.396,8.585
196.8031203,13.6467633,15.106,14.961,11.938,9.105
196.8227359,13.6466408,14.401,14.216,10.933,8.997
196.8598864,13.6414080,14.745,14.560,10.989,8.808
349.1759998,9.8378956,16.073,16.352,11.851,8.735
349.1778179,9.7919858,12.908,12.810,9.018,7.021
349.1798249,9.8159567,15.655,15.487,11.819,8.816
349.1960731,9.8122298,14.330,14.235,10.279,7.820
349.1989254,9.8045910,13.572,13.306,9.268,6.353
