ID,CHI2NU,XC_R,e_XC_R,YC_R,e_YC_R,RE_R,e_RE_R,MAG_R,e_MAG_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,RE_J0378,e_RE_J0378,MAG_J0378,e_MAG_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,RE_J0395,e_RE_J0395,MAG_J0395,e_MAG_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,RE_J0410,e_RE_J0410,MAG_J0410,e_MAG_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,RE_J0430,e_RE_J0430,MAG_J0430,e_MAG_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,RE_J0515,e_RE_J0515,MAG_J0515,e_MAG_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,RE_J0660,e_RE_J0660,MAG_J0660,e_MAG_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,RE_J0861,e_RE_J0861,MAG_J0861,e_MAG_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,RE_G,e_RE_G,MAG_G,e_MAG_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,RE_I,e_RE_I,MAG_I,e_MAG_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,RE_Z,e_RE_Z,MAG_Z,e_MAG_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,RE_U,e_RE_U,MAG_U,e_MAG_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U
iDR4_3_SPLUS-s29s37_0033815,1.16207694309443,334.9207,0.0348,290.1711,0.0216,19.3352,0.0300,1.9404,0.0467,0.7292,0.1367,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,20.4096,0.1748,1.7370,0.1125,1.0918,0.3618,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,19.8972,0.1846,1.7509,0.1072,1.0671,0.3450,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,20.0762,0.1830,1.7635,0.1025,1.0446,0.3298,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,19.5662,0.1153,1.7797,0.0964,1.0158,0.3103,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,19.5548,0.0871,1.8484,0.0719,0.8932,0.2300,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,19.3869,0.0340,1.9695,0.0429,0.6774,0.1163,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,19.0683,0.0598,2.1327,0.0730,0.3863,0.1879,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,19.5817,0.0423,1.8172,0.0827,0.9489,0.2659,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,19.1630,0.0305,2.0574,0.0508,0.5205,0.1207,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,19.1493,0.0527,2.1507,0.0792,0.3542,0.2072,0.1700,0.0358,-71.0443,1.2746,334.9207,0.0348,290.1711,0.0216,20.6568,0.1367,1.7179,0.1199,1.1259,0.3851,0.1700,0.0358,-71.0443,1.2746
iDR4_3_SPLUS-s29s37_0033866,1.16207694309443,276.6173,0.0301,290.9254,0.0481,18.1869,0.0274,5.8680,0.1418,1.1822,0.0421,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,19.4215,0.1483,6.2582,0.3239,0.9707,0.1079,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,18.9179,0.1549,6.2315,0.3080,0.9851,0.1021,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,19.1338,0.1663,6.2074,0.2937,0.9982,0.0970,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,18.7292,0.1150,6.1763,0.2757,1.0150,0.0905,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,18.4138,0.0678,6.0444,0.2045,1.0865,0.0645,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,18.1661,0.0284,5.8121,0.1377,1.2124,0.0415,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,17.9810,0.0567,5.4990,0.2522,1.3822,0.0885,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,18.5518,0.0450,6.1043,0.2354,1.0541,0.0758,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,18.0156,0.0324,5.6434,0.1796,1.3039,0.0606,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,18.0113,0.0535,5.4644,0.2717,1.4009,0.0957,0.5033,0.0095,-22.7332,1.0631,276.6173,0.0301,290.9254,0.0481,19.6978,0.1200,6.2949,0.3461,0.9508,0.1159,0.5033,0.0095,-22.7332,1.0631
iDR4_3_SPLUS-s29s37_0034206,1.16207694309443,113.9487,0.0114,219.7211,0.0178,18.5414,0.0133,0.7246,0.0256,1.5355,0.1933,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,18.1604,0.0226,0.8655,0.0479,0.2293,0.2639,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,18.7190,0.0561,0.8558,0.0461,0.3185,0.2507,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,18.7136,0.0464,0.8471,0.0445,0.3994,0.2394,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,18.5963,0.0416,0.8359,0.0425,0.5033,0.2258,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,18.7308,0.0359,0.7883,0.0343,0.9449,0.1849,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,18.2598,0.0127,0.7045,0.0238,1.7224,0.2109,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,18.0455,0.0224,0.5914,0.0270,2.7709,0.3725,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,18.7402,0.0159,0.8099,0.0379,0.7443,0.1995,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,18.4673,0.0153,0.6436,0.0227,2.2873,0.2895,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,17.8932,0.0181,0.5790,0.0286,2.8864,0.3935,0.3794,0.0267,-77.5824,2.4033,113.9487,0.0114,219.7211,0.0178,18.7343,0.1312,0.8787,0.0504,0.1064,0.2829,0.3794,0.0267,-77.5824,2.4033
iDR4_3_SPLUS-s29s37_0034180,1.16207694309443,236.2839,0.0089,201.2258,0.0100,15.6868,0.0134,15.1971,0.2710,3.4764,0.0393,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,17.9406,0.0829,12.4650,0.7224,2.4947,0.1086,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,17.6972,0.1029,12.6517,0.6849,2.5618,0.1031,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,17.7317,0.0955,12.8208,0.6512,2.6225,0.0981,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,17.2170,0.0644,13.0382,0.6083,2.7006,0.0918,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,16.2175,0.0287,13.9617,0.4358,3.0325,0.0660,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,15.6187,0.0126,15.5880,0.2574,3.6168,0.0358,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,15.0519,0.0194,17.7809,0.5388,4.4048,0.0735,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,16.5637,0.0291,13.5422,0.5117,2.8818,0.0774,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,15.2659,0.0141,16.7696,0.3622,4.0414,0.0482,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,14.9897,0.0197,18.0225,0.5852,4.4916,0.0802,0.8003,0.0045,-13.2888,0.8349,236.2839,0.0089,201.2258,0.0100,18.2470,0.0733,12.2080,0.7745,2.4024,0.1163,0.8003,0.0045,-13.2888,0.8349
iDR4_3_SPLUS-s29s37_0033657,1.16207694309443,187.6189,0.0361,323.0400,0.1081,20.1426,0.0456,0.7642,0.1864,0.1466,1.5454,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,19.6494,1.9339,*0.1796*,*0.9323*,0.1049,3.9142,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,20.0984,0.2297,*0.2195*,*0.8769*,0.1078,3.7384,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,19.5310,0.1439,*0.2557*,*0.8268*,0.1103,3.5799,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,19.4385,0.0840,*0.3022*,*0.7626*,0.1137,3.3773,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,19.6899,0.1114,*0.4998*,*0.4938*,0.1277,2.5379,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,20.3430,0.0826,0.8478,0.1625,0.1525,1.3126,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,20.5787,0.7547,1.3171,0.7036,0.1859,1.8685,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,19.7829,0.3545,*0.4101*,*0.6148*,0.1213,2.9139,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,20.4503,0.4953,1.1007,0.4126,0.1705,1.2311,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,20.7807,0.7229,1.3688,0.7747,0.1896,2.0633,0.1011,0.9551,-77.2079,53.9388,187.6189,0.0361,323.0400,0.1081,19.7097,2.6404,*0.1246*,*1.0087*,0.1010,4.1573,0.1011,0.9551,-77.2079,53.9388
iDR4_3_SPLUS-s29s37_0034069,1.16207694309443,349.1627,0.0123,169.2773,0.0115,17.1109,0.0094,4.0672,0.0269,0.8927,0.0129,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,18.7428,0.0678,3.9564,0.0638,0.6541,0.0330,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,18.4179,0.0835,3.9640,0.0607,0.6704,0.0314,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,18.5705,0.0851,3.9708,0.0580,0.6852,0.0299,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,18.0724,0.0542,3.9797,0.0544,0.7041,0.0281,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,17.6114,0.0290,4.0171,0.0404,0.7848,0.0207,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,17.0612,0.0097,4.0830,0.0254,0.9268,0.0117,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,16.5924,0.0158,4.1719,0.0454,1.1184,0.0211,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,17.7735,0.0177,4.0001,0.0466,0.7482,0.0240,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,16.7154,0.0092,4.1309,0.0319,1.0300,0.0143,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,16.5192,0.0139,4.1817,0.0491,1.1395,0.0230,0.9218,0.0052,54.0429,3.0340,349.1627,0.0123,169.2773,0.0115,19.0513,0.0551,3.9460,0.0681,0.6316,0.0352,0.9218,0.0052,54.0429,3.0340
iDR4_3_SPLUS-s36s36_0019085,1.16415357703222,331.0800,0.0483,190.8648,0.0605,17.5544,0.0369,7.6042,0.2226,1.2695,0.0430,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,19.0913,0.2082,7.7280,0.5757,0.9405,0.1287,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,18.9764,0.2778,7.7195,0.5470,0.9629,0.1219,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,19.3435,0.3875,7.7118,0.5213,0.9833,0.1157,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,18.4876,0.1763,7.7020,0.4885,1.0095,0.1079,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,17.9674,0.0930,7.6601,0.3560,1.1207,0.0758,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,17.4673,0.0360,7.5865,0.2059,1.3166,0.0396,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,17.1731,0.0590,7.4871,0.3952,1.5808,0.0918,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,18.2047,0.0733,7.6792,0.4145,1.0702,0.0900,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,17.2203,0.0363,7.5329,0.2669,1.4589,0.0590,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,17.0831,0.0554,7.4762,0.4298,1.6099,0.1003,0.7380,0.0109,-24.8456,2.6846,331.0800,0.0483,190.8648,0.0605,19.3368,0.1710,7.7396,0.6155,0.9095,0.1382,0.7380,0.0109,-24.8456,2.6846
iDR4_3_SPLUS-s36s36_0018659,1.16415357703222,379.7951,0.0225,133.6291,0.0246,16.8540,0.0145,5.3710,0.0536,0.9809,0.0145,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,18.5446,0.0980,5.4179,0.1362,0.7960,0.0434,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,18.3131,0.1197,5.4147,0.1296,0.8087,0.0411,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,18.2687,0.1167,5.4118,0.1236,0.8201,0.0391,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,17.7860,0.0730,5.4081,0.1160,0.8348,0.0365,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,17.2334,0.0376,5.3922,0.0852,0.8973,0.0259,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,16.7849,0.0146,5.3643,0.0491,1.0073,0.0128,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,16.3751,0.0221,5.3266,0.0900,1.1556,0.0287,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,17.5039,0.0288,5.3994,0.0988,0.8689,0.0306,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,16.5510,0.0139,5.3440,0.0611,1.0872,0.0181,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,16.3660,0.0207,5.3225,0.0979,1.1720,0.0315,0.8908,0.0066,18.4799,3.0283,379.7951,0.0225,133.6291,0.0246,18.7122,0.0742,5.4224,0.1455,0.7786,0.0465,0.8908,0.0066,18.4799,3.0283
iDR4_3_SPLUS-s36s36_0019223,1.16415357703222,137.6601,0.0129,278.5445,0.0065,15.0681,0.0046,12.2489,0.0396,1.1926,0.0046,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,16.8590,0.0317,12.4615,0.1056,0.8430,0.0136,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,16.6306,0.0390,12.4470,0.1004,0.8669,0.0128,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,16.4084,0.0325,12.4338,0.0956,0.8885,0.0122,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,16.0652,0.0232,12.4169,0.0896,0.9164,0.0114,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,15.5413,0.0124,12.3450,0.0651,1.0345,0.0081,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,14.9845,0.0046,12.2185,0.0360,1.2426,0.0041,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,14.5115,0.0066,12.0479,0.0698,1.5233,0.0093,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,15.7799,0.0093,12.3777,0.0760,0.9809,0.0095,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,14.7060,0.0043,12.1266,0.0463,1.3938,0.0059,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,14.4691,0.0062,12.0291,0.0761,1.5542,0.0101,0.4104,0.0008,-82.7090,0.0987,137.6601,0.0129,278.5445,0.0065,17.2036,0.0275,12.4815,0.1129,0.8101,0.0145,0.4104,0.0008,-82.7090,0.0987
iDR4_3_SPLUS-s36s36_0019504,1.16415357703222,158.4693,0.0300,371.1828,0.0287,17.3264,0.0221,4.5299,0.0997,1.4234,0.0433,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,18.5701,0.0977,4.6926,0.2112,1.1140,0.1041,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,17.9368,0.0854,4.6815,0.2010,1.1352,0.0986,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,18.6236,0.1486,4.6714,0.1919,1.1543,0.0936,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,17.8021,0.0726,4.6585,0.1804,1.1789,0.0873,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,17.5894,0.0488,4.6035,0.1358,1.2835,0.0626,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,17.3518,0.0235,4.5066,0.0985,1.4677,0.0438,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,17.1947,0.0427,4.3760,0.1742,1.7160,0.0911,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,17.7461,0.0375,4.6285,0.1550,1.2360,0.0733,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,17.2417,0.0267,4.4362,0.1273,1.6015,0.0637,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,17.1324,0.0399,4.3616,0.1868,1.7433,0.0982,0.9326,0.0108,-76.3580,8.6983,158.4693,0.0300,371.1828,0.0287,18.6337,0.0730,4.7079,0.2255,1.0849,0.1119,0.9326,0.0108,-76.3580,8.6983
iDR4_3_SPLUS-s36s36_0019011,1.16415357703222,238.1054,42.4775,272.8886,0.3961,18.9445,1252.8290,*0.2556*,*4392.9790*,0.4094,48692.1855,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,19.2114,20053.9574,*0.4159*,*6219.3131*,0.2601,42920.1477,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,19.3284,18106.2688,*0.4049*,*6004.9987*,0.2703,43309.2682,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,19.3676,16392.4428,*0.3950*,*5818.1422*,0.2796,43662.5093,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,19.3802,14276.8622,*0.3823*,*5589.2287*,0.2914,44117.6871,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,19.4404,6743.5676,*0.3281*,*4798.0005*,0.3419,46062.9584,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,18.5758,549.3066,*0.2327*,*4455.7454*,0.4308,49529.9325,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,19.0549,77.2028,*0.1040*,*6198.2104*,0.5507,54272.7653,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,19.4335,9839.5683,*0.3527*,*5116.3901*,0.3190,45177.0644,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,19.0749,48.3096,*0.1633*,*5157.3354*,0.4954,52076.8435,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,19.2195,61.6079,*0.0898*,*6485.8666*,0.5639,54799.2677,*0.0722*,*21492.0932*,50.4590,2788380.9125,238.1054,42.4775,272.8886,0.3961,19.0534,22811.5354,*0.4310*,*6526.6224*,0.2461,42385.9865,*0.0722*,*21492.0932*,50.4590,2788380.9125
