ID,CHI2NU,XC_R,e_XC_R,YC_R,e_YC_R,RE_R,e_RE_R,MAG_R,e_MAG_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,RE_J0378,e_RE_J0378,MAG_J0378,e_MAG_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,RE_J0395,e_RE_J0395,MAG_J0395,e_MAG_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,RE_J0410,e_RE_J0410,MAG_J0410,e_MAG_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,RE_J0430,e_RE_J0430,MAG_J0430,e_MAG_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,RE_J0515,e_RE_J0515,MAG_J0515,e_MAG_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,RE_J0660,e_RE_J0660,MAG_J0660,e_MAG_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,RE_J0861,e_RE_J0861,MAG_J0861,e_MAG_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,RE_G,e_RE_G,MAG_G,e_MAG_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,RE_I,e_RE_I,MAG_I,e_MAG_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,RE_Z,e_RE_Z,MAG_Z,e_MAG_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,RE_U,e_RE_U,MAG_U,e_MAG_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U
iDR4_3_MC0127_0125079,1.3565091499027,256.9039,0.0252,265.3031,0.0155,17.7482,0.0060,*0.2427*,*0.4930*,1.1776,3.8323,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,17.3766,0.0660,*0.0460*,*0.3305*,1.5717,3.5899,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,17.2183,0.0369,*0.0594*,*0.3377*,1.5447,3.5956,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,17.2296,0.0243,*0.0716*,*0.3449*,1.5203,3.6021,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,17.2868,0.0171,*0.0872*,*0.3551*,1.4890,3.6126,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,17.4972,0.0106,*0.1537*,*0.4071*,1.3558,3.6815,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,17.8703,0.0072,*0.2708*,*0.5228*,1.1213,3.8930,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,18.0993,0.0209,*0.4287*,*0.7030*,0.8050,4.3317,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,17.5191,0.0086,*0.1235*,*0.3819*,1.4163,3.6453,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,17.9590,0.0095,*0.3559*,*0.6176*,0.9509,4.1101,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,18.1101,0.0194,*0.4461*,*0.7238*,0.7702,4.3889,0.2975,0.2673,38.4576,15.7611,256.9039,0.0252,265.3031,0.0155,17.6247,0.1842,*0.0275*,*0.3219*,1.6087,3.5848,0.2975,0.2673,38.4576,15.7611
iDR4_3_MC0127_0122754,1.3565091499027,166.4786,0.0271,161.6508,0.0202,16.9126,0.0131,7.1559,0.0730,0.9236,0.0118,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,18.6068,0.0831,7.3058,0.1619,0.7681,0.0317,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,18.1662,0.0896,7.2955,0.1538,0.7787,0.0299,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,17.9562,0.0671,7.2863,0.1465,0.7884,0.0284,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,17.9818,0.0639,7.2743,0.1373,0.8007,0.0264,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,17.2549,0.0290,7.2237,0.1017,0.8533,0.0185,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,16.8865,0.0139,7.1345,0.0726,0.9458,0.0118,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,16.6133,0.0283,7.0142,0.1361,1.0706,0.0268,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,17.4777,0.0214,7.2467,0.1171,0.8294,0.0220,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,16.6639,0.0166,7.0697,0.0977,1.0131,0.0182,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,16.5586,0.0264,7.0010,0.1463,1.0844,0.0290,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,18.6309,0.0555,7.3199,0.1733,0.7535,0.0341,0.7067,0.0048,-56.9747,0.8976
iDR4_3_MC0127_0127365,1.3565091499027,227.8339,0.0043,341.5867,0.0046,16.2792,0.0076,3.2262,0.0266,3.1417,0.0363,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,17.8125,0.0291,2.7092,0.0688,3.4592,0.1007,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,17.8174,0.0409,2.7445,0.0652,3.4375,0.0957,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,17.3852,0.0278,2.7765,0.0620,3.4179,0.0912,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,17.2301,0.0237,2.8176,0.0578,3.3926,0.0855,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,16.7350,0.0145,2.9924,0.0414,3.2853,0.0621,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,16.2969,0.0076,3.3002,0.0259,3.0963,0.0319,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,15.8226,0.0128,3.7152,0.0545,2.8414,0.0613,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,17.0063,0.0134,2.9130,0.0486,3.3340,0.0725,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,15.9718,0.0087,3.5238,0.0371,2.9590,0.0395,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,15.7076,0.0126,3.7609,0.0590,2.8134,0.0673,0.8350,0.0031,-19.1271,1.0366,227.8339,0.0043,341.5867,0.0046,18.0656,0.0258,2.6605,0.0739,3.4891,0.1076,0.8350,0.0031,-19.1271,1.0366
iDR4_3_MC0127_0125888,1.3565091499027,90.2381,0.0018,200.7850,0.0018,14.6078,0.0029,5.6313,0.0208,3.2808,0.0112,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,16.6778,0.0156,5.5686,0.0566,2.4344,0.0313,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,16.8248,0.0252,5.5728,0.0536,2.4922,0.0296,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,16.3728,0.0164,5.5767,0.0510,2.5446,0.0282,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,15.9974,0.0119,5.5817,0.0477,2.6120,0.0263,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,15.1914,0.0062,5.6029,0.0341,2.8981,0.0186,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,14.5032,0.0028,5.6403,0.0195,3.4019,0.0105,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,13.9889,0.0047,5.6906,0.0411,4.0813,0.0232,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,15.4938,0.0056,5.5933,0.0401,2.7682,0.0220,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,14.1765,0.0032,5.6674,0.0274,3.7680,0.0153,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,13.9036,0.0047,5.6962,0.0447,4.1562,0.0253,0.9329,0.0016,62.0521,0.8193,90.2381,0.0018,200.7850,0.0018,17.2922,0.0164,5.5627,0.0606,2.3548,0.0336,0.9329,0.0016,62.0521,0.8193
iDR4_3_MC0127_0125334,1.3565091499027,307.9604,0.2920,273.7357,0.0673,17.4040,0.0133,*0.1221*,*6.9951*,1.0780,58.9961,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,17.1525,0.2397,*0.0444*,*5.1896*,1.0031,48.2317,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,16.9706,0.1684,*0.0497*,*5.2617*,1.0082,48.6338,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,16.9305,0.1264,*0.0545*,*5.3350*,1.0128,49.0467,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,16.9776,0.0910,*0.0607*,*5.4400*,1.0188,49.6438,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,17.1971,0.0333,*0.0870*,*6.0054*,1.0441,52.9461,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,17.5490,0.0105,*0.1332*,*7.3490*,1.0888,61.2230,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,17.7227,0.0233,*0.1956*,*9.5616*,1.1489,75.6707,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,17.1939,0.0488,*0.0750*,*5.7264*,1.0326,51.2995,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,17.6260,0.0099,*0.1668*,*8.5018*,1.1212,68.6551,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,17.7256,0.0260,*0.2024*,*9.8222*,1.1555,77.4168,0.2794,3.2918,33.8713,498.0135,307.9604,0.2920,273.7357,0.0673,17.5184,0.4225,*0.0371*,*5.1064*,0.9960,47.7731,0.2794,3.2918,33.8713,498.0135
iDR4_3_MC0127_0124629,1.3565091499027,444.6651,0.7104,253.2656,0.1725,19.7333,4.4054,*0.4518*,*0.9255*,0.6878,15.2437,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,19.6471,2.2424,*0.0782*,*1.0697*,1.2570,17.7582,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,19.5291,1.3308,*0.1037*,*1.0380*,1.2181,17.5503,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,19.4054,0.9322,*0.1269*,*1.0113*,1.1829,17.3660,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,19.5205,0.8121,*0.1566*,*0.9802*,1.1376,17.1347,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,19.5877,2.1523,*0.2829*,*0.8959*,0.9452,16.2296,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,19.8479,4.9073,0.5053,0.9680,0.6063,14.9928,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,20.3424,4.1919,0.8052,1.3972,0.1495,14.2168,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,19.5774,1.3028,*0.2255*,*0.9238*,1.0326,16.6245,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,19.8651,5.5007,0.6669,1.1683,0.3602,14.4352,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,19.9455,3.7182,0.8382,1.4569,0.0991,14.2016,0.1093,9.2735,49.1650,820.7633,444.6651,0.7104,253.2656,0.1725,20.3271,9.8937,*0.0431*,*1.1171*,1.3105,18.0514,0.1093,9.2735,49.1650,820.7633
iDR4_3_MC0137_0029929,1.53514223012962,296.6817,0.0381,242.8474,0.0463,18.4650,0.5284,*0.4691*,*0.8233*,0.4959,2.4646,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,18.2711,0.0355,*0.1031*,*1.6734*,0.6817,3.6918,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,18.0451,0.0482,*0.1281*,*1.6136*,0.6690,3.5732,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,18.0055,0.0237,*0.1508*,*1.5595*,0.6575,3.4685,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,17.9305,0.0540,*0.1799*,*1.4901*,0.6427,3.3383,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,18.2096,0.3433,*0.3036*,*1.1984*,0.5799,2.8542,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,18.5294,0.4749,0.5214,0.7121,0.4693,2.4250,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,18.8430,0.2478,0.8152,0.4082,0.3201,2.9854,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,18.1577,0.2025,*0.2474*,*1.3301*,0.6084,3.0585,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,18.7092,0.2215,0.6797,0.4398,0.3889,2.5779,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,18.8122,0.2645,0.8475,0.4395,0.3036,3.1103,*0.0908*,*0.6965*,-31.9005,27.1299,296.6817,0.0381,242.8474,0.0463,18.5672,0.1260,*0.0687*,*1.7561*,0.6992,3.8598,*0.0908*,*0.6965*,-31.9005,27.1299
iDR4_3_MC0137_0030004,1.53514223012962,361.4705,0.0457,256.6776,0.0195,18.6404,0.0131,*0.4987*,*0.1744*,0.7016,0.8828,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,18.4279,0.0253,*0.2063*,*0.4970*,0.5634,2.8180,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,18.1126,0.0358,*0.2263*,*0.4687*,0.5729,2.6542,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,18.1803,0.0321,*0.2444*,*0.4433*,0.5814,2.5068,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,18.2504,0.0291,*0.2677*,*0.4109*,0.5924,2.3191,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,18.4209,0.0230,*0.3665*,*0.2819*,0.6391,1.5599,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,18.7506,0.0189,0.5406,0.1781,0.7213,0.8950,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,18.8755,0.0678,0.7753,0.4346,0.8322,2.4037,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,18.3766,0.0114,*0.3216*,*0.3384*,0.6179,1.8946,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,18.8830,0.0272,0.6670,0.2912,0.7811,1.5679,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,19.1496,0.0663,0.8011,0.4709,0.8444,2.6134,0.2853,0.2747,-26.2703,13.2868,361.4705,0.0457,256.6776,0.0195,18.7758,0.0216,*0.1788*,*0.5364*,0.5504,3.0451,0.2853,0.2747,-26.2703,13.2868
iDR4_3_MC0137_0030183,1.53514223012962,176.1096,0.0361,283.5011,0.0129,18.2005,0.0105,0.6577,0.0555,1.0657,0.3942,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,17.8542,0.0161,*0.1419*,*0.1696*,0.4244,1.3328,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,17.6346,0.0244,*0.1772*,*0.1607*,0.4683,1.2629,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,17.6842,0.0214,*0.2091*,*0.1527*,0.5079,1.1998,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,17.6912,0.0187,*0.2501*,*0.1424*,0.5590,1.1190,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,17.9138,0.0155,*0.4245*,*0.1005*,0.7757,0.7832,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,18.2549,0.0136,0.7314,0.0495,1.1575,0.3241,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,18.3273,0.0472,1.1454,0.1139,1.6722,0.8158,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,17.9272,0.0081,*0.3453*,*0.1192*,0.6773,0.9338,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,18.3901,0.0208,0.9545,0.0717,1.4348,0.4788,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,18.4614,0.0428,1.1910,0.1249,1.7289,0.9026,0.3003,0.0472,-9.1093,4.1040,176.1096,0.0361,283.5011,0.0129,18.2006,0.0137,*0.0934*,*0.1819*,0.3641,1.4294,0.3003,0.0472,-9.1093,4.1040
iDR4_3_MC0137_0030607,1.53514223012962,233.3510,2946.0089,370.9496,0.0592,19.5159,1.2571,*0.3743*,*18064.7135*,0.1546,148.1598,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,19.0936,1.4080,*0.2992*,*14467.3497*,0.2025,174.2811,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,18.9531,1.0111,*0.3043*,*14713.1479*,0.1992,172.4906,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,19.1490,0.4564,*0.3089*,*14935.8126*,0.1962,170.8692,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,18.9812,1.8517,*0.3149*,*15222.0962*,0.1924,168.7855,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,19.3687,4.4912,*0.3403*,*16438.0839*,0.1762,159.9472,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,19.5485,2.6701,*0.3851*,*18579.4536*,0.1477,144.4396,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,19.6025,6.9387,*0.4454*,*21466.9290*,0.1093,123.6850,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,19.2094,4.4535,*0.3288*,*15885.7555*,0.1836,163.9592,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,19.8125,4.5858,*0.4176*,*20135.2463*,0.1270,133.2301,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,19.8004,56.3911,*0.4521*,*21785.0297*,0.1050,121.4130,0.4505,118301.3874,25.6397,9387515.1283,233.3510,2946.0089,370.9496,0.0592,19.3666,2.1862,*0.2921*,*14129.0163*,0.2070,176.7468,0.4505,118301.3874,25.6397,9387515.1283
