ID,Field,RA,DEC,Group,Gal,zmemb,u_aper_6,e_u_aper_6,J0378_aper_6,e_J0378_aper_6,J0395_aper_6,e_J0395_aper_6,J0410_aper_6,e_J0410_aper_6,J0430_aper_6,e_J0430_aper_6,g_aper_6,e_g_aper_6,J0515_aper_6,e_J0515_aper_6,r_aper_6,e_r_aper_6,J0660_aper_6,e_J0660_aper_6,i_aper_6,e_i_aper_6,J0861_aper_6,e_J0861_aper_6,z_aper_6,e_z_aper_6,type,zmemb_2
iDR4_3_SPLUS-s38s34_0025573,SPLUS-s38s34,66.75781473230452,-49.12466546247602,235,4,0.05828,19.144197463989254,0.0924039334058761,18.71241950988769,0.0867944359779357,18.673236846923828,0.1336060166358947,18.614452362060547,0.1250267028808593,17.786893844604492,0.0601871870458126,17.2464599609375,0.0145381614565849,16.854408264160156,0.0230495687574148,16.328960418701172,0.0066974377259612,16.222423553466797,0.0072407512925565,15.85170078277588,0.0053227161988615,15.617337226867676,0.0083374688401818,15.576842308044434,0.0058078244328498,DUP,0.0
iDR4_3_SPLUS-s38s34_0025398,SPLUS-s38s34,66.7156483761065,-49.11613946302085,235,1,0.05828,18.929931640625,0.0780522599816322,18.775165557861328,0.092258483171463,18.289573669433597,0.0968681648373603,18.335756301879883,0.0986383631825447,18.17799949645996,0.0836106315255165,17.932830810546875,0.024169260635972,17.791723251342773,0.0463834293186664,17.609203338623047,0.0153889097273349,17.553274154663086,0.0168704465031623,17.297277450561523,0.0134497582912445,17.30329704284668,0.0263563003391027,17.24901580810547,0.0188512615859508,REX,0.0
iDR4_3_SPLUS-s26s32_0009502,SPLUS-s26s32,50.22241430550782,-33.89352856108516,269,1,0.0707,21.027767181396484,0.2973405420780182,20.78666114807129,0.3744346797466278,19.88717460632324,0.2427207678556442,19.7707576751709,0.222664013504982,19.88633155822754,0.2348811626434326,19.536046981811523,0.0651514306664466,19.37136459350586,0.199913814663887,19.05944061279297,0.0369521640241146,18.98872375488281,0.0393858663737773,18.781110763549805,0.035668920725584,18.581409454345703,0.0634846538305282,18.70999526977539,0.0577433370053768,SER,1.0
iDR4_3_SPLUS-s26s32_0009874,SPLUS-s26s32,50.28121386014219,-33.90572889488756,269,6,0.070142,18.47233390808105,0.0342621617019176,18.39728164672852,0.0489394403994083,17.751937866210938,0.0409266985952854,18.05955696105957,0.0539047755300998,17.800506591796875,0.0461026094853878,17.404827117919922,0.0112042520195245,17.236745834350586,53.95164108276367,16.85053825378418,0.006643651984632,16.856708526611328,0.0082214092835783,16.44215965270996,0.005659656599164,16.380229949951172,0.0112629374489188,16.329458236694336,0.00778184318915,DUP,1.0
iDR4_3_SPLUS-s26s32_0009475,SPLUS-s26s32,50.266001701180535,-33.90205355905846,269,5,0.0715,19.88398551940918,0.1055336967110633,19.56414604187012,0.1234405413269996,19.19547462463379,0.129932165145874,19.061511993408203,0.1173497214913368,18.627397537231445,0.07667887955904,18.21489906311035,0.0210986845195293,17.860736846923828,0.054739125072956,17.442935943603516,0.0100939236581325,17.358383178710938,0.0108801443129777,17.028173446655273,0.0085846716538071,16.812475204467773,0.0144884688779711,16.79921531677246,0.0112160742282867,SER,1.0
iDR4_3_SPLUS-s26s32_0009220,SPLUS-s26s32,50.23969021826005,-33.90673855030667,269,2,0.0707,19.38299560546875,0.0671625733375549,19.161426544189453,0.0864420011639595,18.812034606933597,0.0930579230189323,18.5947322845459,0.077932596206665,18.344646453857425,0.0599490627646446,18.210548400878903,0.0209116768091917,17.96547508239746,0.0596586540341377,17.733585357666016,0.0124221695587039,17.701955795288086,0.0139032509177923,17.468902587890625,0.0119189945980906,17.36178970336914,0.022343648597598,17.34796905517578,0.0175305474549531,SER,0.0
iDR4_3_SPLUS-s26s32_0009027,SPLUS-s26s32,50.26521222053334,-33.91706003802315,269,4,0.0707,17.61562156677246,0.0156043656170368,17.32172393798828,0.0191712491214275,17.269363403320312,0.0263223573565483,16.654024124145508,0.0164008568972349,16.559951782226562,0.0147290201857686,16.19091796875,0.0047722039744257,16.029077529907227,0.0145006878301501,15.638433456420898,0.0030327776912599,15.57790756225586,0.0034034007694572,15.458434104919434,0.0029368589166551,15.41379165649414,0.0052746315486729,15.401055335998535,0.0039011321496218,PSF,0.0
iDR4_3_MC0127_0124629,MC0127,72.2854830367553,-73.06934802018218,271,1,0.027449,20.39853286743164,0.1107969582080841,19.80804252624512,0.1091733798384666,19.614490509033203,0.1483449339866638,19.423460006713867,0.108400635421276,19.54107666015625,0.1140753030776977,19.733531951904297,0.0515182092785835,19.67066764831543,0.1055394560098648,19.86361312866211,0.0618008933961391,19.920581817626957,0.0765818208456039,20.02723693847656,0.1102965027093887,20.554168701171875,0.3939206600189209,19.85780906677246,0.1810198277235031,PSF,0.0
iDR4_3_MC0127_0125334,MC0127,72.35694638302687,-73.06577455428109,271,2,0.027449,17.653120040893555,0.0136007275432348,17.280990600585938,0.0162646751850843,17.086915969848633,0.0209079850465059,17.054637908935547,0.0177768319845199,17.07925033569336,0.0169879756867885,17.228357315063477,0.0077690663747489,17.25470542907715,0.0158255267888307,17.388282775878906,0.0085228458046913,17.536828994750977,0.0109107168391346,17.63050651550293,0.0136233130469918,17.773502349853516,0.0323900394141674,17.775527954101562,0.0276934597641229,PSF,0.0
iDR4_3_MC0127_0122754,MC0127,72.42991676542668,-73.08231424077272,271,5,0.027636,20.05856132507324,0.0692938044667244,19.87596702575684,0.096727080643177,19.810991287231445,0.1440068483352661,19.55127716064453,0.1012709736824035,19.426837921142575,0.0854445174336433,19.13711929321289,0.0268858410418033,18.85772705078125,0.0453405193984508,18.70377540588379,0.0198456551879644,18.753623962402344,0.0240304376929998,18.52999496459961,0.0242193266749382,18.5285587310791,0.0515366941690444,18.5430850982666,0.0446706339716911,PSF,1.0
iDR4_3_MC0127_0125079,MC0127,72.3838053885528,-73.0668917898852,271,3,0.027449,17.783153533935547,0.0148984063416719,17.50305938720703,0.0187479499727487,17.344898223876953,0.0248420648276805,17.34886932373047,0.0215862449258565,17.37857437133789,0.020763024687767,17.54450225830078,0.0095293959602713,17.54596710205078,0.0192813947796821,17.716938018798828,0.0107448250055313,17.845321655273438,0.0136855710297822,17.973295211791992,0.0180720724165439,18.265039443969727,0.0495803505182266,18.245811462402344,0.0419451892375946,PSF,0.0
iDR4_3_MC0127_0127365,MC0127,72.39820024223685,-73.0551386498245,271,4,0.027449,18.646059036254883,0.0270814187824726,18.391504287719727,0.0349304936826229,18.19047164916992,0.0457972846925258,17.98418617248535,0.0341695174574852,17.76721954345703,0.0276108104735612,17.481260299682617,0.009296010248363,17.229761123657227,0.0158297959715127,16.749534606933594,0.0057287495583295,16.74282455444336,0.0065568629652261,16.454875946044922,0.0057222200557589,16.295156478881836,0.0099891666322946,16.209108352661133,0.0075732748955488,PSF,0.0
