ID,Field,RA,DEC,X,Y,ELONGATION,ELLIPTICITY,THETA,A,B,FLUX_RADIUS_50,FLUX_RADIUS_90,u_auto,e_u_auto,SEX_FLAGS_u,J0378_auto,e_J0378_auto,SEX_FLAGS_J0378,J0395_auto,e_J0395_auto,SEX_FLAGS_J0395,J0410_auto,e_J0410_auto,SEX_FLAGS_J0410,J0430_auto,e_J0430_auto,SEX_FLAGS_J0430,g_auto,e_g_auto,SEX_FLAGS_g,J0515_auto,e_J0515_auto,SEX_FLAGS_J0515,r_auto,e_r_auto,SEX_FLAGS_r,J0660_auto,e_J0660_auto,SEX_FLAGS_J0660,i_auto,e_i_auto,SEX_FLAGS_i,J0861_auto,e_J0861_auto,SEX_FLAGS_J0861,z_auto,e_z_auto,SEX_FLAGS_z,zml,odds,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
iDR4_3_MC0050_0037845,MC0050,23.3831522970044,-69.31234865849578,6317.02734375,8071.794921875,1.2760422229766846,0.2163268327713012,-64.30624389648438,0.0007750946097075939,0.0006078717415221035,7.320168018341064,15.589893341064451,18.374853134155277,0.1199188530445098,0,18.1377067565918,0.1679037064313888,0,17.83627700805664,0.1908354014158249,0,17.574790954589844,0.1242395639419555,0,17.793006896972656,0.1366690397262573,0,17.63172721862793,0.0258290693163871,0,17.22072410583496,0.0698096230626106,0,17.27535629272461,0.0211441796272993,0,17.17917823791504,0.0304944589734077,0,17.066247940063477,0.026104899123311,0,17.020401000976562,0.0841810256242752,0,17.07888412475586,0.0791006535291671,0,0.0284166671335697,0.960228443145752,23.3835833,-69.3123056,32,1,01 33 32.06,-69 18 44.3,0.0,,19.2767,18.9956,Simbad,0.569639472309368
iDR4_3_MC0050_0037312,MC0050,23.41913755109449,-69.30997687505707,6233.89697265625,8087.77490234375,1.3763806819915771,0.2734568119049072,84.81343841552734,0.0010228344472125,0.0007429278921335936,11.640624046325684,21.880273818969727,17.770994186401367,0.1022317036986351,2,18.099197387695312,0.2386749535799026,2,17.563318252563477,0.2188633233308792,2,17.43804168701172,0.1605403423309326,2,17.41798210144043,0.1416658014059066,2,17.209312438964844,0.0254916902631521,2,16.901691436767578,0.0759291425347328,2,16.899703979492188,0.0217732694000005,2,16.79115867614746,0.0310141369700431,2,16.556283950805664,0.0238040294498205,2,16.375259399414062,0.0679044127464294,2,16.50469398498535,0.0681448951363563,2,0.0540000014007091,0.9570143818855286,23.419,-69.31,32,2,01 33 40.56,-69 18 36.0,0.0,,18.9275,18.6567,Simbad,0.1937512294663153
iDR4_3_MC0050_0038361,MC0050,23.459386082735094,-69.33399007990346,6140.10498046875,7931.04345703125,2.5759644508361816,0.6117959022521973,30.218830108642575,0.0012249782448634,0.0004770386149175465,6.812188625335693,17.219669342041016,18.402774810791016,0.1145925968885421,0,18.13645362854004,0.155460238456726,0,17.867507934570312,0.1816139370203018,0,17.50435447692871,0.107422724366188,0,17.34556007385254,0.0836197733879089,0,17.02553939819336,0.0138437114655971,0,16.888940811157227,0.0476171672344207,0,16.560718536376953,0.0102545414119958,0,16.5133056640625,0.0154911773279309,0,16.29804229736328,0.0119568398222327,0,16.321517944335938,0.0408184491097927,0,16.198816299438477,0.0324348285794258,0,0.0524999983608722,0.995550811290741,23.4589167,-69.3338889,32,4,01 33 50.14,-69 20 02.0,0.0,,18.8685,18.3972,Simbad,0.6987980019644844
iDR4_3_SPLUS-s24s18_0046552,SPLUS-s24s18,26.904891386797555,-30.25428587994887,4482.71875,9741.6416015625,1.5333575010299685,0.3478363752365112,-6.830836772918701,0.000817855994682759,0.0005334356683306396,4.370588302612305,10.765241622924805,18.15145301818848,0.0374497175216674,2,17.85613250732422,0.0507544241845607,2,17.671152114868164,0.0713677629828453,2,17.24211883544922,0.0453289821743965,2,17.117666244506836,0.0389910452067852,2,16.8918399810791,0.0103412950411438,2,16.70503044128418,0.0212006252259016,2,16.41525650024414,0.0073066833429038,2,16.38166618347168,0.0080086588859558,2,16.224008560180664,0.0083002615720033,2,16.14069938659668,0.0159599501639604,2,16.112857818603516,0.012816771864891,2,0.0329166650772094,0.9639937281608582,26.9049167,-30.2543056,36,3,01 47 37.18,-30 15 15.5,0.0,,19.4921,18.6985,Simbad,0.1060002826840121
iDR4_3_SPLUS-s24s18_0046816,SPLUS-s24s18,26.889221636318013,-30.26161631711255,4571.3916015625,9693.7880859375,1.099422574043274,0.0904316306114196,-65.96102142333984,0.0010480619966983,0.0009532360709272324,6.414883136749268,16.5413875579834,17.046016693115234,0.0215223710983991,2,16.77566909790039,0.0289884973317384,2,16.543859481811523,0.0393708758056163,2,16.268341064453125,0.0287965424358844,2,16.09850311279297,0.0237078182399272,2,16.068557739257812,0.007393863517791,2,15.830451965332031,0.0146844238042831,2,15.74936294555664,0.0059370514936745,2,15.79757022857666,0.0070310463197529,2,15.63758373260498,0.0073076440021395,2,15.63619613647461,0.0153421564027667,2,15.624675750732422,0.0125015219673514,2,0.0344166681170463,0.9981293082237244,26.8894167,-30.2618889,36,1,01 47 33.46,-30 15 42.8,0.0428,,17.3607,17.2249,Simbad,1.1536181638024834
iDR4_3_SPLUS-s23s18_0000653,SPLUS-s23s18,26.89519722370268,-30.26763257125283,2583.83642578125,964.614990234375,2.7110495567321777,0.6311391592025757,-86.21116638183594,0.0007638719980604947,0.00028150127036497,4.257330894470215,9.16291332244873,19.452943801879883,0.0940649136900901,0,19.233129501342773,0.1376977562904358,0,18.96853446960449,0.1853132843971252,0,18.641843795776367,0.1269725561141967,0,18.73087310791016,0.1314134299755096,0,18.56841278076172,0.0366919375956058,0,18.13925552368164,0.0625216886401176,0,18.294116973876957,0.0310031715780496,0,18.385787963867188,0.0376586094498634,0,18.247604370117188,0.0417503416538238,0,18.283485412597656,0.1078037992119789,0,18.352073669433597,0.0875670462846756,0,0.0338333323597908,0.9611027240753174,26.895,-30.2676111,36,2,01 47 34.80,-30 16 03.4,0.0425,,19.2358,18.9576,Simbad,0.6180702147302317
iDR4_3_SPLUS-s23s18_0001031,SPLUS-s23s18,26.91351584020335,-30.249084318962623,2479.7060546875,1085.563232421875,1.1282944679260254,0.1137065291404724,46.91240692138672,0.0003898664144799113,0.00034551764838397503,2.8307764530181885,6.913904190063477,19.646411895751957,0.0836790278553962,3,19.5635986328125,0.1378699243068695,3,19.5230770111084,0.2289256006479263,3,19.01979255676269,0.1338261365890503,3,19.18163681030273,0.1467148065567016,3,18.85025405883789,0.0356271937489509,3,18.391260147094727,0.0586606003344059,3,18.620723724365234,0.031254943460226,3,18.602094650268555,0.0345681570470333,3,18.52782249450684,0.0400993563234806,3,18.35794258117676,0.0853540822863578,3,18.657804489135746,0.0855780392885208,3,0.0333333350718021,0.9683181047439576,26.9132917,-30.2491944,36,4,01 47 39.19,-30 14 57.1,0.0428,,19.8025,19.4564,Simbad,0.8018170576541591
iDR4_3_SPLUS-s26s19_0014643,SPLUS-s26s19,29.661750262742014,-33.74334438616824,2215.952880859375,4227.88427734375,1.279269814491272,0.2183040976524353,-14.548215866088867,0.0007064876845106483,0.000552640063688159,4.130293369293213,10.044463157653809,17.655338287353516,0.0273945424705743,2,17.4554443359375,0.0375655516982078,2,17.008583068847656,0.0404570959508419,2,16.971736907958984,0.0352094359695911,2,16.809722900390625,0.0294377077370882,2,16.609249114990234,0.0083191422745585,2,16.41913414001465,0.0167299192398786,2,16.143831253051758,0.0064447075128555,2,16.12203598022461,0.0071366997435688,2,15.89614486694336,0.007449013646692,2,15.835127830505373,0.0157165545970201,2,15.784310340881348,0.0124872419983148,2,0.0557500012218952,0.9801439642906188,29.6615833,-33.7433889,39,2,01 58 38.78,-33 44 36.2,0.0,,18.8622,18.2111,Simbad,0.5248682677141735
iDR4_3_SPLUS-s26s19_0013732,SPLUS-s26s19,29.659371191989585,-33.773577982139464,2230.0498046875,4030.060302734375,1.1345481872558594,0.1185919046401977,53.62112808227539,0.0006209547282196581,0.0005474083009175956,4.758806228637695,9.474668502807615,19.789608001708984,0.1751879453659057,0,19.53986358642578,0.2316616028547287,0,19.47780418395996,0.3551959097385406,0,19.185659408569336,0.2455141097307205,0,18.61994743347168,0.140150561928749,0,18.295928955078125,0.0326419100165367,0,18.1393985748291,0.0707909241318702,0,17.632654190063477,0.0217905919998884,0,17.47153091430664,0.0211374219506979,0,17.176013946533203,0.0219673234969377,0,17.033832550048828,0.0441443584859371,0,16.97989845275879,0.0352747961878776,0,0.1494999974966049,0.5750632882118225,29.6595,-33.7735,39,1,01 58 38.28,-33 46 24.6,0.157394,,20.2724,20.2398,Simbad,0.4768514132574367
iDR4_3_SPLUS-s26s19_0014247,SPLUS-s26s19,29.665393888880303,-33.75581870454226,2196.598388671875,4146.115234375,2.127131938934326,0.5298833847045898,-48.107887268066406,0.0009299705270677804,0.0004369218077044934,5.675895690917969,12.884271621704102,18.71063995361328,0.0763312876224517,2,18.46986198425293,0.1009892076253891,2,17.944095611572266,0.103079043328762,2,17.782398223876953,0.0783957690000534,2,17.90151596069336,0.0838032439351081,2,17.703588485717773,0.0220054052770137,2,17.51888656616211,0.0462143644690513,2,17.46847152709961,0.0212909616529941,2,17.45679473876953,0.023520914837718,2,17.314977645874023,0.0282107256352901,2,17.323062896728516,0.0652909576892852,2,17.211881637573242,0.0495949536561965,2,0.0532499998807907,0.9750730991363524,29.665,-33.7556111,39,3,01 58 39.60,-33 45 20.2,0.0,,18.8419,18.7809,Simbad,1.3958808808594412
iDR4_3_SPLUS-s26s19_0014340,SPLUS-s26s19,29.686587683516443,-33.75733925355519,2081.314453125,4135.47119140625,1.2986712455749512,0.2299821376800537,73.23548126220703,0.0005041505210101604,0.0003884881443809718,3.0514843463897705,7.2777814865112305,19.029586791992188,0.0685732215642929,2,18.718589782714844,0.0856174975633621,2,18.204082489013672,0.0865833014249801,2,18.452680587768555,0.0974832624197006,2,18.10423851013184,0.0684799253940582,2,17.96027946472168,0.0194243770092725,2,17.724124908447266,0.0384442768990993,2,17.578968048095703,0.0163786523044109,2,17.588424682617188,0.0184743572026491,2,17.380399703979492,0.0204189140349626,2,17.31260871887207,0.0436071492731571,2,17.22368621826172,0.0336976610124111,2,0.0520000010728836,0.9477853178977966,29.6864167,-33.7571111,39,4,01 58 44.74,-33 45 25.6,0.062604,,19.7446,19.2853,Simbad,0.9677390907108372
iDR4_3_SPLUS-s24s21_0013766,SPLUS-s24s21,30.964698086324624,-31.14372899421288,8169.1083984375,3914.7099609375,1.602435827255249,0.3759500384330749,67.36128997802734,0.0009578628232702612,0.0005970696220174432,5.897340774536133,12.317832946777344,17.185382843017578,0.0254020821303129,0,16.639102935791016,0.024941487237811,0,16.747821807861328,0.0427356846630573,0,16.56058692932129,0.0320616289973259,0,16.515335083007812,0.0285467691719532,0,16.359542846679688,0.0074193440377712,0,16.026123046875,0.0153293060138821,0,16.08043098449707,0.0064959344454109,0,16.13892364501953,0.008079482242465,0,15.989347457885742,0.0084567004814744,0,15.905155181884766,0.0191097129136323,0,15.81497859954834,0.0134116988629102,0,0.0283333342522382,0.9878668785095216,30.9649167,-31.1436944,40,3,02 03 51.58,-31 08 37.3,0.0289,,17.5967,17.2655,Simbad,0.6849961363426168
iDR4_3_SPLUS-s24s21_0013558,SPLUS-s24s21,30.95851443430254,-31.14699610117416,8203.6591796875,3893.1748046875,1.8713117837905884,0.4656155109405517,80.9374771118164,0.0007666534511372447,0.0004092738090548664,4.726060390472412,9.377564430236816,18.738719940185547,0.0697626024484634,0,18.089340209960938,0.0655329823493957,0,18.274059295654297,0.1260813921689987,0,18.01128578186035,0.0879470854997634,0,18.16085433959961,0.0932147502899169,0,17.946533203125,0.0218927320092916,0,17.69013214111328,0.0499100722372531,0,17.62286949157715,0.0186178889125585,0,17.632308959960938,0.0221862308681011,0,17.5068416595459,0.0243316162377595,0,17.543418884277344,0.0624460689723491,0,17.4071102142334,0.0420990139245986,0,0.0215000007301569,0.9859725832939148,30.9584167,-31.1471111,40,2,02 03 50.02,-31 08 49.6,0.0,,18.7238,18.6343,Simbad,0.5119251389706253
iDR4_3_SPLUS-s24s21_0013187,SPLUS-s24s21,30.978845518864716,-31.15559212684404,8089.52783203125,3837.3935546875,1.8251324892044067,0.452094554901123,-1.5311195850372314,0.0007587221916764975,0.0004156541835982353,4.487471580505371,11.310725212097168,19.329158782958984,0.1241419464349746,2,18.89728164672852,0.1417940706014633,2,18.23098564147949,0.1261547952890396,2,18.83354949951172,0.1933597773313522,2,18.08910751342773,0.0906365811824798,2,18.086116790771484,0.0255804099142551,2,18.056737899780277,0.0723061561584472,2,17.641542434692383,0.0196601543575525,2,17.628829956054688,0.0230240356177091,2,17.34915542602539,0.0219779331237077,2,17.267433166503906,0.0505954511463642,2,17.146800994873047,0.0346018709242343,2,0.0677499994635582,0.989537000656128,30.9789167,-31.1556111,40,4,02 03 54.94,-31 09 20.2,0.0665,,19.9221,19.6045,Simbad,0.2296827987079647
iDR4_3_SPLUS-s24s21_0013206,SPLUS-s24s21,30.94801202685952,-31.1605903475544,8262.1015625,3803.931884765625,2.110944986343384,0.5262784957885742,21.104999542236328,0.0012335217325016,0.0005857469514012337,5.833956718444824,15.008971214294434,18.736093521118164,0.1153247579932212,3,18.60926055908203,0.1744616478681564,3,18.13084602355957,0.1846221387386322,3,17.98820686340332,0.1433202624320984,3,17.867414474487305,0.1186411008238792,3,17.522632598876953,0.0242262333631515,3,17.228073120117188,0.0541893690824508,3,16.987483978271484,0.01715774461627,3,16.985336303710938,0.0205306187272071,3,16.70145034790039,0.0193871185183525,3,16.55260467529297,0.0422948263585567,3,16.634674072265625,0.0347512140870094,3,0.0764166638255119,0.669292688369751,30.9485,-31.1603056,40,1,02 03 47.64,-31 09 37.1,0.0,,19.816,19.3727,Simbad,1.8194971030164964
iDR4_3_SPLUS-s28s28_0016831,SPLUS-s28s28,45.0493315805059,-36.35633937650798,5240.45458984375,4418.841796875,1.0541486740112305,0.0513672232627868,65.22936248779297,0.0003919747832696885,0.00037184570101089776,1.536759853363037,4.167635917663574,16.78415870666504,0.013313147239387,0,15.963146209716797,0.0156870782375335,0,15.537848472595217,0.0146368872374296,0,15.417678833007812,0.012135156430304,0,15.460593223571776,0.012072067707777,0,15.57691478729248,0.0050080721266567,0,15.554636001586914,0.0101659782230854,0,15.767760276794434,0.0047449530102312,0,15.899291038513184,0.0073401657864451,0,15.983278274536133,0.0059116063639521,0,16.13254165649414,0.0129781849682331,0,16.091371536254883,0.009637938812375,0,-0.00016666666488163173,0.8864781260490417,45.0492917,-36.3561944,48,4,03 00 11.83,-36 21 22.3,0.0917,,17.6607,17.1745,Simbad,0.5345694510744987
iDR4_3_SPLUS-s28s28_0016903,SPLUS-s28s28,45.0434738853653,-36.358419561942064,5271.3388671875,4405.24072265625,1.8291300535202024,0.4532920122146606,85.94351196289062,0.0012471486115828,0.0006818615365773439,7.787813663482666,16.359952926635742,18.233945846557617,0.1049831584095954,2,18.264747619628903,0.2560818195343017,2,18.23746681213379,0.3589116930961609,2,17.874740600585938,0.2249109894037246,2,17.219863891601562,0.1189491301774978,2,17.004257202148438,0.0246248841285705,2,16.76182746887207,0.0573861636221408,2,16.32488250732422,0.0124990232288837,2,16.17548370361328,0.01622917316854,2,15.97445011138916,0.0129449674859642,2,15.830467224121094,0.0264131929725408,2,15.812341690063477,0.0209775660187006,2,0.090999998152256,0.9308292865753174,45.0434167,-36.3586111,48,2,03 00 10.42,-36 21 31.0,0.0958,,19.519,18.9998,Simbad,0.7091879316016241
iDR4_3_SPLUS-s28s28_0016750,SPLUS-s28s28,45.048500126681446,-36.35172736254847,5244.822265625,4449.03173828125,1.035944938659668,0.0346977114677429,-26.595361709594727,0.00027047572075389326,0.0002610926749184728,1.4394968748092651,3.6151702404022217,18.26804542541504,0.0345001071691513,0,18.351045608520508,0.0800052806735038,0,18.522666931152344,0.1279833912849426,0,18.58964157104492,0.1198081150650978,0,18.019872665405277,0.0708135887980461,0,18.30921173095703,0.0256942696869373,0,18.0510368347168,0.0542397312819957,0,18.106557846069336,0.0195914003998041,0,18.004615783691406,0.0266226027160882,0,17.85190200805664,0.020902294665575,0,17.874982833862305,0.047329906374216,0,17.926427841186523,0.0394529700279235,0,0.1264166682958603,0.2016708701848983,45.0484167,-36.3516944,48,3,03 00 11.62,-36 21 06.1,0.0,,20.1719,18.9757,Simbad,0.2694282663223593
iDR4_3_SPLUS-s28s28_0016141,SPLUS-s28s28,45.03831428511136,-36.38119938023438,5298.59521484375,4256.146484375,1.49931538105011,0.3330289125442505,34.22439956665039,0.0010287086479365,0.0006860753055661917,7.987281322479248,19.375864028930664,18.696277618408203,0.162847638130188,2,19.80179023742676,1.0726141929626465,2,18.169273376464844,0.345287412405014,2,18.68717765808105,0.4891270101070404,2,18.025636672973636,0.2554257214069366,2,17.71222686767578,0.0469303205609321,2,17.63840675354004,0.1304215639829635,2,17.30192756652832,0.0298095643520355,2,17.231346130371094,0.0413427501916885,2,17.067964553833008,0.0351493582129478,2,16.929792404174805,0.0733321383595466,2,16.885540008544922,0.0572278387844562,2,0.0533333346247673,0.5861405730247498,45.0382083,-36.3808889,48,1,03 00 09.17,-36 22 51.2,0.0,,19.4241,19.5236,Simbad,1.1591707566931335
