ID,Field,RA,DEC,X,Y,ELONGATION,ELLIPTICITY,THETA,A,B,FLUX_RADIUS_50,FLUX_RADIUS_90,u_auto,e_u_auto,SEX_FLAGS_u,J0378_auto,e_J0378_auto,SEX_FLAGS_J0378,J0395_auto,e_J0395_auto,SEX_FLAGS_J0395,J0410_auto,e_J0410_auto,SEX_FLAGS_J0410,J0430_auto,e_J0430_auto,SEX_FLAGS_J0430,g_auto,e_g_auto,SEX_FLAGS_g,J0515_auto,e_J0515_auto,SEX_FLAGS_J0515,r_auto,e_r_auto,SEX_FLAGS_r,J0660_auto,e_J0660_auto,SEX_FLAGS_J0660,i_auto,e_i_auto,SEX_FLAGS_i,J0861_auto,e_J0861_auto,SEX_FLAGS_J0861,z_auto,e_z_auto,SEX_FLAGS_z,zml,odds,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
iDR4_3_MC0045_0014672,MC0045,4.370493423919935,-69.1389984885657,4534.43798828125,9205.619140625,1.1318817138671875,0.1165154576301574,-12.8525972366333,0.0006784251308999956,0.0005995494429953396,6.076539993286133,13.972003936767578,18.931957244873047,0.185354545712471,0,18.662961959838867,0.2151874452829361,0,18.818758010864254,0.3505855500698089,0,18.562833786010746,0.2673414945602417,0,18.137989044189453,0.1678314059972763,0,17.527019500732422,0.037283781915903,0,17.18379020690918,0.0552024915814399,0,16.813491821289062,0.0170192699879407,0,16.695337295532227,0.0168983209878206,0,16.390615463256836,0.0127836763858795,0,16.22722625732422,0.0232028979808092,0,16.15439796447754,0.0165600944310426,0,0.1084999963641166,0.6976791024208069,4.3704583,-69.1386111,6,1,00 17 28.91,-69 08 19.0,0.0,,20.0865,19.9392,Simbad,1.3953255700419296
iDR4_3_MC0045_0014747,MC0045,4.433424404965631,-69.14187777038508,4387.8984375,9185.705078125,1.100608468055725,0.0914116501808166,20.41927528381348,0.0004789010563399642,0.0004349590453784913,5.635406970977783,15.022826194763184,18.799850463867188,0.1513614207506179,2,18.614093780517575,0.1904575675725937,2,18.13650703430176,0.1741516441106796,2,18.137414932250977,0.1674672812223434,2,18.4113712310791,0.2003189772367477,2,18.48829841613769,0.0833081156015396,2,17.762842178344727,0.0868115276098251,2,17.62204360961914,0.0327435843646526,2,17.625049591064453,0.0361709557473659,2,17.28154945373535,0.0264312084764242,2,17.14202308654785,0.0493488274514675,2,17.091617584228516,0.0360209830105304,2,0.1889999955892563,0.496307373046875,4.4330417,-69.1416944,6,2,00 17 43.93,-69 08 30.1,0.0,,20.0133,19.7778,Simbad,0.8224463405421842
iDR4_3_MC0045_0014934,MC0045,4.47281538195714,-69.15241822812267,4296.67724609375,9115.96484375,1.499936580657959,0.3333051800727844,-40.00593566894531,0.0003631849540397525,0.0002422844554530457,2.8731138706207275,5.844948768615723,19.711381912231445,0.1633337289094925,0,19.501367568969727,0.2008928209543228,0,19.5993766784668,0.3113274872303009,0,19.18782615661621,0.2059240490198135,0,19.275569915771484,0.2076739072799682,0,18.975696563720703,0.0614313147962093,0,18.943309783935547,0.1207688301801681,0,18.863067626953125,0.0482294149696826,0,18.75414276123047,0.0481183901429176,0,18.548009872436523,0.0398610085248947,0,18.534313201904297,0.0831405073404312,0,18.51415252685547,0.0623488239943981,0,0.1053333356976509,0.5984445810317993,4.4720417,-69.1526944,6,3,00 17 53.29,-69 09 09.7,0.0,,19.9952,19.8058,Simbad,1.4039181985767988
iDR4_3_MC0045_0015068,MC0045,4.496764140992305,-69.16196090021603,4241.44287109375,9053.0185546875,3.4733386039733887,0.7120925784111023,-55.54390335083008,0.001277346513234,0.000364504085155204,7.2940497398376465,16.437410354614258,18.04758644104004,0.0775471478700637,0,17.717334747314453,0.0856323987245559,0,17.485790252685547,0.0981601700186729,0,17.225984573364258,0.0744721069931984,0,17.093381881713867,0.0615602135658264,0,17.09946060180664,0.0241396240890026,0,16.802419662475586,0.0373227410018444,0,16.63527488708496,0.0138533283025026,0,16.635055541992188,0.0154552534222602,0,16.426477432250977,0.012597425840795,0,16.336292266845703,0.0244036428630352,0,16.359424591064453,0.0189975760877132,0,0.0395000018179416,0.987809717655182,4.4970417,-69.1615,6,4,00 17 59.29,-69 09 41.4,0.0,,19.1307,18.4181,Simbad,1.696886989412986
iDR4_3_STRIPE82-0019_0006972,STRIPE82-0019,13.04595933751822,-1.1291996409296488,3602.264404296875,2691.04541015625,1.2342652082443235,0.1898013353347778,-18.703872680664062,0.0007191695040091872,0.0005826817941851914,5.606033802032471,14.030095100402832,18.64247703552246,0.0841104313731193,2,18.918643951416016,0.1822361648082733,2,19.525707244873047,0.5118592977523804,2,19.00549697875977,0.2660757899284363,2,18.189760208129883,0.1173654198646545,2,18.090351104736328,0.0326728709042072,2,18.0293025970459,0.0921975225210189,2,17.587974548339844,0.0254206396639347,2,17.523046493530273,0.0291088540107011,2,17.388545989990234,0.0308528766036033,2,17.324085235595703,0.0686827003955841,2,17.36469841003418,0.0586355850100517,2,0.0968333333730697,0.8882330656051636,13.0462083,-1.1287222,20,3,00 52 11.09,-01 07 43.4,0.104819,,19.9696,18.953,Simbad,1.9383521191606703
iDR4_3_STRIPE82-0019_0007943,STRIPE82-0019,13.04012530709853,-1.1190818644300704,3640.44140625,2757.279052734375,3.2656733989715576,0.6937844753265381,-67.956787109375,0.0019935322925448,0.0006104257772676647,9.751115798950195,22.61892509460449,18.12652969360352,0.0904475003480911,0,18.307918548583984,0.1790553778409958,0,18.36909866333008,0.3045836985111236,0,17.484176635742188,0.113158069550991,0,17.148954391479492,0.0776754990220069,0,16.669635772705078,0.0153770931065082,0,16.448110580444336,0.0372773930430412,0,15.948200225830078,0.0098424879834055,0,15.940123558044434,0.0118617508560419,0,15.655324935913086,0.0109200896695256,0,15.48287868499756,0.021898329257965,0,15.32353973388672,0.015553630888462,0,0.0421666651964187,0.9829578399658204,13.0404167,-1.1191389,20,1,00 52 09.70,-01 07 08.9,0.041238,,19.5171,18.6617,Simbad,1.0687240748966398
iDR4_3_STRIPE82-0019_0007419,STRIPE82-0019,13.05096167478699,-1.111257751186797,3569.51904296875,2808.48779296875,2.461424827575684,0.5937312245368958,11.9219970703125,0.0010226536542177,0.00041543960105627775,5.162253856658936,12.127236366271973,18.6789493560791,0.0825934261083602,0,18.58877182006836,0.1278051286935806,0,18.49425506591797,0.188372865319252,0,18.02989387512207,0.103470042347908,0,17.853595733642578,0.0823310241103172,0,17.57776641845703,0.0198719259351491,0,17.337879180908203,0.0469716303050518,0,16.944538116455078,0.0137828970327973,0,16.908143997192383,0.0161715950816869,0,16.60784912109375,0.0146274333819746,0,16.573060989379883,0.033090554177761,0,16.450307846069336,0.0242835134267807,0,0.0525833331048488,0.988978147506714,13.051125,-1.11125,20,4,00 52 12.27,-01 06 40.5,0.0413,,19.6992,19.3486,Simbad,0.5885220833994796
iDR4_3_STRIPE82-0019_0007276,STRIPE82-0019,13.042536915025703,-1.110078155589959,3624.655029296875,2816.21484375,1.2160245180130005,0.17764812707901,76.74639892578125,0.00029992355848662555,0.00024664311786182225,1.9268349409103396,3.68353271484375,21.08555793762207,0.3705892562866211,0,22.188697814941406,1.7273287773132324,0,21.28599739074707,1.2087347507476809,0,20.552038192749023,0.5184172987937927,0,20.66636276245117,0.537293553352356,0,19.958946228027344,0.0854655504226684,0,19.61649703979492,0.1867588758468628,0,19.6718864440918,0.0808394774794578,0,19.67806625366211,0.0986189171671867,0,19.70101928710937,0.121123656630516,0,19.43927574157715,0.2255812734365463,0,19.31451797485352,0.1654569059610366,0,0.0384166650474071,0.7164264917373657,13.0429583,-1.1094444,20,2,00 52 10.31,-01 06 34.0,0.0,,19.9459,20.2035,Simbad,2.7396563829533984
iDR4_3_SPLUS-s25s12_0003507,SPLUS-s25s12,16.832842504603573,-32.83175183630375,9291.8095703125,1531.1270751953125,2.4082231521606445,0.5847561359405518,41.57900619506836,0.0013703034492209,0.0005697302403859794,7.003467082977295,16.3834285736084,17.732318878173828,0.0349137298762798,2,17.48523712158203,0.0504010841250419,2,17.104167938232422,0.0585986077785491,2,16.928829193115234,0.0468865819275379,2,16.628461837768555,0.034144327044487,2,16.425567626953125,0.0093480180948972,2,16.20189666748047,0.0187644120305776,2,15.768115043640137,0.006261175032705,2,15.746624946594238,0.0070906458422541,2,15.435221672058104,0.0077244322746992,2,15.268798828125,0.015385003760457,2,15.250182151794434,0.0126543454825878,2,0.0488333329558372,0.996447503566742,16.8327917,-32.8316944,26,3,01 07 19.87,-32 49 54.1,0.035194,,19.3174,18.4741,Simbad,0.2576280988230229
iDR4_3_SPLUS-s25s12_0003871,SPLUS-s25s12,16.847309471915217,-32.82902798402232,9212.34375,1549.4720458984375,1.638333439826965,0.3896236419677734,74.92472076416016,0.0009931541280820966,0.000605291745159775,4.918454647064209,11.993927001953123,17.512815475463867,0.0225855074822902,0,17.186861038208008,0.0302887558937072,0,16.951570510864258,0.0399677455425262,0,16.505481719970703,0.025463692843914,0,16.307029724121094,0.0205786135047674,0,15.991662979125977,0.0055511691607534,0,15.727572441101074,0.0103995185345411,0,15.160457611083984,0.0032757632434368,0,15.158079147338867,0.0037737702950835,0,14.790938377380373,0.0036284660454839,0,14.58268928527832,0.006710581947118,0,14.486468315124512,0.0050582950934767,0,0.0395833328366279,0.9692603945732116,16.8474167,-32.8291111,26,4,01 07 23.38,-32 49 44.8,0.035811,,19.5974,18.7922,Simbad,0.4413017382517876
