ID,Field,RA,DEC,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto,Group,Gal,zmemb,gmemb
iDR4_3_SPLUS-s38s34_0024606,SPLUS-s38s34,66.73137385587135,-49.12500988509667,18.115671157836918,0.1268516331911087,18.013633728027344,0.1601845473051071,17.792482376098633,0.2113903313875198,17.235742568969727,0.1254348754882812,17.199966430664062,0.1174294576048851,17.081148147583008,0.0344966687262058,17.021615982055664,0.074295625090599,16.785266876220703,0.020673431456089,16.75982093811035,0.022992743179202,16.53633689880371,0.0191253684461116,16.634546279907227,0.0446634888648986,16.491012573242188,0.0299562383443117,235,3,0.05828,
iDR4_3_SPLUS-s38s34_0024660,SPLUS-s38s34,66.72824329992409,-49.11766055596938,20.2534236907959,0.7819251418113708,19.675731658935547,0.6359750032424927,18.56192398071289,0.3710979521274566,19.779125213623047,1.1242876052856443,18.90058135986328,0.4829663336277008,18.89004898071289,0.1548495441675186,18.398473739624023,0.2257813811302185,18.889604568481445,0.119565799832344,18.773630142211918,0.1219618245959281,18.616626739501957,0.1084227561950683,18.74238586425781,0.263951301574707,18.63211441040039,0.18280890583992,235,2,0.05828,
iDR4_3_SPLUS-s38s34_0025573,SPLUS-s38s34,66.75781473230452,-49.12466546247602,17.82588768005371,0.1728517413139343,17.919797897338867,0.2552825510501861,17.370370864868164,0.2502980530261993,17.744728088378906,0.3489300012588501,16.312833786010742,0.0906726568937301,16.167804718017578,0.0259544309228658,15.851482391357422,0.0444323346018791,15.278788566589355,0.009188731200993,15.22730541229248,0.0100117111578583,14.889095306396484,0.0075277858413755,14.669818878173828,0.0131519669666886,14.609312057495115,0.0094829583540558,235,4,0.05828,
iDR4_3_SPLUS-s38s34_0025398,SPLUS-s38s34,66.7156483761065,-49.11613946302085,17.831275939941406,0.0999707877635955,17.711042404174805,0.1237860023975372,17.32643699645996,0.1412138193845749,16.99653434753418,0.1030290350317955,16.96575355529785,0.0970744863152504,17.06439781188965,0.0348063632845878,16.741031646728516,0.0589969381690025,16.827272415161133,0.0219851974397897,16.75861167907715,0.0234655514359474,16.508024215698242,0.0190648790448904,16.541461944580078,0.0419783480465412,16.474355697631836,0.0302044972777366,235,1,0.05828,
iDR4_3_SPLUS-s38s34_0025197,SPLUS-s38s34,66.7721096988987,-49.1150261787908,16.64280128479004,0.0352996550500392,16.356687545776367,0.0374938584864139,16.21526336669922,0.0532355904579162,15.87425422668457,0.038518238812685,15.806626319885254,0.0351560749113559,15.576014518737791,0.009777070954442,15.356510162353516,0.0179481450468301,15.006935119628906,0.0049701859243214,14.98692512512207,0.0055932425893843,14.676441192626951,0.004276851657778,14.57029914855957,0.0079007158055901,14.527560234069824,0.0057245614007115,235,5,0.05828,
iDR4_3_SPLUS-s26s32_0009502,SPLUS-s26s32,50.22241430550782,-33.89352856108516,21.34830474853516,1.2345649003982544,19.977113723754883,0.5484859943389893,18.68073463439941,0.2454646974802017,18.91584205627441,0.3138104975223541,18.951562881469727,0.3081035017967224,18.6851863861084,0.0909589752554893,18.39987564086914,0.2497483640909195,18.455646514892575,0.0622046366333961,18.34156036376953,0.0632414072751998,18.33937644958496,0.0708721205592155,17.90593910217285,0.1031600385904312,18.083274841308597,0.0992341339588165,269,1,0.0707,
iDR4_3_SPLUS-s26s32_0009874,SPLUS-s26s32,50.28121386014219,-33.90572889488756,16.945627212524414,0.0524265766143798,17.084680557250977,0.0925817415118217,16.281431198120117,0.0650558844208717,16.4127254486084,0.0761320069432258,16.080615997314453,0.0535224825143814,15.941431045532228,0.0167490914463996,15.587488174438477,21.00723648071289,15.414765357971191,0.0088278874754905,15.407490730285645,0.0105258161202073,15.078973770141602,0.0081813400611281,15.020511627197266,0.017687639221549,14.946722030639648,0.0127064539119601,269,6,0.070142,
iDR4_3_SPLUS-s26s32_0009475,SPLUS-s26s32,50.266001701180535,-33.90205355905846,18.54145622253418,0.1319330781698227,17.85646629333496,0.1104147285223007,17.862258911132812,0.1644456535577774,17.858766555786133,0.1671909987926483,17.387739181518555,0.1033863797783851,17.153837203979492,0.0315666384994983,16.728023529052734,0.0763641893863678,16.53767204284668,0.0152919571846723,16.423442840576172,0.0156081430613994,16.197954177856445,0.014188090339303,16.044570922851562,0.0265192631632089,15.957083702087402,0.0200202949345111,269,5,0.0715,
iDR4_3_SPLUS-s26s32_0009220,SPLUS-s26s32,50.23969021826005,-33.90673855030667,18.771663665771484,0.1278837025165558,18.611543655395508,0.175070971250534,18.270414352416992,0.1871573477983474,17.859251022338867,0.1323941051959991,17.798717498779297,0.1194025576114654,17.441917419433594,0.032594159245491,17.037796020507812,0.0808548033237457,17.090850830078125,0.020117562264204,17.088680267333984,0.022747641429305,16.894018173217773,0.0212037060409784,16.673940658569336,0.0373896583914756,16.790359497070312,0.0338808856904506,269,2,0.0707,
iDR4_3_SPLUS-s26s32_0009027,SPLUS-s26s32,50.26521222053334,-33.91706003802315,17.48674964904785,0.0181647520512342,17.194364547729492,0.0221297834068536,17.145517349243164,0.0307360533624887,16.556005477905273,0.0191635582596063,16.44042205810547,0.0167227182537317,16.086132049560547,0.0051998239941895,15.934819221496582,0.015930350869894,15.567852020263672,0.0031961728818714,15.515830039978027,0.0035762463230639,15.389891624450684,0.0031848913058638,15.345449447631836,0.0059328386560082,15.33757781982422,0.0045258863829076,269,4,0.0707,
iDR4_3_MC0127_0124629,MC0127,72.2854830367553,-73.06934802018218,20.413977,0.10798479,19.834118,0.107263125,19.62072,0.14268011,19.407335,0.103868455,19.492733,0.106395945,19.71677,0.049513064,19.677181,0.10309124,19.839186,0.05870724,19.916214,0.07396882,20.04398,0.108198375,20.51054,0.36475766,19.80166,0.16572557,271,1,0.027449,
iDR4_3_MC0127_0125334,MC0127,72.35694638302687,-73.06577455428109,17.620388,0.013886474,17.245487,0.016539194,17.051498,0.021410763,17.007328,0.018102607,17.03566,0.017392358,17.191092,0.007961015,17.221045,0.016426338,17.355507,0.0088798525,17.507341,0.0114778085,17.601547,0.014647116,17.74332,0.035011303,17.736065,0.02984476,271,2,0.027449,
iDR4_3_MC0127_0125888,MC0127,72.4720401439798,-73.07617101691682,17.3196,0.030414708,16.673048,0.028452486,16.754202,0.049600165,16.321657,0.029772863,16.015343,0.021561174,15.515972,0.005491461,15.256157,0.009430409,14.664993,0.0029242302,14.571243,0.0031650625,14.251108,0.0029164504,14.058437,0.0051972116,13.994946,0.004175645,271,6,0.027449,
iDR4_3_MC0127_0122754,MC0127,72.42991676542668,-73.08231424077272,18.83796,0.07465237,19.088545,0.15642835,18.870333,0.20851816,18.591827,0.14229375,18.449184,0.11788359,18.090689,0.032286264,17.971142,0.06320454,17.74752,0.02565576,17.81299,0.03197821,17.684559,0.037231013,17.680746,0.08164266,17.537325,0.062263064,271,5,0.027636,
iDR4_3_MC0127_0125079,MC0127,72.3838053885528,-73.0668917898852,17.738916,0.015368731,17.468195,0.019568989,17.289007,0.025693204,17.289286,0.022416357,17.321854,0.021671213,17.497051,0.009959061,17.507915,0.020575551,17.677174,0.0115044685,17.802565,0.014714143,17.937805,0.020038506,18.290304,0.058667213,18.243208,0.048615634,271,3,0.027449,
iDR4_3_MC0127_0127365,MC0127,72.39820024223685,-73.0551386498245,18.39162,0.046222337,18.03914,0.0555157,18.011215,0.08748117,17.553444,0.050921865,17.371616,0.04113945,17.096302,0.012562873,16.87815,0.022354912,16.374996,0.007312688,16.358097,0.008405493,16.085697,0.008237664,15.922632,0.01526129,15.859715,0.012374513,271,4,0.027449,
