col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
1237661124543316180,6378445277689284304,1936,53330,321,137.16242,30.878246,0.0638,0.28,9.801,0.057,0.176,0.073,1.271,0.191,0.245,0.071,0.162,0.055,0,1,3,2,1,137.1627083,30.8783889,77,2,09 08 39.05,+30 52 42.2,0.06384,,19.2267,18.9237,Simbad,1.0286494943796602
1237661124543316184,6378445277689284385,1591,52976,79,137.1615,30.889398,0.0629,0.55,9.789,0.06,0.053,0.068,1.062,0.189,0.221,0.078,0.15,0.063,0,1,3,1,1,137.1614583,30.8896944,77,1,09 08 38.75,+30 53 22.9,0.062972,,19.5628,19.2453,Simbad,1.074788675791152
1237661151920062633,6374574989243320090,1286,52725,426,211.68508,47.267228,0.0599,2.88,10.752,0.04,0.537,0.069,2.49,0.263,0.978,0.107,0.756,0.098,0,1,3,2,1,211.6849167,47.2672222,153,2,14 06 44.38,+47 16 02.0,0.059873,,20.1565,19.1321,Simbad,0.3994696469538985
1237661358071021726,6373765771233853616,1218,52709,397,152.0197,42.931857,0.0739,0.68,10.469,0.059,0.681,0.088,2.65,0.302,0.813,0.134,0.587,0.119,0,1,3,2,1,152.019625,42.9319444,83,2,10 08 04.71,+42 55 55.0,0.073963,,20.3049,19.5788,Simbad,0.37158764851701737
1237661387075747907,6374962018410037640,1333,52782,149,236.44267,44.248022,0.0346,20.8,10.643,0.007,0.15,0.027,0.728,0.088,0.39,0.031,0.328,0.024,0,1,3,7,1,236.442375,44.2486111,174,2,15 45 46.17,+44 14 55.0,0.034687,,17.1157,16.6724,Simbad,2.2530734255967855
1237661387075748071,6374962018410038003,1333,52782,172,236.43552,44.264394,0.0341,8.45,8.5,0.028,-0.527,0.007,1.076,0.107,0.17,0.013,0.105,0.012,0,1,3,2,1,236.43575,44.2637222,174,1,15 45 44.58,+44 15 49.4,0.034178,,18.7445,18.4053,Simbad,2.4901089535854433
1237661387075748084,6374962018410037941,1333,52782,147,236.46991,44.263222,0.0399,1.66,9.721,0.057,0.146,0.05,0.93,0.147,0.418,0.096,0.332,0.086,0,1,3,2,1,236.4702917,44.2628889,174,4,15 45 52.87,+44 15 46.4,0.039973,,17.894,17.5367,Simbad,1.5512482787743964
1237661465446055967,6374786083664694026,1399,53172,404,227.78326,39.48163,0.0578,2.01,9.922,0.054,0.399,0.068,2.456,0.191,0.321,0.048,0.19,0.032,0,1,3,2,1,227.7835833,39.4815833,167,4,15 11 08.06,+39 28 53.7,0.057799,,19.9612,19.1757,Simbad,0.9139124858871088
1237661812807106711,6379078580280756008,1607,53083,492,174.2468,12.448274,0.1186,0.24,10.629,0.052,0.82,0.062,1.622,0.197,0.342,0.079,0.231,0.062,0,1,3,2,1,174.2470833,12.44825,108,1,11 36 59.30,+12 26 53.7,0.118659,,19.5185,19.0055,Simbad,0.9996445024772679
1237661812807172107,6379078580280756159,1607,53083,499,174.26053,12.45932,0.1173,1.25,10.308,0.08,1.296,0.045,2.16,0.182,0.375,0.062,0.229,0.046,0,1,3,2,1,174.2608333,12.45925,108,3,11 37 02.60,+12 27 33.3,0.117315,,19.4283,18.712,Simbad,1.0955425179706177
1237661816028069903,6378656395732978680,1700,53502,284,203.32887,11.117147,0.0253,1.42,10.048,0.028,-0.222,0.097,1.314,0.23,0.481,0.141,0.377,0.127,0,1,3,7,1,203.3288333,11.1170833,140,3,13 33 18.92,+11 07 01.5,0.025391,,18.4376,17.7974,Simbad,0.26342815904564587
1237661816028069998,6378656395732978593,1700,53502,291,203.32551,11.088114,0.0906,4.13,10.528,0.036,0.275,0.099,1.128,0.318,0.56,0.202,0.464,0.176,0,1,3,2,1,203.3247917,11.0883889,140,2,13 33 17.95,+11 05 18.2,0.090623,,19.3327,18.8911,Simbad,2.7237542360365845
1237661817636454526,6378656331308466544,1697,53142,388,198.28117,12.683803,0.0301,1.81,8.896,0.048,-0.763,0.021,0.432,0.064,0.098,0.019,0.068,0.018,0,1,3,1,1,198.281375,12.6835278,132,4,13 13 07.53,+12 41 00.7,0.030082,,19.2885,19.0654,Simbad,1.2247092530279424
1237661817636454528,6378656331308466470,1697,53142,396,198.28014,12.661238,0.1785,5.87,11.412,0.035,0.219,0.193,0.679,0.658,0.192,0.168,0.152,0.137,0,1,3,6,1,198.2802917,12.6615278,132,3,13 13 07.27,+12 39 41.5,0.178535,,20.018,19.4231,Simbad,1.1714739995438705
1237661817636454511,6378656331308466565,1697,53142,390,198.26078,12.697738,0.0605,0.61,10.762,0.028,0.43,0.066,1.361,0.158,0.545,0.118,0.434,0.112,0,1,3,2,1,198.2609583,12.6975833,132,1,13 13 02.63,+12 41 51.3,0.060622,,18.6507,18.3338,Simbad,0.8380117098723406
1237661850382303416,6373941668398236258,1276,53035,260,145.45529,37.113432,0.0969,0.16,10.71,0.03,0.302,0.098,1.488,0.264,0.55,0.116,0.434,0.105,0,1,3,2,1,145.4555417,37.1136389,80,3,09 41 49.33,+37 06 49.1,0.09693,,20.1062,19.743,Simbad,1.0377403448013902
1237661850382303399,6373941668398236313,1276,53035,255,145.41607,37.117266,0.0509,0.04,10.245,0.029,0.046,0.099,1.337,0.244,0.447,0.132,0.342,0.114,0,1,3,1,1,145.4162917,37.1171389,80,1,09 41 39.91,+37 07 01.7,0.050991,,19.2339,18.894,Simbad,0.7838338667095232
1237661871325184091,6374645305374149964,1440,53084,526,170.53328,42.799643,0.0716,2.93,10.049,0.049,0.265,0.078,0.857,0.221,0.302,0.114,0.231,0.098,0,1,3,1,1,170.533375,42.7998611,102,4,11 22 08.01,+42 47 59.5,0.071649,,18.7588,18.3897,Simbad,0.8242847884738075
1237661872402792502,6374680491893720843,1370,53090,260,182.50428,44.660657,0.0228,1.7,8.803,0.032,-0.835,0.014,1.168,0.085,0.144,0.008,0.085,0.007,0,1,3,1,1,182.5039167,44.6606389,114,1,12 10 00.94,+44 39 38.3,0.022866,,19.482,19.1721,Simbad,0.9325512855109908
1237661872402792511,6374680491893720819,1370,53090,254,182.56029,44.66578,0.0659,2.38,9.514,0.149,1.029,0.041,2.711,0.162,0.828,0.099,0.587,0.084,0,1,3,2,1,182.5598333,44.66625,114,4,12 10 14.36,+44 39 58.5,0.065983,,18.419,18.0008,Simbad,2.056741561590231
1237661873469915222,6374117607438550836,1361,53047,611,161.58719,43.02023,0.0742,0.72,10.397,0.072,1.228,0.054,2.657,0.144,0.932,0.099,0.667,0.083,0,1,3,2,1,161.5865417,43.02,92,3,10 46 20.77,+43 01 12.0,0.074186,,18.6429,18.1421,Simbad,1.8966169506350918
1237661873469915304,6374117607438550903,1362,53050,337,161.57465,43.021675,0.0744,3.15,10.213,0.049,0.799,0.095,1.208,0.27,0.483,0.12,0.364,0.094,0,1,3,2,1,161.5750417,43.0216944,92,1,10 46 18.01,+43 01 18.1,0.074386,,17.8693,17.4327,Simbad,1.0332953640039384
1237661873469915329,6374117607438550791,1362,53050,335,161.61055,43.019685,0.0739,0.32,10.372,0.08,0.777,0.061,2.064,0.183,0.568,0.11,0.4,0.089,0,1,3,2,1,161.6104583,43.0195,92,4,10 46 26.51,+43 01 10.2,0.073935,,18.9124,18.4313,Simbad,0.7083850888410806
1237661965823246363,6374715724584192217,2088,53493,327,196.26269,40.764716,0.0568,0.7,10.528,0.072,1.336,0.054,3.134,0.195,0.926,0.113,0.629,0.093,0,1,3,2,1,196.2628333,40.7646389,127,2,13 05 03.08,+40 45 52.7,0.056874,,18.4059,17.8313,Simbad,0.47927719746979786
1237661965819117693,6374680530548427819,1450,53120,190,183.78967,41.268966,0.0378,0.11,10.084,0.017,-0.912,0.088,0.628,0.265,0.139,0.037,0.104,0.032,0,1,3,6,1,183.78975,41.2685278,116,2,12 15 09.54,+41 16 06.7,0.037826,,19.8198,19.8352,Simbad,1.5923026172002135
1237661965823246429,6374715724584192147,2088,53493,324,196.26978,40.748006,0.0352,0.2,10.05,0.041,0.14,0.064,1.612,0.191,0.8,0.125,0.656,0.114,0,1,3,2,1,196.2695,40.7479167,127,3,13 05 04.68,+40 44 52.5,0.035218,,18.1951,17.787,Simbad,0.8285584207807075
1237661965819117700,6374680530548427897,1450,53120,183,183.79168,41.288467,0.0989,0.09,9.953,0.08,0.54,0.051,1.413,0.192,0.235,0.062,0.149,0.046,0,1,3,2,1,183.7917083,41.2878889,116,3,12 15 10.01,+41 17 16.4,0.098972,,19.3691,19.1141,Simbad,2.082567467265151
1237661971191431178,6378797103156561878,1797,54507,279,198.47573,6.960849,0.021,2.12,10.754,0.013,-0.425,0.057,0.818,0.169,0.24,0.035,0.188,0.032,0,1,3,7,1,198.476125,6.9612778,133,4,13 13 54.27,+06 57 40.6,0.021185,,17.8059,17.4161,Simbad,2.091729237986293
1237661971195887852,6378691528565457595,1805,53875,62,208.82255,6.562022,0.0833,1.47,10.982,0.028,0.216,0.151,1.707,0.576,0.402,0.133,0.294,0.105,0,1,3,7,1,208.8228333,6.56175,148,1,13 55 17.48,+06 33 42.3,0.083352,,20.2069,19.7855,Simbad,1.40904378471891
1237661971191365743,6378797103156562241,1795,54507,80,198.43541,6.992179,0.0215,1.21,10.539,0.044,0.318,0.143,3.078,0.375,0.865,0.218,0.619,0.172,0,1,3,2,1,198.4354583,6.9923056,133,1,13 13 44.51,+06 59 32.3,0.021535,,18.2283,17.4386,Simbad,0.48734318352031847
1237661971195887860,6378691528565457541,1805,53875,65,208.83764,6.556448,0.0842,3.35,10.793,0.028,0.378,0.091,0.751,0.268,0.333,0.138,0.27,0.116,0,1,3,2,1,208.8377083,6.5563056,148,2,13 55 21.05,+06 33 22.7,0.084285,,18.6662,18.4017,Simbad,0.5678631446836582
1237661971195953315,6378691528565457617,1808,54176,318,208.85881,6.566282,0.0835,2.17,10.321,0.032,0.07,0.079,1.373,0.308,0.343,0.105,0.248,0.091,0,1,3,7,1,208.859625,6.5664167,148,4,13 55 26.31,+06 33 59.1,0.083417,,20.1512,19.7782,Simbad,2.9548153765445218
1237661971191431181,6378797103156561971,1797,54507,273,198.45519,6.962709,0.0239,1.18,9.805,0.041,-0.401,0.089,1.458,0.271,0.416,0.115,0.303,0.091,0,1,3,2,1,198.4551667,6.9625,133,3,13 13 49.24,+06 57 45.0,0.023963,,18.2032,17.8103,Simbad,0.7569928830215434
1237661972807286951,6378691516754299233,1808,54176,578,210.60103,7.686374,0.1367,0.1,11.211,0.027,0.869,0.08,1.488,0.196,0.404,0.1,0.296,0.087,0,1,3,7,1,210.601125,7.6865278,253,5,14 02 24.27,+07 41 11.5,0.136922,,19.7228,19.2877,Simbad,0.6491787955487566
1237661972807286794,6378691516754299175,1808,54176,573,210.5733,7.684167,0.0152,6.63,10.48,0.032,0.028,0.241,3.794,0.58,0.903,0.123,0.625,0.086,0,1,3,2,1,210.5730833,7.6841944,253,3,14 02 17.54,+07 41 03.1,0.015217,,18.9626,17.7862,Simbad,0.7793818715910298
1237662195062866052,6374680507999847837,1450,53120,480,183.45836,42.752447,0.0991,0.18,10.519,0.049,0.929,0.067,2.501,0.242,0.571,0.083,0.374,0.07,0,1,3,2,1,183.458375,42.7525,115,4,12 13 50.01,+42 45 09.0,0.099166,,20.1714,19.44,Simbad,0.19487664781771635
1237662198282977646,6383511832638786459,1717,53883,246,226.25741,8.70944,0.0739,0.21,10.636,0.079,0.884,0.064,2.068,0.22,0.476,0.119,0.322,0.096,0,1,3,2,1,226.2574583,8.7095278,164,1,15 05 01.79,+08 42 34.3,0.07397,,18.9671,18.0069,Simbad,0.3597882275451129
1237662198282977465,6383511832638786531,1717,53883,205,226.27407,8.716892,0.0739,0.49,10.191,0.025,-0.146,0.068,0.778,0.221,0.189,0.051,0.139,0.047,0,1,3,7,1,226.2741667,8.7169444,164,3,15 05 05.80,+08 43 01.0,0.073949,,19.8088,19.8926,Simbad,0.392414477437211
1237662196132479108,6374645305374149948,1365,53062,181,170.53052,42.791577,0.0717,0.64,10.047,0.071,0.36,0.064,1.447,0.212,0.308,0.091,0.207,0.071,0,1,3,2,1,170.5304167,42.7918056,102,3,11 22 07.30,+42 47 30.5,0.071663,,19.4322,18.8617,Simbad,0.8670267833191045
1237662223536816257,6374715750353998546,2102,54115,631,202.94018,37.47434,0.0567,0.61,10.611,0.034,0.348,0.083,2.42,0.192,1.36,0.133,1.155,0.126,0,1,3,2,1,202.93975,37.4741667,250,1,13 31 45.54,+37 28 27.0,0.056682,,19.8138,19.5202,Simbad,1.3778689365515897
1237662223536881754,6374715750353998342,2102,54115,634,202.98968,37.427161,0.0547,0.26,9.851,0.046,-0.08,0.069,1.491,0.203,0.326,0.088,0.223,0.069,0,1,3,2,1,202.989625,37.4273889,250,4,13 31 57.51,+37 25 38.6,0.054753,,19.7669,19.2542,Simbad,0.8353713029734232
1237662225672568918,6374645346176340758,1980,53433,172,168.41311,39.335439,0.1072,0.35,11.029,0.031,0.869,0.088,1.749,0.252,0.643,0.161,0.498,0.143,0,1,3,2,1,168.4134583,39.3354444,99,1,11 13 39.23,+39 20 07.6,0.10736,,19.673,18.9552,Simbad,0.9700061341669072
1237662225682071682,6374715734247870389,2088,53493,464,196.7569,40.025281,0.075,0.6,10.522,0.024,0.929,0.044,2.696,0.107,0.966,0.078,0.697,0.075,0,1,3,2,1,196.7571667,40.0253889,128,4,13 07 01.72,+40 01 31.4,0.075013,,19.6762,19.3157,Simbad,0.8315265927730641
1237662225672568936,6374645346176340799,1980,53433,159,168.4367,39.327768,0.0669,1.08,10.506,0.032,0.9,0.031,2.421,0.144,0.795,0.079,0.562,0.073,0,1,3,2,1,168.436875,39.328,99,3,11 13 44.85,+39 19 40.8,0.066876,,18.9919,18.595,Simbad,0.9669771315873262
1237662225672568940,6374645346176340805,1980,53433,145,168.45551,39.346403,0.0758,0.04,10.198,0.048,0.139,0.09,1.886,0.293,0.357,0.106,0.237,0.081,0,1,3,1,1,168.4555,39.3463889,99,4,11 13 49.32,+39 20 47.0,0.07595,,19.8436,19.4953,Simbad,0.057893269426254786
1237662225682071667,6374715734247870385,2021,53475,625,196.74063,40.021047,0.0747,0.43,10.064,0.072,0.567,0.063,1.297,0.186,0.333,0.127,0.232,0.103,0,1,3,2,1,196.7407083,40.0213889,128,2,13 06 57.77,+40 01 17.0,0.074735,,19.1851,18.8654,Simbad,1.2496259508991778
1237662238555177108,6383511829417559222,1813,53903,408,219.71534,9.046963,0.0308,2.98,9.677,0.066,-0.136,0.074,2.433,0.192,0.34,0.065,0.204,0.045,0,1,3,2,1,219.7154167,9.0469722,160,3,14 38 51.70,+09 02 49.1,0.030822,,19.0701,18.6646,Simbad,0.2746889989511001
1237662238555177076,6383511829417559101,1813,53903,401,219.69128,9.040924,0.0306,1.38,8.954,0.073,-0.643,0.074,1.671,0.234,0.331,0.107,0.219,0.083,0,1,3,2,1,219.6914583,9.0409444,160,1,14 38 45.95,+09 02 27.4,0.030605,,20.192,20.1538,Simbad,0.6381454430739092
1237662238555176994,6383511829416516129,1813,53903,405,219.73082,9.055276,0.0862,0.13,10.142,0.078,0.691,0.056,1.433,0.379,0.266,0.072,0.175,0.061,0,1,0,2,1,219.7307917,9.0550556,160,4,14 38 55.39,+09 03 18.2,0.086179,,19.2198,18.3777,Simbad,0.7997933891677873
1237662306200387907,6371443561873804254,1393,52824,394,241.18956,26.621829,0.1185,0.31,10.795,0.046,0.93,0.095,2.154,0.255,0.805,0.145,0.617,0.129,0,1,3,2,1,241.1897917,26.6219722,178,4,16 04 45.55,+26 37 19.1,0.118332,,19.9147,19.8916,Simbad,0.9065390948862054
1237662306200387868,6371443561873804199,1393,52824,271,241.15838,26.61644,0.0865,2.92,10.77,0.025,0.24,0.079,1.017,0.262,0.451,0.139,0.373,0.121,0,1,3,2,1,241.1584167,26.6162778,178,2,16 04 38.02,+26 36 58.6,0.086508,,19.3983,19.4487,Simbad,0.595747101059743
1237662306200387880,6371443561873804201,1393,52824,395,241.17288,26.626031,0.1178,0.73,10.143,0.06,0.437,0.064,1.36,0.216,0.258,0.09,0.172,0.068,0,1,3,1,1,241.1724583,26.6263889,178,3,16 04 41.39,+26 37 35.0,0.117894,,19.8919,19.652,Simbad,1.871325377120461
1237662337327693917,6374926851217820986,1403,53227,597,237.72804,34.083191,0.0529,0.87,10.763,0.06,0.874,0.109,2.758,0.317,1.036,0.167,0.788,0.149,0,1,3,2,1,237.7282083,34.0834722,175,2,15 50 54.77,+34 05 00.5,0.052782,,18.8173,18.247,Simbad,1.1298668196996724
1237662337327694078,6374926851217821195,1403,53227,590,237.74874,34.12336,0.1146,0.08,10.538,0.047,0.555,0.076,1.459,0.26,0.461,0.114,0.345,0.099,0,1,3,2,1,237.748625,34.1233889,175,4,15 50 59.67,+34 07 24.2,0.114745,,19.9876,19.5741,Simbad,0.35816598024825524
1237662337327693895,6374926851217821065,1403,53227,592,237.74094,34.101926,0.052,2.52,10.969,0.034,0.426,0.07,1.283,0.235,0.596,0.183,0.49,0.166,0,1,3,7,1,237.74075,34.1024167,175,3,15 50 57.78,+34 06 08.7,0.052033,,17.7242,17.3616,Simbad,1.8550950872854552
1237662337327693884,6374926851217820997,1403,53227,593,237.70813,34.076936,0.0531,1.99,10.158,0.066,0.561,0.08,2.143,0.227,0.363,0.087,0.228,0.063,0,1,3,2,1,237.70825,34.077,175,1,15 50 49.98,+34 04 37.2,0.053147,,18.9516,18.0859,Simbad,0.4255806376086202
1237662524160278725,6378761956363337729,1772,53089,220,196.83752,13.629019,0.0998,0.26,11.072,0.033,0.395,0.11,1.591,0.486,0.384,0.082,0.284,0.077,0,1,2,7,1,196.8377917,13.6288056,279,6,13 07 21.07,+13 37 43.7,0.099919,,20.056,19.1825,Simbad,1.22220776727248
1237662524160278745,6378761956365434894,1772,53089,202,196.85989,13.641471,0.0632,1.02,10.079,0.042,0.017,0.071,1.022,0.219,0.313,0.088,0.234,0.076,0,1,3,2,1,196.8599583,13.6415556,279,7,13 07 26.39,+13 38 29.6,0.063226,,19.2524,18.8211,Simbad,0.3871058529864979
1237662528991461574,6378586007661449222,1704,53178,87,211.83771,12.694565,0.1395,0.29,10.943,0.034,0.481,0.111,1.271,0.31,0.569,0.146,0.472,0.127,0,1,3,1,1,211.8381667,12.6946944,256,1,14 07 21.16,+12 41 40.9,0.139371,,20.1227,20.0717,Simbad,1.6702088109529476
1237662528991461590,6378586007661449209,1704,53178,100,211.84869,12.70907,0.1398,0.31,10.447,0.059,0.654,0.068,1.287,0.202,0.404,0.107,0.3,0.092,0,1,3,2,1,211.8492917,12.7092778,256,3,14 07 23.83,+12 42 33.4,0.139811,,19.8698,19.207,Simbad,2.241561535300971
1237662528991461607,6378586007661449357,1704,53178,89,211.87423,12.735181,0.023,1.02,9.232,0.051,-0.441,0.033,0.928,0.109,0.166,0.029,0.108,0.023,0,1,3,2,1,211.8745417,12.7352222,256,5,14 07 29.89,+12 44 06.8,0.022959,,18.2255,17.9667,Simbad,1.1045189086573601
1237662529523220526,6378656338824662788,1773,53112,114,199.89122,14.108456,0.063,0.36,10.065,0.036,-0.183,0.084,0.886,0.253,0.315,0.115,0.246,0.1,0,1,3,1,1,199.8914583,14.1084444,249,4,13 19 33.95,+14 06 30.4,0.062973,,19.5697,19.4611,Simbad,0.8330503249055753
1237662529531478167,6383511803647757932,1710,53504,111,219.22095,12.16127,0.0548,0.35,10.956,0.02,-0.213,0.14,1.463,0.375,0.317,0.053,0.232,0.049,0,1,3,7,1,219.2206667,12.1612778,159,1,14 36 52.96,+12 09 40.6,0.054808,,19.4267,19.203,Simbad,0.9973877221045934
1237662529531478219,6383511803647757926,1710,53504,114,219.24291,12.167877,0.055,0.28,10.858,0.029,0.362,0.131,2.32,0.365,0.7,0.129,0.525,0.118,0,1,3,7,1,219.2427083,12.1683056,159,3,14 36 58.25,+12 10 05.9,0.055027,,19.4488,18.7914,Simbad,1.6983965780628307
1237662640656417043,6371443540398967512,1579,53473,164,238.65979,30.124427,0.0802,0.7,10.114,0.079,0.661,0.05,1.675,0.143,0.294,0.064,0.187,0.049,0,1,3,2,1,238.6595,30.1246667,177,2,15 54 38.28,+30 07 28.8,0.080229,,19.011,18.7481,Simbad,1.2490110191154846
1237662640656417061,6371443540398967426,1579,53473,168,238.6555,30.1053,0.0853,0.52,10.439,0.038,0.24,0.091,1.291,0.282,0.531,0.146,0.425,0.128,0,1,3,1,1,238.6549583,30.1054167,177,1,15 54 37.19,+30 06 19.5,0.085506,,19.7042,19.4112,Simbad,1.7385810929767413
1237662662675857472,6387909811504153868,1650,53174,397,230.15924,30.47171,0.0311,0.91,9.621,0.062,-0.065,0.057,1.112,0.162,0.26,0.081,0.18,0.064,0,1,3,2,1,230.1592917,30.4716389,170,2,15 20 38.23,+30 28 17.9,0.031084,,17.7717,17.3687,Simbad,0.30207264722426064
1237662662675923037,6387909811504153752,1650,53174,433,230.19882,30.455366,0.0801,1.8,11.144,0.027,0.67,0.106,2.708,0.279,0.381,0.065,0.237,0.049,0,1,3,2,1,230.19875,30.4554167,170,4,15 20 47.70,+30 27 19.5,0.081006,,19.9709,19.1758,Simbad,0.28372953654289357
1237662662675857674,6387909811504153794,1650,53174,391,230.17793,30.461383,0.08,0.15,10.126,0.052,0.208,0.07,1.716,0.253,0.358,0.095,0.242,0.074,0,1,3,2,1,230.1780833,30.4616944,170,3,15 20 42.74,+30 27 42.1,0.080169,,20.0762,19.5989,Simbad,1.2177950585419202
1237663782592512318,6380239703214392470,394,51913,129,13.045936,-1.129305,0.1048,0.56,10.264,0.065,0.567,0.069,1.225,0.248,0.453,0.119,0.346,0.105,0,1,3,2,1,13.0462083,-1.1287222,20,3,00 52 11.09,-01 07 43.4,0.104819,,19.9696,18.953,Simbad,2.3157105796994304
1237663782592512205,6380239703214392478,692,52201,258,13.040041,-1.119057,0.0414,0.42,10.256,0.046,0.037,0.097,2.445,0.379,0.881,0.116,0.675,0.095,0,1,3,2,0,13.0404167,-1.1191389,20,1,00 52 09.70,-01 07 08.9,0.041238,,19.5171,18.6617,Simbad,1.3840314984209743
1237663782592512227,6380239703214392567,394,51913,125,13.051,-1.111268,0.0413,0.31,9.822,0.052,-0.069,0.084,1.805,0.274,0.803,0.134,0.643,0.124,0,1,3,2,1,13.051125,-1.11125,20,4,00 52 12.27,-01 06 40.5,0.0413,,19.6992,19.3486,Simbad,0.4545578895217882
1237664289396621317,6378761956365434888,1772,53089,258,196.82269,13.646631,0.0268,8.38,9.664,0.02,-0.633,0.04,0.951,0.161,0.169,0.04,0.112,0.031,0,1,3,2,1,196.8231667,13.6465833,279,4,13 07 17.56,+13 38 47.7,0.026784,,18.6093,18.0461,Simbad,1.6764905865257194
1237664291533947049,6379078545921015960,1754,53385,489,172.93704,15.409334,0.0689,1.18,10.32,0.038,1.01,0.032,3.718,0.095,1.457,0.065,1.069,0.065,0,1,3,2,1,172.9370833,15.4089722,105,1,11 31 44.90,+15 24 32.3,0.068909,,19.6858,19.1132,Simbad,1.3111205893907756
1237664291533947063,6379078545921015908,1754,53385,510,172.94412,15.389234,0.0689,0.27,10.38,0.056,0.484,0.072,1.725,0.243,0.484,0.114,0.347,0.095,0,1,3,2,1,172.9442083,15.3893333,105,3,11 31 46.61,+15 23 21.6,0.06886,,19.7022,18.9028,Simbad,0.470875175106985
1237664291533947072,6379078545921015963,1754,53385,506,172.95381,15.406823,0.069,0.47,10.429,0.048,1.216,0.045,4.018,0.16,1.296,0.072,0.912,0.063,0,1,3,2,1,172.9541667,15.4067222,105,4,11 31 49.00,+15 24 24.2,0.06899,,20.171,19.5655,Simbad,1.2900624813723356
1237664667372617854,6374680549875779179,1986,53475,43,187.29172,38.931315,0.0528,0.21,10.578,0.017,-0.047,0.062,1.9,0.268,0.27,0.056,0.174,0.04,0,1,3,7,1,187.2919583,38.93125,120,1,12 29 10.07,+38 55 52.5,0.052832,,19.8534,19.5216,Simbad,0.7071812727689024
1237664668972286079,6373941693094299657,1954,53357,621,155.63268,36.587268,0.0261,6.92,8.933,0.032,-1.205,0.071,0.935,0.295,0.242,0.082,0.175,0.065,0,1,3,6,1,155.6328333,36.5871944,87,4,10 22 31.88,+36 35 13.9,0.026164,,19.8002,19.3193,Simbad,0.5163041472096388
1237664668972286080,6373941693094299667,1957,53415,451,155.62597,36.590923,0.1069,0.13,10.382,0.041,0.345,0.097,1.284,0.296,0.366,0.129,0.269,0.105,0,1,3,1,1,155.6260833,36.5912778,87,3,10 22 30.26,+36 35 28.6,0.106861,,19.9136,19.7667,Simbad,1.3185956652307367
1237664670055268554,6374680531622168279,1995,53415,323,182.17262,41.076045,0.1001,0.17,10.226,0.068,0.542,0.071,1.45,0.221,0.361,0.104,0.252,0.086,0,1,3,2,1,182.1731667,41.07625,247,2,12 08 41.56,+41 04 34.5,0.100144,,19.6,19.391,Simbad,1.6570566064844878
1237664671639208041,6374680581014293145,2010,53495,322,186.95686,36.349219,0.0338,0.51,9.415,0.044,-0.473,0.052,0.934,0.166,0.237,0.079,0.169,0.066,0,1,3,2,1,186.9567083,36.3491389,119,1,12 27 49.61,+36 20 56.9,0.033811,,19.0195,18.7947,Simbad,0.525951221542899
1237664670055268569,6374680531622168334,1995,53415,339,182.18243,41.102378,0.1018,0.89,11.065,0.021,0.342,0.063,0.893,0.175,0.374,0.053,0.307,0.047,0,1,3,7,1,182.182875,41.1023611,247,4,12 08 43.89,+41 06 08.5,0.101871,,19.6486,19.2979,Simbad,1.2086971678828273
1237664818203983932,6378410040703847396,1955,53442,10,155.93729,33.41406,0.1157,1.05,10.451,0.057,0.722,0.055,1.74,0.258,0.414,0.088,0.286,0.072,0,1,3,2,1,155.9374583,33.4140833,88,2,10 23 44.99,+33 24 50.7,0.11571,,19.9572,19.8367,Simbad,0.5126445631516854
1237664835398008971,6378410058957460942,1946,53432,130,146.88866,30.433891,0.1107,1.11,10.869,0.027,0.561,0.099,1.357,0.257,0.422,0.166,0.321,0.144,0,1,3,1,1,146.8886667,30.4336944,243,4,09 47 33.28,+30 26 01.3,0.110759,,19.9435,19.4993,Simbad,0.7080654752939521
1237664835398009170,6378410058957460783,1947,53431,367,146.89313,30.412721,0.0223,1.25,8.638,0.066,-1.012,0.08,1.738,0.23,0.603,0.122,0.451,0.102,0,1,3,7,1,146.893125,30.41225,243,5,09 47 34.35,+30 24 44.1,0.022343,,19.8463,19.7857,Simbad,1.6956710564285724
1237664835398008958,6378410058957460327,1947,53431,366,146.88255,30.398406,0.0171,6.51,8.816,0.065,-0.979,0.06,0.589,0.162,0.323,0.097,0.267,0.082,0,1,3,2,1,146.8826667,30.3984167,243,3,09 47 31.84,+30 23 54.3,0.017184,,17.7311,17.6133,Simbad,0.36440675493546354
1237664835398009110,6378410058957460339,1946,53432,135,146.87527,30.388954,0.0169,11.38,8.218,0.049,-1.119,0.023,0.836,0.008,0.208,0.003,0.146,0.002,0,1,3,0,1,146.8753333,30.3891667,243,2,09 47 30.08,+30 23 21.0,0.016952,,18.3935,18.2981,Simbad,0.7905488749224601
1237664836462248352,6377776760660951655,4483,55587,522,124.99525,21.066267,0.0141,0.44,9.133,0.042,-0.722,0.061,0.757,0.196,0.202,0.083,0.146,0.067,0,1,3,1,0,124.9950833,21.0656667,272,1,08 19 58.82,+21 03 56.4,0.014046,,17.6064,17.2186,Simbad,2.2324606482399214
1237664836462248406,6377776760660951721,1927,53321,223,125.04507,21.068974,0.0174,0.84,10.335,0.023,-0.673,0.16,2.142,0.576,0.33,0.111,0.221,0.085,0,1,3,6,1,125.0450833,21.0693056,272,5,08 20 10.82,+21 04 09.5,0.017462,,19.5476,18.4295,Simbad,1.1945958140314596
