group_id,ra,dec
389207,241.0625283,16.1022269
253824,251.46114742,22.82215002
99528,359.07555782,-9.88329321
384856,187.03435865,29.21714325
402831,123.15266623,14.93636451
286455,229.26639445,30.5438666
371393,229.1821475,27.77013899
369777,228.93381018,26.8002411
126226,159.42307686,0.09180007
219312,123.48138709,28.82814279
462697,195.23513596,16.46861173
447969,159.01076527,18.06335494
86659,202.08218244,2.6067186
343565,209.64922242,13.20120838
89703,156.80720026,1.79566897
462530,197.39860667,15.97442285
422255,155.38646976,22.54636339
226259,149.46339294,10.30284676
443011,172.63836322,20.41232323
64506,186.9241341,-3.05788675
59960,156.65188188,0.73559444
151749,259.42654161,30.4641407
267342,161.92111202,10.91143944
98600,52.72869101,-7.88800532
468715,155.64956528,17.6425293
372298,218.89091768,28.13870022
423257,158.68095106,21.71118004
327029,336.63757262,0.8576034
409484,159.16330312,29.93600422
150149,217.8338566,-1.75091869
350313,124.75426135,23.40039764
120058,175.01935209,3.91861801
423282,161.93528058,22.17166845
406049,137.92477527,20.82211111
457179,213.53762464,15.26760523
67716,132.74333576,-0.22885241
57669,230.29259325,-0.43851252
289823,196.95141191,8.89304533
399905,135.83171029,21.72004776
468270,153.94946909,17.02421041
92725,183.55854609,3.4702405
224207,127.21521077,30.6377077
428473,219.79212354,18.63692027
120645,170.19822145,4.35438693
462840,191.0461559,17.03221584
431413,152.34445779,18.13779653
471371,154.02331231,16.13323668
67399,182.53364627,-1.56959524
148170,202.51847035,-2.22502293
127496,215.96338672,3.74431417
450644,196.29957802,18.9707462
160863,331.66995508,-7.81496674
420786,138.62782363,17.04980121
293745,204.92895679,8.32726277
221967,167.76166142,9.52144011
277554,186.01552827,8.41069679
315807,214.0098992,13.03648693
128589,202.83822407,5.01588703
386301,204.93386742,28.64643979
432521,150.74317453,18.22210521
471359,153.01555098,16.03546887
88265,170.4814639,1.30198328
199830,137.25619744,6.95599158
402346,141.99235898,22.00216457
128243,230.33186039,3.4310586
433712,147.68976613,17.98714237
432009,205.92218013,19.89197022
256394,176.96443457,12.40952285
325600,3.89215905,0.89048812
404600,173.77840719,29.94724871
460297,161.87114525,16.22183533
293510,209.49488253,7.16172608
150046,207.55644601,-2.03329764
341838,171.91713659,14.60803717
164883,355.00119703,0.74230087
100961,19.8713353,-8.79671527
221822,176.26670175,9.44776348
447803,144.50401102,15.44048873
461394,166.78268408,15.74508575
396543,249.79780414,11.56587203
378240,223.16817933,25.78337245
334675,31.10751061,0.86475124
221597,178.60072983,8.91730854
473686,155.42068921,16.4063687
311897,251.13414604,27.36387183
154164,229.55777692,4.62338593
190871,125.18680181,3.96523598
328860,320.18792262,-0.42737381
160715,338.41712404,-8.83674253
67020,176.72531979,-1.87607913
391866,242.13494319,18.96257149
122595,172.06440866,5.51223929
439020,177.15177933,23.99675552
322652,223.07257955,31.1845391
375207,195.55549254,30.89144828
450851,214.90730198,16.77014105
303660,239.58870188,26.98982631
67843,147.56779974,-0.28139185
66231,189.59413935,-3.30687231
199397,169.48844928,9.41248467
332940,351.21055521,-0.30702681
320042,241.01248289,25.49704367
449586,163.23478411,19.15116887
472028,149.07918087,13.75209803
288874,249.06390763,20.690611
354786,141.92568601,28.56204006
358148,124.09096827,20.30959785
164426,1.92560867,-0.57086029
463464,185.90675923,18.35662211
448224,150.47738218,17.09107875
399216,120.7168146,15.62816623
98591,50.35671988,-8.31437637
403184,156.38770656,26.45183105
326107,322.77805876,0.07381278
472174,121.82670821,7.94655499
385198,218.06212741,24.95990049
421187,132.9912925,15.66045142
121824,157.821512,4.68701682
464249,196.98291122,16.17543101
453402,246.76835587,9.40020863
469819,153.85128906,14.34702815
340135,136.62296477,29.70907187
430001,169.54392572,22.59349482
407572,145.72230092,24.49155764
385132,213.29464011,26.13965104
58397,197.6991639,-0.19552448
470503,143.19361437,13.32168677
88309,174.08496198,1.38605454
95941,327.34707695,-7.535229
221129,153.73406117,9.23940459
236734,133.84017514,30.38888799
380084,166.76970679,31.05740902
381319,238.43983643,20.42446426
471416,123.98881474,7.76696587
458555,219.54367646,15.50630422
368617,226.77748553,27.15057076
449298,177.37844047,19.50877826
444253,218.29273421,15.8843574
396069,212.01344735,22.89696914
100650,351.24857251,-8.7648345
325487,355.07163869,0.96021978
96958,21.89762996,-10.7766045
404384,149.86484737,25.71599806
162770,49.18496271,-0.56365841
464232,195.02660566,16.37388289
422799,142.09245828,18.27519949
63175,50.72753832,-8.06960278
195149,168.52166661,6.71178567
414110,132.36405316,16.54715112
107721,42.50640249,-8.95668246
293028,202.98989231,6.11322101
465492,199.46466829,17.68840993
271586,213.34591133,12.11936379
425361,132.50296552,14.92808299
441062,216.44204673,22.3293155
414435,170.97570517,25.79967029
312719,200.89815084,13.68657414
179505,124.96145539,31.80445824
87412,207.93078828,3.00774476
51984,208.1722674,-1.22405166
107630,357.55421611,-9.23110965
400580,151.80893298,28.5720413
447683,165.30366836,18.28975543
156718,353.98197844,14.55102407
295559,243.2942138,5.43932589
381613,231.04390818,24.43350132
412049,170.34044249,26.36801015
136692,198.65296856,4.8918158
414800,134.57382474,17.88659913
104022,356.05234398,14.71160893
431027,203.27002311,22.57734267
183697,116.9214247,22.78159333
455622,221.86679491,14.95965326
342243,163.71951833,15.26858451
96346,326.32667827,-7.01414751
331831,3.74592974,-1.07373253
319484,237.80289182,26.68888158
379413,153.35084359,27.55263649
320735,250.22083992,20.73135916
57036,160.76948429,-0.57543712
400239,133.88541621,22.01727778
408176,142.02457914,23.72827348
388070,240.93547614,15.19165184
278654,190.37334745,8.09673248
298540,220.9874568,6.87372289
233140,162.62212523,13.18491636
350828,139.0612172,31.49428722
354850,118.37792832,16.63513232
271120,239.98156678,8.05940087
406072,140.62815718,21.86632374
122289,138.3703973,4.10358662
316771,221.19001141,12.86735046
152749,228.26120956,-2.11002963
384698,188.41058989,28.78365352
312446,199.87298586,15.0383816
469628,138.52854797,11.47290827
227229,131.31501612,30.15753886
387842,209.04418891,24.49383539
96408,329.83614345,-7.49940803
349118,137.68347672,29.60741004
433397,230.82634267,15.34000032
341113,150.45628328,13.2404118
64869,193.63106726,-2.50817306
366790,225.60713368,26.80805278
407932,182.84916092,30.36057419
66067,174.24153638,-3.11343336
295761,212.73930455,9.37266766
155334,220.06195973,6.76195406
428476,219.97140519,18.65390523
192153,150.12136538,7.00739253
322071,238.86397744,23.41509531
303665,239.66269764,26.97691879
137035,184.86745796,5.46995512
425553,151.87545382,18.08454552
401280,117.90937313,14.75984449
276994,185.45975002,8.05506662
450423,214.82148897,16.3079094
219999,142.47760198,8.12875065
417909,201.39463906,27.33039729
237567,129.99937478,28.01004011
298287,229.75956996,5.75774047
386124,249.33682047,13.70632499
126009,158.55078125,-0.38120789
329808,317.92805802,0.73492655
369626,217.26178855,30.84566124
56240,175.68470143,-0.91355094
376750,200.8032905,31.71875304
370667,223.40178267,29.37427425
324744,229.37532337,29.46652105
420912,150.85825438,20.29374209
428318,206.2948178,20.99191971
438020,186.71418486,23.4981609
160947,338.07373744,-8.49311398
442814,180.6676229,20.30426799
334573,22.82784124,0.85831084
93371,214.68371697,3.56450033
450571,190.20863124,19.24355708
447988,160.50278502,18.2647958
363646,130.48088935,22.98682639
380200,145.56850411,26.52952568
51975,206.97265917,-1.04787799
341523,161.99183939,13.31764052
452724,191.50139482,20.89502425
382866,248.32325996,13.84107288
276506,186.03832683,7.52903684
378772,220.66556361,28.28850412
204559,191.09336635,12.27723054
55273,162.04114001,0.95470227
60424,198.79903037,0.80324373
469010,152.75664341,17.70628778
372166,209.13806671,30.54205105
107892,43.02059269,-7.0892781
455469,238.16299766,11.00859045
382924,199.16762525,29.06815972
148861,211.63742667,-3.19985347
296169,242.65444845,5.86809526
152629,218.71411814,-2.41105854
437372,232.17672176,16.36002101
311308,242.69819268,32.40078283
412019,167.52627937,26.12588095
96575,342.69138814,-8.54972623
93579,216.17581366,3.92805719
449241,172.98538126,19.1794196
148030,205.54187239,-2.7532305
450814,210.92487576,17.33357658
98734,29.21341929,-9.97375376
219637,139.67119485,6.87038002
314746,243.65986157,27.14830813
267077,199.72998437,11.06451881
91663,152.9940501,2.65221309
374327,204.53992911,31.7548764
129742,224.8279057,5.04080868
378796,246.21481315,31.53973012
437942,178.74340567,23.42215391
226369,157.51351929,11.18851037
368675,230.95984968,25.54721714
154306,240.47708618,3.57842016
124720,113.21488431,29.1690006
385147,214.91848157,25.89549055
434331,205.40671506,20.8005529
396329,231.07762946,18.24336816
160778,344.53860502,-9.2393832
349043,129.38138458,25.33400411
149414,232.66568455,-2.24387747
453763,234.82545968,13.7936207
56182,170.86520412,-0.99844187
389887,243.56595105,15.58664056
270569,184.67534023,13.27768278
343924,205.97831092,13.90640785
160503,341.30298666,-9.55268291
333481,43.36326022,-0.37360704
118183,136.52587322,2.96190131
222795,177.99360298,11.01160231
447479,147.1282117,15.58075115
275664,206.22976224,6.29069471
96426,330.24046952,-7.41302848
184208,123.90826731,28.98562276
470249,154.93025925,15.01647762
447143,212.01606013,19.18505508
147567,259.75980858,27.92868243
399444,122.80455409,17.24559267
447802,144.45953704,15.36170977
128902,228.71721145,3.98225158
355148,144.88742997,30.00594686
457810,232.31480774,12.07007622
448550,156.67973998,18.56024513
167415,36.70210668,0.72141238
164674,7.14081729,-0.04075481
312136,197.01837144,13.91422988
310349,250.46847948,28.52051014
199950,145.70304927,7.82192377
432376,137.0317113,14.64843669
397426,240.28539495,16.01920639
278066,188.38543319,6.86606861
332227,346.01276301,-0.7986782
385624,208.54765893,27.6130932
219776,136.58054132,7.08381933
270212,157.91530535,11.91491919
246979,258.20164819,22.7378702
399072,121.59628921,15.66371467
459012,239.57090632,13.31007639
153442,224.1478112,-0.99146515
86545,191.57563369,2.88054895
270873,211.76083286,11.95356634
410188,128.41190273,15.63110614
431116,230.97610264,17.19565895
469643,139.57663105,11.68991272
382080,210.51492152,26.6303625
149497,199.02087536,-2.61827036
345022,193.11185852,15.97263753
231267,124.03629111,6.49107225
400402,152.07381276,28.14881983
435833,216.02097359,19.75123089
389079,229.99484508,20.002914
440858,200.04249993,24.69655466
305861,244.69361711,27.45543629
119736,146.57046172,2.916521
448210,149.33458064,16.82226551
444393,230.60755413,13.27581758
314924,245.04724163,26.55441132
224179,124.31644162,28.47787931
383558,200.22588247,29.36448623
421352,148.19839677,20.2531756
224220,128.04393114,31.13381497
366064,152.46318281,29.40768221
88442,187.99567698,1.42097568
324792,50.29935448,-1.0598957
257754,197.98394025,12.35317506
269720,199.06775842,12.46066305
371397,229.37601121,27.62864743
443767,226.13537712,19.46425088
292764,198.11329545,10.80759866
315517,222.51436019,11.37238277
129313,209.83386146,5.25540828
445997,202.36460059,19.51200842
457973,207.02941597,16.80482001
322381,230.28763133,27.92258403
103386,332.92717288,12.36188622
146216,234.42807285,1.66935324
269289,164.44306544,12.12151593
145866,224.26755879,1.54128753
409242,193.56618432,30.94573505
428312,205.88186469,21.11470841
399365,132.62694727,21.40015468
436402,138.06006578,16.24000404
417444,198.70482717,26.64650957
354954,126.25797399,21.44686798
325759,317.19306396,-1.15508005
99441,351.92531228,-9.54322629
112220,151.13240183,1.9603558
469378,148.61980061,13.05954109
294899,236.86257526,5.80241847
285379,229.21921814,30.108458
312509,191.29703076,15.81596492
440350,200.24508923,24.34531209
392517,217.9754292,22.73873778
106354,9.32126541,-9.23778849
118876,157.83564509,4.58752327
200721,141.43149745,7.75448149
462367,172.22611471,18.15445449
435531,184.84314795,22.63145722
359809,245.34683619,20.77186679
431770,182.56525881,21.32264818
400227,154.8910401,28.60299866
371950,213.34816813,29.22136473
117948,154.46016605,3.55659929
416640,155.28852761,25.10565483
146040,235.33872634,1.28782854
274981,188.82620699,6.26790387
170961,114.31796205,26.81574822
137028,184.39647267,5.59153044
419039,179.27714585,25.12783352
326429,346.46613892,0.76618915
313422,209.22524703,13.88082654
121859,159.90543317,4.77771543
179431,120.09814102,27.64907543
183676,115.71260865,21.6117438
352205,205.74031848,3.15986155
135056,181.9623309,3.90631559
255341,253.65541819,23.14035762
258065,189.57126382,13.42917086
287746,241.48129989,24.97911791
105310,3.9787929,-10.99947012
326212,321.09740776,0.58300009
410053,156.55706284,23.78131316
461038,161.03885615,17.01154492
208565,258.22011048,22.55987207
355726,133.40695113,25.99351913
317363,246.61386575,8.48938391
405907,125.15791504,15.52935604
227795,117.14562517,21.45535223
406310,164.12950752,27.70915061
237235,120.28021269,21.20226596
296378,213.91504241,9.68244269
120676,173.57272142,4.35301359
233549,126.87202087,7.73170257
383331,230.3481413,21.96592799
296435,218.45319814,9.25991294
417992,179.31924799,28.50024435
107847,37.36837891,-7.72063497
287666,236.4642486,27.73533307
442241,184.07351469,19.3765289
349711,126.91319245,24.19208763
127753,238.63042331,2.52458199
410594,135.73573472,18.90557232
136090,189.6594914,4.66954934
376264,207.96328165,30.00807503
93620,219.55228679,3.83642774
295625,204.54179566,9.97841512
201081,174.45811133,10.39286497
393213,206.01190386,26.10993132
292912,217.43747894,9.54333864
226444,141.69790345,9.65687558
454447,229.72039312,11.74084071
427223,205.12151974,20.63563186
417262,182.90355744,27.35737349
277512,183.83750819,8.53701393
402633,175.55797798,29.01990133
313887,222.55974955,12.60418088
100883,13.91900379,-8.94550651
364389,226.78298832,27.01037514
93373,214.8627196,3.60244919
315960,225.26312948,11.35876582
342338,122.87088549,6.09978397
322743,230.25718398,28.39275684
315157,226.22026552,10.37317659
440199,181.68512308,25.07576974
442323,190.18050411,19.4410357
148393,205.24900402,-1.86570112
431608,169.8622596,20.6576121
235939,120.08072628,20.36844785
157053,353.82987678,14.885909
326646,329.39246242,0.12391744
219500,139.8052792,6.64233348
378310,216.91800486,28.04393844
87702,230.71899033,2.55494474
277858,185.16733751,6.49374568
302200,253.54620048,26.71398308
276535,188.38074134,7.56983504
234892,181.30217978,14.98239653
298487,218.46646718,7.09539522
422862,149.7185762,20.28718602
454497,239.9093642,9.35159113
423753,173.34141358,24.0631243
312206,193.87365516,14.57337958
408581,187.64039979,30.75882721
456598,221.6617363,13.05322282
422078,137.1197419,17.84957203
160804,347.3633506,-9.35125483
311375,249.24444327,27.10980367
386891,187.56254916,30.56923471
91270,203.27102775,2.54427287
391807,238.4488719,20.74245046
157841,342.01194386,12.71072908
462278,172.69966066,17.80231239
179490,124.22345274,31.09190248
293915,225.11160027,6.61554636
399457,123.61633534,17.53695856
292206,198.97516281,10.43781912
358151,124.36620561,20.6011565
162138,344.19648034,-0.8620704
418759,183.40915123,24.98004257
145886,225.34798757,1.59037634
268337,168.25606332,11.85294353
86711,206.4961335,2.66284366
456163,240.17351686,15.10359491
289770,191.28701267,8.98036322
159068,323.98054542,11.86239201
93557,213.68907441,3.96975824
284678,245.53505831,21.08344899
392416,210.33395629,24.48019957
101495,318.5624318,-7.99613079
94134,236.13656435,3.19216685
222814,180.01806243,11.08272752
60507,204.79273105,0.82895035
473703,156.52418017,16.65587493
415976,132.08991573,17.84404349
282272,209.49592367,10.65738574
457059,245.70341782,7.95589663
455129,237.84336174,10.66024464
234642,159.29301121,13.57494118
278172,198.09210529,6.79447455
57622,224.24846464,-0.4440883
439050,179.27300061,24.14678867
326437,347.53470965,0.73836771
390194,219.85044127,23.89702469
448105,138.23621762,14.41252449
442271,186.32208627,19.55141314
106918,315.74862401,10.48339518
296128,238.53236448,6.56036009
305921,255.08600561,18.79322428
393376,218.4101573,23.62250818
442419,172.74366512,19.39023436
398810,33.33410407,0.31968156
407808,170.72860624,29.52563017
413471,201.45409528,26.98741074
323041,222.22654589,32.06524614
275607,200.74131961,6.44352017
471274,145.7781342,14.75708338
411301,195.6659318,25.88763627
160933,336.75749772,-8.28211285
464867,199.43464528,16.90018723
228272,131.63395005,31.88838308
403275,166.51427472,28.28180791
450194,194.75163362,18.59825097
111433,19.59594968,15.31062094
413703,176.43804933,28.10538971
454438,227.85997889,12.01548134
402090,182.50275153,28.82896601
282196,235.6647494,6.77896077
277369,171.33976656,8.1366138
458252,228.67623801,13.44445942
398949,125.3249312,17.01947129
406178,150.30960756,24.83923618
429096,176.4203949,22.62707337
430133,179.2267769,23.09389437
467454,33.45411216,-8.02315266
67756,138.74820656,-0.21469795
51708,179.76157877,-1.09350964
88884,171.43970276,1.68365244
457769,228.90282523,12.82462594
449446,170.72722607,19.55093829
426124,202.00351585,20.56498038
267121,201.28758629,11.00206381
364197,208.67694245,32.09789327
410872,146.7358524,22.84810304
52503,199.50790135,-0.74925621
155581,238.66706859,5.48612595
86661,202.26045003,2.69505507
153817,223.99591135,4.73939351
298815,240.76793616,5.06575927
90568,143.63080643,2.07084312
387047,205.10959905,28.92981619
161814,313.73885829,0.08577896
99004,56.35081228,-7.09004475
97492,15.96933645,-10.98990425
212813,251.61885032,31.30968427
100808,7.54609901,-8.99413864
408202,144.12246967,24.31012018
427468,224.82132439,17.06490731
460056,171.90134623,16.80914704
148989,228.44180055,-2.69288104
388663,200.43397634,26.56965699
386841,247.18988925,15.12188962
334407,36.22958529,0.61984835
121530,182.84907113,4.91242235
235447,184.1817406,15.6045186
55180,244.39274013,0.5339796
401528,126.07163042,19.60009575
163119,49.47914287,-0.10956158
455869,231.55296762,16.93882237
129474,221.59932079,4.66111832
467535,25.58915339,-8.2587799
448202,148.95630209,16.64193934
195380,126.05797496,3.84661479
454805,237.55011047,10.40977829
147713,260.14324442,28.1085019
276225,207.20960856,6.70020755
191123,149.99997614,6.27070499
295076,205.53869213,9.39223445
372317,220.77387118,27.66857843
334195,15.59342047,0.42800333
365273,236.92032233,23.65764599
64274,193.24352874,-3.46682242
324788,49.67362065,-1.08412463
80219,201.76925362,-0.49455944
64975,178.83306549,-2.21171018
341282,159.11623549,12.56463563
380640,163.31569746,31.28056718
67687,146.36033398,-0.81669031
290392,207.28643845,8.77168386
59906,152.32432324,0.76897544
180444,123.50793015,32.43995954
457761,228.0741486,12.9738843
456254,247.66482748,12.25647428
321706,237.9685743,23.38585211
232886,144.05465889,10.76023008
357589,154.73756362,31.31891218
234909,182.42588897,14.99868391
342185,171.50938918,15.29517253
254532,249.94925021,25.25233154
149011,232.31385567,-2.53596476
334418,37.59939399,0.57908852
218583,116.34095727,21.81018703
52004,210.47154105,-1.14925731
220436,143.22447616,6.92321766
287794,245.58029384,22.51169164
434190,188.24027092,22.18911294
269422,173.00055069,12.61520293
372714,178.48135791,31.43147633
237163,136.96016587,30.8430859
429882,158.18726145,21.03491072
198033,175.45901563,8.74936908
54799,200.762612,0.58323532
412003,166.37420901,26.03113476
194958,151.37608624,5.67204726
