ID,Field,RA,DEC,X,Y,ELONGATION,ELLIPTICITY,THETA,A,B,FLUX_RADIUS_50,FLUX_RADIUS_90,u_petro,e_u_petro,SEX_FLAGS_u,J0378_petro,e_J0378_petro,SEX_FLAGS_J0378,J0395_petro,e_J0395_petro,SEX_FLAGS_J0395,J0410_petro,e_J0410_petro,SEX_FLAGS_J0410,J0430_petro,e_J0430_petro,SEX_FLAGS_J0430,g_petro,e_g_petro,SEX_FLAGS_g,J0515_petro,e_J0515_petro,SEX_FLAGS_J0515,r_petro,e_r_petro,SEX_FLAGS_r,J0660_petro,e_J0660_petro,SEX_FLAGS_J0660,i_petro,e_i_petro,SEX_FLAGS_i,J0861_petro,e_J0861_petro,SEX_FLAGS_J0861,z_petro,e_z_petro,SEX_FLAGS_z,zml,odds
"iDR4_3_SPLUS-s24s18_0045659","SPLUS-s24s18",26.916551414914643,-30.22093569862162,4416.414,9959.855,1.1255461,0.111542344,-30.159792,2.5434434E-4,2.2597957E-4,1.656411,3.4183686,22.576862,0.8886875,2,99.0,99.0,2,24.204927,11.9687395,2,99.0,99.0,2,21.150135,0.6514706,2,21.574703,0.28501797,2,23.825089,5.815287,2,20.113573,0.0820928,2,19.940777,0.08326101,2,18.600428,0.030236444,2,18.092575,0.040448263,2,17.959103,0.029448885,2,0.14816667,0.15048714
"iDR4_3_SPLUS-s24s18_0045746","SPLUS-s24s18",26.91739492482184,-30.230347457201407,4411.749,9898.234,2.4256146,0.5877333,18.093233,1.2970551E-4,5.341017E-5,1.2581608,2.3128371,99.0,99.0,0,27.868847,58.69846,0,99.0,99.0,0,22.627903,0.74888957,0,99.0,99.0,0,23.889753,0.6777786,0,23.17073,0.90149313,0,23.502338,0.5132263,0,99.0,99.0,0,23.206223,0.5586775,0,99.0,99.0,0,22.58923,0.5635395,0,0.8125,0.14034948
"iDR4_3_SPLUS-s24s18_0045836","SPLUS-s24s18",26.92517392420456,-30.23241977993149,4367.7773,9884.593,1.6471994,0.39290893,-19.70206,1.1302296E-4,6.8645255E-5,1.2356331,1.7936547,22.844177,0.7632865,0,22.139961,0.7196635,0,99.0,99.0,0,99.0,99.0,0,23.486233,3.7699306,0,23.87871,1.5931406,0,23.176262,2.1686773,0,24.924984,4.5365787,0,25.052948,5.7483635,0,22.65615,0.80784065,0,21.334492,0.51503134,0,22.176525,0.9281012,0,0.75625,0.13212581
"iDR4_3_SPLUS-s24s18_0045904","SPLUS-s24s18",26.91970506921303,-30.23377676755034,4398.7227,9875.763,2.403599,0.58395725,-16.838541,1.3170298E-4,5.485108E-5,1.772951,5.173577,22.58063,0.5366529,0,99.0,99.0,0,23.15033,2.7343173,0,22.751759,1.8046223,0,99.0,99.0,0,22.732174,0.5008309,0,21.95771,0.6366288,0,22.528023,0.4500584,0,22.027271,0.3213,0,22.89044,0.90064347,0,21.642128,0.6131177,0,99.0,99.0,0,0.732,0.11439371
"iDR4_3_SPLUS-s24s18_0046039","SPLUS-s24s18",26.939582231851674,-30.235600811388856,4286.329,9863.62,1.6298444,0.3864445,11.521965,2.2963542E-4,1.4083367E-4,1.6719372,2.627321,23.007732,1.2492473,0,24.400412,8.123138,0,99.0,99.0,0,24.106379,9.889938,0,20.574013,0.37041992,0,21.833439,0.3485357,0,24.70267,12.584388,0,22.310741,0.58602655,0,21.60716,0.3464827,0,22.6692,1.1681262,0,20.243427,0.2698772,0,21.629581,0.8017879,0,0.74275,0.07179984
"iDR4_3_SPLUS-s24s18_0046213","SPLUS-s24s18",26.945982777950086,-30.241192495323432,4250.2036,9826.945,1.7665763,0.43393332,-88.02929,1.0856898E-4,6.145539E-5,1.3401968,3.247701,99.0,99.0,0,99.0,99.0,0,25.443878,9.258621,0,99.0,99.0,0,24.24862,2.7239733,0,23.518486,0.42422405,0,99.0,99.0,0,23.478949,0.44081962,0,24.738575,1.573646,0,23.248043,0.51151836,0,99.0,99.0,0,23.094368,0.7834906,0,0.82416666,0.1401664
"iDR4_3_SPLUS-s24s18_0046225","SPLUS-s24s18",26.92121833903984,-30.242664263082787,4390.2666,9817.567,2.1394956,0.5326001,-10.510687,1.9303006E-4,9.027333E-5,2.3477938,7.3911,99.0,99.0,0,25.174719,13.532332,0,22.755533,2.4793851,0,22.092817,1.2655224,0,26.10023,48.488003,0,22.33256,0.44814432,0,22.865116,1.8825297,0,22.93575,0.844097,0,22.51952,0.64773476,0,21.236475,0.25397524,0,20.751905,0.348311,0,22.182621,1.0791097,0,0.76825,0.14221582
"iDR4_3_SPLUS-s24s18_0046293","SPLUS-s24s18",26.945055234657815,-30.24308769885888,4255.4736,9814.549,1.0886145,0.08140111,43.877956,7.930195E-5,7.284888E-5,1.1177319,1.9614377,99.0,99.0,0,23.656593,2.1136746,0,99.0,99.0,0,22.489574,1.1563429,0,21.935347,0.6719518,0,24.376099,1.8500767,0,23.22969,1.6789787,0,23.031008,0.5884943,0,99.0,99.0,0,23.729776,1.5932071,0,21.753733,0.55566645,0,22.019886,0.59023356,0,0.76916665,0.14061978
"iDR4_3_SPLUS-s24s18_0046448","SPLUS-s24s18",26.933877971743453,-30.245672532408136,4318.713,9797.747,1.1404829,0.12317842,-47.979763,2.561044E-4,2.2454532E-4,2.5406928,6.8466225,22.93345,1.5562882,0,23.029913,3.0396223,0,21.625338,1.4307498,0,21.026585,0.7766797,0,22.547611,2.98936,0,21.084255,0.2321788,0,20.830727,0.4767903,0,20.480215,0.14460234,0,20.465206,0.16130376,0,20.065456,0.14133364,0,20.14346,0.32535356,0,19.772018,0.19240332,0,0.28216666,0.25345203
"iDR4_3_SPLUS-s24s18_0046687","SPLUS-s24s18",26.930913895550702,-30.250689050373776,4335.535,9764.9375,1.8611394,0.46269476,16.580746,2.2300737E-4,1.1974061E-4,1.2901275,1.8666738,22.248875,0.6337518,0,21.80079,0.75348264,0,22.073887,1.6347594,0,21.107376,0.6261709,0,21.885647,1.2227751,0,22.4174,0.5918311,0,21.54826,0.6867018,0,23.460014,1.678583,0,21.916111,0.457553,0,22.020483,0.6412693,0,21.285688,0.70646906,0,20.56279,0.30196002,0,0.8735833,0.23978914
"iDR4_3_SPLUS-s24s18_0046717","SPLUS-s24s18",26.925541472820083,-30.25704627683163,4365.989,9723.376,1.1732686,0.14768022,-89.920746,1.4168747E-4,1.20770186E-4,2.1786768,4.204679,99.0,99.0,0,24.168524,5.8948135,0,21.022274,0.5492351,0,24.242214,10.852317,0,23.49263,4.774158,0,22.202463,0.42802244,0,21.508038,0.58644867,0,22.103838,0.42641655,0,21.733995,0.34203044,0,21.687757,0.41824278,0,21.661222,0.8797515,0,21.935051,0.94150805,0,0.32208332,0.07927073
"iDR4_3_SPLUS-s24s18_0046752","SPLUS-s24s18",26.923373318041943,-30.25295523934727,4378.2,9750.179,1.3714402,0.27083945,-45.304012,1.17625445E-4,8.576426E-5,1.8521713,4.250092,99.0,99.0,0,23.202833,0.797456,0,24.526602,4.513205,0,23.759142,2.0780883,0,27.534859,63.9773,0,23.307213,0.39553735,0,22.510864,0.4949202,0,24.169935,0.9329554,0,24.628695,1.6061833,0,22.778856,0.37554497,0,24.145107,2.825653,0,22.069546,0.35111278,0,0.77716666,0.1451434
"iDR4_3_SPLUS-s24s18_0047068","SPLUS-s24s18",26.933515590449748,-30.2494743740979,4320.8086,9772.862,1.189026,0.15897548,12.146743,2.0069942E-4,1.687659E-4,2.5286524,4.53157,99.0,99.0,0,21.568306,0.68577814,0,20.97097,0.6728975,0,21.63469,1.1486093,0,20.79031,0.50303715,0,22.397793,0.65403885,0,22.044878,1.2230628,0,21.427025,0.29201207,0,21.797274,0.46238327,0,20.905386,0.26018277,0,20.073036,0.26147813,0,20.678562,0.37889668,0,0.78291667,0.18475196
"iDR4_3_SPLUS-s24s18_0047077","SPLUS-s24s18",26.92770702455399,-30.25599781052558,4353.7314,9730.218,2.8416626,0.64809334,86.84538,1.9018179E-4,6.695765E-5,2.0299873,2.9270306,23.07852,1.1226567,0,21.310606,0.4021342,0,22.460218,1.9292024,0,99.0,99.0,0,22.616276,1.9934503,0,23.994825,2.088175,0,22.528362,1.4034386,0,22.635221,0.65365666,0,22.918114,0.95332605,0,21.67153,0.38762972,0,22.708166,2.171216,0,22.244713,1.1784697,0,0.78283334,0.13804424
"iDR4_3_SPLUS-s23s18_0000816","SPLUS-s23s18",26.924988953316465,-30.25458315616755,2414.9954,1049.257,1.6258368,0.38493216,56.035213,1.2228159E-4,7.5275806E-5,1.7817172,3.2195578,24.057138,2.1782048,0,99.0,99.0,0,21.276888,0.61426574,0,21.60712,0.65173876,0,99.0,99.0,0,23.744177,1.3913705,0,21.94796,0.67914975,0,22.336397,0.41912666,0,99.0,99.0,0,21.867672,0.3888826,0,22.072853,1.1831132,0,23.165703,2.4748514,0,0.7215833,0.11286824
"iDR4_3_SPLUS-s23s18_0000905","SPLUS-s23s18",26.930962661172753,-30.25075067793777,2381.097,1074.1833,1.7841363,0.43950474,-16.117456,1.7958587E-4,1.00818885E-4,3.3589315,7.056637,22.065254,0.49155536,0,21.769188,0.668042,0,99.0,99.0,0,21.966883,1.274544,0,99.0,99.0,0,22.88821,0.88884443,0,99.0,99.0,0,21.722908,0.33344468,0,21.327839,0.26000917,0,21.032074,0.2528896,0,20.476929,0.38477105,0,22.033718,1.2277263,0,0.8074167,0.112809435
"iDR4_3_SPLUS-s23s18_0000975","SPLUS-s23s18",26.930344233969524,-30.24750186534049,2384.4932,1095.4686,1.0422895,0.040573597,-43.53997,7.7857636E-5,7.470658E-5,0.9819505,1.7185107,22.866272,0.6500317,0,23.513706,2.1123009,0,21.794119,0.756887,0,99.0,99.0,0,23.075823,2.1280746,0,22.404974,0.36545599,0,24.296028,5.228516,0,99.0,99.0,0,25.408716,7.0050554,0,23.41984,1.442276,0,25.466614,24.048796,0,23.632002,3.3949788,0,0.7928333,0.12815301
"iDR4_3_SPLUS-s23s18_0001055","SPLUS-s23s18",26.933834837993025,-30.24561740289128,2364.6946,1107.7094,1.3947966,0.28304958,-85.797134,2.8340492E-4,2.0314935E-4,2.3359373,5.4986362,21.931253,0.56190485,0,21.320908,0.5774976,0,22.900896,4.2282043,0,22.081915,1.8385906,0,99.0,99.0,0,21.548458,0.33752617,0,21.509928,0.8265148,0,20.361824,0.12449339,0,20.57189,0.16835178,0,20.406223,0.18480067,0,20.948967,0.76866335,0,19.90625,0.22493474,0,0.37408334,0.31548455
"iDR4_3_SPLUS-s23s18_0001093","SPLUS-s23s18",26.94525050138193,-30.243013236315132,2300.054,1124.4396,2.5812705,0.6125939,31.859652,1.2230541E-4,4.722458E-5,1.4502575,2.2742386,25.071112,4.5227904,0,23.510683,1.9413047,0,22.45373,1.2800988,0,21.511545,0.49366438,0,99.0,99.0,0,23.051765,0.6062083,0,99.0,99.0,0,22.530773,0.4097226,0,22.106224,0.3119761,0,24.784042,4.6579714,0,22.436337,1.358517,0,99.0,99.0,0,0.75458336,0.17023477
"iDR4_3_SPLUS-s23s18_0001286","SPLUS-s23s18",26.93950402075569,-30.23563268147938,2332.319,1172.9172,1.5767369,0.3657788,-42.849037,1.8446421E-4,1.1702634E-4,1.729266,4.27457,22.031794,0.4211482,0,22.273039,0.934814,0,21.817791,1.0715382,0,21.683588,0.86526495,0,22.033531,1.1296219,0,22.534834,0.564046,0,21.961796,0.8440448,0,21.926334,0.35335422,0,22.05758,0.44695574,0,21.728624,0.42201495,0,99.0,99.0,0,21.732359,0.81685686,0,0.74191666,0.1274057
"iDR4_3_SPLUS-s23s18_0001318","SPLUS-s23s18",26.93292253857122,-30.233892367973834,2369.4878,1184.4923,1.0568461,0.053788424,45.216084,7.844536E-5,7.421903E-5,1.7007096,1.9619788,23.600105,1.558076,0,23.423492,2.366847,0,21.69567,0.84498453,0,23.709005,4.9274154,0,22.611656,1.6888248,0,26.397354,17.361204,0,99.0,99.0,0,23.092491,0.9064567,0,21.96676,0.36224905,0,21.703087,0.36264154,0,20.927677,0.45026657,0,21.200659,0.44222677,0,0.71816665,0.1401036
"iDR4_3_SPLUS-s23s18_0001363","SPLUS-s23s18",26.925307648624408,-30.232471601186127,2412.5125,1194.0015,1.6054943,0.37713885,87.25121,1.2230834E-4,7.6203396E-5,0.7878759,1.2555078,99.0,99.0,0,99.0,99.0,0,22.112345,1.4577101,0,23.387297,4.3161273,0,21.833994,0.9840748,0,23.384375,1.2875943,0,22.029753,0.9440872,0,99.0,99.0,0,22.591984,0.7625107,0,24.895994,8.138278,0,21.035223,0.5899926,0,21.44281,0.6538135,0,0.818,0.17521907
"iDR4_3_SPLUS-s23s18_0001456","SPLUS-s23s18",26.927800136077558,-30.228445258930495,2398.2908,1220.2919,1.7041149,0.41318512,46.093544,1.843465E-4,1.0817907E-4,1.9228384,3.047659,25.728937,9.338825,0,24.765898,6.888028,0,22.039404,0.97261053,0,21.553478,0.5783526,0,24.923096,11.996437,0,23.947077,1.5422469,0,22.766619,1.3228899,0,22.133312,0.32103455,0,22.217356,0.38828406,0,21.655962,0.2957265,0,21.412178,0.59537953,0,21.072975,0.3335791,0,0.7965,0.14904916
"iDR4_3_SPLUS-s23s18_0001512","SPLUS-s23s18",26.934591901313944,-30.226034893914463,2359.8,1235.885,2.7280385,0.63343626,61.467575,1.7830501E-4,6.561705E-5,1.6003431,2.392077,99.0,99.0,0,22.450169,0.39143512,0,99.0,99.0,0,99.0,99.0,0,24.186232,2.8187788,0,23.867899,0.67446655,0,99.0,99.0,0,23.075611,0.35648093,0,24.43546,1.3775524,0,22.94906,0.4502971,0,22.301306,0.6284895,0,22.077662,0.39143595,0,0.28591666,0.19747658
"iDR4_3_SPLUS-s23s18_0001624","SPLUS-s23s18",26.916969137509412,-30.221994468372383,2459.3564,1262.814,1.4015099,0.28648376,42.042423,2.0025851E-4,1.428492E-4,2.6769197,6.786758,22.968685,1.1481191,3,25.78409,27.33186,3,99.0,99.0,3,22.388353,1.9160616,3,20.785107,0.41686112,3,22.57156,0.6803724,3,22.490898,1.5964859,3,21.759325,0.35363874,3,21.077768,0.21300055,3,20.571016,0.17006722,3,20.266478,0.3241483,3,20.765646,0.3912545,3,0.32991666,0.09378913
"iDR4_3_SPLUS-s23s18_0001705","SPLUS-s23s18",26.940988721687866,-30.224617512536923,2323.573,1244.9862,1.0477966,0.04561633,-82.34777,3.489962E-4,3.3307474E-4,1.8350589,4.4240246,18.304823,0.02169145,0,17.944641,0.027537648,0,17.822735,0.044898905,0,17.511957,0.028998626,0,17.467566,0.0266997,0,17.26179,0.008598054,0,17.059563,0.016334254,0,16.889297,0.006599895,0,16.898294,0.007620854,0,16.818132,0.0076352325,0,16.793959,0.016691964,0,16.787539,0.012469912,0,0.022333333,0.86695105
"iDR4_3_SPLUS-s23s18_0001707","SPLUS-s23s18",26.916526701501926,-30.220942738130752,2461.8274,1269.7109,1.1221137,0.10882467,-72.03975,2.677149E-4,2.3853862E-4,1.8658074,4.723702,99.0,99.0,2,24.75948,12.446135,2,22.844217,3.692965,2,20.843946,0.5416461,2,22.16961,1.7268178,2,21.578938,0.31908035,2,20.92382,0.44260713,2,19.93702,0.07845029,2,19.693102,0.07103366,2,18.550152,0.03221185,2,18.109436,0.053453326,2,17.937931,0.03488214,2,0.18566667,0.13246524
"iDR4_3_SPLUS-s23s18_0001770","SPLUS-s23s18",26.92531561067171,-30.22410553684536,2412.2097,1248.7693,1.6912631,0.40872592,-86.264656,6.614322E-4,3.9096482E-4,4.4503417,9.821216,20.35322,0.30977184,0,22.784216,5.2103376,0,19.013803,0.28042915,0,19.452168,0.3853927,0,19.342476,0.33128327,0,18.885195,0.06939176,0,18.563232,0.13016443,0,18.282528,0.043667857,0,18.157759,0.043896936,0,17.949062,0.045816407,0,17.641912,0.08690455,0,17.968315,0.08948274,0,0.108666666,0.41142905
"iDR4_3_SPLUS-s23s18_0001773","SPLUS-s23s18",26.91758435929715,-30.21749770920685,2455.74,1292.2352,1.2911333,0.22548664,-84.59288,1.7934729E-4,1.388828E-4,2.0177448,4.268345,22.542164,1.272663,0,99.0,99.0,0,21.016485,0.9700109,0,21.41076,1.2855836,0,22.905968,4.8023653,0,99.0,99.0,0,21.30866,0.89023685,0,21.88893,0.6530115,0,22.591839,1.4024798,0,20.918669,0.38394997,0,99.0,99.0,0,20.157303,0.3681728,0,0.42258334,0.13845882
"iDR4_3_SPLUS-s23s18_0001845","SPLUS-s23s18",26.923133946186624,-30.215399453065228,2424.2832,1305.8221,2.8819852,0.6530169,-65.0851,2.0349097E-4,7.0283146E-5,2.2121184,3.4964314,24.809986,2.4840739,0,23.292097,1.1107672,0,99.0,99.0,0,99.0,99.0,0,99.0,99.0,0,23.209875,0.49873325,0,99.0,99.0,0,22.514717,0.2872775,0,99.0,99.0,0,23.981283,1.5639154,0,24.589817,6.914911,0,24.1463,3.5255735,0,0.78008336,0.11845778
"iDR4_3_SPLUS-s23s18_0001898","SPLUS-s23s18",26.917949852399225,-30.213551877806278,2453.5527,1318.0565,1.5843438,0.36882383,61.279816,2.052605E-4,1.2969288E-4,2.2969315,6.061931,23.180866,1.2035489,0,99.0,99.0,0,21.044203,0.5257291,0,22.35135,1.6012349,0,22.506733,1.7403698,0,22.622421,0.61541045,0,21.491022,0.55157,0,21.321236,0.2042869,0,21.325197,0.2304407,0,21.51593,0.34855556,0,99.0,99.0,0,21.475883,0.6484323,0,0.75516665,0.1295074
"iDR4_3_SPLUS-s23s18_0001922","SPLUS-s23s18",26.91440064439858,-30.212817547446612,2473.6082,1322.9584,1.4260648,0.29876965,44.080288,2.6410396E-4,1.8517005E-4,2.6000242,7.869764,22.142553,0.6923695,0,99.0,99.0,0,22.85261,4.154779,0,22.631289,3.1244595,0,99.0,99.0,0,22.136723,0.5919487,0,21.093979,0.5755671,0,20.939993,0.21557699,0,21.398947,0.3687253,0,20.67656,0.24255209,0,21.443586,1.2404194,0,20.658985,0.4604757,0,0.83858335,0.17931347
"iDR4_3_SPLUS-s24s18_0032727","SPLUS-s24s18",26.875004000991613,-30.22609006340154,4651.464,9926.466,1.0375487,0.036189735,-45.167343,7.758601E-5,7.477615E-5,1.0366292,1.8036152,23.491108,1.1258825,0,99.0,99.0,0,22.661839,1.6004637,0,22.127201,0.9305312,0,25.055944,13.091636,0,23.298944,0.7691499,0,99.0,99.0,0,23.522083,1.0226771,0,23.007515,0.7178648,0,22.499876,0.5745611,0,23.030558,2.0074966,0,99.0,99.0,0,0.75058335,0.06731679
"iDR4_3_SPLUS-s24s18_0032743","SPLUS-s24s18",26.861273190781173,-30.227244738125144,4729.1343,9919.005,1.2952027,0.22792006,-53.05985,2.2485161E-4,1.7358725E-4,2.133002,3.3846138,23.06679,1.5980839,0,26.356821,59.199158,0,21.806458,1.5270228,0,21.440619,1.0275806,0,21.030796,0.6705632,0,99.0,99.0,0,99.0,99.0,0,21.4166,0.30776027,0,22.1169,0.66166115,0,21.726871,0.58624023,0,21.99716,1.6137741,0,20.90783,0.49224505,0,0.792,0.076517805
"iDR4_3_SPLUS-s24s18_0032813","SPLUS-s24s18",26.8637725679308,-30.229154360945355,4715.0137,9906.487,2.618695,0.61813045,31.744053,1.2359465E-4,4.7158446E-5,1.7179146,2.9941385,23.45208,1.4226073,0,23.052467,1.7781923,0,99.0,99.0,0,99.0,99.0,0,23.055765,2.7178135,0,22.915089,0.70489913,0,99.0,99.0,0,99.0,99.0,0,24.370821,3.2718678,0,22.037645,0.48782477,0,99.0,99.0,0,21.823162,0.7140714,0,0.7748333,0.16346715
"iDR4_3_SPLUS-s24s18_0043541","SPLUS-s24s18",26.901259505000784,-30.22392069466246,4502.9404,9940.455,1.3238229,0.24461192,67.3425,3.523303E-4,2.6622662E-4,3.3495548,6.931913,21.776875,0.77241105,0,99.0,99.0,0,21.191765,1.3644681,0,20.386171,0.6131755,0,99.0,99.0,0,22.23138,0.9405016,0,23.754229,9.884307,0,20.104889,0.15026352,0,20.059626,0.15623756,0,19.520527,0.12124369,0,19.735256,0.31596375,0,19.308464,0.17764428,0,0.3795,0.18965752
"iDR4_3_SPLUS-s24s18_0044535","SPLUS-s24s18",26.860120132504782,-30.224575189786258,4735.635,9936.488,1.2921776,0.22611254,-3.1139162,2.0830132E-4,1.6119615E-4,2.0654254,6.838619,99.0,99.0,0,99.0,99.0,0,20.901852,0.5596329,0,24.04701,9.529062,0,21.948204,1.3115114,0,21.872572,0.3626188,0,21.109428,0.46899003,0,21.233912,0.21901648,0,21.751572,0.39805788,0,22.172245,0.7434616,0,99.0,99.0,0,21.168022,0.5248651,0,0.75691664,0.14102
"iDR4_3_SPLUS-s24s18_0045363","SPLUS-s24s18",26.87740790353177,-30.213579234930638,4637.7554,10008.349,2.4395156,0.5900825,-0.36675316,3.2334836E-4,1.3254084E-4,3.723494,8.116041,21.062298,0.29244238,0,20.594578,0.33943322,0,21.131092,0.94271696,0,99.0,99.0,0,25.768816,60.88441,0,21.466923,0.34313816,0,22.568354,2.447702,0,21.998724,0.6064364,0,22.09251,0.7465496,0,21.121607,0.38896984,0,20.416782,0.4363834,0,20.620663,0.43703067,0,0.73408335,0.114808
"iDR4_3_SPLUS-s24s18_0045400","SPLUS-s24s18",26.86933977685748,-30.225479553452292,4683.4956,9930.504,1.0083665,0.008297026,-44.739204,7.669616E-5,7.605779E-5,1.1438439,1.7245771,24.081123,1.9508022,0,99.0,99.0,0,22.180338,1.0357599,0,23.918081,4.807365,0,99.0,99.0,0,25.282177,4.7680798,0,23.238111,1.8931371,0,23.369507,0.8934221,0,99.0,99.0,0,23.919798,2.1192696,0,99.0,99.0,0,23.982853,4.0066166,0,0.84425,0.15020534
"iDR4_3_SPLUS-s24s18_0045500","SPLUS-s24s18",26.89297514295329,-30.216758810148193,4549.727,9987.41,1.0368625,0.035551906,60.813896,1.4834126E-4,1.4307983E-4,1.5140529,3.705736,25.764793,9.97987,0,22.554502,0.92838585,0,24.060081,6.2339087,0,99.0,99.0,0,22.248148,1.0663974,0,23.199387,0.75345474,0,99.0,99.0,0,22.014215,0.27605808,0,21.407425,0.17912361,0,21.276917,0.20073874,0,21.610834,0.580606,0,21.272682,0.35430753,0,0.44366667,0.06625635
"iDR4_3_SPLUS-s24s18_0045554","SPLUS-s24s18",26.89880609604956,-30.213245458157715,4516.7085,10010.36,1.1161553,0.104067266,-22.456472,1.5185344E-4,1.3605237E-4,1.4827478,3.1373978,23.347319,1.0784574,0,21.984962,0.55710375,0,22.78648,1.9411423,0,22.81548,1.8845812,0,99.0,99.0,0,22.518602,0.40587896,0,23.79149,3.3704958,0,21.952705,0.26259023,0,22.058424,0.3251897,0,21.551252,0.2594437,0,21.202637,0.4035941,0,22.188911,0.8269878,0,0.71708333,0.10847412
"iDR4_3_SPLUS-s24s18_0045578","SPLUS-s24s18",26.884514379934707,-30.216181935231955,4597.5806,9991.256,1.6913294,0.4087491,1.8161104,1.655886E-4,9.789262E-5,1.5380783,2.4685173,24.668636,1.8703374,0,99.0,99.0,0,99.0,99.0,0,23.793087,2.416974,0,22.730492,0.8701105,0,24.087133,0.8952785,0,99.0,99.0,0,22.575535,0.24357694,0,24.474014,1.5467556,0,22.799688,0.42257404,0,22.854408,0.9555628,0,22.387669,0.5151142,0,0.773,0.09604376
"iDR4_3_SPLUS-s24s18_0045620","SPLUS-s24s18",26.869856348578473,-30.219825298174843,4680.526,9967.516,1.0497575,0.047398984,45.489563,7.813985E-5,7.443827E-5,1.040216,1.7506362,99.0,99.0,0,21.808558,0.43757138,0,23.636902,3.9348204,0,22.44007,1.2495615,0,99.0,99.0,0,23.237902,0.7280718,0,22.828352,1.30408,0,22.43819,0.37903652,0,22.52647,0.46451223,0,99.0,99.0,0,21.355993,0.43213868,0,23.42992,2.4129891,0,0.74175,0.11903911
"iDR4_3_SPLUS-s24s18_0045630","SPLUS-s24s18",26.889471070022093,-30.22044453787171,4569.584,9963.311,1.7673141,0.4341696,2.1936865,2.3932233E-4,1.3539688E-4,1.8968228,2.925096,26.764332,35.416622,0,22.46054,1.2097577,0,21.970245,1.3016268,0,22.990438,3.1354153,0,21.021265,0.4941144,0,21.948622,0.3409727,0,99.0,99.0,0,22.267605,0.49475175,0,22.258383,0.55223763,0,22.628511,0.9862377,0,21.220556,0.57941955,0,22.507202,1.573645,0,0.7894167,0.082811125
"iDR4_3_SPLUS-s24s18_0045650","SPLUS-s24s18",26.88515386964692,-30.220605367403007,4594.005,9962.293,1.688412,0.40772748,73.23668,2.1353074E-4,1.2652986E-4,2.5518625,3.6584246,99.0,99.0,0,99.0,99.0,0,20.781395,0.74579674,0,22.16844,2.5201933,0,21.067331,0.8771781,0,22.198969,0.7337198,0,22.149168,1.8100073,0,21.33453,0.3584191,0,22.475868,1.1520768,0,22.442951,1.4243147,0,20.449228,0.48779353,0,99.0,99.0,0,0.8171667,0.097485945
"iDR4_3_SPLUS-s24s18_0045671","SPLUS-s24s18",26.899334853200045,-30.22109126706604,4513.7974,9958.994,2.8337822,0.64711475,-35.94881,1.924273E-4,6.796118E-5,1.5027739,2.0939803,99.0,99.0,0,99.0,99.0,0,23.395216,4.719977,0,22.960262,2.9432566,0,21.608215,0.80964315,0,24.229227,2.6723428,0,99.0,99.0,0,23.142319,1.0602018,0,99.0,99.0,0,22.397219,0.7657093,0,99.0,99.0,0,21.903358,0.8672208,0,0.7280833,0.13614294
"iDR4_3_SPLUS-s24s18_0045678","SPLUS-s24s18",26.90197503536281,-30.22060724141249,4498.859,9962.14,1.3423727,0.25505036,40.493755,1.167157E-4,8.694276E-5,0.0,0.0,23.501673,1.0018448,0,22.418552,0.6693041,0,22.60788,1.3430641,0,99.0,99.0,0,99.0,99.0,0,23.065098,0.5356831,0,23.369411,1.8244494,0,22.442993,0.32867727,0,23.439121,0.9189024,0,22.385838,0.44448853,0,23.327887,2.257095,0,25.927357,20.589579,0,0.8139167,0.21449676
"iDR4_3_SPLUS-s24s18_0045721","SPLUS-s24s18",26.906581048264545,-30.22182536234912,4472.819,9954.124,1.0746522,0.06946641,-84.94515,3.0279925E-4,2.8177624E-4,2.1869078,4.5251617,21.00479,0.33995527,0,22.372812,2.0654447,0,99.0,99.0,0,20.27868,0.47583812,0,21.648375,1.6019734,0,21.131546,0.29621807,0,20.279636,0.3474132,0,19.728783,0.0892464,0,19.775257,0.10424699,0,19.742792,0.12852739,0,19.751057,0.2756704,0,19.316048,0.15442838,0,0.3885,0.4532488
"iDR4_3_SPLUS-s24s18_0045723","SPLUS-s24s18",26.86735013445286,-30.230848952102647,4694.794,9895.368,1.1898264,0.15954125,61.315453,2.6675485E-4,2.242323E-4,2.1979237,3.7840197,22.403769,0.9661166,0,21.645615,0.8664887,0,23.912792,11.833846,0,21.240456,0.95533127,0,20.427711,0.4336742,0,22.03507,0.5601942,0,20.766905,0.4539133,0,21.347975,0.32373774,0,21.196007,0.31734794,0,20.624178,0.23879632,0,20.073078,0.30817327,0,21.680508,1.1232699,0,0.2915,0.17874199
"iDR4_3_SPLUS-s24s18_0045811","SPLUS-s24s18",26.890615462089542,-30.231795863253595,4563.221,9888.991,1.9910408,0.4977501,-47.890194,2.379573E-4,1.1949405E-4,1.7488624,2.9932501,22.33298,0.7109442,0,99.0,99.0,0,99.0,99.0,0,23.163897,4.349052,0,23.30001,4.740871,0,26.487007,26.202747,0,25.498762,27.42441,0,21.76491,0.36877096,0,23.069141,1.3759545,0,22.200243,0.78846633,0,21.33584,0.7638274,0,20.21962,0.22814044,0,0.82608336,0.20855974
