ObjID,GLXID,plate,MJD,fiberID,RA,DEC,z_gswl,chi2_sed,logM_stellar,e_logM_stellar,logSFR_sed,e_logSFR_sed,A_FUV,e_A_FUV,A_B,e_A_B,A_V,e_A_V,flag_sed,UV_survey,flag_uv,flag_midir,flag_mgs,group_id,ra,dec,z,group_L,stellar_mass,halo_mass1,halo_mass2,mean_separation_L,mean_separation_M,f_edge,ID1,ID2,Separation
1237662236398256208,6378797078460501091,1796,53884,41,197.83683,8.831822,0.0677,1.52,10.536,0.033,0.45,0.066,1.373,0.198,0.429,0.087,0.319,0.071,0,1,3,2,1,289841,197.83684682,8.83180693,0.0677045,10.2479,10.277,12.3458,11.9281,7.996,5.9513,1.0,1,1,0.0807675261587167
1237665126922125425,6378410072916100555,2351,53786,364,155.06629,30.013854,0.1568,1.52,11.046,0.039,0.589,0.145,1.882,0.489,0.512,0.16,0.382,0.145,0,1,3,2,1,366078,155.06628335,30.0138323,0.1567773,10.334,10.6832,12.4904,12.4527,8.8819,8.6395,1.0,-1,-1,0.0808236176097954
1237650762933862488,6378973034680683366,338,51694,539,194.75312,-1.428991,0.0977,1.81,10.568,0.038,-1.541,0.8,1.019,1.095,0.153,0.148,0.105,0.097,0,1,2,5,1,67536,194.75311821,-1.42897599,0.0976744,10.0713,10.434,12.0702,12.1043,6.5735,6.7327,1.0,-1,-1,0.05441864209197128
1237665372260139423,-99,2967,54584,274,240.77546,19.008217,0.1218,1.28,11.134,0.019,-1.621,0.643,1.07,0.507,0.162,0.05,0.109,0.033,0,1,0,1,1,381162,240.77546423,19.00821816,0.1218006,10.5779,10.9609,12.9411,12.9006,12.5028,12.1055,0.975,1,1,0.014991036608998419
1237663457776370303,6379535943829816104,985,52431,515,316.97529,0.13049,0.0477,0.28,10.494,0.024,-0.598,0.227,1.986,0.636,0.281,0.067,0.187,0.052,0,1,2,6,1,326036,316.97530018,0.13048725,0.0476615,9.8637,10.1638,11.803,11.8276,5.4556,5.5501,1.0,1,1,0.037961545495498836
1237668348137242741,6378585992629063639,2747,54233,87,217.74999,13.661402,0.1551,0.3,11.122,0.031,0.591,0.121,1.977,0.357,0.556,0.12,0.416,0.109,0,1,3,2,1,456553,217.7499662,13.66137307,0.1551211,10.3385,10.6806,12.4985,12.4485,8.9345,8.6129,1.0,-1,-1,0.13333553521583144
1237665127994359896,6378410066473649114,1950,53436,573,150.86932,29.84385,0.1661,0.26,11.243,0.046,-0.05,0.631,1.891,0.811,0.403,0.098,0.295,0.083,0,1,0,1,1,367933,150.86931361,29.84384724,0.1661029,10.4953,10.9242,12.7884,12.8403,11.1028,11.5549,1.0,-1,-1,0.022290337092578286
1237667254541025383,6378410113716195088,2350,53765,499,154.87484,26.777943,0.1178,0.92,10.53,0.035,-0.179,0.297,1.743,0.936,0.246,0.149,0.158,0.093,0,1,2,0,1,407672,154.87487738,26.77793367,0.117834,10.0888,10.3908,12.0957,12.0525,6.692,6.4918,1.0,-1,-1,0.12474379538779967
1237674459881144465,6382702551278552717,993,52710,83,145.71256,5.232395,0.1207,0.74,10.983,0.032,0.25,0.132,1.313,0.365,0.44,0.132,0.349,0.117,0,1,3,1,1,194893,145.71254342,5.2324028,0.120659,10.4653,10.7672,12.7328,12.5804,10.6425,9.4921,0.74,1,1,0.06573822585815417
1237665564998893833,-99,2775,54535,605,220.17315,19.904212,0.0972,0.48,10.805,0.067,-0.344,0.594,2.53,0.705,1.017,0.184,0.83,0.176,0,1,0,2,1,394740,220.17312929,19.90421109,0.0972018,9.8714,10.464,11.8116,12.1424,5.4887,6.9164,1.0,-1,-1,0.0701787608997808
1237660613437161534,6379078574912048390,1222,52763,71,170.70374,9.181752,0.1125,1.4,11.057,0.056,1.171,0.125,3.074,0.353,0.469,0.105,0.29,0.076,0,1,3,7,1,221750,170.70374306,9.18174521,0.1125335,10.7546,10.9412,13.251,12.8686,16.1034,11.8114,1.0,1,1,0.02675390765489438
1237667912745484416,6378621158747539098,2663,54234,334,197.07815,25.528894,0.1393,0.35,10.957,0.032,0.76,0.094,1.909,0.252,0.658,0.128,0.505,0.113,0,1,3,2,1,441445,197.0781525,25.52888127,0.1392964,10.4183,10.6438,12.6442,12.3943,9.9529,8.2814,1.0,1,-1,0.0465420380964203
1237667107963404637,6377776798239821017,2273,53709,253,126.18652,17.937759,0.1512,1.11,11.011,0.039,-1.118,0.847,2.068,0.825,0.316,0.127,0.209,0.083,0,1,0,0,1,399120,126.18651459,17.93775323,0.1511667,10.4038,10.8492,12.6183,12.7131,9.7627,10.4851,1.0,-1,-1,0.027835428625443397
1237651755081924772,6379113734588072426,513,51989,616,175.13244,3.484919,0.0917,0.33,10.193,0.056,0.419,0.08,1.5,0.252,0.565,0.133,0.436,0.116,0,1,3,2,1,92621,175.13242658,3.48488689,0.0917019,10.0655,10.0863,12.0621,11.7799,6.5361,5.3696,0.895,-1,-1,0.12525118972350638
1237662636908478794,6382737737798128385,1720,53854,24,231.301,10.436971,0.0934,0.32,10.605,0.031,0.305,0.084,1.438,0.25,0.414,0.11,0.308,0.098,0,1,3,2,1,316053,231.30100272,10.43696855,0.0934025,10.0576,10.2466,12.0509,11.8985,6.4842,5.8289,1.0,-1,-1,0.013058678945302571
1237666301094854936,-99,416,51811,516,55.788378,0.266026,0.1685,1.12,11.487,0.008,-1.537,0.477,0.727,0.275,0.109,0.02,0.073,0.013,0,1,0,6,1,398287,55.78837376,0.26603687,0.1685132,10.8792,11.288,13.4421,13.3955,19.0375,18.2589,1.0,-1,-1,0.0420035486291861
1237668270825209980,-99,2641,54230,85,203.48104,18.150365,0.1465,0.56,11.091,0.023,-1.296,0.805,1.889,0.677,0.311,0.087,0.21,0.061,0,1,0,0,1,444083,203.48103296,18.15036084,0.1465168,10.4926,10.9168,12.7835,12.8273,11.0615,11.4406,1.0,1,1,0.028359629636323398
1237667736122949759,6378621143713055216,2649,54212,417,193.70742,23.004243,0.0758,1.78,10.546,0.048,-0.359,0.56,2.598,0.92,0.479,0.123,0.333,0.109,0,1,0,7,1,430258,193.70743755,23.00425491,0.0757781,9.9325,10.3215,11.8851,11.9746,5.7756,6.1479,1.0,1,1,0.07225256286212628
1237656495109832888,-99,746,52238,301,351.03871,14.173863,0.1466,0.45,11.201,0.068,0.238,0.485,2.609,0.877,0.844,0.171,0.661,0.154,0,1,0,7,1,158536,351.03873262,14.1738669,0.1466247,10.3528,10.8915,12.5246,12.7848,9.1086,11.0723,1.0,1,1,0.08019160972294437
1237667429017977007,6377706424129030001,2435,53828,402,136.14076,17.946741,0.0886,1.2,10.576,0.061,0.665,0.1,3.782,0.507,1.223,0.18,0.904,0.185,0,1,0,2,1,422420,136.14074082,17.94674254,0.0886028,9.9181,10.2223,11.8673,11.8758,5.7049,5.7385,1.0,-1,-1,0.06592189295808976
1237667735045472373,-99,2645,54477,173,184.39713,22.369236,0.1007,1.03,11.055,0.021,-0.626,0.395,0.906,0.493,0.146,0.042,0.105,0.031,0,1,0,6,1,428122,184.39713463,22.36923355,0.1006827,10.3591,10.7869,12.5361,12.6118,9.1858,9.7155,1.0,1,1,0.017758824071615543
1237661063876116664,6409082003113644193,1196,52733,331,142.2064,8.246841,0.1084,0.69,10.876,0.025,0.21,0.093,0.964,0.268,0.237,0.092,0.176,0.08,0,1,3,6,1,230243,142.20640247,8.24681578,0.1083823,10.22,10.4841,12.3033,12.1685,7.7558,7.0458,1.0,1,-1,0.0912174772604359
1237660612900159631,-99,1222,52763,8,170.53307,8.822571,0.1119,2.31,10.763,0.021,-1.692,0.736,1.791,0.584,0.284,0.077,0.19,0.053,0,1,0,0,1,221491,170.5330973,8.82254839,0.111928,10.1215,10.5339,12.1464,12.2361,6.9357,7.3925,1.0,-1,-1,0.12671642016913598
1237661949200498976,6382737748533446824,1721,53857,187,230.5987,8.284216,0.05,0.15,10.41,0.052,0.521,0.109,4.004,0.629,0.955,0.134,0.658,0.118,0,1,2,2,1,268136,230.59871661,8.28421089,0.0500095,9.9672,10.2237,11.9287,11.8772,5.954,5.7442,1.0,1,1,0.06196568024945079
1237664835391127704,-99,1931,53358,135,131.05409,23.347009,0.1274,1.62,10.976,0.033,-1.316,0.707,1.879,0.745,0.289,0.114,0.192,0.076,0,1,0,0,1,354690,131.05410261,23.34700328,0.1274041,10.3576,10.8428,12.5334,12.7026,9.1677,10.4007,1.0,1,1,0.046488421961664445
1237668623018164296,-99,2604,54484,134,198.59696,16.178766,0.0982,1.12,10.923,0.049,-1.24,0.715,1.473,1.003,0.224,0.117,0.152,0.072,0,1,0,1,1,464267,198.59697956,16.1787489,0.0982271,10.2408,10.6582,12.3344,12.4154,7.9315,8.4093,1.0,1,-1,0.09144992013945272
1237656539124596902,6376474909900538915,722,52224,428,339.2123,-8.458738,0.082,0.06,10.584,0.034,0.077,0.172,2.19,0.636,0.45,0.109,0.319,0.106,0,1,2,7,1,160959,339.21229069,-8.45873957,0.0820356,10.0051,10.3149,11.9789,11.9669,6.1663,6.1148,1.0,-1,-1,0.03362976978270175
1237648721247797598,-99,306,51637,78,219.00383,-0.110465,0.0568,0.78,10.633,0.032,-1.378,0.876,1.17,0.491,0.251,0.073,0.184,0.055,0,1,0,1,1,58532,219.00385063,-0.11045007,0.0567789,9.9848,10.4072,11.9519,12.0715,6.05,6.5797,1.0,1,1,0.0916764027867981
1237668586504257720,6379043365843896724,2483,53852,457,163.18054,17.002704,0.132,0.21,10.45,0.057,0.708,0.062,1.083,0.17,0.348,0.089,0.259,0.078,0,1,3,2,1,462142,163.18058363,17.00268877,0.1320092,10.1454,10.1529,12.1846,11.8191,7.1268,5.5175,1.0,-1,-1,0.15989673206070945
1237667914348364006,6378726773067088849,2613,54481,243,189.18616,19.040066,0.1121,0.06,10.344,0.052,0.273,0.103,1.971,0.556,0.39,0.11,0.265,0.094,0,1,2,1,1,441975,189.18614662,19.04005304,0.1120992,9.9407,10.0471,11.8956,11.7616,5.8174,5.3021,1.0,-1,-1,0.06519213806702308
1237661950254973124,-99,1615,53166,341,185.99726,12.789527,0.0984,0.11,10.812,0.059,0.507,0.182,3.71,0.941,0.888,0.171,0.628,0.167,0,1,0,7,1,204594,185.9972342,12.7895379,0.0983603,10.0742,10.4625,12.0742,12.1403,6.5925,6.9062,1.0,-1,-1,0.09871029495442132
1237663457775780614,6379535935241979030,984,52442,80,315.65741,0.10073,0.0499,0.5,10.392,0.036,0.325,0.087,2.075,0.233,0.765,0.122,0.589,0.105,0,1,3,2,1,161838,315.65742852,0.10072877,0.0498906,10.0008,10.1455,11.9733,11.8141,6.142,5.4981,0.835,1,1,0.06681877733171906
1237660765375365275,6378480447028987093,1270,52991,396,131.45265,31.275047,0.0668,1.73,10.315,0.034,0.159,0.105,1.238,0.313,0.362,0.126,0.268,0.102,0,1,3,1,1,227949,131.4526486,31.27503035,0.0668076,9.9002,10.0138,11.8455,11.7473,5.6186,5.2493,1.0,1,1,0.06009458484180994
1237651735227531507,6378797121410175203,524,52027,12,197.05524,1.548158,0.0707,0.69,10.904,0.027,0.06,0.191,2.139,0.413,0.638,0.135,0.49,0.128,0,1,3,7,1,84447,197.05525747,1.5481786,0.0707014,10.1393,10.502,12.1751,12.1918,7.0791,7.1627,1.0,1,1,0.09722253888229146
1237648722304368800,6379113810821649145,285,51930,454,179.78199,0.742917,0.1326,4.9,11.017,0.06,-1.119,0.923,1.777,1.748,0.274,0.221,0.185,0.137,0,1,0,7,1,60240,179.78198407,0.74289151,0.1326017,10.3522,10.7835,12.5235,12.6068,9.1016,9.6785,1.0,1,1,0.09421407639562589
1237667429016993899,6377811951475494147,2432,54052,387,133.9509,17.082848,0.1051,0.24,10.2,0.058,0.402,0.064,1.614,0.256,0.408,0.101,0.289,0.085,0,1,3,2,1,414128,133.95094055,17.08283426,0.1050767,9.9652,10.0258,11.9264,11.7522,5.9442,5.2673,1.0,-1,-1,0.14804716466958423
1237654602625712550,6377952670710235317,1184,52641,98,123.81666,3.449451,0.0882,0.45,10.638,0.043,0.576,0.07,1.616,0.188,0.287,0.082,0.187,0.063,0,1,3,2,1,119384,123.81667857,3.44942352,0.0882137,10.2571,10.3325,12.3603,11.9863,8.081,6.1982,1.0,1,-1,0.1193304653172214
1237667537463476398,6377811952547137430,2431,53818,517,134.01858,15.926924,0.0725,0.08,10.772,0.043,-0.455,0.584,3.259,0.944,0.537,0.115,0.364,0.09,0,1,0,7,1,421199,134.01860239,15.92690923,0.0724803,10.0376,10.4526,12.0226,12.1271,6.3577,6.8426,1.0,1,1,0.09399485562416926
1237664836997546359,6377776741333599040,1922,53315,35,121.54874,19.629025,0.0358,0.22,10.332,0.026,-0.196,0.093,1.435,0.27,0.358,0.096,0.26,0.087,0,1,3,2,1,355588,121.54873949,19.62902068,0.0357745,9.8497,9.9696,11.7874,0.0,5.3973,0.0,0.875,1,0,0.01564784970680629
1237662263240753251,6378691503869395242,1806,53559,27,209.65415,8.810151,0.1317,0.94,11.062,0.032,0.065,0.129,1.154,0.535,0.287,0.073,0.22,0.067,0,1,3,7,1,294550,209.65416844,8.81013791,0.1317193,10.2588,10.5805,12.3628,12.3012,8.0954,7.744,1.0,1,-1,0.08077208844555016
1237662264851693613,6378586037726217296,1807,54175,575,210.51469,9.929323,0.0141,0.77,9.769,0.054,0.151,0.07,1.586,0.195,0.403,0.092,0.281,0.071,0,1,3,2,1,296322,210.51471607,9.92931779,0.0141268,9.9733,9.8777,11.9367,0.0,5.9869,0.0,1.0,1,0,0.09432968495351912
1237664878334902416,6377706348967105063,2085,53379,327,132.40593,24.38817,0.0859,1.09,10.49,0.032,-0.338,0.299,2.219,0.759,0.391,0.148,0.268,0.105,0,1,2,0,1,358665,132.4059176,24.38818064,0.0858979,9.8054,10.1774,11.7412,11.838,5.2276,5.5898,1.0,-1,-1,0.05585844245659902
1237654030329708673,6379113735661814517,513,51989,505,174.12969,2.75006,0.0474,3.31,10.715,0.028,0.478,0.051,1.129,0.149,0.551,0.084,0.456,0.075,0,1,3,2,1,113545,174.12969045,2.75003487,0.0473564,10.298,10.4003,12.4288,12.064,8.4918,6.5449,1.0,1,1,0.09048247002941968
1237652942638678299,6376052709248731244,750,52235,63,0.631262,14.40035,0.1109,0.69,10.816,0.037,0.529,0.091,1.151,0.277,0.45,0.138,0.358,0.12,0,1,3,1,1,103654,0.63127486,14.40033347,0.1108595,10.3524,10.3865,12.5239,12.0475,9.1039,6.469,1.0,1,-1,0.07451146462908596
1237655498677289111,-99,925,52411,197,233.0684,-1.774632,0.0875,2.6,10.946,0.056,0.471,0.284,3.761,0.59,1.252,0.23,0.952,0.244,0,1,0,7,1,149876,233.06839645,-1.77462835,0.0875342,9.931,10.3568,11.8832,12.0136,5.768,6.3178,0.975,-1,-1,0.018325702197746454
1237668350818844919,6378585961490550562,2744,54272,618,211.66741,16.596325,0.1507,0.58,10.715,0.051,0.795,0.084,1.642,0.242,0.584,0.128,0.445,0.11,0,1,3,2,1,458470,211.66742344,16.59632373,0.1506704,10.3631,10.4126,12.5433,12.0778,9.2344,6.6091,1.0,-1,-1,0.04659322437632187
1237667212137136249,6374821297025712853,2222,53799,592,177.28392,30.353383,0.1541,2.34,11.157,0.071,0.182,0.645,3.597,1.512,0.622,0.164,0.423,0.123,0,1,0,2,1,404642,177.28392841,30.35337701,0.1540618,10.5441,10.9938,12.8795,12.9544,11.9118,12.6346,1.0,-1,-1,0.033875800429033626
1237668590261240012,-99,2598,54232,599,188.20391,17.554055,0.1324,0.67,11.05,0.059,-1.076,0.861,2.471,1.201,0.542,0.127,0.394,0.093,0,1,0,1,1,463006,188.20386676,17.55403895,0.1323559,10.2167,10.6749,12.2986,12.4397,7.7294,8.5588,1.0,1,-1,0.15926579172450228
1237667429564350600,-99,2352,53770,222,158.49056,24.524652,0.0766,0.23,10.632,0.02,-1.427,0.855,1.964,0.675,0.307,0.082,0.204,0.054,0,1,0,0,1,415023,158.49054801,24.52464391,0.076617,10.0626,10.4606,12.0575,12.1375,6.5148,6.8928,1.0,1,1,0.048890997302846746
1237671992951832672,6378691591916228274,529,52025,38,206.1129,2.445121,0.0793,0.3,10.56,0.032,-0.071,0.137,1.502,0.459,0.359,0.083,0.266,0.079,0,1,2,7,1,91317,206.11288513,2.445105,0.0793255,9.9603,10.2327,11.9203,11.8854,5.9192,5.7769,1.0,1,1,0.07860164937846775
1237650761318006964,6382597021784607064,332,52367,180,182.70938,-2.786999,0.1321,0.89,11.079,0.048,0.704,0.135,1.816,0.434,0.849,0.248,0.7,0.218,0,1,3,1,1,66510,182.70938251,-2.78701033,0.1321023,10.4795,10.7592,12.7592,12.5675,10.8569,9.4012,1.0,1,1,0.04177459997232603
1237661086423843004,6378480464208859160,1589,52972,530,133.80178,29.501777,0.0823,1.47,10.988,0.02,0.175,0.081,1.014,0.215,0.443,0.082,0.37,0.07,0,1,3,7,1,236254,133.8017706,29.50176879,0.0823035,10.2657,10.5754,12.3741,12.2948,8.1619,7.7089,1.0,1,-1,0.0417252484243733
1237662534360301834,6382737801148893605,1726,53137,430,237.49495,9.278597,0.039,0.28,9.852,0.058,0.058,0.066,1.386,0.201,0.313,0.1,0.215,0.079,0,1,3,2,1,314425,237.49496149,9.27859661,0.0390445,9.7966,9.7555,11.7324,0.0,5.1965,0.0,1.0,1,0,0.040846930461325176
1237668332029149399,6383511778949596657,2750,54242,144,222.95157,13.802621,0.0742,0.7,10.685,0.031,-1.528,0.723,1.435,0.647,0.211,0.062,0.142,0.039,0,1,0,6,1,454970,222.95153986,13.80261425,0.0741806,10.1215,10.4626,12.1464,12.1404,6.9358,6.9068,1.0,1,1,0.10813643905342125
1237654030327677046,6381963724561843787,510,52381,590,169.50153,2.666871,0.1509,0.38,10.856,0.058,0.989,0.094,1.913,0.272,0.654,0.144,0.493,0.125,0,1,3,1,1,113492,169.50151417,2.66686794,0.1509339,10.5236,10.6106,12.8406,12.3451,11.5572,7.9923,1.0,-1,-1,0.057982355006148
1237667910595772531,6378726758034708106,2660,54504,6,191.32633,24.0412,0.1067,0.08,10.343,0.044,0.372,0.112,1.635,0.301,0.589,0.165,0.453,0.139,0,1,3,1,1,439158,191.32631003,24.04119359,0.1067425,9.9018,10.0257,11.8474,11.7522,5.626,5.2671,0.99,-1,-1,0.06959278274823205
1237665367432364092,6387874679745415842,1990,53472,68,165.45097,29.953541,0.0512,0.5,10.412,0.016,-0.487,0.073,0.897,0.266,0.194,0.048,0.143,0.04,0,1,3,6,1,379507,165.45089546,29.95353245,0.0512015,9.7818,10.0928,11.7187,11.7831,5.1475,5.3816,1.0,1,1,0.23453002466253703
1237671140409999538,6379113774314425827,841,52375,517,179.90079,5.114239,0.0744,0.16,9.841,0.065,0.257,0.045,1.648,0.254,0.237,0.044,0.146,0.034,0,1,2,2,1,136465,179.90078718,5.11424522,0.074441,9.7957,9.7556,11.7317,0.0,5.1939,0.0,1.0,1,0,0.024569204274167332
1237667915420598383,6378726730117415414,2610,54476,633,185.61231,19.984677,0.1211,1.62,10.65,0.033,0.054,0.116,0.808,0.331,0.174,0.087,0.128,0.074,0,1,3,6,1,442565,185.61227566,19.98465511,0.1210952,10.0613,10.2919,12.0557,11.9429,6.5066,6.0128,1.0,-1,-1,0.1403845900608808
1237667781767200883,6378621218877083007,2652,54508,247,200.13819,21.070613,0.0868,0.53,11.398,0.025,0.137,0.152,2.043,0.377,0.567,0.069,0.434,0.062,0,1,3,7,1,433032,200.13820787,21.0706129,0.0867507,10.6441,11.0698,13.0618,13.0766,13.7649,13.933,1.0,1,1,0.060031716734924245
1237665350245351578,6379254512876521244,2142,54208,244,220.80051,26.007995,0.0928,0.3,10.495,0.035,0.236,0.095,1.896,0.35,0.382,0.112,0.262,0.096,0,1,3,2,1,378072,220.8004481,26.00798012,0.0927847,9.9678,10.2121,11.9294,11.867,5.9567,5.7038,1.0,-1,-1,0.2073139249131846
1237662530607448262,-99,1716,53827,440,224.51577,12.160438,0.0972,1.22,10.597,0.027,-1.668,0.82,1.961,0.705,0.31,0.098,0.206,0.066,0,1,0,0,1,313921,224.51577157,12.1604288,0.0972324,9.9605,10.3964,11.9205,12.0591,5.92,6.5224,1.0,-1,-1,0.033577700838288795
1237653651846267063,6377389689618301961,429,51820,172,26.703173,13.772696,0.1195,1.5,11.223,0.03,0.688,0.109,1.471,0.318,0.517,0.214,0.405,0.188,0,1,3,2,1,110911,26.7032502,13.77266261,0.1195089,10.6463,10.8585,13.0658,12.7291,13.81,10.6129,1.0,1,1,0.2954839844909408
1237668585429860501,6381893306425544765,2480,53851,111,161.73597,16.000503,0.077,0.57,10.138,0.073,0.674,0.095,2.156,0.267,0.541,0.175,0.372,0.138,0,1,3,2,1,461717,161.7359804,16.00048895,0.0769619,9.9364,9.9581,11.8903,0.0,5.7964,0.0,0.95,1,0,0.062077242203806025
1237654879652216956,6378937864267237435,846,52407,197,189.60295,4.483364,0.0952,0.25,9.95,0.078,0.629,0.081,2.369,0.314,0.591,0.125,0.404,0.1,0,1,3,2,1,127207,189.60295908,4.4833756,0.0952081,9.8248,9.8957,11.7606,0.0,5.2984,0.0,1.0,-1,0,0.05297049969812614
1237662662145081647,6375665707997202819,1657,53520,295,243.31765,23.043561,0.1253,0.9,10.774,0.082,0.602,0.121,2.463,0.619,0.964,0.153,0.762,0.144,0,1,2,7,1,319097,243.31767117,23.04355591,0.1252606,10.1604,10.5654,12.2086,12.281,7.2488,7.6335,1.0,-1,-1,0.07248521275150979
1237671956443562150,6378691563998939554,853,52374,392,203.11064,4.743614,0.1661,0.88,10.763,0.068,0.935,0.092,2.368,0.424,0.717,0.144,0.525,0.127,0,1,3,2,1,127940,203.11065628,4.74361516,0.1661448,10.3301,10.4822,12.4838,12.1661,8.8394,7.0339,1.0,-1,-1,0.058556349004415593
1237648720716693921,6382878469915675142,313,51673,103,232.11596,-0.50588,0.1218,2.59,10.747,0.083,0.516,0.133,2.41,0.732,0.79,0.169,0.601,0.153,0,1,3,2,1,57692,232.11595468,-0.50589881,0.121806,10.2697,10.4455,12.3806,12.1181,8.2005,6.7992,1.0,1,-1,0.07037206242106024
1237667736116396047,-99,2511,53882,544,177.36325,22.976413,0.1601,0.42,11.075,0.033,-0.572,0.693,1.31,0.621,0.228,0.068,0.162,0.049,0,1,0,6,1,430103,177.36325142,22.97640346,0.1601345,10.4148,10.8539,12.6375,12.7213,9.9034,10.5502,1.0,-1,-1,0.034664981488317634
1237668294443663421,-99,2479,54174,453,161.66296,18.952974,0.1386,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,1,0,7,1,449559,161.66293108,18.95295581,0.1386257,10.3062,10.8472,12.4431,12.7097,8.5795,10.4573,1.0,1,1,0.11825407766532796
1237654879130157232,-99,538,52029,419,223.40678,2.883025,0.1228,0.83,10.768,0.036,-0.368,0.579,1.777,0.742,0.283,0.132,0.192,0.093,0,1,0,0,1,127157,223.40676309,2.88303078,0.1227921,10.0772,10.5458,12.078,12.253,6.6097,7.4811,1.0,-1,-1,0.06426106985558609
1237662300841443828,-99,1424,52912,596,253.63995,23.837772,0.1453,0.62,11.114,0.026,-1.19,0.792,1.338,0.731,0.216,0.103,0.146,0.069,0,1,0,0,1,299831,253.63992651,23.83777127,0.1453353,10.6388,11.0681,13.053,13.074,13.6641,13.9041,0.69,1,1,0.07739476644540501
1237656496187572478,6376052699582959646,751,52251,357,0.367341,15.3755,0.151,0.75,11.359,0.026,0.333,0.104,1.262,0.292,0.399,0.076,0.317,0.069,0,1,3,6,1,159256,0.36731948,15.37550368,0.1510314,10.6209,10.9452,13.02,12.8755,13.3115,11.8743,1.0,-1,-1,0.07586486882547318
1237650760250556574,-99,339,51692,7,197.10006,-3.567266,0.0751,0.05,10.983,0.016,-1.795,0.629,1.383,0.544,0.227,0.037,0.156,0.028,0,1,0,6,1,65995,197.1000902,-3.56728534,0.0750792,10.2591,10.7648,12.3633,12.5765,8.0987,9.4644,1.0,1,1,0.12892548164029094
1237670956789530717,6380380433186557451,665,52168,351,27.480795,-9.018076,0.1063,0.58,10.394,0.043,0.453,0.081,1.436,0.246,0.453,0.12,0.338,0.099,0,1,3,2,1,467219,27.48079349,-9.01804674,0.1062739,10.0439,10.114,12.0307,11.7949,6.3938,5.425,1.0,-1,-1,0.10547273091968076
1237667911125303484,6378867424656101274,2501,54084,173,172.98032,24.19973,0.069,1.03,10.615,0.046,0.661,0.139,2.888,0.395,1.067,0.213,0.817,0.177,0,1,3,7,1,439560,172.98030616,24.19971532,0.0689737,10.1552,10.4279,12.2004,12.0971,7.2061,6.6984,1.0,1,1,0.0697008685711616
1237671264422002853,6378973025017007179,337,51997,438,192.63672,-2.225419,0.1273,0.12,10.828,0.028,0.348,0.092,0.89,0.246,0.344,0.119,0.278,0.103,0,1,3,1,1,65113,192.63672399,-2.22543973,0.1272656,10.329,10.4936,12.4819,12.1805,8.8277,7.1062,1.0,1,-1,0.07599573520274765
1237667293185179947,-99,2276,53712,597,129.54822,16.608503,0.1376,0.03,11.067,0.042,-0.217,0.735,2.391,0.989,0.396,0.166,0.268,0.114,0,1,0,0,1,410521,129.54820958,16.60849845,0.1375673,10.309,10.7323,12.448,12.5256,8.6095,9.1158,1.0,1,1,0.03950305862501486
1237655691943215462,-99,923,52404,117,228.97352,-2.163744,0.1149,1.17,10.988,0.068,-0.588,0.811,2.189,0.939,0.768,0.132,0.618,0.126,0,1,0,2,1,152765,228.97352518,-2.16374177,0.114855,10.1571,10.6453,12.2033,12.3966,7.221,8.2949,1.0,-1,-1,0.020290416017303525
1237668293909086282,6379043391613700690,2490,54179,486,167.23026,19.286037,0.1062,0.22,10.773,0.053,0.55,0.112,2.179,0.354,0.928,0.173,0.745,0.163,0,1,3,2,1,449407,167.23025548,19.2860248,0.1062415,10.1301,10.427,12.1603,12.0957,7.0045,6.6921,1.0,-1,-1,0.0465280598987434
1237674651000307783,-99,282,51658,622,175.06157,0.427712,0.1072,1.55,10.701,0.026,-1.727,0.769,1.426,0.718,0.231,0.104,0.155,0.07,0,1,0,0,1,54540,175.06157974,0.42767268,0.1071593,9.9964,10.434,11.9677,12.1043,6.1181,6.7327,1.0,-1,-1,0.14582998422675184
1237654880734871818,-99,856,52339,531,210.07947,4.747415,0.1587,1.29,11.11,0.03,-0.827,0.683,1.568,0.692,0.234,0.108,0.157,0.072,0,1,0,0,1,128659,210.07944472,4.74741994,0.1586915,10.4762,10.9292,12.7529,12.8489,10.8046,11.6304,0.99,-1,-1,0.09242290770475255
1237667782849921250,6378515681866942313,2776,54554,110,221.80196,18.465251,0.098,0.25,10.727,0.057,0.581,0.107,2.223,0.51,0.709,0.153,0.533,0.138,0,1,2,2,1,435932,221.80194635,18.46525118,0.0979815,10.1647,10.3721,12.2154,12.0309,7.2846,6.3948,1.0,-1,-1,0.04661457651043396
1237667212675711086,6374856464220031615,2228,53818,420,181.83068,30.866515,0.0772,1.41,10.797,0.031,0.255,0.09,1.314,0.266,0.55,0.085,0.45,0.077,0,1,3,7,1,405127,181.83068801,30.86650601,0.0772432,10.2059,10.3827,12.2828,12.0435,7.6432,6.4509,1.0,1,1,0.04074408717258079
1237667912213790818,6378550821139777629,2784,54529,400,209.8055,23.485176,0.1103,1.48,10.558,0.063,0.48,0.129,3.613,0.8,0.932,0.138,0.664,0.126,0,1,2,2,1,440976,209.80553274,23.48519999,0.1102559,10.0793,10.3267,12.0813,11.9801,6.6253,6.1716,1.0,-1,-1,0.13836351328148352
1237648722292637990,-99,502,51957,123,153.01618,0.702451,0.1462,1.01,11.324,0.028,-1.076,0.772,1.773,0.747,0.279,0.105,0.185,0.07,0,1,0,0,1,59915,153.01616967,0.70243639,0.1461825,10.732,11.1508,13.2136,13.2019,15.6022,15.4448,1.0,1,1,0.06441334252654846
