ObjID,GLXID,plate,MJD,fiberID,RA,DEC,z_gswl,chi2_sed,logM_stellar,e_logM_stellar,logSFR_sed,e_logSFR_sed,A_FUV,e_A_FUV,A_B,e_A_B,A_V,e_A_V,flag_sed,UV_survey,flag_uv,flag_midir,flag_mgs,group_id,ra,dec,z,group_L,stellar_mass,halo_mass1,halo_mass2,mean_separation_L,mean_separation_M,f_edge,ID1,ID2,Separation
1237652600111431824,-99,723,52201,637,342.84206,-8.956443,0.0801,1.29,10.071,0.053,0.472,0.07,4.79,0.529,0.706,0.082,0.429,0.056,0,1,0,7,1,96143,342.84204612,-8.95643964,0.080068,9.8155,10.024,11.7516,11.7515,5.2651,5.2646,1.0,-1,-1,0.05081927147846955
1237661811195117626,-99,1605,53062,10,171.07999,11.059922,0.1129,0.4,10.713,0.034,-1.166,0.885,1.825,0.811,0.303,0.13,0.206,0.09,0,1,0,0,1,255494,171.08001784,11.05991066,0.112918,10.0967,10.5266,12.1072,12.2255,6.7468,7.3369,1.0,-1,-1,0.1064978421202386
1237663783666712756,-99,395,51783,280,14.191608,-0.370791,0.1206,0.34,10.926,0.04,-1.092,0.772,1.989,0.892,0.311,0.146,0.208,0.098,0,1,0,0,1,333179,14.19159363,-0.37080886,0.1206083,10.2525,10.7218,12.353,12.51,8.0379,9.0111,1.0,1,1,0.0825231080093916
1237663783140458640,6380908146152440444,407,51820,109,38.433805,-0.667607,0.0847,0.22,10.284,0.06,0.39,0.068,1.905,0.475,0.371,0.113,0.248,0.098,0,1,2,1,1,332808,38.4337865,-0.66761292,0.0847457,9.7605,9.8801,11.701,0.0,5.0844,0.0,1.0,-1,0,0.0699225225632888
1237670964849934534,-99,2579,54068,110,143.1538,14.826488,0.0779,0.06,10.429,0.036,-1.011,0.795,1.728,0.764,0.288,0.133,0.196,0.093,0,1,0,0,1,468144,143.15379055,14.82647531,0.0779263,9.8622,10.2755,11.8012,11.9265,5.4485,5.9447,1.0,1,1,0.05629034659656977
1237665428110508136,6375700846200490576,2198,53918,529,244.463,15.830405,0.0826,1.73,10.769,0.041,0.668,0.082,2.0,0.243,0.619,0.159,0.456,0.132,0,1,3,2,1,382852,244.46302926,15.83039382,0.0826044,10.2913,10.4474,12.4173,12.1205,8.4212,6.8107,1.0,1,-1,0.10904078274791627
1237661070863106219,6381893289245673834,1748,53112,441,159.70253,14.578245,0.1012,0.1,10.544,0.057,0.747,0.073,1.929,0.441,0.517,0.122,0.37,0.107,0,1,2,2,1,235566,159.70255437,14.57824708,0.1012417,10.0787,10.2214,12.0804,11.875,6.621,5.7355,1.0,-1,-1,0.08523699560638147
1237651735777444152,-99,540,51996,269,226.83295,1.32239,0.1255,1.85,10.876,0.038,-1.434,0.709,1.876,0.871,0.293,0.134,0.196,0.088,0,1,0,0,1,85442,226.83296653,1.32239356,0.1255402,10.236,10.7237,12.3272,12.5127,7.8909,9.0292,1.0,1,1,0.06085692962873824
1237663277923565754,-99,382,51816,627,350.43621,0.441951,0.1626,0.56,11.231,0.045,-0.289,0.71,1.74,0.895,0.318,0.128,0.227,0.093,0,1,0,6,1,325267,350.43616765,0.44198017,0.1625766,10.4082,10.9156,12.6261,12.8253,9.82,11.4223,1.0,-1,-1,0.18512209136156826
1237661949711155450,6379078541626048987,1605,53062,186,169.7607,11.895909,0.0744,0.16,10.272,0.031,0.052,0.084,1.313,0.3,0.26,0.106,0.179,0.087,0,1,3,6,1,268355,169.76067567,11.89590143,0.074435,9.7547,9.9145,11.6974,0.0,5.0721,0.0,1.0,1,0,0.08993525616634154
1237667211064770718,-99,2225,53729,65,180.93946,29.546386,0.1342,1.31,10.858,0.025,-1.576,0.771,1.494,0.678,0.243,0.092,0.163,0.062,0,1,0,0,1,403422,180.9394684,29.54637514,0.1342444,10.2273,10.6155,12.3143,12.3526,7.8178,8.0353,1.0,1,-1,0.04712304569379034
1237655128772837940,-99,977,52410,513,258.74415,29.564244,0.1063,1.29,11.474,0.032,-0.801,0.777,1.815,0.72,0.279,0.114,0.186,0.076,0,1,0,0,1,138003,258.74416213,29.56426293,0.1062397,10.7674,11.2348,13.2722,13.3214,16.4002,17.1105,1.0,1,1,0.07801810261107114
1237667322173980798,6387874675450447591,2355,53792,176,161.52436,24.824987,0.1279,0.37,10.963,0.062,0.016,0.561,2.39,0.952,0.624,0.136,0.471,0.131,0,1,0,7,1,411389,161.52435991,24.824974,0.1278508,10.1681,10.5969,12.2208,12.325,7.3127,7.8784,1.0,-1,-1,0.04680092383520655
1237665442605236417,6387909882369018814,2162,54207,74,233.81442,21.36921,0.084,1.48,10.869,0.023,-0.263,0.117,0.979,0.383,0.254,0.059,0.197,0.053,0,1,3,6,1,387434,233.81443923,21.36921301,0.0840232,10.2237,10.5827,12.3088,12.304,7.787,7.7597,1.0,1,-1,0.06537301947544052
1237671123218072326,6377952636350500191,1756,53080,362,122.51454,7.528012,0.0982,0.29,10.444,0.046,0.482,0.087,1.71,0.262,0.439,0.111,0.312,0.095,0,1,3,2,1,469488,122.51452388,7.52800039,0.0982076,10.0595,10.1525,12.0533,11.8189,6.4954,5.5167,1.0,-1,-1,0.07111129159046056
1237658492817834122,6378902692780051334,1230,52672,393,183.70613,10.156869,0.1031,0.27,10.508,0.059,0.234,0.127,2.42,0.668,0.691,0.149,0.514,0.141,0,1,2,2,1,200436,183.70615827,10.15686544,0.1030877,9.8939,10.1805,11.8378,11.8406,5.5892,5.5999,1.0,-1,-1,0.1009935645714852
1237665329860116641,-99,2094,53851,488,205.74058,30.527025,0.1582,1.07,11.126,0.031,-0.772,0.589,1.017,0.709,0.176,0.065,0.128,0.044,0,1,0,6,1,376238,205.74054923,30.52702843,0.1582316,10.4538,10.9571,12.7115,12.8948,10.4721,12.0523,1.0,-1,-1,0.096213513337444
1237662266999505154,6382772917875246806,1831,54557,128,226.00656,5.230313,0.0731,0.34,10.179,0.055,0.328,0.07,1.843,0.217,0.348,0.076,0.228,0.06,0,1,3,2,1,297401,226.00656693,5.23029985,0.0731092,9.8802,9.8785,11.822,0.0,5.5284,0.0,1.0,1,0,0.05346312855972209
1237664133169348692,-99,2494,54174,204,169.81449,15.730426,0.1604,4.48,11.363,0.07,-1.082,0.816,1.647,1.672,0.307,0.181,0.221,0.117,0,1,0,7,1,342305,169.81447851,15.73040537,0.1603709,10.7579,11.2019,13.2562,13.2754,16.1765,16.4463,1.0,-1,-1,0.08426717528800884
1237668337393991979,6383476677257727190,2794,54537,28,233.05338,17.834739,0.1503,0.3,10.764,0.051,0.547,0.115,1.256,0.36,0.496,0.166,0.395,0.145,0,1,3,1,1,456295,233.05337398,17.83473057,0.1503206,10.2442,10.3799,12.3398,12.0399,7.9621,6.435,1.0,-1,-1,0.0366963184361812
1237667736103879072,6377671219353749632,2370,53764,367,147.08346,18.76419,0.1582,0.78,10.926,0.047,0.663,0.12,2.22,0.558,0.41,0.126,0.274,0.103,0,1,2,1,1,429759,147.08345053,18.76417967,0.1581892,10.3701,10.6373,12.5567,12.3852,9.326,8.2274,1.0,-1,-1,0.04924375647910009
1237662698110386512,6387909886663987782,1850,53786,387,237.32657,25.654399,0.0672,0.15,11.072,0.042,-0.812,0.717,2.163,0.977,0.329,0.082,0.224,0.053,0,1,0,6,1,323245,237.32655464,25.65439796,0.0671507,10.4032,10.85,12.617,12.7145,9.7538,10.4959,1.0,1,1,0.04998543788153066
1237651753484222654,6378691592989968176,528,52022,107,204.67685,1.956218,0.0405,0.72,10.345,0.045,0.492,0.059,2.97,0.175,1.209,0.093,0.943,0.077,0,1,3,2,1,90244,204.67681591,1.95624899,0.0404798,9.8815,10.0461,11.8234,11.7612,5.5339,5.3003,1.0,1,1,0.16580155580715678
1237662339475570995,6387909892032695288,1655,53523,419,239.02688,27.229111,0.0937,0.35,10.745,0.046,-1.0,0.725,1.841,0.917,0.342,0.084,0.246,0.062,0,1,0,6,1,307770,239.0269002,27.22909888,0.0937381,9.9907,10.4058,11.9592,12.07,6.0817,6.5727,1.0,-1,-1,0.07800549006600255
1237655742403903608,-99,584,52049,366,214.93027,5.301295,0.0797,0.75,10.383,0.05,-0.555,0.562,2.675,0.94,0.487,0.118,0.339,0.106,0,1,0,7,1,153737,214.93026042,5.30132136,0.0796836,9.7405,10.141,11.6907,11.811,5.0489,5.4861,1.0,1,1,0.10091838003582268
1237668332035899645,6382737798999310472,2520,54584,96,238.32578,10.543676,0.0404,0.9,10.894,0.066,0.346,0.314,3.63,0.513,1.44,0.166,1.138,0.189,0,1,2,2,1,455137,238.32580966,10.54366704,0.0403834,9.9372,10.3812,11.8912,12.0413,5.7999,6.4411,0.96,1,1,0.10981718769556824
1237654604797640880,6379113786125583455,841,52375,147,180.15628,4.530401,0.0938,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,2,7,1,120780,180.15628338,4.53039963,0.093789,10.0584,10.3019,12.0518,11.9528,6.4884,6.054,1.0,-1,-1,0.013094314913677638
1237662263236493516,6378797088124177029,1798,53851,108,199.75549,9.40377,0.081,0.03,10.654,0.039,0.576,0.094,2.092,0.268,0.658,0.134,0.488,0.116,0,1,3,2,1,294446,199.75550708,9.40377968,0.0809867,10.1763,10.3172,12.2342,11.9696,7.3826,6.1262,1.0,-1,-1,0.06995872639540089
1237667911138934883,6378550791075004720,2783,54524,307,206.95638,23.043226,0.1067,0.91,10.72,0.063,0.18,0.221,2.625,0.91,0.636,0.151,0.463,0.14,0,1,0,7,1,439846,206.95635995,23.04322588,0.1066963,9.9573,10.344,11.9166,11.9995,5.9036,6.2547,1.0,-1,-1,0.06642214887523777
1237668297137979501,6378656332382209377,2641,54230,98,203.36664,18.369955,0.1196,0.16,10.277,0.054,0.478,0.068,0.983,0.213,0.264,0.097,0.192,0.081,0,1,3,1,1,450717,203.36663276,18.3699401,0.1195572,10.0628,10.0181,12.0578,11.749,6.5162,5.2556,1.0,-1,-1,0.059068690547866044
1237648721788338198,-99,310,51990,631,227.2887,0.3071,0.0964,1.36,10.879,0.027,-1.443,0.752,1.918,0.673,0.297,0.095,0.197,0.064,0,1,0,0,1,59574,227.28874953,0.30709995,0.0964376,10.2128,10.6483,12.2928,12.4011,7.698,8.3217,1.0,1,-1,0.17830552955313422
1237661068169970014,-99,1301,52976,579,139.67535,9.536418,0.1444,0.97,11.307,0.052,-0.629,0.818,2.113,1.118,0.378,0.148,0.265,0.096,0,1,0,1,1,232123,139.67537842,9.5364176,0.1444283,10.4244,10.9985,12.6558,12.9623,10.0398,12.7154,1.0,1,1,0.10090837400342953
1237665180056682594,6379289684365808174,2122,54178,482,211.09349,30.011576,0.0565,0.44,10.574,0.021,-0.093,0.081,1.056,0.232,0.384,0.082,0.305,0.07,0,1,3,1,1,372195,211.09345056,30.01157559,0.056526,9.8586,10.0984,11.7973,11.7861,5.4339,5.3926,1.0,1,1,0.12295626496084035
1237662530067628135,6378586002292738737,1708,53503,34,217.61799,12.845419,0.0787,4.2,10.492,0.034,0.015,0.132,1.509,0.572,0.291,0.101,0.202,0.078,0,1,2,2,1,313517,217.61798411,12.84542069,0.078744,9.9823,10.2236,11.9485,11.8771,6.0356,5.7438,1.0,1,1,0.021549985882257254
1237657775535227269,6374047242989341943,859,52317,395,119.02359,28.376409,0.0999,0.14,10.775,0.039,0.384,0.109,2.11,0.337,0.705,0.15,0.539,0.139,0,1,3,2,1,180388,119.0236204,28.37642566,0.0998577,10.0358,10.2373,12.0202,11.8896,6.347,5.7938,1.0,-1,-1,0.11344123919894121
1237652943165325646,-99,737,52518,117,336.52566,13.158409,0.1146,0.85,10.746,0.028,-1.097,0.875,2.077,0.755,0.377,0.117,0.261,0.084,0,1,0,0,1,103842,336.52565708,13.15841199,0.1145875,10.0834,10.5498,12.0875,12.2587,6.6542,7.5125,1.0,-1,-1,0.014853936087686401
1237668350286299216,6383511774656726725,2749,54241,525,221.68735,14.706484,0.1078,0.1,10.773,0.038,0.623,0.087,2.204,0.376,0.404,0.091,0.267,0.075,0,1,3,2,1,458151,221.68735335,14.70648964,0.1077858,10.1579,10.3278,12.2047,11.9813,7.2284,6.1767,1.0,-1,-1,0.02341628423785017
1237667537470750892,6377671178551559781,2364,53737,294,150.67779,20.657211,0.1095,1.34,10.611,0.02,-0.625,0.468,1.269,0.525,0.193,0.076,0.13,0.052,0,1,0,0,1,421373,150.67779104,20.6572062,0.1095287,10.0963,10.449,12.1067,12.1225,6.7443,6.8204,1.0,-1,-1,0.017631546724409492
1237671123231768810,6382667430255136570,2588,54174,232,153.5427,14.280242,0.1477,2.1,11.093,0.07,0.054,0.557,2.725,1.306,0.614,0.126,0.452,0.117,0,1,2,7,1,469813,153.54268429,14.28023755,0.1476899,10.4783,10.7872,12.7568,12.6123,10.8375,9.7193,1.0,1,1,0.05710173885333672
1237665355080925433,6371443572611220516,1421,53149,336,245.68255,30.22157,0.0959,0.53,11.078,0.047,0.371,0.18,2.284,0.377,0.949,0.173,0.773,0.173,0,1,3,2,1,378849,245.68257391,30.22158943,0.0958539,10.2953,10.6438,12.4243,12.3943,8.4639,8.2814,1.0,1,-1,0.10210123201316165
1237667542288629986,6377671213987139560,2361,53762,585,145.39355,20.009582,0.1627,0.27,10.984,0.068,1.015,0.116,2.715,0.405,1.073,0.182,0.834,0.16,0,1,3,2,1,423026,145.39350995,20.00957024,0.162658,10.3264,10.5145,12.4773,12.2086,8.798,7.2488,1.0,-1,-1,0.14193750891704776
1237670955179901013,6380521093365500295,666,52149,250,29.768779,-10.128845,0.0714,0.09,10.035,0.047,0.203,0.06,1.231,0.168,0.342,0.084,0.247,0.072,0,1,3,2,1,466760,29.76879097,-10.1288572,0.0713765,9.764,9.8108,11.7036,0.0,5.0937,0.0,0.995,1,0,0.061061090475498875
1237658298450837764,-99,1192,52649,1,136.88932,4.28327,0.0951,1.96,10.404,0.052,-0.056,0.446,4.327,1.201,0.689,0.135,0.445,0.095,0,1,0,7,1,190036,136.88932814,4.28326591,0.0950602,9.8743,10.4102,11.8151,12.0749,5.5021,6.5955,1.0,-1,-1,0.03272201759715825
1237660239778152540,6377284230989221279,713,52178,187,53.053047,-0.711993,0.1589,1.86,11.191,0.029,-1.203,0.725,0.916,0.709,0.198,0.063,0.15,0.044,0,1,0,6,0,217865,53.05307894,-0.71199551,0.1588549,10.4839,10.9663,12.7674,12.9091,10.9258,12.1887,1.0,-1,-1,0.11532964926972913
1237667254550659164,6374856455630098464,2224,53815,504,179.6303,30.203499,0.1224,0.64,10.708,0.029,0.262,0.087,0.888,0.269,0.305,0.101,0.241,0.087,0,1,3,6,1,407874,179.63029356,30.20348869,0.1223682,10.0531,10.1519,12.0445,11.8185,6.4556,5.5152,1.0,-1,-1,0.042178954839306046
1237662266997801151,-99,1829,53494,143,222.032,5.564398,0.123,2.9,11.472,0.022,-1.294,0.587,0.791,0.494,0.159,0.044,0.116,0.03,0,1,0,6,1,297341,222.03198789,5.5643871,0.1230074,10.7843,11.26,13.2993,13.3575,16.7796,17.6578,1.0,1,1,0.058502299962507116
1237666407921090767,6380908119310995176,406,51876,196,35.539902,-0.048947,0.1344,1.36,11.23,0.028,0.445,0.106,1.411,0.365,0.428,0.092,0.331,0.079,0,1,3,7,1,163004,35.53989034,-0.04897252,0.1344194,10.3504,10.595,12.5202,12.3222,9.0796,7.8626,1.0,1,-1,0.10100716644405161
1237664091827798285,6378445303459087297,1935,53387,388,135.78559,27.444182,0.1347,0.47,11.09,0.034,0.832,0.084,2.171,0.246,0.397,0.09,0.264,0.074,0,1,3,7,1,338890,135.7855834,27.44416334,0.1346588,10.5538,10.8168,12.8975,12.66,12.0774,10.0723,0.975,1,1,0.07040764726015473
1237665430242852946,-99,2122,54178,299,209.61519,28.841082,0.1134,2.45,10.82,0.021,-1.581,0.776,1.282,0.54,0.21,0.079,0.142,0.056,0,1,0,0,1,384628,209.61519726,28.84107584,0.1133826,10.2132,10.6144,12.2933,12.3512,7.7004,8.027,1.0,1,-1,0.03187343121312845
1237665126948470921,6379254522540200177,2145,54212,579,224.52352,27.139167,0.1079,2.04,10.566,0.044,-0.168,0.45,4.328,1.098,0.616,0.12,0.39,0.075,0,1,0,7,1,366766,224.52354609,27.13917479,0.1079127,10.0136,10.4407,11.9906,12.1125,6.2165,6.7721,1.0,-1,-1,0.08816233093710123
1237667783889780989,6377741531189610977,2439,53795,168,139.75346,17.139493,0.1285,0.16,11.006,0.057,0.795,0.116,2.333,0.483,0.861,0.172,0.671,0.166,0,1,2,2,1,437620,139.75343009,17.13948641,0.1284614,10.3725,10.6155,12.5611,12.3526,9.3566,8.0353,0.975,1,-1,0.10559369607297946
1237668270824095981,6378621237128596636,2619,54506,204,200.8499,18.365842,0.1543,1.08,11.357,0.037,-1.183,0.713,1.861,1.046,0.298,0.146,0.2,0.095,0,1,0,0,1,444059,200.84990574,18.36582659,0.1543046,10.6231,11.0624,13.0239,13.0648,13.3534,13.799,1.0,-1,-1,0.05884042772760604
1237652901846253684,6377143479542221615,462,51909,602,56.088685,-5.418139,0.1646,0.17,10.889,0.082,1.213,0.105,3.67,0.673,1.087,0.192,0.78,0.188,0,1,0,2,1,101331,56.08868885,-5.41814019,0.1645956,10.3882,10.6518,12.5898,12.4059,9.5573,8.3513,1.0,-1,-1,0.014447821113433243
1237652944244113687,6376123093025293261,744,52251,375,348.36199,15.210087,0.0781,3.24,11.137,0.024,0.446,0.06,0.98,0.186,0.392,0.085,0.318,0.075,0,1,3,7,1,104700,348.36199646,15.21010352,0.0780622,10.4861,10.7708,12.7714,12.5866,10.9599,9.5353,0.93,1,1,0.06356518646255585
1237662238014046424,6378691503869397993,1807,54175,432,209.82658,9.44802,0.137,0.18,10.831,0.039,0.46,0.107,1.333,0.338,0.448,0.14,0.348,0.122,0,1,3,1,1,291700,209.82660263,9.44801269,0.1369665,10.3593,10.6391,12.5365,12.3877,9.1886,8.2422,0.99,1,-1,0.08456195723610917
1237662198813950155,-99,1705,53848,180,212.76583,10.864312,0.1356,0.72,10.849,0.023,-1.281,0.875,1.357,0.731,0.224,0.104,0.153,0.071,0,1,0,0,1,282649,212.76585139,10.86431008,0.1356142,10.2251,10.6786,12.3109,12.4454,7.7989,8.5938,1.0,1,-1,0.07593902474022707
1237661972255408217,6379078624304169835,1621,53383,382,175.95316,7.936767,0.0976,0.27,10.619,0.044,0.629,0.08,1.228,0.213,0.455,0.122,0.351,0.108,0,1,3,2,1,276899,175.95324599,7.93677012,0.0976249,10.2071,10.2403,12.2845,11.8926,7.6527,5.8054,1.0,1,-1,0.3068043727549079
1237665329326325959,6379289689732419165,2126,53794,164,213.48145,28.535705,0.1406,1.18,10.745,0.064,0.753,0.113,2.922,0.611,0.678,0.169,0.468,0.14,0,1,2,2,1,375787,213.48146153,28.53569671,0.1405741,10.4729,10.7183,12.747,12.5048,10.7557,8.9759,0.635,1,1,0.04712116063618124
1237652600637030767,6379535993224039122,638,52081,380,317.01169,-5.990566,0.1211,1.0,10.689,0.047,0.502,0.086,1.393,0.332,0.488,0.117,0.378,0.103,0,1,3,2,1,96260,317.01169211,-5.99058406,0.1211461,10.3087,10.4061,12.4475,12.0702,8.6068,6.5739,0.965,1,-1,0.06545342627790708
1237660670352425267,6382667384086331680,1307,52999,397,149.59211,10.446401,0.0773,0.32,10.207,0.057,0.435,0.079,2.748,0.431,0.527,0.097,0.345,0.078,0,1,3,2,1,226263,149.59212824,10.44639879,0.07727,10.1068,10.1941,12.1229,11.8519,6.8224,5.6437,0.755,1,1,0.0650638776522489
1237664878335033348,6377706347892315756,1931,53358,622,132.69298,24.561927,0.1496,0.25,11.12,0.058,1.017,0.117,4.265,0.865,0.793,0.131,0.516,0.106,0,1,0,2,1,358671,132.69296137,24.56191305,0.1496177,10.5781,10.8527,12.9414,12.7191,12.5061,10.533,1.0,1,1,0.07901233782798293
1237651754541973662,6381963715971909848,510,52381,389,168.12162,2.830623,0.0824,0.17,9.903,0.073,0.298,0.064,1.493,0.268,0.238,0.068,0.15,0.051,0,1,3,1,1,91835,168.12160951,2.83066372,0.0824179,9.7699,9.6981,11.7081,0.0,5.11,0.0,1.0,-1,0,0.15136662834933426
1237660765912301806,6378480447028989575,1270,52991,343,131.27563,31.761689,0.1491,1.11,10.925,0.032,0.469,0.095,1.241,0.28,0.325,0.117,0.237,0.099,0,1,3,1,1,228268,131.27566664,31.76168687,0.1490507,10.2629,10.5903,12.3695,12.3149,8.1351,7.8215,1.0,1,-1,0.11241253218964477
1237658300609527908,6381893360112634605,1001,52670,402,162.45992,7.952646,0.1209,0.68,11.184,0.029,0.496,0.133,2.257,0.391,0.606,0.145,0.45,0.129,0,1,3,2,1,192306,162.45987942,7.95264799,0.1209199,10.4046,10.8038,12.6199,12.6392,9.7744,9.9159,1.0,1,1,0.1448602901691991
1237654599957413987,6381928475765245431,506,52022,409,160.6616,3.377379,0.045,0.37,10.287,0.027,-0.179,0.064,1.629,0.192,0.259,0.072,0.169,0.058,0,1,3,2,1,117621,160.66163731,3.37736372,0.0449928,9.7768,9.9661,11.7142,0.0,5.1315,0.0,1.0,1,0,0.14492775747087253
1237662341084807257,6387909854453829692,1390,53142,374,236.72104,29.993906,0.1123,0.61,11.114,0.037,0.59,0.114,2.298,0.383,0.827,0.175,0.648,0.156,0,1,3,2,1,308379,236.72104124,29.9939034,0.1123095,10.4098,10.7434,12.6288,12.5426,9.84,9.2292,1.0,1,1,0.010127038500075321
1237661070324990088,6382632234071886442,1747,53075,429,156.71725,13.86755,0.0934,0.46,10.647,0.041,-1.298,0.839,1.898,0.795,0.293,0.133,0.195,0.09,0,1,0,0,1,235150,156.71723062,13.86754162,0.0934048,10.0155,10.4336,11.9931,12.1038,6.2272,6.7305,1.0,-1,-1,0.07414891269067536
1237657629507453228,-99,861,52318,221,122.1868,31.036131,0.0834,0.28,10.662,0.031,-0.974,0.873,2.25,0.752,0.411,0.111,0.284,0.08,0,1,0,0,1,175636,122.18677602,31.03617134,0.0833893,10.0322,10.4434,12.0152,12.1157,6.325,6.7878,1.0,-1,-1,0.16297696986499252
1237657071157641389,6473399035292026103,400,51820,599,24.069138,0.242443,0.1523,2.12,11.239,0.043,0.339,0.136,1.67,0.62,0.495,0.099,0.386,0.091,0,1,2,7,1,163159,24.06913131,0.24245281,0.1523369,10.3196,10.6836,12.4655,12.4534,8.7215,8.6438,1.0,-1,-1,0.04274632762833774
1237654605318979817,6382702573827131879,570,52266,319,144.68433,3.777688,0.106,1.23,10.87,0.052,0.418,0.167,2.511,0.829,0.56,0.124,0.403,0.116,0,1,2,7,1,121072,144.6843129,3.777695,0.1060289,10.206,10.5964,12.283,12.3243,7.6445,7.8748,1.0,1,-1,0.06639445172054233
1237655123935887501,6378937823465049057,2880,54509,298,185.32599,3.850515,0.1063,1.42,11.12,0.018,0.325,0.109,1.98,0.331,0.395,0.098,0.276,0.077,0,1,3,7,1,135092,185.32599676,3.85051692,0.1063389,10.5583,10.9739,12.9054,12.9215,12.1532,12.3104,0.81,1,1,0.02524570995798856
1237667210509353195,-99,2285,53700,439,135.38398,19.724461,0.0791,1.0,10.757,0.03,-0.65,0.727,1.397,0.745,0.246,0.093,0.176,0.078,0,1,0,1,1,402294,135.3839814,19.72444713,0.0790774,10.1772,10.517,12.2358,12.2118,7.3908,7.2656,1.0,1,1,0.050156882613537325
1237661950805999877,-99,1710,53504,50,219.02864,11.114595,0.1001,0.1,10.719,0.052,-0.475,0.666,2.275,0.919,0.53,0.145,0.392,0.127,0,1,0,6,1,270969,219.02858148,11.11458366,0.1000578,9.8993,10.3614,11.8442,12.0189,5.6136,6.3413,0.995,-1,-1,0.2107130425670008
1237665442586361897,-99,2234,53823,359,186.52985,30.556334,0.1283,6.96,10.958,0.063,-0.841,1.024,3.747,1.867,0.492,0.227,0.308,0.136,0,1,0,7,1,386875,186.52982922,30.55630245,0.1282643,10.3426,10.7712,12.5058,12.5871,8.9831,9.539,0.975,1,1,0.13057670496241294
1237661817098403947,6378761958510822633,1695,53473,632,195.50433,12.43981,0.0843,1.91,11.266,0.045,-1.3,0.838,1.697,0.977,0.226,0.132,0.144,0.081,0,1,0,6,1,257732,195.50431924,12.43979591,0.0843346,10.6347,11.0284,13.0455,13.0112,13.582,13.2185,1.0,1,1,0.06327539076635158
1237661948641738828,6378902635871732952,1610,53144,19,179.75786,11.493876,0.0631,1.28,10.806,0.018,-0.146,0.11,1.414,0.474,0.255,0.054,0.18,0.044,0,1,3,7,1,266871,179.75785251,11.49386709,0.0630834,10.0708,10.4148,12.0694,12.0806,6.5702,6.6222,1.0,1,1,0.04155789560175308
1237658300602974389,6382702529803716554,994,52725,361,147.4653,6.872509,0.1287,4.31,11.024,0.035,0.618,0.097,1.382,0.295,0.639,0.153,0.527,0.133,0,1,3,2,1,192111,147.4652761,6.872524,0.1287336,10.5154,10.726,12.8251,12.5162,11.4209,9.0524,1.0,1,1,0.101058805830451
1237663542604333787,-99,986,52443,49,319.12082,-0.435656,0.0928,1.69,10.665,0.025,-1.8,0.76,1.413,0.672,0.224,0.096,0.15,0.064,0,1,0,0,1,328849,319.1208018,-0.43565843,0.092775,10.0711,10.4873,12.0698,12.1723,6.5721,7.0648,1.0,-1,-1,0.06609954403564366
1237661069777895837,-99,1760,53086,584,133.34762,9.462305,0.1157,1.76,10.802,0.073,1.004,0.154,3.263,0.719,0.812,0.226,0.567,0.181,0,1,0,7,1,234360,133.34763043,9.46230034,0.1156899,10.4411,10.7296,12.6873,12.5217,10.2821,9.0893,1.0,1,1,0.04065934730808736
1237668348669264067,-99,2742,54233,210,206.50971,15.505238,0.1209,3.22,10.766,0.077,-0.286,0.704,3.026,1.41,0.668,0.22,0.484,0.183,0,1,0,2,1,456734,206.50974006,15.50522874,0.1209154,10.0982,10.5317,12.1096,12.2327,6.7582,7.3746,1.0,-1,-1,0.10947650392653509
1237664094508679421,6408413500043957111,1586,52945,69,126.98078,25.160093,0.1111,0.24,10.501,0.045,0.6,0.074,1.098,0.168,0.365,0.108,0.276,0.094,0,1,3,2,1,340306,126.98079636,25.16007664,0.1111115,10.1299,10.1468,12.1599,11.8148,7.0027,5.501,1.0,-1,-1,0.07943864151302583
1237665549974700344,6375665725177072574,2200,53875,264,241.21963,16.617697,0.1368,0.79,10.878,0.028,-1.467,0.816,1.63,0.807,0.261,0.113,0.174,0.075,0,1,0,0,1,394234,241.21962606,16.61770626,0.1367962,10.2847,10.7171,12.406,12.5031,8.3518,8.9649,1.0,1,1,0.036000282569785644
1237665442064433256,6379254535427196386,2149,54509,224,224.56565,24.189166,0.1042,0.5,10.273,0.05,0.309,0.081,1.482,0.328,0.325,0.093,0.225,0.078,0,1,3,2,1,386559,224.56564038,24.1891567,0.1041518,9.9498,10.0283,11.9064,11.7533,5.8614,5.2712,1.0,-1,-1,0.04603168627898848
1237670963781435557,6382632205080858179,2590,54175,508,155.49817,16.314215,0.0683,14.43,10.273,0.026,-0.732,0.258,0.447,0.663,0.046,0.07,0.028,0.042,0,1,2,6,1,467650,155.4982068,16.31419979,0.0683121,9.7953,10.0294,11.7312,11.7538,5.1921,5.273,1.0,1,1,0.13843507211698092
1237662337336410584,-99,1415,52885,8,254.97252,21.270327,0.1198,1.06,10.812,0.048,-1.079,0.827,1.498,0.818,0.234,0.105,0.159,0.068,0,1,0,1,1,307270,254.97252288,21.27032829,0.1198251,10.1837,10.6245,12.2475,12.3659,7.4521,8.1138,1.0,-1,-1,0.010719871378216258
1237651505952850153,-99,296,51984,561,200.81417,1.151842,0.1114,0.16,10.81,0.04,-0.679,0.802,2.437,1.003,0.404,0.171,0.274,0.119,0,1,0,0,1,80487,200.81413165,1.15180316,0.1114477,10.0965,10.6062,12.107,12.3384,6.7456,7.9543,1.0,-1,-1,0.19647802058403055
