ID,Field,RA,DEC,X,Y,ELONGATION,ELLIPTICITY,THETA,A,B,FLUX_RADIUS_50,FLUX_RADIUS_90,u_auto,e_u_auto,SEX_FLAGS_u,J0378_auto,e_J0378_auto,SEX_FLAGS_J0378,J0395_auto,e_J0395_auto,SEX_FLAGS_J0395,J0410_auto,e_J0410_auto,SEX_FLAGS_J0410,J0430_auto,e_J0430_auto,SEX_FLAGS_J0430,g_auto,e_g_auto,SEX_FLAGS_g,J0515_auto,e_J0515_auto,SEX_FLAGS_J0515,r_auto,e_r_auto,SEX_FLAGS_r,J0660_auto,e_J0660_auto,SEX_FLAGS_J0660,i_auto,e_i_auto,SEX_FLAGS_i,J0861_auto,e_J0861_auto,SEX_FLAGS_J0861,z_auto,e_z_auto,SEX_FLAGS_z,zml,odds
iDR4_3_SPLUS-s28s38_0000609,SPLUS-s28s38,61.576070879575774,-36.877055220003626,5974.88232421875,1010.1494750976562,1.2060089111328125,0.17081868648529053,-37.28000259399414,0.00019532983424142003,0.0001619507238501683,2.0524864196777344,3.7327144145965576,23.13837432861328,1.0976784229278564,0,23.82777976989746,3.7675867080688477,0,22.472932815551758,1.835330843925476,0,22.10193634033203,1.200524926185608,0,23.795928955078125,5.408823013305664,0,23.856714248657227,1.7347309589385986,0,25.517274856567383,20.402502059936523,0,21.40666961669922,0.20184633135795593,0,21.07299041748047,0.17156566679477692,0,21.00619888305664,0.23944193124771118,0,20.27985191345215,0.3016361594200134,0,20.692068099975586,0.37090328335762024,0,0.8033333420753479,0.11860263347625732
iDR4_3_SPLUS-s28s38_0000763,SPLUS-s28s38,61.56346476342251,-36.87252554699989,6040.92236328125,1039.7354736328125,1.9663379192352295,0.49144041538238525,-37.92097091674805,0.0001398738968418911,7.111512240953743e-05,1.421213984489441,3.2169651985168457,24.694080352783203,2.081402063369751,0,99.0,99.0,0,99.0,99.0,0,22.4100284576416,0.7260913252830505,0,26.010986328125,18.828407287597656,0,23.65284538269043,0.6573518514633179,0,99.0,99.0,0,22.377452850341797,0.22692835330963135,0,22.843868255615234,0.3942786157131195,0,22.153308868408203,0.31269529461860657,0,22.17601203918457,0.7825600504875183,0,22.224767684936523,0.6865624189376831,0,0.7826666831970215,0.07608097791671753
iDR4_3_SPLUS-s28s38_0000801,SPLUS-s28s38,61.57610510501058,-36.8714802419092,5974.7373046875,1046.6456298828125,1.0852586030960083,0.07856059074401855,-6.953983306884766,0.00018087685748469085,0.00016665217117406428,2.9016871452331543,1.5956058502197266,22.752220153808594,1.3221081495285034,0,23.039691925048828,3.118896007537842,0,99.0,99.0,0,21.87592887878418,1.6537766456604004,0,99.0,99.0,0,21.552154541015625,0.35789570212364197,0,22.239797592163086,1.7075539827346802,0,21.15161895751953,0.27097147703170776,0,21.539470672607422,0.44274333119392395,0,20.56114959716797,0.27008920907974243,0,99.0,99.0,0,26.56218719482422,140.56622314453125,0,0.3883333206176758,0.06773923337459564
iDR4_3_SPLUS-s28s38_0000822,SPLUS-s28s38,61.57695936690358,-36.87053114766614,5970.26953125,1052.863037109375,1.886445164680481,0.4699024558067322,-51.6678352355957,0.00030184455681592226,0.00016003407654352486,4.7694854736328125,10.229050636291504,21.716938018798828,0.7238404154777527,0,99.0,99.0,0,20.879806518554688,1.0304006338119507,0,99.0,99.0,0,99.0,99.0,0,21.65541648864746,0.557374894618988,0,20.342443466186523,0.42523160576820374,0,20.536922454833984,0.218457892537117,0,20.80380630493164,0.3201024532318115,0,20.170080184936523,0.26757174730300903,0,20.103370666503906,0.6191478371620178,0,19.858558654785156,0.4170210063457489,0,0.37700000405311584,0.12892316281795502
iDR4_3_SPLUS-s28s38_0000829,SPLUS-s28s38,61.56149648399497,-36.8701266873496,6051.24658203125,1055.4281005859375,1.9190523624420166,0.4789094924926758,7.1992950439453125,0.0001420405606040731,7.40282193874009e-05,0.7943214178085327,1.2375142574310303,24.29439353942871,0.8408567309379578,0,24.127885818481445,1.3321977853775024,0,99.0,99.0,0,24.053586959838867,1.8957529067993164,0,24.108991622924805,1.886864185333252,0,99.0,99.0,0,24.06003761291504,1.4112682342529297,0,23.257274627685547,0.29839909076690674,0,22.8533935546875,0.23964306712150574,0,21.9805908203125,0.15974761545658112,0,21.77911949157715,0.31795868277549744,0,21.590675354003906,0.2254202961921692,0,0.7578333616256714,0.12264449149370193
iDR4_3_SPLUS-s28s38_0000863,SPLUS-s28s38,61.587104131672454,-36.868926088890284,5917.15283203125,1063.4173583984375,1.2330485582351685,0.1890019178390503,16.252389907836914,0.00017998885596171021,0.00014597506378777325,2.0626113414764404,5.1793532371521,99.0,99.0,0,22.41880989074707,1.4897713661193848,0,20.98211669921875,0.6721593737602234,0,99.0,99.0,0,23.23354721069336,4.665958404541016,0,22.653106689453125,0.8341599702835083,0,23.43760108947754,4.374200344085693,0,21.449649810791016,0.3026890158653259,0,20.88200569152832,0.20668263733386993,0,20.785825729370117,0.2824391722679138,0,21.873573303222656,1.8880975246429443,0,21.57646369934082,1.2113629579544067,0,0.7168333530426025,0.15588690340518951
iDR4_3_SPLUS-s28s38_0001054,SPLUS-s28s38,61.58460745306485,-36.86593913240299,5930.244140625,1082.9600830078125,1.2332708835601807,0.18914812803268433,-39.703548431396484,0.000546939845662564,0.000443460390670225,4.823952674865723,10.37286376953125,20.862661361694336,0.4175289273262024,0,19.871641159057617,0.3042088747024536,0,19.878211975097656,0.5179176330566406,0,20.133371353149414,0.6009386777877808,0,18.92786407470703,0.19016478955745697,0,19.381784439086914,0.08834528923034668,0,19.25023651123047,0.19890369474887848,0,18.763320922851562,0.05482573062181473,0,18.840879440307617,0.06761441379785538,0,18.616294860839844,0.08176837861537933,0,18.699905395507812,0.2163805067539215,0,18.447078704833984,0.14468051493167877,0,0.15658333897590637,0.4719882607460022
iDR4_3_SPLUS-s28s38_0001088,SPLUS-s28s38,61.57534172070448,-36.86057482049155,5978.8017578125,1118.03271484375,1.5874391794204712,0.37005460262298584,-34.94518280029297,0.0001241684367414564,7.820351311238483e-05,2.4373505115509033,4.569096565246582,24.44457244873047,3.466359853744507,0,23.272375106811523,2.1389706134796143,0,99.0,99.0,0,99.0,99.0,0,26.75873565673828,78.18579864501953,0,22.11771011352539,0.33301812410354614,0,99.0,99.0,0,22.58953857421875,0.5591597557067871,0,22.632152557373047,0.6684659719467163,0,23.11791229248047,1.5594197511672974,0,99.0,99.0,0,20.887758255004883,0.4160052239894867,0,0.7954999804496765,0.17218448221683502
iDR4_3_SPLUS-s28s38_0001189,SPLUS-s28s38,61.567765692421666,-36.85729266667161,6018.501953125,1139.479248046875,1.0385119915008545,0.03708380460739136,44.27604293823242,7.777581049595028e-05,7.489282143069431e-05,0.8599532246589661,1.2915164232254028,23.967697143554688,1.002413272857666,0,22.68143653869629,0.565538763999939,0,99.0,99.0,0,99.0,99.0,0,26.339982986450195,24.02849578857422,0,23.421876907348633,0.5061832666397095,0,99.0,99.0,0,23.993377685546875,0.9212403297424316,0,99.0,99.0,0,24.293807983398438,2.087068557739258,0,99.0,99.0,0,22.546302795410156,0.8677826523780823,0,0.8191666603088379,0.18780143558979034
iDR4_3_SPLUS-s28s38_0001241,SPLUS-s28s38,61.56853249116859,-36.85530655243861,6014.4990234375,1152.4852294921875,1.0166887044906616,0.016414761543273926,-44.16132354736328,7.699437264818698e-05,7.572906906716526e-05,0.7746055722236633,1.0912001132965088,31.791582107543945,686.3416748046875,0,25.941200256347656,5.573882102966309,0,24.35074806213379,2.2269465923309326,0,99.0,99.0,0,26.376876831054688,12.516767501831055,0,24.36629295349121,0.6011425852775574,0,28.26432228088379,54.09822082519531,0,23.972339630126953,0.46133244037628174,0,24.53875732421875,0.8842475414276123,0,23.66558837890625,0.5902989506721497,0,22.48870849609375,0.4946042597293854,0,23.848663330078125,1.4376879930496216,0,0.7919999957084656,0.16213630139827728
