group_id,ra,dec,z,group_L,stellar_mass,halo_mass1,halo_mass2,mean_separation_L,mean_separation_M,f_edge,ID1,ID2
397821,335.86113811,13.91787852,0.1008684,10.1904,10.3658,12.2585,12.0235,7.5114,6.3617,1.0,-1,-1
391198,230.8593662,22.87279726,0.1592242,10.694,11.109,13.1497,13.138,14.786,14.6486,1.0,-1,-1
324470,229.76172941,29.01666659,0.1142984,10.2594,10.5558,12.3637,12.2672,8.1008,7.5586,1.0,1,-1
326352,319.56564142,0.98952455,0.0894578,10.0457,10.492,12.0335,12.1784,6.4062,7.0956,1.0,-1,-1
382521,216.73694682,25.54848767,0.1057669,9.9921,10.0868,11.9616,11.7801,6.0918,5.3703,1.0,-1,-1
251960,218.5667046,42.21362015,0.0990537,9.997,10.4607,11.9684,12.1376,6.121,6.8932,1.0,-1,-1
321093,249.23709987,23.64280544,0.1000111,10.4349,10.8613,12.6753,12.7338,10.1901,10.6508,1.0,1,1
124952,129.14964302,44.62221924,0.1270952,10.1489,10.3912,12.1906,12.053,7.1567,6.4938,1.0,-1,-1
402307,137.24592156,20.41957939,0.1323933,10.3168,10.6468,12.4608,12.3987,8.6917,8.3076,1.0,1,-1
235845,123.35212176,22.1209954,0.0933657,9.9355,10.2947,11.8893,11.9456,5.7923,6.0239,1.0,-1,-1
165669,163.51195183,55.74933245,0.1188816,10.6038,10.8783,12.9887,12.7622,12.985,10.8829,1.0,1,1
274666,195.78953671,42.97785142,0.1058292,10.041,10.4514,12.0272,12.1254,6.3781,6.8346,1.0,-1,-1
354256,124.58400581,19.29636439,0.1108691,10.3031,10.5292,12.4377,12.2291,8.5462,7.3557,1.0,1,-1
184323,118.17989268,24.68216719,0.0765811,10.146,10.3502,12.1858,12.0064,7.1328,6.2857,1.0,1,1
259591,233.68327121,32.92833555,0.1223102,10.115,10.4424,12.1359,12.1145,6.885,6.7817,1.0,-1,-1
452621,179.23773367,20.90693994,0.1434661,10.4196,10.8674,12.6467,12.7442,9.9705,10.7335,1.0,1,1
229292,130.73910764,29.66131694,0.0987032,10.3974,10.8896,12.6065,12.7816,9.6763,11.0454,1.0,1,1
111370,14.6544747,15.52607134,0.076184,9.8157,9.6725,11.752,0.0,5.2663,0.0,1.0,1,0
374785,242.18792477,20.91706806,0.1387589,10.6358,11.0802,13.0473,13.0933,13.6017,14.1231,1.0,1,1
241174,166.10798291,56.56354998,0.1394946,10.2958,10.7199,12.4251,12.5072,8.4694,8.9923,1.0,1,1
415017,157.54139363,24.21301002,0.1061679,10.3913,10.6959,12.5954,12.4728,9.5971,8.7691,1.0,1,-1
139143,226.62354833,53.8770987,0.114272,10.5021,10.9473,12.8012,12.879,11.2102,11.9068,1.0,1,1
459946,161.43929715,15.8835156,0.1468876,10.425,10.8689,12.6569,12.7467,10.0481,10.7539,1.0,1,1
164625,2.23376088,-0.19392128,0.138017,10.7731,11.2032,13.2813,13.2773,16.5289,16.4727,1.0,1,1
465121,197.68527877,17.31686239,0.1309374,10.1672,10.4379,12.219,12.1089,7.3031,6.7548,1.0,-1,-1
437208,217.53124876,19.74409177,0.1060411,10.0277,10.1578,12.0091,11.8229,6.2977,5.5319,1.0,-1,-1
230785,156.08735032,10.5286468,0.1239876,10.5808,10.5641,12.9465,12.2789,12.5558,7.6221,0.755,1,-1
178282,133.19838511,43.40198044,0.1150147,10.0213,10.1935,12.0012,11.8515,6.2623,5.6418,1.0,-1,-1
276493,185.36821382,7.6948019,0.0720009,9.9449,10.3677,11.9007,12.0258,5.8381,6.372,1.0,1,1
62366,32.71544666,13.09560648,0.1261482,10.1834,10.1991,12.247,11.8559,7.4491,5.6593,1.0,-1,-1
182368,173.70390866,52.27066249,0.1380461,10.435,10.8309,12.6756,12.683,10.1924,10.2488,1.0,1,1
233957,167.94989725,13.9710058,0.0686804,10.1569,10.2827,12.2031,11.9337,7.22,5.9747,1.0,1,1
214185,228.34394861,50.90622656,0.0739238,10.3192,10.6377,12.4649,12.3859,8.7181,8.2316,1.0,1,1
401161,128.22262464,19.69329287,0.1218992,10.1387,10.6405,12.174,12.3897,7.0733,8.254,1.0,-1,-1
448617,162.88225485,19.41672801,0.1658145,10.3978,10.7601,12.6071,12.5688,9.6809,9.4103,1.0,-1,-1
412059,171.1512896,26.53976048,0.1014443,9.907,10.3793,11.8536,12.0392,5.6505,6.4317,1.0,-1,-1
461362,164.1771905,15.4420653,0.0893366,10.3868,10.6599,12.5873,12.4178,9.5404,8.4241,1.0,1,-1
86800,214.61282931,2.47602673,0.090259,9.7886,9.8699,11.7249,0.0,5.1695,0.0,1.0,-1,0
154953,223.89004706,6.00264339,0.0993232,10.4022,10.804,12.6153,12.6396,9.7411,9.9186,1.0,1,1
256452,181.38156144,12.58388027,0.1553044,10.2914,10.5156,12.4175,12.2102,8.4224,7.257,1.0,-1,-1
194020,201.66983511,59.16474139,0.0539397,9.8732,9.8591,11.8137,0.0,5.4967,0.0,1.0,1,0
420961,155.99837265,21.48222022,0.1106084,10.269,10.7342,12.3793,12.5285,8.1927,9.1348,1.0,1,1
431606,169.57038441,20.63596568,0.1534242,10.5685,10.7006,12.9237,12.4798,12.3323,8.8141,1.0,-1,-1
120786,180.47397007,4.48299129,0.1322122,10.3083,10.7203,12.4468,12.5078,8.6025,8.9963,1.0,1,1
305764,233.10986483,34.66108329,0.1333204,10.3222,10.3224,12.4701,11.9755,8.7517,6.1518,1.0,1,-1
65026,184.14145228,-2.16380278,0.0885641,9.907,10.3632,11.8536,12.0209,5.6505,6.3502,1.0,-1,-1
395355,236.8857378,15.46725141,0.0809157,10.0417,10.0681,12.0278,11.7711,6.381,5.3371,1.0,-1,-1
259196,185.14005377,44.41192745,0.1474652,10.2665,10.4404,12.3753,12.112,8.169,6.7698,1.0,1,-1
142966,177.47237355,61.14042917,0.1312769,10.453,11.0464,12.7101,13.0397,10.4607,13.5206,1.0,1,1
363908,216.61363888,29.92289466,0.0862148,9.989,10.1091,11.957,11.7923,6.0722,5.4155,1.0,-1,-1
196866,147.2853198,6.68257773,0.0770465,10.1107,10.383,12.1292,12.0439,6.8527,6.4528,1.0,1,1
106857,316.27897685,9.68851925,0.096315,10.2634,10.6055,12.3704,12.3375,8.1402,7.9494,1.0,1,-1
168979,166.61739098,54.27187087,0.0762616,10.4794,10.8249,12.7589,12.6732,10.8548,10.1737,1.0,1,1
374439,188.7654357,33.62537711,0.0754778,9.7721,9.8085,11.71,0.0,5.1165,0.0,1.0,1,0
296030,232.38042141,7.38310086,0.0742592,10.2652,10.6591,12.3732,12.4166,8.157,8.4171,1.0,1,1
451799,205.09134293,19.03058847,0.1197646,10.0308,10.2646,12.0133,11.916,6.3164,5.9011,1.0,-1,-1
383321,229.89605709,22.05795706,0.1287304,10.3411,10.7809,12.5032,12.6026,8.9657,9.648,1.0,1,1
209241,219.75046195,48.93009478,0.1074767,10.1631,10.6424,12.2132,12.3925,7.2727,8.2709,1.0,-1,-1
83430,232.86377033,59.78885992,0.0654451,9.8971,10.0496,11.8415,11.7627,5.6034,5.3059,1.0,1,1
268918,218.42981461,10.29017559,0.1306091,10.3776,10.7347,12.5703,12.5294,9.4214,9.1407,1.0,1,1
137064,187.32916539,5.61849269,0.0993228,10.6608,10.8938,13.0909,12.7889,14.096,11.1069,0.88,1,1
144324,195.74537123,62.24817362,0.1073361,10.1037,10.194,12.1187,11.8518,6.802,5.6433,1.0,-1,-1
410182,128.19146955,15.56695096,0.0923009,10.0032,10.3394,11.9764,11.9942,6.1554,6.232,1.0,-1,-1
270630,190.07242547,13.12452753,0.0905216,10.3768,10.8513,12.5688,12.7168,9.4106,10.5141,1.0,1,1
382427,210.19223699,27.08662462,0.1125674,10.1419,10.5719,12.179,12.2904,7.0986,7.6846,1.0,-1,-1
97183,25.43732954,-9.71408578,0.1069651,9.8771,10.3257,11.8182,11.979,5.5139,6.1665,1.0,-1,-1
201646,159.5920904,9.99031896,0.1185267,10.0233,10.3022,12.0039,11.953,6.2743,6.055,1.0,-1,-1
319077,242.59561974,23.65277383,0.0865782,9.7662,9.8164,11.7051,0.0,5.0993,0.0,1.0,-1,0
52823,232.58938017,-0.74357145,0.0746749,10.2041,10.5645,12.2805,12.2797,7.6308,7.6266,1.0,1,1
328813,315.04491479,-0.49966055,0.1538554,10.6622,10.9186,13.0938,12.8303,14.1289,11.4663,1.0,-1,-1
315994,227.19973542,11.02901019,0.090524,9.8354,9.8648,11.7719,0.0,5.3401,0.0,1.0,-1,0
370462,204.25971588,33.9431939,0.1409479,10.2042,10.6506,12.2805,12.4042,7.6311,8.3407,1.0,1,-1
444805,210.48140834,17.7169362,0.0608325,9.8733,10.069,11.8138,11.7715,5.497,5.3384,1.0,1,1
257495,207.3414244,10.87697504,0.140957,10.4424,10.7028,12.6897,12.4829,10.3009,8.8341,1.0,1,1
63589,59.63109873,-5.88749283,0.092091,10.045,10.0717,12.0323,11.7727,6.4012,5.3429,1.0,-1,-1
451413,217.45504307,16.85727514,0.0798387,9.7695,9.6316,11.7078,0.0,5.1088,0.0,1.0,1,0
256062,173.40453394,11.83220116,0.0837754,10.3157,10.73,12.4591,12.5222,8.6808,9.0928,1.0,1,1
106893,317.36512997,10.22293938,0.1104697,10.3407,10.7721,12.5027,12.5885,8.9619,9.5484,1.0,1,1
351462,194.84937969,36.69630817,0.1397116,10.2766,10.5461,12.3923,12.2534,8.2697,7.4834,1.0,1,-1
293230,208.79894575,6.25952825,0.143095,10.6134,10.7816,13.0071,12.6038,13.175,9.6568,0.945,1,1
171960,120.15784503,35.02293128,0.1107742,10.3702,10.7264,12.557,12.5167,9.328,9.0559,1.0,1,1
110472,14.66696515,14.35677526,0.1040098,10.0238,10.4621,12.0045,12.1397,6.2769,6.9033,1.0,-1,-1
77595,113.90014771,39.3059663,0.0954068,10.2236,10.681,12.3088,12.4492,7.7867,8.6171,0.845,1,-1
260358,231.15937328,34.61045187,0.1397252,10.2833,10.7043,12.4038,12.485,8.3381,8.8476,1.0,1,1
72523,208.9956324,62.31794448,0.1553963,10.3858,10.7603,12.5853,12.569,9.5261,9.4118,1.0,-1,-1
348817,176.90996403,39.27026968,0.1440121,10.4052,10.7207,12.6209,12.5084,9.7819,9.0004,1.0,1,1
175323,162.49569743,49.91211144,0.1309761,10.2577,10.6436,12.3612,12.3939,8.0863,8.2792,1.0,1,-1
176974,125.94323209,35.23796773,0.1551634,10.6327,11.0879,13.0416,13.1058,13.5414,14.2686,1.0,-1,-1
138761,244.33190877,48.48532213,0.1019037,9.931,10.1858,11.8832,11.8451,5.768,5.617,1.0,-1,-1
166233,145.06651013,47.75415506,0.1023741,10.7227,11.0267,13.1986,13.0083,15.4029,13.1883,0.91,1,1
65193,173.27753171,-1.69880051,0.1136436,10.0885,10.5141,12.0952,12.208,6.6897,7.246,1.0,-1,-1
66962,171.46302196,-1.86223412,0.1200517,10.2145,10.6039,12.2953,12.3348,7.7116,7.9338,1.0,1,-1
473542,138.38733682,13.4107724,0.1001578,10.0154,10.253,11.9929,11.9047,6.2265,5.8544,1.0,-1,-1
113980,135.42968699,49.63760448,0.1384498,10.2264,10.7137,12.313,12.4984,7.8107,8.9338,1.0,1,1
457868,236.76315257,11.15331951,0.0752112,9.8541,9.8629,11.7924,0.0,5.4159,0.0,1.0,1,0
103481,344.5801504,13.49797043,0.1256676,10.6776,11.1912,13.121,13.2592,14.4475,16.2191,0.835,1,1
255985,167.55153988,11.53880756,0.1411852,10.4827,10.9387,12.7651,12.8648,10.9067,11.7765,0.745,1,1
146173,230.95221246,1.86398397,0.0881057,9.9609,9.9927,11.9209,0.0,5.9215,0.0,1.0,-1,0
88709,157.3258307,1.55704423,0.0961856,10.2474,10.8349,12.345,12.6895,7.9918,10.2995,1.0,1,1
134387,144.05596824,53.78686749,0.1053344,10.0489,10.2444,12.0383,11.8966,6.4279,5.8216,1.0,-1,-1
68796,165.55418914,64.99032578,0.0775703,10.2389,10.7443,12.3318,12.544,7.9168,9.239,1.0,1,1
323604,212.32093531,33.40697209,0.1115462,10.1101,10.4708,12.128,12.1517,6.8472,6.9615,1.0,-1,-1
109885,179.92748245,61.76401829,0.1436395,10.2596,10.6324,12.3641,12.3773,8.1031,8.181,1.0,1,-1
88653,153.93793189,1.3871202,0.1446431,10.5725,10.931,12.9309,12.8521,12.4029,11.6597,1.0,1,1
308403,238.77562466,28.90842723,0.0898239,10.0243,10.4333,12.005,12.1036,6.2793,6.7292,1.0,-1,-1
93838,212.29940882,4.50435194,0.0848549,10.101,10.5056,12.1141,12.1968,6.7801,7.1881,1.0,-1,-1
76031,141.12686063,59.17706316,0.1552579,10.4871,10.8313,12.7731,12.6834,10.9743,10.252,1.0,-1,-1
208437,250.50197361,30.65209057,0.1443991,10.6261,11.0,13.0293,12.965,13.4107,12.7428,1.0,1,1
80747,148.35505149,61.4402035,0.1117371,10.2858,10.5944,12.408,12.3215,8.3641,7.8588,1.0,1,-1
55483,185.06889476,0.99472696,0.0789191,9.9197,10.3185,11.8694,11.9712,5.7133,6.1332,1.0,1,1
294765,228.77770329,6.83660272,0.1251339,10.4612,10.8607,12.7253,12.7329,10.5828,10.6435,1.0,1,1
278459,191.90079923,7.84817507,0.1110752,10.1379,10.5563,12.1726,12.268,7.0666,7.5627,1.0,-1,-1
354924,123.83613274,19.84980232,0.126378,10.4061,10.5703,12.6226,12.2885,9.7941,7.6743,1.0,1,-1
247546,252.3843852,30.2197163,0.0985365,10.0846,10.2991,12.0896,11.9499,6.6636,6.0415,1.0,-1,-1
129131,193.00287099,5.62995355,0.1002699,10.0739,10.2282,12.0738,11.8811,6.5906,5.7597,0.95,-1,-1
284811,160.71665441,36.7347665,0.1440919,10.3975,10.8227,12.6066,12.6696,9.6775,10.1456,1.0,1,1
159585,7.79386369,15.88674715,0.0617872,10.6493,11.1529,13.0708,13.2047,13.8676,15.483,1.0,1,1
258139,198.99334747,13.16581817,0.0881666,9.8766,10.0826,11.8177,11.7777,5.5119,5.3616,1.0,-1,-1
388978,222.87215322,22.1661069,0.1132189,10.3921,10.6403,12.5969,12.3894,9.6071,8.2524,1.0,1,-1
397450,241.3760117,15.73454071,0.1087434,10.4318,10.8815,12.6695,12.7674,10.1453,10.9261,1.0,1,1
136056,185.77305092,4.58866322,0.1003117,9.9737,10.4402,11.9373,12.1117,5.9893,6.7684,1.0,-1,-1
364646,214.12884857,31.31970146,0.1125616,10.0159,10.4341,11.9935,12.1044,6.2291,6.7333,1.0,-1,-1
277585,187.61627856,8.437511,0.0888272,10.028,10.4155,12.0096,12.0815,6.2999,6.6263,0.88,-1,-1
178437,160.85207038,54.45250836,0.164199,10.4361,10.7606,12.6775,12.5695,10.2068,9.4152,1.0,-1,-1
315832,216.45288974,12.69864877,0.1602144,10.4376,10.859,12.6805,12.7299,10.2296,10.619,1.0,-1,-1
153367,237.7873335,-1.05755265,0.1549456,10.682,11.099,13.1285,13.1229,14.5361,14.4701,0.935,-1,-1
307871,235.93004958,29.28866405,0.0725344,10.0157,10.4487,11.9934,12.1221,6.2285,6.8185,1.0,1,1
84498,201.00609373,1.517121,0.1084947,10.3464,10.8254,12.5131,12.6741,9.032,10.1809,1.0,1,1
159710,263.07795192,54.47094965,0.0797653,9.9041,9.8493,11.8504,0.0,5.6374,0.0,1.0,1,0
181080,130.61697264,38.71773881,0.1212695,10.3023,10.4788,12.4363,12.1616,8.5381,7.0111,1.0,1,-1
148875,212.37088362,-3.25994782,0.1203816,10.272,10.6537,12.3845,12.4087,8.2237,8.3687,1.0,1,-1
308272,248.47912108,22.08974866,0.095075,10.0737,10.236,12.0735,11.8885,6.589,5.7892,1.0,-1,-1
382206,232.37755575,20.36700932,0.1332625,10.3012,10.697,12.4343,12.4748,8.5256,8.7814,1.0,1,-1
406275,161.29431783,27.37045659,0.0825292,9.7682,9.7453,11.7068,0.0,5.1053,0.0,1.0,-1,0
234962,140.72379145,11.47082993,0.1288886,10.3561,10.7005,12.5306,12.4798,9.1487,8.8136,1.0,1,1
358388,120.59728175,19.27286598,0.1238341,10.443,10.8209,12.691,12.6666,10.3104,10.1227,0.89,1,1
116960,158.00076744,62.42310399,0.0790375,9.9816,10.3267,11.9475,11.9802,6.0317,6.1718,1.0,1,1
72997,132.96499465,52.55560632,0.1518106,10.3766,11.05,12.5683,13.0454,9.4073,13.5811,1.0,-1,-1
214194,230.11970048,50.00871918,0.0700272,9.9577,10.4006,11.9172,12.0643,5.906,6.5462,1.0,1,1
446968,238.99825991,12.8997348,0.1521049,10.4055,10.8139,12.6214,12.6552,9.7857,10.0352,1.0,-1,-1
221762,172.22544371,9.26699905,0.1093832,10.2496,10.626,12.3485,12.368,8.0117,8.1264,1.0,1,-1
104221,334.26330034,13.26872137,0.125004,10.7287,10.9148,13.2083,12.8241,15.5318,11.4124,0.995,1,1
207196,195.66028579,54.37262107,0.1268113,10.4481,10.9172,12.701,12.828,10.3877,11.4466,1.0,1,1
324393,222.95584537,31.55739542,0.0595355,10.019,10.3803,11.9979,12.0403,6.248,6.4367,1.0,1,1
71030,255.73205645,63.80716847,0.0801391,9.8349,9.9997,11.7714,0.0,5.3382,0.0,0.935,-1,0
443179,186.19499695,20.73977702,0.0642429,10.1472,10.6186,12.188,12.357,7.1437,8.0612,1.0,1,1
187013,161.24437333,47.30217173,0.140054,10.3634,10.7503,12.544,12.5534,9.2391,9.303,0.915,1,1
363237,141.46983554,26.7894139,0.0876189,10.1813,10.749,12.243,12.5513,7.4285,9.288,1.0,-1,1
313153,215.2651192,12.68855829,0.160205,10.4857,10.921,12.7706,12.8344,10.9528,11.5026,1.0,-1,-1
405706,180.99508975,28.91929473,0.080711,10.0076,10.4098,11.9826,12.0745,6.1821,6.5937,1.0,-1,-1
213604,205.55334946,57.44970814,0.1646169,10.648,10.628,13.0688,12.3709,13.8439,8.1436,1.0,-1,-1
57332,188.03687676,-0.58982021,0.0919952,9.9922,10.2649,11.9617,11.9163,6.0922,5.9024,1.0,-1,-1
227414,115.86228286,19.7486531,0.1204557,10.2606,10.6703,12.3658,12.4327,8.113,8.5155,1.0,1,-1
467136,34.5020369,-8.76582205,0.1100957,10.358,10.7725,12.5341,12.5891,9.1728,9.5526,1.0,1,1
214323,242.34297046,42.22329957,0.1673721,10.7156,11.1849,13.1857,13.2502,15.2392,16.0925,1.0,-1,-1
335081,134.74175566,62.31787279,0.091482,9.9703,10.3549,11.9324,12.0115,5.9693,6.3085,1.0,-1,-1
258592,184.67366971,44.04649675,0.113145,9.9338,10.0377,11.887,11.7573,5.7834,5.286,1.0,-1,-1
250341,224.45736435,50.67096331,0.1319724,10.1167,10.5839,12.1382,12.3058,6.8959,7.7698,1.0,-1,-1
163805,125.61685032,36.26817638,0.0739291,10.3276,10.7327,12.4795,12.5262,8.812,9.1195,1.0,1,1
57284,183.83476129,-0.58635579,0.142846,10.1821,10.2713,12.2445,11.9222,7.4364,5.927,1.0,-1,-1
399593,119.20138364,15.60359526,0.1271561,10.224,10.4042,12.3093,12.0682,7.7899,6.5646,1.0,1,-1
221220,161.21533892,9.80792504,0.065437,9.7854,9.9983,11.7218,0.0,5.1586,0.0,1.0,1,0
98385,20.22933384,-10.72737346,0.1533149,10.825,11.2396,13.3623,13.3289,17.7351,17.2239,1.0,-1,-1
229980,136.17945826,34.65709545,0.0609933,9.792,9.9512,11.7282,0.0,5.1815,0.0,1.0,1,0
205098,181.40434474,54.18838071,0.1188075,10.0251,10.3408,12.0058,11.9955,6.2827,6.2377,1.0,-1,-1
179503,124.84606153,31.79963132,0.0878277,9.8686,9.8315,11.8085,0.0,5.4767,0.0,1.0,-1,0
470506,143.42238339,13.40436151,0.0887507,10.0837,10.0778,12.088,11.7755,6.6561,5.3535,1.0,-1,-1
442711,171.55648946,19.84084641,0.0748996,10.3387,10.6862,12.4989,12.4577,8.9369,8.6715,1.0,1,1
184177,132.39039229,34.55972219,0.1646081,10.5955,11.0883,12.9733,13.1065,12.8281,14.2762,1.0,-1,-1
54428,243.2717257,0.20367703,0.1535547,10.5368,11.1645,12.8654,13.2207,11.7819,15.6973,1.0,-1,-1
210791,217.9328342,54.71553541,0.1294465,10.1234,10.573,12.1492,12.2917,6.9493,7.6919,1.0,-1,-1
309152,251.8244658,25.15457564,0.1153398,10.2769,10.4955,12.3928,12.1825,8.2727,7.1162,1.0,1,-1
442524,182.44907487,19.81757644,0.1238522,10.3714,10.7314,12.5591,12.5242,9.3427,9.1063,1.0,1,1
159053,322.35428632,11.76177585,0.1026388,10.3386,10.7473,12.4988,12.5487,8.9365,9.2706,1.0,1,1
298749,235.42869612,5.51935664,0.1093634,10.4131,10.7957,12.6346,12.626,9.8822,9.8195,1.0,1,1
83092,241.1986899,54.57964238,0.1076167,10.324,10.6913,12.4733,12.4656,8.7723,8.7223,1.0,1,-1
314007,203.84644375,15.13597381,0.1131611,10.0442,10.4851,12.0311,12.1698,6.3959,7.0522,1.0,-1,-1
435625,196.04508825,22.28965853,0.0238217,9.8822,9.9777,11.8243,0.0,5.5372,0.0,0.98,1,0
359756,239.59429782,23.80965517,0.056955,10.2691,10.9156,12.3794,12.8253,8.1937,11.4228,0.945,1,1
127720,233.43786813,2.71444724,0.1157828,10.3815,10.7486,12.5773,12.5507,9.4704,9.2842,0.8,1,1
447643,161.98317434,18.03634808,0.1310334,10.5129,10.6126,12.8202,12.3479,11.3781,8.0082,1.0,1,-1
91342,207.80819873,2.44682621,0.0778773,10.2321,10.4657,12.3215,12.1446,7.8587,6.9271,1.0,1,1
124425,119.41840788,35.40655169,0.1473062,10.2994,10.6247,12.4313,12.3661,8.5071,8.1152,0.955,1,-1
423330,165.19637733,22.70094885,0.1479693,10.3984,10.8599,12.6083,12.7317,9.6895,10.6334,1.0,1,1
75703,169.26042784,65.56717385,0.0961797,9.9939,10.2663,11.9642,11.9176,6.1031,5.9077,1.0,-1,-1
468385,125.22071386,10.46204727,0.1005663,9.9769,10.2649,11.9414,11.9163,6.0065,5.9024,1.0,-1,-1
432080,218.84932926,17.8602278,0.0929558,9.7582,9.8817,11.6996,0.0,5.0796,0.0,1.0,-1,0
263870,174.21219694,44.20765227,0.0340668,9.8748,10.0348,11.8157,11.7561,5.5043,5.2817,1.0,1,1
181340,161.51650372,49.08941437,0.1129065,10.3652,10.652,12.5476,12.4062,9.2626,8.3528,1.0,1,-1
299471,222.49903197,44.9171917,0.0799677,10.4428,10.7039,12.6905,12.4844,10.3072,8.8437,1.0,1,1
395709,223.95421723,19.90717459,0.1173229,10.392,10.7303,12.5967,12.5226,9.6058,9.0952,1.0,1,1
227291,135.09895395,32.46569787,0.0599339,9.7947,10.1664,11.7307,11.8297,5.1904,5.5579,0.94,1,1
137879,241.05895943,48.9619233,0.151063,10.4904,10.9338,12.7795,12.8568,11.028,11.7022,1.0,-1,-1
284572,230.52628197,29.06637063,0.1163593,10.078,10.1751,12.0792,11.8361,6.6154,5.5826,1.0,-1,-1
233360,178.89108156,14.20053811,0.1345621,10.3747,10.7792,12.5648,12.6,9.3829,9.6287,1.0,1,1
433734,150.22294641,18.5106525,0.1066464,9.9048,9.8502,11.8511,0.0,5.6403,0.0,1.0,-1,0
322041,235.41946913,25.28579297,0.0695536,9.7828,10.1895,11.7196,11.8482,5.1508,5.6292,1.0,1,1
387401,231.21538337,22.41999541,0.0943669,10.041,10.4862,12.0272,12.171,6.3781,7.0584,1.0,-1,-1
408854,150.3904918,26.70137036,0.115028,9.997,10.0519,11.9684,11.7637,6.121,5.3097,1.0,-1,-1
397256,226.10323279,20.60254856,0.1587518,10.4397,10.8028,12.6845,12.6375,10.2609,9.9038,1.0,-1,-1
468001,135.44798773,12.90095521,0.1304876,10.6599,10.9981,13.0891,12.9617,14.0755,12.7092,1.0,1,1
266294,209.25195469,43.3620081,0.0329332,10.3989,10.7346,12.6092,12.5292,9.6965,9.1398,0.995,1,1
255188,244.57728624,30.51557615,0.0499076,9.7827,9.9529,11.7195,0.0,5.1505,0.0,1.0,1,0
94555,311.70975258,-6.89541283,0.0606604,10.0736,10.4579,12.0734,12.1344,6.5888,6.8778,1.0,1,1
248870,229.28695248,49.27657727,0.0381955,9.7558,9.7605,11.6981,0.0,5.0744,0.0,1.0,1,0
456854,217.27600662,14.22815607,0.0859055,9.9326,10.3416,11.8852,11.9966,5.7761,6.2425,1.0,-1,-1
87271,195.65620035,3.10377346,0.0707836,9.848,10.2548,11.7856,11.9065,5.3906,5.8619,1.0,1,1
270307,165.76631238,12.49779674,0.1258236,10.3222,10.7452,12.4702,12.5454,8.7518,9.2482,1.0,1,1
225675,136.26155146,8.07577131,0.1282199,10.2236,10.6367,12.3087,12.3842,7.7864,8.2216,1.0,1,-1
180238,138.43359036,41.78882866,0.072573,10.0264,10.4932,12.0077,12.1801,6.2912,7.1041,1.0,1,1
369720,224.54493967,28.41963114,0.1437251,10.4983,10.7916,12.7941,12.6194,11.1504,9.7711,1.0,1,1
425769,170.41070798,20.95038466,0.1594143,10.9303,11.6302,13.5156,13.8424,20.3672,28.1483,0.935,1,1
313935,225.08224201,12.14173946,0.1141567,10.0426,10.4009,12.0291,12.0645,6.3866,6.5474,1.0,-1,-1
367728,233.92944906,23.96009638,0.1609618,10.6688,11.098,13.1054,13.1214,14.2635,14.4526,1.0,-1,-1
124261,138.25923463,49.63953056,0.0132934,9.7819,9.8233,11.7188,0.0,5.1479,0.0,0.975,1,0
398448,356.28815487,-0.62087166,0.0804806,10.0343,10.2486,12.0181,11.9004,6.3377,5.8366,1.0,-1,-1
359156,137.60768497,27.81506432,0.1317157,10.395,10.7451,12.6021,12.5452,9.6444,9.2469,1.0,1,1
82341,181.54752525,67.69851247,0.1199191,10.5711,11.0396,12.9284,13.0286,12.3784,13.4032,1.0,1,1
347431,156.91623181,34.64809754,0.0948446,9.7937,9.9537,11.7298,0.0,5.1872,0.0,1.0,-1,0
208300,235.96325587,42.22199693,0.1259689,10.3339,10.4672,12.4903,12.1469,8.8815,6.9379,1.0,1,-1
230873,126.446925,6.3969034,0.0838638,9.8128,9.8712,11.7488,0.0,5.2547,0.0,1.0,-1,0
242794,156.40294223,44.71640947,0.1622511,10.477,10.8548,12.7544,12.7227,10.8167,10.5619,1.0,-1,-1
435244,162.4639878,21.00793643,0.0786571,9.8219,10.0861,11.7579,11.7798,5.2881,5.3691,1.0,1,1
205537,187.27189377,54.64980146,0.0524098,10.2081,10.6582,12.286,12.4155,7.6608,8.4099,1.0,1,1
211369,221.28594001,55.59569571,0.1044683,10.0207,10.3856,12.0004,12.0467,6.259,6.4651,0.98,-1,-1
405850,119.27869389,12.66505062,0.1632674,10.5675,11.0668,12.9218,13.0718,12.3132,13.8783,1.0,-1,-1
268232,159.21510126,11.26805124,0.0995868,10.2812,10.7404,12.4003,12.5383,8.3171,9.2005,1.0,1,1
81655,137.46728374,58.21174094,0.1367191,10.2754,10.6995,12.3904,12.4782,8.2582,8.8037,1.0,1,-1
323678,211.80782436,33.79565677,0.0548601,9.7941,9.78,11.7302,0.0,5.1886,0.0,1.0,1,0
238148,161.29497958,38.91815058,0.1175041,10.2407,10.6619,12.3343,12.4205,7.931,8.4411,1.0,1,-1
422794,152.44755546,20.50965957,0.1630332,10.5561,10.7555,12.9014,12.5617,12.1138,9.3607,1.0,-1,-1
449680,170.58248956,19.93807582,0.1671111,10.6994,10.908,13.1588,12.8132,14.9005,11.3161,1.0,-1,-1
113113,169.84920809,1.80946816,0.0498281,9.8136,10.0849,11.7497,11.7791,5.2579,5.3668,1.0,1,1
64367,174.98057055,-3.07783992,0.1168569,10.1385,10.2351,12.1737,11.8876,7.072,5.7856,1.0,-1,-1
176130,180.94656163,52.45425358,0.0811314,10.0262,10.4042,12.0074,12.0682,6.2898,6.5646,1.0,-1,-1
